Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Neotoma	Neotoma chrysomelas	68.7320289151548	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics
Neotoma	Neotoma stephensi	149.22	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma bryanti	182	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma angustapalata	198	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma goldmani	198	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma nelsoni	198	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma palatina	198	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma devia	200	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma mexicana	203	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma fuscipes	213.26	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma leucodon	215	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma macrotis	225.74	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma phenax	227.49	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma cinerea	285.89	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Neotoma	Neotoma magister	447	PanTHERIA	no information	no information	no information	no information	no information	no information	857.0894875	Mean_congenerics_same_body_mass
Cercartetus	Cercartetus lepidus	8.03	PanTHERIA	no information	no information	no information	no information	no information	no information	872.68715	Mean_congenerics
Cercartetus	Cercartetus concinnus	15.96	PanTHERIA	no information	no information	no information	no information	no information	no information	872.68715	Mean_congenerics_same_body_mass
Microdipodops	Microdipodops megacephalus	12.3	PanTHERIA	1977.0833333	PanTHERIA	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Microdipodops	Microdipodops pallidus	13.36	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Liomys	Liomys salvini	41.99	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Liomys	Liomys pictus	43.28	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Liomys	Liomys irroratus	48.95	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Liomys	Liomys adspersus	50.99	PanTHERIA	638.75	PanTHERIA	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Heteromys	Heteromys gaumeri	63.59	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Liomys	Liomys spectabilis	65	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Heteromys	Heteromys nelsoni	67.55	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Heteromys	Heteromys anomalus	69.06	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Heteromys	Heteromys desmarestianus	74	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Heteromys	Heteromys oresterus	74.8	PanTHERIA	no information	no information	no information	no information	no information	no information	873.519466666667	Mean_family_same_body_mass
Phascogale	Phascogale pirata	117.84	Mean_congenerics	no information	no information	no information	no information	no information	no information	878.35415	Mean_congenerics_same_body_mass
Graphiurus	Graphiurus kelleni	10.5	PanTHERIA	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Selevinia	Selevinia betpakdalaensis	17.12	PanTHERIA	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus murinus	20.07	PanTHERIA	2317.75	PanTHERIA;AnAge	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus crassicaudatus	23.8221897301881	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus monardi	23.8221897301881	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus angolensis	23.8221897301881	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus johnstoni	23.8221897301881	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Dryomys	Dryomys laniger	25.91	PanTHERIA	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus surdus	26	Animal Diversity	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus lorraineus	27.00440498	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Dryomys	Dryomys niethammeri	27.705	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Dryomys	Dryomys nitedula	29.5	PanTHERIA	1478.25	PanTHERIA;AnAge	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Graphiurus	Graphiurus nagtglasii	30	PanTHERIA	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Chaetocauda	Chaetocauda sichuanensis	31.51	PanTHERIA	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
Myomimus	Myomimus personatus	44	Mean_congenerics	no information	no information	no information	no information	no information	no information	879.124225	Mean_family_same_body_mass
