Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Rhinoceros	Rhinoceros sondaicus	1750000	PanTHERIA	14600	PanTHERIA; Carn_ung	12957	1643	calculated	5400.53	5400.53	Rspan-ASMmales
Ateles	Ateles belzebuth	6692.42	PanTHERIA	11862.5	PanTHERIA;AnAge	10036.5	1826	calculated	4736.585	5475	GMA
Enhydra	Enhydra lutris	27410.93	PanTHERIA	10585	PanTHERIA;AnAge;Carn_Ung	9216	1369	calculated	4041.64	5475	GMA
Orcaella	Orcaella brevirostris	190000	PanTHERIA	10950	AnAge	9124	1826	calculated	4471.96	5475	GMA
Delphinapterus	Delphinapterus leucas	1381640.73	PanTHERIA	14500	PanTHERIA; AnAge	12450.88	2049.12	calculated	5659.8752	5659.8752	Rspan-AFR(SM+Gest)
Tachyglossus	Tachyglossus aculeatus	4499.97	PanTHERIA	18158.75	PanTHERIA;AnAge	17621.76	576.71	calculated	5687.0204	5687.0204	Rspan-AFR(SM+Gest)
Neophocaena	Neophocaena phocaenoides	32500	PanTHERIA	12045	AnAge	10585	1460	calculated	4529.65	5840	GMA
Hyperoodon	Hyperoodon ampullatus	3393361.08	PanTHERIA	13412.5	PanTHERIA; AnAge	9395.5	4017	calculated	6741.695	6460.5	GMA
Pagophilus	Pagophilus groenlandicus	132250	PanTHERIA	15330	PanTHERIA	13504	1826	calculated	5742.16	6570	GMA
Lagenorhynchus	Lagenorhynchus obliquidens	109694.46	PanTHERIA	12895	PanTHERIA; AnAge	8743.495	4151.505	calculated	6687.11855	6687.11855	Rspan-AFR(SM+Gest)
Pusa	Pusa hispida	70963.6	PanTHERIA	16790	PanTHERIA;AnAge	14798.86	2512.14	calculated	6803.8094	6803.8094	Rspan-AFR(SM+Gest)
Phoca	Phoca largha	98879.18	PanTHERIA	12961.454167	PanTHERIA	11318.454167	1643	calculated	4925.3517084	6935	GMA
Pseudorca	Pseudorca crassidens	1360000	PanTHERIA	15366.25	PanTHERIA; AnAge	11441.75	3924.5	calculated	7242.6075	7242.6075	Rspan-AFR(SM+Gest)
Trichechus	Trichechus inunguis	418001.2	PanTHERIA	12775	PanTHERIA;AnAge	11679	1096	calculated	4482.91	7300	GMA
Trichechus	Trichechus manatus	467324.8	PanTHERIA	15695	PanTHERIA;AnAge	9216	1369	calculated	4041.64	7300	GMA
Dicerorhinus	Dicerorhinus sumatrensis	1046156	PanTHERIA	12507.333333	PanTHERIA;AnAge	10102.333333	2405	calculated	5334.6766666	7300	GMA
Pusa	Pusa sibirica	89499.99	PanTHERIA	20440	PanTHERIA;AnAge	18439.175	2551.455	calculated	7898.81575	7898.81575	Rspan-AFR(SM+Gest)
Stenella	Stenella coeruleoalba	142102.96	PanTHERIA	19493.75	PanTHERIA; AnAge	16291.725	3202.025	calculated	7926.62525	7926.62525	Rspan-AFR(SM+Gest)
Balaenoptera	Balaenoptera acutorostrata	5587093.59	PanTHERIA	18125	PanTHERIA; AnAge	15076.92	3048.08	calculated	7420.3868	8030	GMA
Megaptera	Megaptera novaeangliae	30000000.01	PanTHERIA	34437.5	PanTHERIA; AnAge	32448.605	1988.895	calculated	11398.99045	8030	GMA
Peponocephala	Peponocephala electra	206000	PanTHERIA	17037.5	PanTHERIA; AnAge	12382.5	4655	calculated	8245.925	8245.925	Rspan-AFR(SM+Gest)
Stenella	Stenella attenuata	65733.59	PanTHERIA	16675	PanTHERIA; AnAge	13346.905	3328.095	calculated	7198.69745	8395	GMA
Balaenoptera	Balaenoptera borealis	22106251.95	PanTHERIA	26825	PanTHERIA; AnAge	22833.21	3991.79	calculated	10613.4209	8504.5	GMA
Globicephala	Globicephala macrorhynchus	725999.99	PanTHERIA	22837.5	PanTHERIA; AnAge	18915.5	3922	calculated	9407.495	8650.5	GMA
Globicephala	Globicephala melas	800000	PanTHERIA	19050	PanTHERIA; AnAge	16115.47	2934.53	calculated	7608.0163	8760	GMA
Monodon	Monodon monoceros	938126.44	PanTHERIA	16325	PanTHERIA; AnAge	13688.48	2636.52	calculated	6606.1792	8760	GMA
Balaenoptera	Balaenoptera physalus	47506008.23	PanTHERIA	41685	PanTHERIA; AnAge	38643.82	3041.18	calculated	14247.8878	9490	GMA
Berardius	Berardius bairdii	11380000.04	PanTHERIA	28110	PanTHERIA; AnAge	23270.21	4839.79	calculated	11588.1509	9855	GMA
Physeter	Physeter macrocephalus	307283.33	Mean_confamilials	28105	AnAge	24681	3424	calculated	10581.49	9964.5	GMA
Balaenoptera	Balaenoptera edeni	19999999.97	PanTHERIA	26100	PanTHERIA; AnAge	22616.27	3483.73	calculated	10042.4483	10042.4483	Rspan-AFR(SM+Gest)
Dugong	Dugong dugon	295000	PanTHERIA	25922.5	PanTHERIA; AnAge	22079.24	3843.26	calculated	10246.2396	10246.2396	Rspan-AFR(SM+Gest)
Eschrichtius	Eschrichtius robustus	27324024.19	PanTHERIA	27912.5	PanTHERIA; AnAge	24603.05	3309.45	calculated	10444.3345	10444.3345	Rspan-AFR(SM+Gest)
Balaenoptera	Balaenoptera musculus	154321304.5	PanTHERIA	39875	PanTHERIA; AnAge	37709.515	2165.485	calculated	13101.24435	11315	GMA
Balaena	Balaena mysticetus	79691178.99	PanTHERIA	45707.5	PanTHERIA; AnAge	37107.55	8599.95	calculated	19361.1395	18980	GMA
Eligmodontia	Eligmodontia morgani	16.5	PanTHERIA	no information	no information	no information	no information	no information	no information	147.5856	Mean_congenerics_same_body_mass
Eligmodontia	Eligmodontia moreni	18	PanTHERIA	no information	no information	no information	no information	no information	no information	147.5856	Mean_congenerics_same_body_mass
Eligmodontia	Eligmodontia puerulus	28.49	PanTHERIA	no information	no information	no information	no information	no information	no information	147.5856	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys montanus	10.9	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys raviventris	10.95	PanTHERIA	942.91666665	PanTHERIA	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys zacatecae	11	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys fulvescens	11.55	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys gracilis	12.47	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys brevirostris	12.9	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys darienensis	12.99	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys mexicanus	15.71	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys paradoxus	15.8762108429931	Mean_congenerics	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys bakeri	15.8762108429931	Mean_congenerics	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys chrysopsis	19	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys sumichrasti	19	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys burti	20	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys hirsutus	20	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys microdon	20	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys tenuirostris	20	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys spectabilis	20.19	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys creper	22.8	PanTHERIA	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Reithrodontomys	Reithrodontomys rodriguezi	23.2180060168695	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	202.795	Mean_congenerics_same_body_mass
Lemmus	Lemmus amurensis	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	308.1925	Mean_congenerics_same_body_mass
Lemmus	Lemmus sibiricus	53.81	PanTHERIA	no information	no information	no information	no information	no information	no information	308.1925	Mean_congenerics_same_body_mass
Lemmus	Lemmus portenkoi	59.3771530099515	Mean_congenerics	no information	no information	no information	no information	no information	no information	308.1925	Mean_congenerics_same_body_mass
Lemmus	Lemmus trimucronatus	69.82	PanTHERIA	no information	no information	no information	no information	no information	no information	308.1925	Mean_congenerics_same_body_mass
Oryzomys	Oryzomys dimidiatus	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	318.75155	Mean_congenerics_same_body_mass
Oryzomys	Oryzomys curasoae	57.3271530099515	Mean_congenerics	no information	no information	no information	no information	no information	no information	318.75155	Mean_congenerics_same_body_mass
Oryzomys	Oryzomys gorgasi	60.5	PanTHERIA	no information	no information	no information	no information	no information	no information	318.75155	Mean_congenerics_same_body_mass
Oryzomys	Oryzomys couesi	69.29	PanTHERIA	no information	no information	no information	no information	no information	no information	318.75155	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis squamipes	11	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics
Cryptotis	Cryptotis montivaga	11.29	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics
Cryptotis	Cryptotis thomasi	11.77	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics
Cryptotis	Cryptotis meridensis	12.63	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics
Cryptotis	Cryptotis medellinia	16	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics
Cryptotis	Cryptotis merriami	5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis mayensis	5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis goldmani	6.73	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis obscura	6.9	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis magna	7	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis goodwini	7	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis mexicana	7	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis gracilis	7	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis equatoris	7.7	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis endersi	8	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis nelsoni	8	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis mera	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis phillipsii	8.3	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis nigrescens	8.32	PanTHERIA	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis hondurensis	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis peregrina	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis peruviensis	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis brachyonyx	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis tropicalis	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis tamensis	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis alticola	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis colombiana	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis orophila	8.41749240744777	Mean_congenerics	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Cryptotis	Cryptotis griseoventris	9	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	330.7472	Mean_congenerics_same_body_mass
Sorex	Sorex raddei	10	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex pacificus	10.56	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex isodon	12.23	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex roboratus	12.99	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex alaskanus	14	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex mirabilis	15	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex bendirii	15.76	PanTHERIA	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Sorex	Sorex volnuchini	17	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	332.82975	Mean_congenerics_same_body_mass
Blarina	Blarina carolinensis	11.91	PanTHERIA	no information	no information	no information	no information	no information	no information	339.884375	Mean_congenerics_same_body_mass
Suncus	Suncus ater	10.20875	Mean_congenerics	no information	no information	no information	no information	no information	no information	363.52745	Mean_congenerics_same_body_mass
Suncus	Suncus hosei	10.20875	Mean_congenerics	no information	no information	no information	no information	no information	no information	363.52745	Mean_congenerics_same_body_mass
Suncus	Suncus montanus	18	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	363.52745	Mean_congenerics_same_body_mass
Suncus	Suncus zeylanicus	29.8	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	363.52745	Mean_congenerics_same_body_mass
Microtus	Microtus daghestanicus	12.99	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus subterraneus	17.74	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus majori	18.2	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus savii	20	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus brachycercus	20	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus gerbei	22	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus duodecimcostatus	22.71	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus thomasi	23	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus multiplex	23.16	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus bavaricus	23.167	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus liechtensteini	23.2	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus middendorffii	26.6471253307978	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus mongolicus	27.5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus lusitanicus	28.3293191236729	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus montebelli	29.49	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus canicaudus	29.93	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus mexicanus	34.88	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus levis	35.49	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus oaxacensis	36.52	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus maximowiczii	38.149052742917	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus transcaspicus	38.9732589337487	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus chrotorrhinus	38.99	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus evoronensis	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus hyperboreus	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus irani	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus mujanensis	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus nasarovi	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus felteni	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus anatolicus	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus dogramacii	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus qazvinensis	39.1848860379995	Mean_congenerics	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus quasiater	40	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus tatricus	40	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus miurus	41	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus guatemalensis	41.99	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus umbrosus	41.99	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus montanus	42.85	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus longicaudus	44.8	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus ilaeus	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus schelkovnikovi	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus clarkei	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus paradoxus	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus schidlovskii	46.2586120398059	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus kikuchii	46.3	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus gregalis	47.5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus socialis	48	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus sachalinensis	48.0399157598041	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus limnophilus	50	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus townsendii	52.02	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus cabrerae	52.5	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus breweri	54	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus californicus	57.42	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus fortis	63	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus abbreviatus	66.06	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus richardsoni	85.5	PanTHERIA	547.5	PanTHERIA	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Microtus	Microtus xanthognathus	92.65	PanTHERIA	no information	no information	no information	no information	no information	no information	373.623802083937	Mean_congenerics_same_body_mass
Paracrocidura	Paracrocidura graueri	10.1686702782016	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Diplomesodon	Diplomesodon pulchellum	11	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex schalleri	11.189791118351	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex tenuis	11.189791118351	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex kihaulei	11.189791118351	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex zinki	11.189791118351	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex varius	11.68	PanTHERIA	565.75	PanTHERIA;AnAge	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Megasorex	Megasorex gigas	11.71	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Paracrocidura	Paracrocidura schoutedeni	12.18	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex cafer	12.3	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Blarinella	Blarinella quadraticauda	12.5	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex longicaudatus	12.98	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Sylvisorex	Sylvisorex morio	13.780677689924	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Blarinella	Blarinella wardi	14.2236167523842	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Soriculus	Soriculus nigrescens	14.58	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex rumpii	15.99558029	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Myosorex	Myosorex blarina	16	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Anourosorex	Anourosorex schmidi	16.0524468521344	Mean_congenerics	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Sylvisorex	Sylvisorex ollula	16.59	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Ruwenzorisorex	Ruwenzorisorex suncoides	18.2	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chodsigoa	Chodsigoa smithii	18.76	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Sylvisorex	Sylvisorex lunaris	18.78	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Anourosorex	Anourosorex squamipes	20	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Anourosorex	Anourosorex assamensis	20	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Surdisorex	Surdisorex norae	23.57	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale styani	25.8	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale sumatrana	30	EDGE	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale phaeura	31	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale himalayica	33.5	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
