Species Lm
Raja_brachyura 80.8
Raja_brachyura 83.4
Raja_brachyura 87.2
Raja_brachyura 100
Raja_brachyura 100
Raja_clavata 58.8
Raja_clavata 59.3
Raja_clavata 61.2
Raja_clavata 64
Raja_clavata 65.7
Raja_clavata 66.7
Raja_clavata 68
Raja_clavata 70.5
Raja_clavata 71.8
Raja_clavata 73.7
Raja_clavata 77
Raja_clavata 78.2
Raja_clavata 80
Raja_clavata 80
Raja_clavata 86
Raja_clavata 95
Raja_clavata 95
Raja_microocellata 68.9
Raja_microocellata 70
Raja_microocellata 70
Raja_microocellata 77.9
Raja_montagui 53.7
Raja_montagui 57
Raja_montagui 60
Raja_montagui 62
Raja_montagui 65
Raja_undulata 73.6
Raja_undulata 76.2
Raja_undulata 78.1
Raja_undulata 83.8
Rastrelliger_brachysoma 17
Rastrelliger_kanagurta 17
Rastrelliger_kanagurta 17.5
Rastrelliger_kanagurta 18.4
Rastrelliger_kanagurta 18.8
Rastrelliger_kanagurta 19
Rastrelliger_kanagurta 20.5
Rastrelliger_kanagurta 22
Reinhardtius_hippoglossoides 50.6
Reinhardtius_hippoglossoides 60
Reinhardtius_hippoglossoides 60
Reinhardtius_hippoglossoides 65
Reinhardtius_hippoglossoides 65.6
Reinhardtius_hippoglossoides 71.2
Retropinna_semoni 7
Rhabdosargus_holubi 19
Rhabdosargus_sarba 26
Rhaphiodon_vulpinus 26.5
Rhaphiodon_vulpinus 36
Rhincodon_typus 800
Rhincodon_typus 922
Rhincodon_typus NONE
Rhinecanthus_aculeatus 14
Rhinelepis_aspera 18.2
Rhinelepis_aspera 28.8
Rhinobatos_jimbaranensis 76.5
Rhinobatos_penggali 71.9
Rhinogobius_cliffordpopei 3.5
Rhinogobius_giurinus 4.7
Rhizoprionodon_lalandii 52
Rhizoprionodon_lalandii 56
Rhizoprionodon_lalandii 57.8
Rhizoprionodon_lalandii 59
Rhizoprionodon_lalandii 60
Rhizoprionodon_lalandii 62.1
Rhizoprionodon_lalandii 64
Rhizoprionodon_lalandii 65
Rhizoprionodon_oligolinx 59.5
Rhizoprionodon_oligolinx 62.3
Rhizoprionodon_porosus 65
Rhizoprionodon_porosus 67.5
Rhizoprionodon_taylori 41.7
Rhizoprionodon_taylori 47
Rhizoprionodon_terraenovae 90
Rhodeus_amarus 5.5
Rioraja_agassizii 32.3
Rioraja_agassizii 41
Rioraja_agassizii 41
Rioraja_agassizii 44
Roeboides_descalvadensis 39
Roeboides_descalvadensis 43
Rutilus_rutilus 9.2
Rutilus_rutilus 12.3
Rutilus_rutilus 13
Rutilus_rutilus 15
Sabanejewia_balcanica 5.5
Sabanejewia_balcanica 5.6
Salminus_brasiliensis 32.4
Salminus_brasiliensis 37.8
Salmo_trutta 24
Salmo_trutta 25.6
Salmo_trutta 29.4
Salmo_trutta 31.9
Salmo_trutta 36
Salvelinus_alpinus 38.1
Salvelinus_alpinus 60
Salvelinus_malma 32
Salvelinus_namaycush 18.4
Salvelinus_namaycush 41.4
Salvelinus_namaycush 57.2
Salvelinus_namaycush 59.4
Sander_canadensis 32
Sander_lucioperca 24.8
Sander_lucioperca 25.6
Sander_lucioperca 26.4
Sander_lucioperca 31.4
Sander_lucioperca 34
Sander_lucioperca 36.4
Sander_lucioperca 37
Sander_lucioperca 39
Sander_lucioperca 39
Sander_lucioperca 41
Sander_lucioperca 41.8
Sander_lucioperca 42.9
Sander_lucioperca 43.9
Sander_lucioperca 47
Sander_vitreus 33.7
Sander_vitreus 42
Sander_vitreus 45.4
Sarcocheilichthys_czerskii 6
Sarcocheilichthys_sinensis 10
Sarda_sarda 37
Sarda_sarda 39.2
Sardina_pilchardus 11.1
Sardina_pilchardus 14
Sardina_pilchardus 14
Sardina_pilchardus 14.2
Sardina_pilchardus 14.7
Sardina_pilchardus 15
Sardina_pilchardus 15
Sardina_pilchardus 15
Sardina_pilchardus 15
Sardina_pilchardus 15.4
Sardina_pilchardus 16.8
Sardinella_albella 9
Sardinella_aurita 12
Sardinella_aurita 13
Sardinella_aurita 15.5
Sardinella_aurita 16.8
Sardinella_brasiliensis 15.6
Sardinella_brasiliensis 16.8
Sardinella_brasiliensis 18.2
Sardinella_brasiliensis 19.2
Sardinella_fimbriata 13
Sardinella_fimbriata 13.3
Sardinella_fimbriata 14.6
Sardinella_gibbosa 8.8
Sardinella_gibbosa 13
Sardinella_gibbosa 13.6
Sardinella_gibbosa 13.6
Sardinella_gibbosa 13.8
Sardinella_gibbosa 13.9
Sardinella_lemuru 17.8
Sardinella_longiceps 14.9
Sardinella_longiceps 15
Sardinella_longiceps 15
Sardinella_longiceps 15
Sardinella_longiceps 15.6
Sardinella_longiceps 15.9
Sardinella_longiceps 16.2
Sardinella_longiceps 16.5
Sardinella_longiceps 17.1
Sardinella_longiceps 17.4
Sardinella_maderensis 10.7
Sardinella_maderensis 10.8
Sardinella_maderensis 11
Sardinella_maderensis 12.2
Sardinella_maderensis 13
Sardinella_maderensis 15
Sardinella_maderensis 16.5
Sardinella_maderensis 18.5
Sardinops_sagax 8
Sardinops_sagax 10
Sardinops_sagax 18.5
Sardinops_sagax 21.5
Sardinops_sagax 23
Sardinops_sagax 26
Sargochromis_codringtonii 21
Sargochromis_codringtonii 24
Sarotherodon_galilaeus 11.5
Sarotherodon_galilaeus 12.4
Sarotherodon_galilaeus 12.6
Sarotherodon_galilaeus 12.8
Sarotherodon_galilaeus 13.2
Sarotherodon_galilaeus 13.8
Sarotherodon_galilaeus 19.8
Sarotherodon_galilaeus 22.4
Sarotherodon_galilaeus 22.4
Sarotherodon_galilaeus 22.7
Sarotherodon_melanotheron 7.1
Sarotherodon_melanotheron 10.2
Sarotherodon_melanotheron 15
Satanoperca_pappaterra 7.5
Satanoperca_pappaterra 8.6
Saurida_tumbil 25
Saurida_tumbil 29
Saurida_tumbil 29.5
Saurida_tumbil 31
Saurida_undosquamis 16.6
Saurida_undosquamis 17
Saurida_undosquamis 18.5
Saurida_undosquamis 24
Scardinius_erythrophthalmus 7.1
Scardinius_erythrophthalmus 8.1
Schilbe_intermedius 10
Schilbe_mandibularis 16.5
Schilbe_mandibularis 18
Schilbe_mystus 11.2
Schilbe_mystus 13.2
Schilbe_mystus 15
Schilbe_mystus 16
Schilbe_uranoscopus 15
Schilbe_uranoscopus 18
Schizodon_altoparanae 14.9
Schizodon_altoparanae 16
Schizodon_borellii 14.6
Schizodon_borellii 17.8
Schizodon_fasciatus 18
Schizodon_fasciatus 22
Sciades_proops 35.2
Sciades_proops 36.6
Sciaena_deliciosa 23.4
Sciaena_deliciosa 24.5
Sciaena_umbra 25
Sciaena_umbra 25
Scleropages_jardinii 45
Scoliodon_laticaudus 33
Scoliodon_laticaudus 35
Scoliodon_laticaudus 35
Scoliodon_laticaudus 37.6
Scoliodon_laticaudus 39
Scomber_colias 18.6
Scomber_colias 21.6
Scomber_colias 22.1
Scomber_japonicus 17.2
Scomber_japonicus 27.5
Scomber_japonicus 30.5
Scomber_japonicus 31
Scomber_japonicus 32
Scomber_japonicus 35
Scomber_scombrus 26.2
Scomber_scombrus 28
Scomber_scombrus 29
Scomber_scombrus 30
Scomber_scombrus 30
Scomber_scombrus 30
Scomber_scombrus 30
Scomber_scombrus 30
Scomberesox_saurus 26.5
Scomberoides_tol 26
Scomberomorus_brasiliensis 28
Scomberomorus_brasiliensis 34.5
Scomberomorus_cavalla 47.5
Scomberomorus_commerson 50
Scomberomorus_commerson 70
Scomberomorus_commerson 70
Scomberomorus_commerson 70.1
Scomberomorus_guttatus 40
Scomberomorus_lineolatus 70
Scomberomorus_tritor 32.7
Scomberomorus_tritor 33
Scophthalmus_aquosus 21.2
Scophthalmus_aquosus 21.5
Scophthalmus_aquosus 22.2
Scophthalmus_aquosus 22.5
Scophthalmus_maximus 18.9
Scophthalmus_maximus 18.9
Scophthalmus_maximus 20.4
Scophthalmus_maximus 24.7
Scophthalmus_maximus 28
Scophthalmus_maximus 28
Scophthalmus_maximus 35
Scophthalmus_maximus 40
Scophthalmus_maximus 49
Scophthalmus_rhombus 25
Scophthalmus_rhombus 25
Scorpaena_porcus 15
Scorpaena_porcus 16.7
Scorpaena_porcus 17.5
Scyliorhinus_canicula 53.5
Scyliorhinus_canicula 57
Scyliorhinus_canicula 58
Sebastes_aleutianus 45
Sebastes_aleutianus 47
Sebastes_alutus 26
Sebastes_alutus 28
Sebastes_alutus 29
Sebastes_alutus 31
Sebastes_alutus 32.4
Sebastes_alutus 33.2
Sebastes_alutus 33.5
Sebastes_alutus 33.7
Sebastes_alutus 34.6
Sebastes_alutus 36
Sebastes_alutus 38.5
Sebastes_auriculatus 31
Sebastes_auriculatus 31
Sebastes_babcocki 31
Sebastes_babcocki 34
Sebastes_babcocki 39
Sebastes_babcocki 43
Sebastes_borealis 47
Sebastes_borealis 47
Sebastes_brevispinis 44
Sebastes_brevispinis 46
Sebastes_carnatus 17
Sebastes_caurinus 17
Sebastes_caurinus 34
Sebastes_chlorostictus 22
Sebastes_chlorostictus 27
Sebastes_chlorostictus 28
Sebastes_chrysomelas 15
Sebastes_chrysomelas 16
Sebastes_ciliatus 26
Sebastes_ciliatus 29
Sebastes_constellatus 19
Sebastes_constellatus 22
Sebastes_constellatus 27
Sebastes_constellatus 30
Sebastes_crameri 27
Sebastes_crameri 27
Sebastes_crameri 29.6
Sebastes_crameri 36
Sebastes_crameri 36.5
Sebastes_crameri 39
Sebastes_dallii 9
Sebastes_dallii 9
Sebastes_diploproa 19
Sebastes_diploproa 21
Sebastes_diploproa 22
Sebastes_elongatus 18
Sebastes_elongatus 19
Sebastes_elongatus 23
Sebastes_elongatus 23
Sebastes_entomelas 32
Sebastes_entomelas 35
Sebastes_entomelas 36
Sebastes_entomelas 37
Sebastes_fasciatus 20.9
Sebastes_fasciatus 22.3
Sebastes_flavidus 32
Sebastes_flavidus 35
Sebastes_flavidus 35
Sebastes_flavidus 36
Sebastes_flavidus 36
Sebastes_goodei 28
Sebastes_goodei 30
Sebastes_goodei 31
Sebastes_goodei 34
Sebastes_helvomaculatus 22
Sebastes_helvomaculatus 23
Sebastes_hopkinsi 13
Sebastes_hopkinsi 14
Sebastes_hopkinsi 16
Sebastes_hopkinsi 18
Sebastes_jordani 14
Sebastes_jordani 14
Sebastes_levis 32
Sebastes_levis 32
Sebastes_levis 43
Sebastes_levis 44
Sebastes_maliger 22
Sebastes_maliger 26
Sebastes_maliger 35
Sebastes_maliger 36
Sebastes_melanops 36
Sebastes_melanops 41
Sebastes_melanostomus 33
Sebastes_melanostomus 33
Sebastes_melanostomus 35
Sebastes_melanostomus 35
Sebastes_miniatus 37
Sebastes_miniatus 38
Sebastes_minor 10
Sebastes_nebulosus 27
Sebastes_nebulosus 27
Sebastes_ovalis 28
Sebastes_ovalis 28
Sebastes_paucispinis 41.9
Sebastes_paucispinis 42
Sebastes_paucispinis 48
Sebastes_pinniger 40
Sebastes_pinniger 44
Sebastes_rosaceus 20
Sebastes_rosaceus 20
Sebastes_ruberrimus 40
Sebastes_ruberrimus 40
Sebastes_rubrivinctus 30
Sebastes_rubrivinctus 34
Sebastes_rufus 31
Sebastes_rufus 34
Sebastes_saxicola 16
Sebastes_saxicola 17
Sebastes_serranoides 32.8
Sebastes_serranoides 33
Sebastes_serranoides 35
Sebastes_serranoides 36.2
Sebastes_variegatus 23
Sebastes_variegatus 24
Sebastes_zacentrus 24
Sebastes_zacentrus 25
Sebastolobus_alascanus 18.2
Sebastolobus_alascanus 22
Sebastolobus_altivelis 17.8
Secutor_insidiator 7.5
Secutor_insidiator 9
Selar_crumenophthalmus 16.7
Selar_crumenophthalmus 17.3
Selaroides_leptolepis 8.7
Selaroides_leptolepis 8.8
Selaroides_leptolepis 10.1
Selaroides_leptolepis 12
Selaroides_leptolepis 13
Selaroides_leptolepis 14
Selaroides_leptolepis 14.8
Selene_setapinnis 20.5
Selene_setapinnis 21.5
Seriolella_punctata 40
Serranus_cabrilla 13.2
Serranus_hepatus 7.8
Serranus_scriba 17.3
Serrapinnus_notomelas 2
Serrapinnus_notomelas 2.1
Serrasalmus_maculatus 9.8
Serrasalmus_maculatus 10.8
Serrasalmus_marginatus 11.5
Serrasalmus_marginatus 12.2
Siganus_fuscescens 5
Siganus_fuscescens 5.6
Siganus_guttatus 16.8
Siganus_guttatus 18.1
Siganus_luridus 13.9
Siganus_luridus 14.2
Siganus_rivulatus 13.3
Siganus_rivulatus 13.7
Siganus_rivulatus 14.8
Siganus_rivulatus 16
Sillaginodes_punctatus 30
Sillaginodes_punctatus 34
Sillaginopsis_panijus 12
Sillago_bassensis 20
Sillago_bassensis 20
Sillago_robusta 12
Sillago_robusta 12.3
Sillago_sihama 22.5
Silurus_glanis 87.5
Siniperca_chuatsi 25
Solea_solea 18.8
Solea_solea 18.8
Solea_solea 22
Solea_solea 24.8
Solea_solea 26
Solea_solea 27
Solea_solea 28
Solea_solea 29
Solea_solea 30
Solea_solea 31
Solea_solea 32
Sorubim_lima 22.2
Sorubim_lima 23.2
Sparisoma_cretense 15.5
Sphoeroides_greeleyi 7
Sphoeroides_testudineus 10.8
Sphyrna_lewini 190
Sphyrna_lewini 198
Sphyrna_lewini 210
Sphyrna_lewini 235
Sphyrna_lewini 240
Sphyrna_zygaena 265
Spicara_maena 11.5
Spicara_maena 13.1
Spicara_smaris 8.9
Spicara_smaris 9.3
Spirinchus_thaleichthys 9
Spondyliosoma_cantharus 17.3
Spondyliosoma_cantharus 17.8
Spondyliosoma_cantharus 19.3
Spondyliosoma_cantharus 20
Spondyliosoma_cantharus 21.3
Spondyliosoma_cantharus 22
Spondyliosoma_cantharus 22
Spondyliosoma_cantharus 22
Spondyliosoma_cantharus 22
Spondyliosoma_cantharus 22.4
Spondyliosoma_cantharus 22.7
Sprattus_sprattus 8.1
Sprattus_sprattus 8.1
Sprattus_sprattus 8.5
Sprattus_sprattus 8.5
Sprattus_sprattus 10
Sprattus_sprattus 11
Sprattus_sprattus 11.5
Sprattus_sprattus 12
Sprattus_sprattus 13
Squalidus_chankaensis 4
Squalius_pyrenaicus 7.5
Squalus_acanthias 58
Squalus_acanthias 59.5
Squalus_acanthias 73
Squalus_acanthias 74
Squalus_acanthias 75
Squalus_acanthias 77
Squalus_acanthias 79
Squalus_acanthias 79.9
Squalus_acanthias 80
Squalus_acanthias 82
Squalus_acanthias 83
Squalus_acanthias 83
Squalus_acanthias 92
Squalus_acanthias 93.5
Squalus_blainville 46.1
Squalus_blainville 56.8
Squalus_chloroculus 62.9
Squalus_chloroculus 79.9
Squalus_megalops 44.5
Squalus_megalops 59
Squalus_mitsukurii 65
Squalus_mitsukurii 77.8
Squalus_suckleyi 72
Squalus_suckleyi 74.5
Squalus_suckleyi 92
Squalus_suckleyi 93.5
Squalus_suckleyi 93.9
Squalus_suckleyi 95.3
Squalus_suckleyi 97.3
Squatina_guggenheim 71.3
Squatina_guggenheim 72.5
Squatina_guggenheim 75
Squatina_guggenheim 77
Steindachnerina_brevipinna 6.5
Steindachnerina_brevipinna 7
Steindachnerina_insculpta 4.7
Steindachnerina_insculpta 5.3
Stellifer_brasiliensis 7.3
Stellifer_naso 10.7
Stellifer_naso 12.1
Stellifer_rastrifer 9.5
Stellifer_rastrifer 9.7
Stellifer_rastrifer 10
Stellifer_rastrifer 11.7
Stellifer_stellifer 7.5
Stellifer_stellifer 8.1
Stephanolepis_hispidus 13.9
Stephanolepis_hispidus 14.9
Stethojulis_trilineata 9
Stolephorus_commersonnii 7.3
Stolephorus_indicus 9
Stolephorus_waitei 8
Stolephorus_waitei 8.1
Stolephorus_waitei 8.4
Syacium_gunteri 9.6
Symphodus_cinereus 4
Symphodus_cinereus 7
Symphodus_mediterraneus 9
Symphodus_mediterraneus 12
Symphodus_ocellatus 4
Symphodus_ocellatus 5.7
Symphodus_tinca 10
Symphodus_tinca 10.5
Symphurus_plagiusa 9.1
Symphurus_plagiusa 10.1
Synapturichthys_kleinii 20
Synapturichthys_kleinii 29
Syngnathus_acus 30
Syngnathus_rostellatus 10
Synodontis_schall 15.5
Synodontis_schall 19.5
Synodontis_schall 20
Synodontis_zambezensis 15
Synodontis_zambezensis 18
Synodus_variegatus 14
Tandanus_tandanus 45
Tenualosa_ilisha 19
Tenualosa_ilisha 41.5
Thalassoma_hardwicke 8.5
Thryssa_mystax 13
Thunnus_alalunga 62
Thunnus_alalunga 85
Thunnus_alalunga 85
Thunnus_alalunga 90
Thymallus_thymallus 30
Tor_douronensis 40.2
Tor_douronensis 51.9
Tor_tambroides 59.9
Tor_tambroides 67.8
Tor_tor 36
Trachelyopterus_galeatus 10.8
Trachelyopterus_galeatus 11.3
Trachinotus_marginatus 21.2
Trachinotus_marginatus 21.2
Trachurus_indicus 12.2
Trachurus_indicus 13.1
Trachurus_lathami 11.4
Trachurus_lathami 11.5
Trachurus_lathami 13.2
Trachurus_mediterraneus 20
Trachurus_novaezelandiae 22
Trachurus_picturatus 21.2
Trachurus_picturatus 21.8
Trachurus_trachurus 16.5
Trachurus_trachurus 18.9
Trachurus_trachurus 19.2
Trachurus_trachurus 21
Trachurus_trachurus 21.9
Trachurus_trachurus 23.6
Trachurus_trachurus 24.2
Trachurus_trachurus 25.7
Trachurus_trachurus 26.9
Trachydoras_paraguayensis 6.2
Trachydoras_paraguayensis 6.5
Triakis_semifasciata 100
Triakis_semifasciata 105
Trichiurus_lepturus 37
Trichiurus_lepturus 39
Trichiurus_lepturus 47.3
Trichiurus_lepturus 52.9
Trichiurus_lepturus 53
Trichiurus_lepturus 55.4
Trichiurus_lepturus 60
Trichiurus_lepturus 60.5
Trichiurus_lepturus 61.2
Trigonognathus_kabeyai 43
Trigonognathus_kabeyai 52
Trinectes_maculatus 10
Trisopterus_esmarkii 18.6
Trisopterus_luscus 18.3
Trisopterus_luscus 19.7
Trisopterus_luscus 20
Trisopterus_luscus 25
Trisopterus_minutus 11
Trisopterus_minutus 12.4
Trisopterus_minutus 12.5
Trisopterus_minutus 13
Trisopterus_minutus 13.3
Trisopterus_minutus 13.8
Trisopterus_minutus 14
Trisopterus_minutus 14.8
Tristramella_simonis 14.5
Tristramella_simonis 14.5
Trygonorrhina_fasciata 100
Tylosurus_acus_acus 47.3
Tylosurus_acus_acus 47.9
Tylosurus_crocodilus 51.7
Tylosurus_crocodilus 52.3
Umbra_pygmaea 3.5
Umbra_pygmaea 3.7
Umbrina_canosai 11.2
Umbrina_canosai 11.3
Umbrina_canosai 13.3
Umbrina_canosai 14
Umbrina_canosai 16.7
Umbrina_canosai 17.7
Umbrina_canosai 18.4
Umbrina_canosai 21.4
Uranoscopus_scaber 11
Uranoscopus_scaber 14
Urophycis_chuss 22.2
Urophycis_chuss 23.8
Urophycis_chuss 25.1
Urophycis_chuss 26.9
Urophycis_mystacea 43.9
Urophycis_tenuis 39
Urophycis_tenuis 45
Urophycis_tenuis 46
Urophycis_tenuis 58
Valenciennea_muralis 5.3
Valenciennea_muralis 5.4
Wattsia_mossambica 31
Xystreurys_rasile 20
Xystreurys_rasile 21.2
Zaprora_silenus 57
Zapteryx_brevirostris 40.6
Zapteryx_brevirostris 42.3
Zearaja_chilensis 87.1
Zearaja_chilensis 87.9
Zearaja_chilensis 103
Zearaja_chilensis 104
Zearaja_nasuta 52
Zearaja_nasuta 59
Zeus_faber 26
Zeus_faber 34.5
Zeus_faber 37
Zeus_faber 37
Zoarces_americanus 26.2
Zoarces_americanus 30.3
Zoarces_americanus 31.3
Zoarces_americanus 31.9
