"Species" "Mass" "Temperature" "MetabolRate" "Class"
"Glossogobius_giuris" "23.2" "22" "1.98128" "Actinopterygii"
"Heteropneustes_fossilis" "9" "26" "1.2285" "Actinopterygii"
"Heteropneustes_fossilis" "10" "26" "1.197" "Actinopterygii"
"Heteropneustes_fossilis" "15" "26" "1.3965" "Actinopterygii"
"Heteropneustes_fossilis" "16" "26" "1.456" "Actinopterygii"
"Heteropneustes_fossilis" "17" "26" "1.4756" "Actinopterygii"
"Heteropneustes_fossilis" "23" "26" "1.9803" "Actinopterygii"
"Heteropneustes_fossilis" "26" "26" "2.2022" "Actinopterygii"
"Heteropneustes_fossilis" "36" "26" "2.9232" "Actinopterygii"
"Heteropneustes_fossilis" "44" "26" "3.5728" "Actinopterygii"
"Heteropneustes_fossilis" "56" "26" "4.4688" "Actinopterygii"
"Heteropneustes_fossilis" "75" "26" "4.8825" "Actinopterygii"
"Hippoglossoides_platessoides" "231" "3.5" "3.3957" "Actinopterygii"
"Hippoglossoides_platessoides" "268" "3.5" "4.1272" "Actinopterygii"
"Hippoglossoides_platessoides" "294" "3.5" "3.7044" "Actinopterygii"
"Hippoglossoides_platessoides" "344" "3.5" "4.3344" "Actinopterygii"
"Hippoglossoides_platessoides" "390" "3.5" "4.641" "Actinopterygii"
"Ictalurus_punctatus" "4.43" "23.5" "0.46515" "Actinopterygii"
"Ictalurus_punctatus" "5.37" "23.5" "1.157772" "Actinopterygii"
"Ictalurus_punctatus" "5.43" "23.5" "0.391503" "Actinopterygii"
"Ictalurus_punctatus" "6.71" "23.5" "1.296372" "Actinopterygii"
"Ictalurus_punctatus" "7.24" "23.5" "0.881832" "Actinopterygii"
"Ictalurus_punctatus" "7.25" "23.5" "0.76125" "Actinopterygii"
"Ictalurus_punctatus" "7.61" "23.5" "0.548681" "Actinopterygii"
"Ictalurus_punctatus" "8.27" "23.5" "1.325681" "Actinopterygii"
"Ictalurus_punctatus" "825" "18" "24.255" "Actinopterygii"
"Kuhlia_sandvicensis" "13.24" "23" "0.815584" "Actinopterygii"
"Kuhlia_sandvicensis" "15.67" "23" "0.866551" "Actinopterygii"
"Kuhlia_sandvicensis" "16.26" "23" "0.830886" "Actinopterygii"
"Kuhlia_sandvicensis" "19.61" "23" "1.125614" "Actinopterygii"
"Kuhlia_sandvicensis" "20.55" "23" "0.992565" "Actinopterygii"
"Kuhlia_sandvicensis" "26.22" "23" "1.266426" "Actinopterygii"
"Kuhlia_sandvicensis" "27.48" "23" "1.288812" "Actinopterygii"
"Kuhlia_sandvicensis" "29.06" "23" "1.464624" "Actinopterygii"
"Kuhlia_sandvicensis" "36.38" "23" "1.578892" "Actinopterygii"
"Kuhlia_sandvicensis" "46.41" "23" "2.111655" "Actinopterygii"
"Kuhlia_sandvicensis" "47.29" "23" "2.217901" "Actinopterygii"
"Kuhlia_sandvicensis" "55.97" "23" "2.311561" "Actinopterygii"
"Labeo_rohita" "6" "25" "4.6116" "Actinopterygii"
"Labeo_rohita" "7" "25" "3.3173" "Actinopterygii"
"Labeo_rohita" "8.5" "25" "3.31415" "Actinopterygii"
"Labeo_rohita" "11.5" "25" "3.30855" "Actinopterygii"
"Labeo_rohita" "11.5" "25" "3.32465" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "4.4" "0.017017" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "4.8" "0.035035" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "9.4" "0.041041" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "9.8" "0.084084" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "10" "0.038038" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "10" "0.041041" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "10" "0.044044" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "10" "0.049049" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "10" "0.084084" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "14.4" "0.078078" "Actinopterygii"
"Lampetra_fluviatilis" "1.43" "14.7" "0.14014" "Actinopterygii"
"Lampetra_fluviatilis" "23.3" "16" "1.82672" "Actinopterygii"
"Lampetra_fluviatilis" "28.6" "16" "1.74174" "Actinopterygii"
"Lampetra_fluviatilis" "29.3" "9.5" "0.94346" "Actinopterygii"
"Lampetra_fluviatilis" "30.3" "9.5" "0.86961" "Actinopterygii"
"Lampetra_fluviatilis" "32.8" "9.5" "0.82656" "Actinopterygii"
"Lampetra_fluviatilis" "32.8" "9.5" "1.21688" "Actinopterygii"
"Lampetra_fluviatilis" "33.2" "16" "1.76624" "Actinopterygii"
"Lampetra_fluviatilis" "39.4" "9.5" "1.21352" "Actinopterygii"
"Lampetra_fluviatilis" "41.2" "9.5" "1.03824" "Actinopterygii"
"Lampetra_fluviatilis" "42.2" "16" "2.3632" "Actinopterygii"
"Lampetra_fluviatilis" "42.7" "9.5" "1.10593" "Actinopterygii"
"Lampetra_fluviatilis" "43.7" "9.5" "1.13183" "Actinopterygii"
"Lampetra_fluviatilis" "44.2" "9.5" "1.05196" "Actinopterygii"
"Lampetra_fluviatilis" "45.2" "16" "3.13236" "Actinopterygii"
"Lampetra_fluviatilis" "45.7" "9.5" "1.50353" "Actinopterygii"
"Lampetra_fluviatilis" "46.8" "9.5" "1.24488" "Actinopterygii"
"Lampetra_fluviatilis" "46.8" "9.5" "1.27764" "Actinopterygii"
"Lampetra_fluviatilis" "46.8" "9.5" "1.3104" "Actinopterygii"
"Lampetra_fluviatilis" "46.8" "9.5" "1.34316" "Actinopterygii"
"Lampetra_fluviatilis" "48.9" "16" "3.66261" "Actinopterygii"
"Lampetra_fluviatilis" "49.5" "9.5" "1.3167" "Actinopterygii"
"Lampetra_fluviatilis" "49.5" "16" "3.56895" "Actinopterygii"
"Lampetra_fluviatilis" "50.7" "16" "2.69724" "Actinopterygii"
"Lampetra_fluviatilis" "52.4" "9.5" "1.24712" "Actinopterygii"
"Lampetra_fluviatilis" "53" "9.5" "1.484" "Actinopterygii"
"Lampetra_fluviatilis" "53" "16" "3.71" "Actinopterygii"
"Lampetra_fluviatilis" "54.2" "16" "3.11108" "Actinopterygii"
"Lampetra_fluviatilis" "55.5" "9.5" "1.6317" "Actinopterygii"
"Lampetra_fluviatilis" "55.5" "9.5" "1.82595" "Actinopterygii"
"Lampetra_fluviatilis" "56.1" "9.5" "1.37445" "Actinopterygii"
"Lampetra_fluviatilis" "56.8" "9.5" "1.51088" "Actinopterygii"
"Lampetra_fluviatilis" "56.8" "9.5" "2.06752" "Actinopterygii"
"Lampetra_fluviatilis" "58.8" "9.5" "1.56408" "Actinopterygii"
"Lampetra_fluviatilis" "62.2" "9.5" "1.9593" "Actinopterygii"
"Lampetra_fluviatilis" "63.6" "9.5" "1.5582" "Actinopterygii"
"Lampetra_planeri" "2.79" "5.3" "0.027342" "Actinopterygii"
"Lampetra_planeri" "2.79" "5.7" "0.05859" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.056637" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.062496" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.070308" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.080073" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.089838" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.109368" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.121086" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.138663" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.140616" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.160146" "Actinopterygii"
"Lampetra_planeri" "2.79" "10" "0.197253" "Actinopterygii"
"Lampetra_planeri" "2.79" "10.3" "0.054684" "Actinopterygii"
"Lampetra_planeri" "2.79" "10.6" "0.13671" "Actinopterygii"
"Lampetra_planeri" "2.79" "15.2" "0.11718" "Actinopterygii"
"Lampetra_planeri" "2.79" "15.6" "0.201159" "Actinopterygii"
"Lepomis_gibbosus" "44.92" "20" "1.41498" "Actinopterygii"
"Lepomis_macrochirus" "118" "25" "8.3426" "Actinopterygii"
"Lepomis_macrochirus" "118" "25" "8.5078" "Actinopterygii"
"Lepomis_macrochirus" "118" "25" "8.7556" "Actinopterygii"
"Lepomis_macrochirus" "118" "25" "8.8382" "Actinopterygii"
"Leporinus_fasciatus" "3.95" "25" "0.384335" "Actinopterygii"
"Leporinus_fasciatus" "7.6" "30" "0.84588" "Actinopterygii"
"Leuciscus_idus" "600" "5" "8.4" "Actinopterygii"
"Leuciscus_idus" "600" "10" "15.96" "Actinopterygii"
"Limanda_limanda" "236" "10" "4.7908" "Actinopterygii"
"Limanda_limanda" "396" "15" "11.6424" "Actinopterygii"
"Limanda_limanda" "400" "5" "4.2" "Actinopterygii"
"Lipophrys_pholis" "0.03" "16" "0.015225" "Actinopterygii"
"Lipophrys_pholis" "0.06" "16" "0.02562" "Actinopterygii"
"Lipophrys_pholis" "0.06" "16" "0.03024" "Actinopterygii"
"Lipophrys_pholis" "0.18" "16" "0.094752" "Actinopterygii"
"Lipophrys_pholis" "0.2" "16" "0.06048" "Actinopterygii"
"Lipophrys_pholis" "0.2" "16" "0.0609" "Actinopterygii"
"Lipophrys_pholis" "0.2" "16" "0.06818" "Actinopterygii"
"Lipophrys_pholis" "0.2" "16" "0.0903" "Actinopterygii"
"Lipophrys_pholis" "0.22" "16" "0.117502" "Actinopterygii"
"Lipophrys_pholis" "0.23" "16" "0.073416" "Actinopterygii"
"Lipophrys_pholis" "0.23" "16" "0.086618" "Actinopterygii"
"Lipophrys_pholis" "0.23" "16" "0.096761" "Actinopterygii"
"Lipophrys_pholis" "0.23" "16" "0.11431" "Actinopterygii"
"Lipophrys_pholis" "0.23" "16" "0.120911" "Actinopterygii"
"Lipophrys_pholis" "0.24" "16" "0.072408" "Actinopterygii"
"Lipophrys_pholis" "0.25" "16" "0.089075" "Actinopterygii"
"Lipophrys_pholis" "0.27" "16" "0.08127" "Actinopterygii"
"Lipophrys_pholis" "0.27" "16" "0.101493" "Actinopterygii"
"Lipophrys_pholis" "0.28" "16" "0.08428" "Actinopterygii"
"Lipophrys_pholis" "0.35" "16" "0.09457" "Actinopterygii"
"Lipophrys_pholis" "0.38" "16" "0.07315" "Actinopterygii"
"Lipophrys_pholis" "0.38" "16" "0.077406" "Actinopterygii"
"Lipophrys_pholis" "0.41" "16" "0.093275" "Actinopterygii"
"Lipophrys_pholis" "0.59" "16" "0.176351" "Actinopterygii"
"Lipophrys_pholis" "0.63" "16" "0.210357" "Actinopterygii"
"Lipophrys_pholis" "0.66" "16" "0.149226" "Actinopterygii"
"Lipophrys_pholis" "0.66" "16" "0.176484" "Actinopterygii"
"Lipophrys_pholis" "0.66" "16" "0.232848" "Actinopterygii"
"Lipophrys_pholis" "0.7" "16" "0.20874" "Actinopterygii"
"Lipophrys_pholis" "0.73" "16" "0.111398" "Actinopterygii"
"Lipophrys_pholis" "0.78" "16" "0.16653" "Actinopterygii"
"Lipophrys_pholis" "0.79" "16" "0.150969" "Actinopterygii"
"Lipophrys_pholis" "0.82" "16" "0.139482" "Actinopterygii"
"Lipophrys_pholis" "0.93" "16" "0.198555" "Actinopterygii"
"Lipophrys_pholis" "0.93" "16" "0.23436" "Actinopterygii"
"Lipophrys_pholis" "0.98" "16" "0.157094" "Actinopterygii"
"Lipophrys_pholis" "1.38" "16" "0.483" "Actinopterygii"
"Lipophrys_pholis" "1.54" "16" "0.175714" "Actinopterygii"
"Lipophrys_pholis" "1.55" "16" "0.3472" "Actinopterygii"
"Lipophrys_pholis" "1.55" "16" "0.484995" "Actinopterygii"
"Lipophrys_pholis" "1.55" "16" "0.756245" "Actinopterygii"
"Lipophrys_pholis" "1.56" "16" "0.411684" "Actinopterygii"
"Lipophrys_pholis" "1.63" "16" "0.233905" "Actinopterygii"
"Lipophrys_pholis" "1.63" "16" "0.274981" "Actinopterygii"
"Lipophrys_pholis" "1.63" "16" "0.290955" "Actinopterygii"
"Lipophrys_pholis" "1.73" "16" "0.245833" "Actinopterygii"
"Lipophrys_pholis" "1.73" "16" "0.366933" "Actinopterygii"
"Lipophrys_pholis" "2.42" "16" "0.484484" "Actinopterygii"
"Lipophrys_pholis" "2.71" "16" "0.457177" "Actinopterygii"
"Lipophrys_pholis" "2.84" "16" "0.42742" "Actinopterygii"
"Lipophrys_pholis" "2.84" "16" "0.463204" "Actinopterygii"
"Lipophrys_pholis" "3.03" "16" "0.458136" "Actinopterygii"
"Lipophrys_pholis" "3.03" "16" "0.483588" "Actinopterygii"
"Lipophrys_pholis" "3.06" "16" "0.38556" "Actinopterygii"
"Lipophrys_pholis" "3.08" "16" "0.612304" "Actinopterygii"
"Lipophrys_pholis" "3.34" "16" "0.778554" "Actinopterygii"
"Lipophrys_pholis" "3.92" "16" "0.565264" "Actinopterygii"
"Lipophrys_pholis" "4.25" "16" "0.8449" "Actinopterygii"
"Lipophrys_pholis" "4.49" "16" "0.75432" "Actinopterygii"
"Lipophrys_pholis" "4.57" "16" "0.457457" "Actinopterygii"
"Lipophrys_pholis" "4.75" "16" "0.754775" "Actinopterygii"
"Lipophrys_pholis" "4.75" "16" "0.84455" "Actinopterygii"
"Lipophrys_pholis" "5.12" "16" "0.57344" "Actinopterygii"
"Lipophrys_pholis" "5.31" "16" "1.111383" "Actinopterygii"
"Lipophrys_pholis" "5.62" "16" "0.715988" "Actinopterygii"
"Lipophrys_pholis" "5.74" "16" "0.510286" "Actinopterygii"
"Lipophrys_pholis" "5.85" "16" "0.986895" "Actinopterygii"
"Lipophrys_pholis" "5.95" "16" "0.57477" "Actinopterygii"
"Lipophrys_pholis" "5.95" "16" "0.9996" "Actinopterygii"
"Lipophrys_pholis" "6.08" "16" "0.485184" "Actinopterygii"
"Lipophrys_pholis" "6.29" "16" "0.713286" "Actinopterygii"
"Lipophrys_pholis" "6.29" "16" "0.796943" "Actinopterygii"
"Lipophrys_pholis" "6.29" "16" "0.845376" "Actinopterygii"
"Lipophrys_pholis" "6.29" "16" "0.942242" "Actinopterygii"
"Lipophrys_pholis" "6.29" "16" "1.052317" "Actinopterygii"
"Lipophrys_pholis" "6.59" "16" "0.987182" "Actinopterygii"
"Lipophrys_pholis" "6.65" "16" "1.47098" "Actinopterygii"
"Lipophrys_pholis" "6.86" "16" "1.253322" "Actinopterygii"
"Lipophrys_pholis" "7.22" "16" "0.641858" "Actinopterygii"
"Lipophrys_pholis" "7.22" "16" "0.7581" "Actinopterygii"
"Lipophrys_pholis" "7.44" "16" "0.775992" "Actinopterygii"
"Lipophrys_pholis" "7.64" "16" "0.679196" "Actinopterygii"
"Lipophrys_pholis" "7.64" "16" "0.8022" "Actinopterygii"
"Lipophrys_pholis" "7.87" "16" "1.245034" "Actinopterygii"
"Lipophrys_pholis" "8.32" "16" "0.995904" "Actinopterygii"
"Lipophrys_pholis" "9.31" "16" "1.114407" "Actinopterygii"
"Lipophrys_pholis" "9.6" "16" "0.90048" "Actinopterygii"
"Lipophrys_pholis" "12.3" "16" "1.38621" "Actinopterygii"
"Lipophrys_pholis" "13" "16" "1.3104" "Actinopterygii"
"Lipophrys_pholis" "13" "16" "1.4651" "Actinopterygii"
"Lipophrys_pholis" "14.3" "16" "0.95095" "Actinopterygii"
"Lipophrys_pholis" "16.6" "16" "2.02188" "Actinopterygii"
"Lipophrys_pholis" "18.7" "16" "1.79333" "Actinopterygii"
"Lipophrys_pholis" "18.7" "16" "2.01586" "Actinopterygii"
"Lipophrys_pholis" "20.2" "16" "1.2726" "Actinopterygii"
"Lipophrys_pholis" "20.4" "16" "1.94208" "Actinopterygii"
"Lipophrys_pholis" "21.6" "16" "2.05632" "Actinopterygii"
"Lipophrys_pholis" "22.6" "16" "1.582" "Actinopterygii"
"Lipophrys_pholis" "22.8" "16" "1.93116" "Actinopterygii"
"Lipophrys_pholis" "8" "29" "0.84" "Actinopterygii"
"Macrognathus_aculeatus" "5" "21" "0.4025" "Actinopterygii"
"Macrognathus_aculeatus" "6" "30" "0.7098" "Actinopterygii"
"Macrognathus_aculeatus" "11" "21" "0.6853" "Actinopterygii"
"Macrognathus_aculeatus" "12.88" "30" "1.199128" "Actinopterygii"
"Macrognathus_aculeatus" "23.5" "21" "1.4476" "Actinopterygii"
"Macrognathus_aculeatus" "26.17" "30" "2.070047" "Actinopterygii"
"Macrognathus_aculeatus" "35" "30" "2.646" "Actinopterygii"
"Macrognathus_aculeatus" "37" "21" "1.7612" "Actinopterygii"
"Macrognathus_aculeatus" "42.5" "30" "2.856" "Actinopterygii"
"Macrognathus_aculeatus" "45.5" "21" "2.0384" "Actinopterygii"
"Macrognathus_aculeatus" "53" "21" "1.8179" "Actinopterygii"
"Macrognathus_aculeatus" "53.5" "30" "3.2956" "Actinopterygii"
"Melanogrammus_aeglefinus" "155.9" "10" "3.71042" "Actinopterygii"
"Melanogrammus_aeglefinus" "155.9" "10" "4.3652" "Actinopterygii"
"Melanogrammus_aeglefinus" "155.9" "10" "5.56563" "Actinopterygii"
"Melanogrammus_aeglefinus" "155.9" "10" "6.76606" "Actinopterygii"
"Melanogrammus_aeglefinus" "155.9" "10" "7.52997" "Actinopterygii"
"Melanogrammus_aeglefinus" "156" "10" "6.552" "Actinopterygii"
"Micropterus_salmoides" "178" "15" "2.3674" "Actinopterygii"
"Micropterus_salmoides" "178" "30" "4.4856" "Actinopterygii"
"Micropterus_salmoides" "350" "20" "16.66" "Actinopterygii"
"Micropterus_salmoides" "350" "25" "25.235" "Actinopterygii"
"Micropterus_salmoides" "350" "25" "25.97" "Actinopterygii"
"Micropterus_salmoides" "350" "30" "36.995" "Actinopterygii"
"Micropterus_salmoides" "350" "30" "42.63" "Actinopterygii"
"Microstomus_kitt" "221" "15" "8.0444" "Actinopterygii"
"Microstomus_kitt" "229" "5" "4.6487" "Actinopterygii"
"Microstomus_kitt" "249" "10" "5.7519" "Actinopterygii"
"Monopterus_cuchia" "1.98" "25" "1.369368" "Actinopterygii"
"Monopterus_cuchia" "2.96" "25" "1.313648" "Actinopterygii"
"Monopterus_cuchia" "7.79" "25" "1.74496" "Actinopterygii"
"Monopterus_cuchia" "28.8" "25" "2.47968" "Actinopterygii"
"Monopterus_cuchia" "53.8" "25" "3.08812" "Actinopterygii"
"Monopterus_cuchia" "59.5" "25" "3.20705" "Actinopterygii"
"Monopterus_cuchia" "60.7" "25" "2.63438" "Actinopterygii"
"Monopterus_cuchia" "83.76" "25" "2.872968" "Actinopterygii"
"Monopterus_cuchia" "166.06" "25" "3.371018" "Actinopterygii"
"Monopterus_cuchia" "172.88" "25" "3.509464" "Actinopterygii"
"Mugil_cephalus" "79" "16" "4.8664" "Actinopterygii"
"Mugil_cephalus" "100" "20.8" "14.56" "Actinopterygii"
"Mugil_cephalus" "102" "21.5" "13.1376" "Actinopterygii"
"Mugil_cephalus" "110" "21" "9.548" "Actinopterygii"
"Mugil_cephalus" "115" "15.4" "5.0715" "Actinopterygii"
"Mugil_cephalus" "116" "19.3" "11.9364" "Actinopterygii"
"Mugil_cephalus" "140" "20" "9.702" "Actinopterygii"
"Mugil_cephalus" "140" "20" "13.132" "Actinopterygii"
"Mugil_cephalus" "140" "20" "15.68" "Actinopterygii"
"Mugil_cephalus" "140" "20" "15.876" "Actinopterygii"
"Mugil_cephalus" "210" "28.5" "31.458" "Actinopterygii"
"Mugil_cephalus" "214" "28.5" "29.5106" "Actinopterygii"
"Mugil_cephalus" "219" "28.5" "32.0397" "Actinopterygii"
"Mugil_cephalus" "221" "14.5" "8.0444" "Actinopterygii"
"Mugil_cephalus" "225" "14.5" "11.4975" "Actinopterygii"
"Mugil_cephalus" "225" "28.5" "30.555" "Actinopterygii"
"Mugil_cephalus" "238" "14.5" "8.9964" "Actinopterygii"
"Mugil_cephalus" "259" "14.5" "12.8723" "Actinopterygii"
"Mugil_curema" "140" "20" "9.8" "Actinopterygii"
"Mugil_curema" "140" "20" "10.682" "Actinopterygii"
"Mugil_curema" "140" "20" "14.112" "Actinopterygii"
"Mugil_curema" "140" "20" "15.778" "Actinopterygii"
"Mystus_cavasius" "4" "29" "2.0048" "Actinopterygii"
"Mystus_cavasius" "7" "29" "1.6317" "Actinopterygii"
"Mystus_cavasius" "9" "29" "2.5137" "Actinopterygii"
"Mystus_cavasius" "14" "29" "3.0184" "Actinopterygii"
"Mystus_cavasius" "15" "29" "2.73" "Actinopterygii"
"Mystus_cavasius" "19" "29" "2.793" "Actinopterygii"
"Mystus_cavasius" "24" "29" "3.2424" "Actinopterygii"
"Mystus_cavasius" "25" "29" "3.9375" "Actinopterygii"
"Mystus_cavasius" "33" "29" "5.4516" "Actinopterygii"
"Mystus_cavasius" "35" "29" "5.978" "Actinopterygii"
"Mystus_cavasius" "37" "29" "5.8016" "Actinopterygii"
"Mystus_cavasius" "42" "29" "8.5848" "Actinopterygii"
"Mystus_cavasius" "45" "29" "5.7015" "Actinopterygii"
"Mystus_cavasius" "47" "29" "7.1064" "Actinopterygii"
"Mystus_cavasius" "52" "29" "7.5712" "Actinopterygii"
"Mystus_cavasius" "53" "29" "8.8298" "Actinopterygii"
"Mystus_cavasius" "56" "29" "9.6432" "Actinopterygii"
"Myxine_glutinosa" "38.4" "7" "1.29024" "Actinopterygii"
"Myxine_glutinosa" "38.4" "15" "1.85472" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "3.78" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "3.92" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "3.99" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "4.13" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "4.2" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "4.34" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "4.55" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "5" "5.18" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "3.57" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "3.99" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "4.48" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "4.62" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "4.83" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "6.58" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "7.63" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "7.84" "Actinopterygii"
"Oncorhynchus_mykiss" "100" "15" "8.89" "Actinopterygii"
"Oncorhynchus_mykiss" "115" "12" "7.728" "Actinopterygii"
"Oncorhynchus_mykiss" "115" "12" "8.7745" "Actinopterygii"
"Oncorhynchus_mykiss" "115.4" "14" "6.54318" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "6.174" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "6.615" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.056" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.056" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.35" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.497" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.497" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.791" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.791" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "7.938" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "8.085" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "8.526" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "8.82" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "8.967" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "9.408" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "9.555" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "10.143" "Actinopterygii"
"Oncorhynchus_mykiss" "210" "8.6" "11.172" "Actinopterygii"
"Oncorhynchus_mykiss" "217" "8.6" "8.5064" "Actinopterygii"
"Oncorhynchus_mykiss" "218" "12" "6.867" "Actinopterygii"
"Oncorhynchus_mykiss" "219" "8" "11.4975" "Actinopterygii"
"Oncorhynchus_mykiss" "224" "8" "11.1328" "Actinopterygii"
"Oncorhynchus_mykiss" "225" "15" "14.805" "Actinopterygii"
"Oncorhynchus_mykiss" "225" "15" "14.805" "Actinopterygii"
"Oncorhynchus_mykiss" "225" "15" "15.2775" "Actinopterygii"
"Oncorhynchus_mykiss" "225" "15" "16.2225" "Actinopterygii"
"Oncorhynchus_mykiss" "225" "15" "17.7975" "Actinopterygii"
"Oncorhynchus_mykiss" "238" "8" "11.9952" "Actinopterygii"
"Oncorhynchus_mykiss" "265" "8.8" "7.9765" "Actinopterygii"
"Oncorhynchus_mykiss" "288" "15" "15.9264" "Actinopterygii"
"Oncorhynchus_mykiss" "300" "15" "17.43" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "16.905" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "20.335" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "21.315" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "22.54" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "24.745" "Actinopterygii"
"Oncorhynchus_mykiss" "350" "10" "26.705" "Actinopterygii"
"Oncorhynchus_mykiss" "450" "5" "12.285" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "13.5" "19.6" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "13.5" "21.35" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "13.5" "22.05" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "13.5" "23.1" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "13.5" "30.1" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "15" "24.85" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "15" "24.85" "Actinopterygii"
"Oncorhynchus_mykiss" "500" "15" "25.2" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "16" "39.655" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "18" "45.0625" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "20" "54.075" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "22" "75.705" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "24" "106.3475" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "25" "97.335" "Actinopterygii"
"Oncorhynchus_mykiss" "515" "26" "99.1375" "Actinopterygii"
"Oncorhynchus_mykiss" "565" "15" "33.6175" "Actinopterygii"
"Oncorhynchus_mykiss" "595" "15" "31.2375" "Actinopterygii"
"Oncorhynchus_mykiss" "700" "15" "38.71" "Actinopterygii"
"Oncorhynchus_mykiss" "768" "15" "52.1472" "Actinopterygii"
"Oncorhynchus_mykiss" "768" "15" "58.0608" "Actinopterygii"
"Oncorhynchus_mykiss" "768" "15" "66.1248" "Actinopterygii"
"Oncorhynchus_mykiss" "768" "15" "67.2" "Actinopterygii"
"Oncorhynchus_mykiss" "1200" "10" "40.32" "Actinopterygii"
"Oncorhynchus_nerka" "3.38" "15" "0.54418" "Actinopterygii"
"Oncorhynchus_nerka" "8.47" "15" "0.65219" "Actinopterygii"
"Oncorhynchus_nerka" "19.1" "15" "1.69799" "Actinopterygii"
"Oncorhynchus_nerka" "32.9" "10" "1.3818" "Actinopterygii"
"Oncorhynchus_nerka" "36.7" "5" "1.05329" "Actinopterygii"
"Oncorhynchus_nerka" "52.2" "25" "7.16184" "Actinopterygii"
