"Species" "Mass" "Temperature" "MetabolRate" "Class"
"Natrix_natrix" "37.5" "30" "2.727696" "Reptilia"
"Natrix_natrix" "37.5" "35" "5.152315" "Reptilia"
"Nerodia_rhombifera" "238" "20" "14.28" "Reptilia"
"Nerodia_rhombifera" "238" "30" "22.61" "Reptilia"
"Ophisaurus_ventralis" "32.185" "25" "1.242341" "Reptilia"
"Oxyrhopus_trigeminus" "98" "20" "3.43" "Reptilia"
"Pelamis_platurus" "116" "30" "6.96" "Reptilia"
"Philodryas_olfersii" "176" "20" "6.864" "Reptilia"
"Philodryas_patagoniensis" "388" "20" "19.788" "Reptilia"
"Philodryas_serra" "135" "20" "4.725" "Reptilia"
"Phrynosoma_cornutum" "35" "25" "3.36" "Reptilia"
"Phrynosoma_cornutum" "35" "35" "5.81" "Reptilia"
"Phrynosoma_douglassi" "28" "25" "3.22" "Reptilia"
"Phrynosoma_douglassi" "28" "35" "4.788" "Reptilia"
"Phrynosoma_m'calli" "16" "20" "1.12" "Reptilia"
"Phrynosoma_m'calli" "16" "30" "2.72" "Reptilia"
"Phrynosoma_m'calli" "16" "37" "4.4" "Reptilia"
"Physignathus_lesueurii" "504" "20" "16.5816" "Reptilia"
"Physignathus_lesueurii" "504" "30" "40.32" "Reptilia"
"Physignathus_lesueurii" "504" "37" "70.56" "Reptilia"
"Pituophis_melanolecus" "548" "20" "10.412" "Reptilia"
"Pituophis_melanolecus" "622" "20" "23.014" "Reptilia"
"Pituophis_melanolecus" "548" "30" "38.36" "Reptilia"
"Pitupophis_catenifer" "548" "10" "8.768" "Reptilia"
"Pitupophis_catenifer" "548" "20" "10.96" "Reptilia"
"Pitupophis_catenifer" "548" "30" "21.92" "Reptilia"
"Pitupophis_catenifer" "548" "40" "75.076" "Reptilia"
"Podarcis_hispanica" "3.43" "5" "0.04459" "Reptilia"
"Podarcis_hispanica" "3.43" "10" "0.0686" "Reptilia"
"Podarcis_hispanica" "3.43" "15" "0.11662" "Reptilia"
"Podarcis_hispanica" "3.43" "20" "0.3087" "Reptilia"
"Podarcis_hispanica" "3.43" "25" "0.53165" "Reptilia"
"Podarcis_hispanica" "3.43" "30" "0.79233" "Reptilia"
"Podarcis_hispanica" "3.43" "35" "0.9604" "Reptilia"
"Podarcis_hispanica" "3.6" "20" "0.576" "Reptilia"
"Podarcis_hispanica" "3.6" "30" "1.332" "Reptilia"
"Podarcis_hispanica" "3.6" "35" "2.106" "Reptilia"
"Podarcis_lilfordi" "7.4" "20" "0.5402" "Reptilia"
"Podarcis_lilfordi" "7.4" "30" "2.516" "Reptilia"
"Podarcis_lilfordi" "8.3" "20" "0.7055" "Reptilia"
"Podarcis_lilfordi" "8.3" "30" "1.7015" "Reptilia"
"Podarcis_muralis" "5.5" "20" "0.946" "Reptilia"
"Podarcis_muralis" "5.5" "30" "2.5795" "Reptilia"
"Podarcis_muralis" "5.5" "35" "2.3485" "Reptilia"
"Psammodromus_algirus" "5.2" "20" "0.6396" "Reptilia"
"Psammodromus_algirus" "5.2" "30" "1.7888" "Reptilia"
"Psammodromus_algirus" "5.2" "35" "2.626" "Reptilia"
"Pseudonaja_nuchalis" "214.1" "24" "7.9217" "Reptilia"
"Pseudonaja_nuchalis" "214.1" "27" "11.1332" "Reptilia"
"Pseudonaja_nuchalis" "214.1" "30" "14.3447" "Reptilia"
"Pseudonaja_nuchalis" "214.1" "33" "15.8434" "Reptilia"
"Ptyodactylus_hasselquistii" "8.5" "20" "0.51" "Reptilia"
"Ptyodactylus_hasselquistii" "8.5" "30" "1.241" "Reptilia"
"Python_curtis" "2373.5" "20" "17.72535" "Reptilia"
"Python_curtis" "2373.5" "30" "45.74423" "Reptilia"
"Python_curtis" "2373.5" "34" "65.58768" "Reptilia"
"Python_molurus" "29777.25" "20" "147.8181" "Reptilia"
"Python_molurus" "23162.25" "30" "363.6473" "Reptilia"
"Python_molurus" "33954.5" "34" "675.1985" "Reptilia"
"Python_regius" "787" "20" "6.873619" "Reptilia"
"Python_regius" "883.5" "30" "20.25686" "Reptilia"
"Python_regius" "830.5" "34" "28.43973" "Reptilia"
"Python_reticulatus" "14326" "20" "128.8228" "Reptilia"
"Python_reticulatus" "14326" "30" "334.5076" "Reptilia"
"Python_reticulatus" "14326" "34" "486.8621" "Reptilia"
"Python_sebae" "16140" "20" "112.4057" "Reptilia"
"Python_sebae" "16140" "30" "286.6705" "Reptilia"
"Python_sebae" "16140" "34" "394.2839" "Reptilia"
"Salvadora_hexalepis" "65" "20" "2.99" "Reptilia"
"Salvadora_hexalepis" "65" "30" "6.955" "Reptilia"
"Sauromalus_hispidus" "574" "20" "10.2746" "Reptilia"
"Sauromalus_hispidus" "574" "30" "29.848" "Reptilia"
"Sauromalus_hispidus" "574" "37" "50.4546" "Reptilia"
"Sauromalus_hispidus" "574" "15" "7.175" "Reptilia"
"Sauromalus_hispidus" "574" "20" "10.906" "Reptilia"
"Sauromalus_hispidus" "574" "25" "21.238" "Reptilia"
"Sauromalus_hispidus" "574" "30" "29.274" "Reptilia"
"Sauromalus_hispidus" "574" "35" "43.624" "Reptilia"
"Sauromalus_hispidus" "574" "40" "68.88" "Reptilia"
"Sauromalus_obesus" "150" "20" "4.35" "Reptilia"
"Sauromalus_obesus" "150" "30" "10.8" "Reptilia"
"Sceloporus_graciosus" "5" "25" "0.44" "Reptilia"
"Sceloporus_graciosus" "5" "30" "0.82" "Reptilia"
"Sceloporus_graciosus" "5" "37" "1.75" "Reptilia"
"Sceloporus_occidentalis" "10.105" "10" "0.76798" "Reptilia"
"Sceloporus_occidentalis" "10.105" "16" "1.722903" "Reptilia"
"Sceloporus_occidentalis" "10.105" "20" "17.5827" "Reptilia"
"Sceloporus_occidentalis" "10.105" "25" "1.09134" "Reptilia"
"Sceloporus_occidentalis" "10.105" "30" "49.5145" "Reptilia"
"Sceloporus_occidentalis" "10.105" "31" "2.273625" "Reptilia"
"Sceloporus_occidentalis" "10.105" "35" "28.95083" "Reptilia"
"Sceloporos_occidentalis" "10.105" "40" "81.8505" "Reptilia"
"Sceloporus_olivaceus" "24" "20" "1.5792" "Reptilia"
"Sceloporus_olivaceus" "21" "25" "3.507" "Reptilia"
"Sceloporus_olivaceus" "13" "30" "3.939" "Reptilia"
"Sceloporus_undulatus" "3.8" "20" "0.1482" "Reptilia"
"Sceloporus_undulatus" "3.8" "25" "0.4484" "Reptilia"
"Sceloporus_undulatus" "3.8" "30" "1.0146" "Reptilia"
"Sceloporus_undulatus" "3.8" "35" "1.349" "Reptilia"
"Sceloporus_variabilis" "12.215" "10" "2.015475" "Reptilia"
"Sceloporus_variabilis" "12.215" "16" "3.78665" "Reptilia"
"Sceloporus_variabilis" "12.215" "35" "21.80378" "Reptilia"
"Scelotes_gronovii" "1.1" "23" "0.1804" "Reptilia"
"Scelotes_gronovii" "1.1" "33" "0.2497" "Reptilia"
"Scincella_lateralis" "1" "20" "0.12" "Reptilia"
"Scincella_lateralis" "1" "30" "0.31" "Reptilia"
"Scinus_mitranus" "14.6" "10" "0.3942" "Reptilia"
"Scinus_mitranus" "14.6" "15" "0.4818" "Reptilia"
"Scinus_mitranus" "14.6" "20" "0.7592" "Reptilia"
"Scinus_mitranus" "14.6" "25" "1.5038" "Reptilia"
"Scinus_mitranus" "14.6" "30" "1.5914" "Reptilia"
"Scinus_mitranus" "14.6" "35" "2.19" "Reptilia"
"Sibynomorphis_mikanii" "11" "20" "1.353" "Reptilia"
"Spalerosophis_cliffordi" "300" "15" "15.6" "Reptilia"
"Spalerosophis_cliffordi" "300" "20" "21.6" "Reptilia"
"Spalerosophis_cliffordi" "300" "25" "29.7" "Reptilia"
"Spalerosophis_cliffordi" "300" "30" "40.5" "Reptilia"
"Spalerosophis_cliffordi" "300" "35" "57" "Reptilia"
"Spalerosophis_cliffordi" "300" "37" "76.5" "Reptilia"
"Spalerosophis_cliffordi" "300" "40" "127.5" "Reptilia"
"Spalerosophis_cliffordi" "351" "30" "47.736" "Reptilia"
"Spalerosophis_cliffordi" "300" "41.8" "171" "Reptilia"
"Sphaerodactylus_beattyi" "0.4" "25" "0.06" "Reptilia"
"Sphaerodactylus_beattyi" "0.4" "30" "0.09" "Reptilia"
"Sphaerodactylus_cinereus" "0.4" "27" "0.04" "Reptilia"
"Sphaerodactylus_macrolepis" "0.5" "30" "0.13" "Reptilia"
"Sphenops_sepsoides" "7.4" "30" "0.5846" "Reptilia"
"Storeria_dekayi" "7.2" "20" "0.63" "Reptilia"
"Storeria_dekayi" "7.2" "30" "1.1664" "Reptilia"
"Tarentola_mauritanica" "6.6" "20" "0.4422" "Reptilia"
"Tarentola_mauritanica" "6.6" "30" "0.8316" "Reptilia"
"Tarentola_mauritanica" "6.6" "35" "1.2012" "Reptilia"
"Thamnodyastes_strigatus" "55" "20" "2.255" "Reptilia"
"Thamnophis_butleri" "19.02" "25" "1.170681" "Reptilia"
"Thamnophis_proximus" "31" "20" "2.325" "Reptilia"
"Thamnophis_proximus" "31" "30" "4.65" "Reptilia"
"Thamnophis_sirtalis" "43" "20" "2.365" "Reptilia"
"Thamnophis_sirtalis" "200" "29" "6.6" "Reptilia"
"Thamnophis_sirtalis" "25" "5" "0.425" "Reptilia"
"Thamnophis_sirtalis" "25" "10" "1.275" "Reptilia"
"Thamnophis_sirtalis" "25" "15" "1.275" "Reptilia"
"Thamnophis_sirtalis" "25" "20" "1.85" "Reptilia"
"Thamnophis_sirtalis" "25" "25" "2.75" "Reptilia"
"Thamnophis_sirtalis" "25" "30" "4" "Reptilia"
"Thamnophis_sirtalis" "37.5" "10" "0.73125" "Reptilia"
"Thamnophis_sirtalis" "37.5" "15" "1.05" "Reptilia"
"Thamnophis_sirtalis" "37.5" "20" "1.5" "Reptilia"
"Thamnophis_sirtalis" "37.5" "25" "2.5875" "Reptilia"
"Thamnophis_sirtalis" "37.5" "30" "3.6" "Reptilia"
"Tiliqua_rugosa" "508.6" "35" "73.2384" "Reptilia"
"Tiliqua_scincoides" "493" "20" "13.311" "Reptilia"
"Tiliqua_scincoides" "493" "30" "44.37" "Reptilia"
"Trachydosaurus_rugosus" "461" "20" "13.83" "Reptilia"
"Trachydosaurus_rugosus" "461" "30" "41.49" "Reptilia"
"Trachydosaurus_rugosus" "461" "37" "64.54" "Reptilia"
"Trogonophis_weigmanni" "4.985" "25" "0.192172" "Reptilia"
"Uromastyx_microlepis" "289.84" "20" "3.507064" "Reptilia"
"Uromastyx_microlepis" "247.94" "25" "7.428282" "Reptilia"
"Uromastyx_microlepis" "269.04" "30" "13.15606" "Reptilia"
"Uromastyx_microlepis" "248.146" "35" "17.43474" "Reptilia"
"Uromastyx_microlepis" "291.546" "40" "32.53653" "Reptilia"
"Uta_mearnsi" "14" "20" "0.546" "Reptilia"
"Uta_mearnsi" "14" "30" "2.38" "Reptilia"
"Uta_mearnsi" "14" "37" "3.5" "Reptilia"
"Uta_stansburiana" "3.625" "20" "2.86375" "Reptilia"
"Uta_stansburiana" "3.625" "30" "4.948125" "Reptilia"
"Uta_stansburiana" "3.625" "35" "10.3675" "Reptilia"
"Uta_stansburiana" "3.625" "37" "1.0875" "Reptilia"
"Uta_stansburiana" "3.625" "40" "17.58125" "Reptilia"
"Varanus_albigularis" "963" "35" "149.265" "Reptilia"
"Varanus_bengalensis" "3440" "20" "92.88" "Reptilia"
"Varanus_bengalensis" "3440" "30" "175.44" "Reptilia"
"Varanus_exanthematicus" "3836" "25" "1893.623" "Reptilia"
"Varanus_exanthematicus" "3836" "30" "2969.545" "Reptilia"
"Varanus_exanthematicus" "3836" "35" "6729.422" "Reptilia"
"Varanus_giganteus" "2496" "25.9" "107.0784" "Reptilia"
"Varanus_giganteus" "2502" "34.7" "238.4406" "Reptilia"
"Varanus_gilleni" "27.5" "37" "5.3625" "Reptilia"
"Varanus_gouldii" "76.9" "19.7" "2.93758" "Reptilia"
"Varanus_gouldi" "674" "20" "16.176" "Reptilia"
"Varanus_gouldi" "674" "30" "51.898" "Reptilia"
"Varanus_gouldii" "169" "30.7" "11.4582" "Reptilia"
"Varanus_gouldii" "1086" "35" "97.74" "Reptilia"
"Varanus_gouldii" "154.6" "35.5" "19.04672" "Reptilia"
"Varanus_gouldi" "674" "37" "75.488" "Reptilia"
"Varanus_gouldii" "179.1" "40" "30.03507" "Reptilia"
"Varanus_gouldii" "674" "15" "6.066" "Reptilia"
"Varanus_gouldii" "674" "20" "18.198" "Reptilia"
"Varanus_gouldii" "674" "25" "35.722" "Reptilia"
"Varanus_gouldii" "674" "30" "51.898" "Reptilia"
"Varanus_gouldii" "674" "35" "67.4" "Reptilia"
"Varanus_gouldii" "674" "40" "80.88" "Reptilia"
"Varanus_mertensi" "904" "35" "70.512" "Reptilia"
"Varanus_panoptes" "2005" "20.5" "54.937" "Reptilia"
"Varanus_panoptes" "2003" "30.6" "178.0667" "Reptilia"
"Varanus_panoptes" "931" "35" "122.892" "Reptilia"
"Varanus_panoptes" "1427" "35.3" "171.24" "Reptilia"
"Varanus_panoptes" "799" "40" "164.3543" "Reptilia"
"Varanus_varius" "4410" "30" "220.5" "Reptilia"
"Varnus_rosenbergi" "1269.3" "35" "167.5476" "Reptilia"
"Vipera_berus" "63" "25" "5.67" "Reptilia"
"Xantusia_henshawi" "3.5" "15" "0.1295" "Reptilia"
"Xantusia_henshawi" "3.5" "20" "0.2485" "Reptilia"
"Xantusia_henshawi" "3.5" "25" "0.3675" "Reptilia"
"Xantusia_henshawi" "3.5" "30" "0.518" "Reptilia"
"Xantusia_vigilis" "1.5" "30" "0.2589" "Reptilia"
"Xantusia_vigilis" "1.5" "25" "0.168" "Reptilia"
"Xenodon_guentheri" "50" "20" "1.75" "Reptilia"
"Xenodon_merremii" "502" "20" "21.586" "Reptilia"
"Xenodon_neuwiedii" "53" "20" "1.961" "Reptilia"
"Chelydra_serpentina" "3473" "10" "11.63455" "Reptilia"
"Chelydra_serpentina" "3473" "20" "39.9395" "Reptilia"
"Chelydra_serpentina" "3473" "30" "125.028" "Reptilia"
"Pseudemys_scripta" "305" "10" "1.159" "Reptilia"
"Pseudemys_scripta" "305" "20" "3.3245" "Reptilia"
"Pseudemys_scripta" "305" "30" "9.5465" "Reptilia"
"Pseudemys_scripta" "305" "40" "27.4195" "Reptilia"
"Terrapene_ornata" "354" "10" "0.2832" "Reptilia"
"Terrapene_ornata" "354" "20" "3.2922" "Reptilia"
"Terrapene_ornata" "354" "30" "5.2746" "Reptilia"
"Terrapene_ornata" "354" "40" "32.2848" "Reptilia"
"Ambystoma_gracile" "30.39" "15" "0.6352" "Amphibia"
"Ambystoma_jeffersonianum" "8.92" "15" "0.3158" "Amphibia"
"Ambystoma_macrodactylum" "3.414" "15" "0.1098" "Amphibia"
"Ambystoma_macrodactylum" "3.7" "15" "0.4514" "Amphibia"
"Ambystoma_maculatum" "13.1" "5" "0.3157" "Amphibia"
"Ambystoma_maculatum" "11.75" "5" "0.3631" "Amphibia"
"Ambystoma_maculatum" "11.9" "10" "0.3045" "Amphibia"
"Ambystoma_maculatum" "11.75" "10" "0.5875" "Amphibia"
"Ambystoma_maculatum" "15.83" "15" "0.3625" "Amphibia"
"Ambystoma_maculatum" "13.4" "15" "1.3199" "Amphibia"
"Ambystoma_maculatum" "11.75" "15" "1.2396" "Amphibia"
"Ambystoma_maculatum" "0.512" "20" "0.0518" "Amphibia"
"Ambystoma_maculatum" "12.9" "25" "1.677" "Amphibia"
"Ambystoma_maculatum" "11.75" "25" "1.544" "Amphibia"
"Ambystoma_maculatum" "12.9" "30" "1.7183" "Amphibia"
"Ambystoma_maculatum" "11.75" "30" "1.5592" "Amphibia"
"Ambystoma_mexicanum" "43.7" "20" "0.9614" "Amphibia"
"Ambystoma_mexicanum" "21.3" "22" "0.3195" "Amphibia"
"Ambystoma_opacum" "4.65" "14" "0.0865" "Amphibia"
"Ambystoma_opacum" "5.8" "15" "0.464" "Amphibia"
"Ambystoma_talpoideum" "7" "15" "0.56" "Amphibia"
"Ambystoma_tigrinum" "23" "5" "0.276" "Amphibia"
"Ambystoma_tigrinum" "16.49" "6" "0.8595" "Amphibia"
"Ambystoma_tigrinum" "15" "10" "0.8895" "Amphibia"
"Ambystoma_tigrinum" "10.78" "15" "0.138" "Amphibia"
"Ambystoma_tigrinum" "35" "15" "1.5484" "Amphibia"
"Ambystoma_tigrinum" "16.49" "15" "1.3213" "Amphibia"
"Ambystoma_tigrinum" "16.5" "15" "1.5246" "Amphibia"
"Ambystoma_tigrinum" "29.4" "23" "2.9988" "Amphibia"
"Ambystoma_tigrinum" "33.8" "23" "2.6026" "Amphibia"
"Ambystoma_tigrinum" "23" "25" "1.978" "Amphibia"
"Ambystoma_tigrinum" "8.1" "25" "0.891" "Amphibia"
"Ambystoma_tigrinum" "35" "25" "1.7885" "Amphibia"
"Ambystoma_tigrinum" "16.49" "25" "3.1908" "Amphibia"
"Ambystoma_tigrinum" "14.9" "25" "1.5675" "Amphibia"
"Amphiuma_means" "352" "5" "0.884" "Amphibia"
"Amphiuma_means" "500" "5" "1.65" "Amphibia"
"Amphiuma_means" "500" "10" "2.8" "Amphibia"
"Amphiuma_means" "375" "15" "2.531" "Amphibia"
"Amphiuma_means" "500" "15" "3.1" "Amphibia"
"Amphiuma_means" "408" "15" "2.513" "Amphibia"
"Amphiuma_means" "125" "18" "4.875" "Amphibia"
"Amphiuma_means" "83" "20" "2.324" "Amphibia"
"Amphiuma_means" "500" "20" "5.05" "Amphibia"
"Amphiuma_means" "1270" "21.5" "17.304" "Amphibia"
"Amphiuma_means" "376" "25" "5.038" "Amphibia"
"Amphiuma_means" "500" "25" "9.25" "Amphibia"
"Amphiuma_means" "500" "27" "15.8" "Amphibia"
"Amphiuma_means" "500" "30" "35.3" "Amphibia"
"Amphiuma_tridactylum" "652" "15" "2.452" "Amphibia"
"Amphiuma_tridactylum" "493" "25" "9.86" "Amphibia"
"Cryptobranchus_alleganiensis" "514" "5" "4.4615" "Amphibia"
"Cryptobranchus_alleganiensis" "511" "15" "10.6595" "Amphibia"
"Cryptobranchus_alleganiensis" "423" "25" "13.0792" "Amphibia"
"Dicamptodon_ensatus" "101.25" "15" "1.3061" "Amphibia"
"Dicamptodon_ensatus" "24" "15" "0.7488" "Amphibia"
"Rhyacotriton_olympicus" "2.6" "15" "0.2496" "Amphibia"
"Aneides_ferreus" "2.73" "15" "0.0743" "Amphibia"
"Aneides_ferreus" "3.2" "25" "0.2118" "Amphibia"
"Aneides_flavipunctatus" "4.57" "15" "0.1197" "Amphibia"
"Aneides_flavipunctatus" "1.79" "25" "0.1421" "Amphibia"
"Aneides_hardii" "0.97" "5" "0.0301" "Amphibia"
"Aneides_hardii" "0.97" "10" "0.0359" "Amphibia"
"Aneides_hardii" "0.97" "15" "0.0485" "Amphibia"
"Aneides_hardii" "0.97" "20" "0.0514" "Amphibia"
"Aneides_hardii" "0.97" "25" "0.0912" "Amphibia"
"Aneides_lugubris" "5.58" "15" "0.1495" "Amphibia"
"Aneides_lugubris" "0.116" "20" "0.0447" "Amphibia"
"Batrachoseps_attenuatus" "0.65" "5" "0.0166" "Amphibia"
"Batrachoseps_attenuatus" "0.77" "15" "0.0318" "Amphibia"
"Batrachoseps_attenuatus" "0.93" "15" "0.0453" "Amphibia"
"Batrachoseps_attenuatus" "1.55" "20" "0.093" "Amphibia"
"Batrachoseps_attenuatus" "0.931" "20" "0.0692" "Amphibia"
"Batrachoseps_attenuatus" "0.74" "25" "0.0838" "Amphibia"
"Batrachoseps_attenuatus" "0.93" "25" "0.0802" "Amphibia"
"Bolitoglossa_franklini" "3.18" "15" "0.055" "Amphibia"
"Bolitoglossa_morio" "2.09" "15" "0.0445" "Amphibia"
"Bolitoglossa_occidentalis" "1.07" "5" "0.0196" "Amphibia"
"Bolitoglossa_occidentalis" "0.97" "15" "0.0202" "Amphibia"
"Bolitoglossa_occidentalis" "0.61" "15" "0.0168" "Amphibia"
"Bolitoglossa_occidentalis" "0.98" "25" "0.1039" "Amphibia"
"Bolitoglossa_occidentalis" "0.61" "25" "0.0673" "Amphibia"
"Bolitoglossa_subpalmata" "1.63" "5" "0.0159" "Amphibia"
"Bolitoglossa_subpalmata" "1.63" "10" "0.0251" "Amphibia"
"Bolitoglossa_subpalmata" "1.63" "15" "0.0513" "Amphibia"
"Bolitoglossa_subpalmata" "1.63" "20" "0.0708" "Amphibia"
"Chiropterotriton_bromeliacia" "0.59" "15" "0.0144" "Amphibia"
"Desmognathus_fuscus" "0.8" "5" "0.0132" "Amphibia"
"Desmognathus_fuscus" "1.17" "5" "0.0163" "Amphibia"
"Desmognathus_fuscus" "2.07" "5" "0.035" "Amphibia"
"Desmognathus_fuscus" "1.67" "10" "0.0525" "Amphibia"
"Desmognathus_fuscus" "1.95" "10" "0.2139" "Amphibia"
"Desmognathus_fuscus" "4.5" "13" "0.1935" "Amphibia"
"Desmognathus_fuscus" "0.91" "15" "0.0291" "Amphibia"
"Desmognathus_fuscus" "1.24" "15" "0.0423" "Amphibia"
"Desmognathus_fuscus" "1.7" "15" "0.0584" "Amphibia"
"Desmognathus_fuscus" "2.53" "16.5" "0.0972" "Amphibia"
"Desmognathus_fuscus" "1.31" "17" "0.059" "Amphibia"
"Desmognathus_fuscus" "2.26" "20" "0.1022" "Amphibia"
"Desmognathus_fuscus" "2.09" "20" "0.0895" "Amphibia"
"Desmognathus_fuscus" "1.92" "20" "0.0974" "Amphibia"
"Desmognathus_monticola" "5.4" "15" "0.3078" "Amphibia"
"Desmognathus_monticola" "3.43" "20" "0.1454" "Amphibia"
"Desmognathus_ochrophaes" "0.9" "5" "0.01" "Amphibia"
"Desmognathus_ochrophaes" "2.75" "5" "0.0338" "Amphibia"
"Desmognathus_ochrophaes" "1.17" "5" "0.0163" "Amphibia"
"Desmognathus_ochrophaes" "1.07" "5" "0.0173" "Amphibia"
"Desmognathus_ochrophaes" "0.9" "10" "0.017" "Amphibia"
"Desmognathus_ochrophaes" "2.68" "10" "0.0496" "Amphibia"
"Desmognathus_ochrophaes" "1.16" "10" "0.0341" "Amphibia"
"Desmognathus_ochrophaes" "0.9" "14" "0.02" "Amphibia"
"Desmognathus_ochrophaes" "1.965" "15" "0.1769" "Amphibia"
"Desmognathus_ochrophaes" "2.56" "15" "0.0822" "Amphibia"
"Desmognathus_ochrophaes" "1.24" "15" "0.0423" "Amphibia"
"Desmognathus_ochrophaes" "1.09" "15" "0.0392" "Amphibia"
"Desmognathus_ochrophaes" "0.9" "17.5" "0.045" "Amphibia"
"Desmognathus_ochrophaes" "1.4" "17.5" "0.051" "Amphibia"
"Desmognathus_ochrophaes" "1.6" "17.5" "0.0427" "Amphibia"
"Desmognathus_ochrophaes" "2.5" "17.5" "0.082" "Amphibia"
"Desmognathus_ochrophaes" "2.43" "20" "0.1196" "Amphibia"
"Desmognathus_ochrophaes" "1.11" "20" "0.0615" "Amphibia"
"Desmognathus_ochrophaes" "0.9" "21" "0.038" "Amphibia"
"Desmognathus_quadramaculatus" "23.41" "5" "0.1639" "Amphibia"
"Desmognathus_quadramaculatus" "16.4" "5" "0.4723" "Amphibia"
"Desmognathus_quadramaculatus" "9.25" "5" "0.2646" "Amphibia"
"Desmognathus_quadramaculatus" "10.1" "10" "0.4444" "Amphibia"
"Desmognathus_quadramaculatus" "9.25" "10" "0.4033" "Amphibia"
"Desmognathus_quadramaculatus" "22.28" "15" "0.43" "Amphibia"
"Desmognathus_quadramaculatus" "16.8" "15" "0.9341" "Amphibia"
"Desmognathus_quadramaculatus" "9.25" "15" "0.5337" "Amphibia"
"Desmognathus_quadramaculatus" "2.24" "20" "0.0977" "Amphibia"
"Desmognathus_quadramaculatus" "19.36" "20" "0.8267" "Amphibia"
"Desmognathus_quadramaculatus" "13.3" "20" "0.9323" "Amphibia"
"Desmognathus_quadramaculatus" "9.25" "20" "0.6216" "Amphibia"
"Desmognathus_quadramaculatus" "22.82" "25" "1.1866" "Amphibia"
"Desmognathus_quadramaculatus" "15.1" "25" "1.1612" "Amphibia"
"Desmognathus_quadramaculatus" "9.25" "25" "0.7104" "Amphibia"
"Ensatina_eschscholtzi" "0.308" "14" "0.0176" "Amphibia"
"Ensatina_eschscholtzi" "3.39" "15" "0.1292" "Amphibia"
"Ensatina_eschscholtzi" "5.3" "25" "0.3572" "Amphibia"
"Eurycea_bislineata" "1.041" "1" "0.016" "Amphibia"
"Eurycea_bislineata" "1.14" "5" "0.0157" "Amphibia"
"Eurycea_bislineata" "1.07" "10" "0.0263" "Amphibia"
"Eurycea_bislineata" "1.092" "10" "0.0489" "Amphibia"
"Eurycea_bislineata" "0.93" "15" "0.0494" "Amphibia"
"Eurycea_bislineata" "1.17" "16" "0.0674" "Amphibia"
"Eurycea_bislineata" "0.93" "20" "0.0539" "Amphibia"
"Eurycea_longicauda" "1.57" "15" "0.0504" "Amphibia"
"Eurycea_multiplicata" "0.64" "5" "0.0088" "Amphibia"
"Eurycea_multiplicata" "0.78" "5" "0.0322" "Amphibia"
"Eurycea_multiplicata" "0.63" "10" "0.0093" "Amphibia"
"Eurycea_multiplicata" "0.8" "10" "0.0858" "Amphibia"
"Eurycea_multiplicata" "0.71" "15" "0.0155" "Amphibia"
"Eurycea_multiplicata" "0.65" "15" "0.1162" "Amphibia"
"Eurycea_multiplicata" "0.84" "20" "0.0931" "Amphibia"
"Eurycea_multiplicata" "0.79" "20" "0.1764" "Amphibia"
"Eurycea_multiplicata" "0.73" "25" "0.0555" "Amphibia"
"Eurycea_nana" "0.154" "25" "0.0132" "Amphibia"
"Eurycea_neotenes" "0.243" "25" "0.0258" "Amphibia"
"Eurycea_pterophila?" "0.196" "25" "0.0176" "Amphibia"
"Gyrinophilus_danielsi" "12.78" "2" "0.1035" "Amphibia"
"Gyrinophilus_danielsi" "14.44" "15" "0.322" "Amphibia"
"Gyrinophilus_danielsi" "13.76" "25" "0.9109" "Amphibia"
"Gyrinophilus_porphyrictus" "7.28" "5" "0.0531" "Amphibia"
"Gyrinophilus_porphyrictus" "15.3" "15" "0.8874" "Amphibia"
"Gyrinophilus_porphyrictus" "12.4" "15.5" "0.1885" "Amphibia"
"Gyrinophilus_porphyrictus" "7.36" "25" "0.4858" "Amphibia"
"Gyrinophilus_porphyrictus" "7.67" "15" "0.1795" "Amphibia"
"Hydromantes_sp." "3.23" "15" "0.124" "Amphibia"
"Plethodon_cinereus" "0.844" "1" "0.012" "Amphibia"
"Plethodon_cinereus" "0.7" "5" "0.01" "Amphibia"
"Plethodon_cinereus" "0.7" "10" "0.015" "Amphibia"
"Plethodon_cinereus" "0.862" "10" "0.0323" "Amphibia"
"Plethodon_cinereus" "0.7" "14" "0.019" "Amphibia"
"Plethodon_cinereus" "0.8" "15" "0.032" "Amphibia"
"Plethodon_cinereus" "0.99" "15.5" "0.039" "Amphibia"
"Plethodon_cinereus" "0.7" "17.5" "0.028" "Amphibia"
"Plethodon_cinereus" "0.6" "17.5" "0.0168" "Amphibia"
"Plethodon_cinereus" "0.9" "17.5" "0.03" "Amphibia"
"Plethodon_cinereus" "0.94" "18.5" "0.0415" "Amphibia"
"Plethodon_cinereus" "1" "20" "0.0476" "Amphibia"
"Plethodon_cinereus" "0.89" "20" "0.0451" "Amphibia"
"Plethodon_cinereus" "0.7" "21" "0.034" "Amphibia"
"Plethodon_dorsalis" "0.75" "5" "0.0083" "Amphibia"
"Plethodon_dorsalis" "0.77" "10" "0.0178" "Amphibia"
"Plethodon_dorsalis" "0.66" "15" "0.0293" "Amphibia"
"Plethodon_dorsalis" "0.71" "20" "0.0222" "Amphibia"
"Plethodon_dorsalis" "0.69" "25" "0.0239" "Amphibia"
"Plethodon_glutinosus" "3.75" "5" "0.0443" "Amphibia"
"Plethodon_glutinosus" "3.65" "10" "0.0762" "Amphibia"
