Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Passeriformes   Sylviidae   Lioptilus nigricapillus       2.0           5   BA
Passeriformes   Sylviidae   Oxylabes madagascariensis     2.0           6   Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Crossleyia xanthophrys        3.0         5,6   Guide to the Birds of Madagascar
Passeriformes   Sylviidae   Panurus biarmicus             5.7       3,4,7   BA
Passeriformes   Sylviidae   Chamaea fasciata              3.9           2   BH
Passeriformes   Sylviidae   Sylvia buryi                  3.0           4   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia lugens                 2.0          14   HBW11, Sylvia warblers; BA
Passeriformes   Sylviidae   Sylvia boehmi                 2.4          14   HBW11, Sylvia warblers; BA
Passeriformes   Sylviidae   Sylvia layardi                3.0          14   HBW11, Sylvia warblers; BA
Passeriformes   Sylviidae   Sylvia subcaeruleum           2.8          14   HBW11, Sylvia warblers; BA
Passeriformes   Sylviidae   Sylvia atricapilla            4.5     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia borin                  4.5     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia communis               4.5     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia curruca                4.6     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia althaea                4.5           4   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia nana                   4.9     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia nisoria                4.2     3,4,5,7   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia hortensis              4.2       3,4,5   HBW11, Warblers of Europe, Asia and North Africa
Passeriformes   Sylviidae   Sylvia leucomelaena           2.8       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia rueppelli              4.5       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia melanocephala          4.5       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia melanothorax           4.5         3,4   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia cantillans             3.9       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia mystacea               4.5       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia conspicillata          5.0       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia deserticola            3.9       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia undata                 4.0         3,4   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Sylviidae   Sylvia sarda                  3.5       3,4,5   HBW11, Warblers of Europe, Asia and North Africa; Sylvia warblers
Passeriformes   Alaudidae   Mirafra passerina             2.8           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra cantillans            2.8     4,5,7,8   HBW9, BA, BIP
Passeriformes   Alaudidae   Mirafra javanica              2.8     7,8,10    HBW9, Compete Book of Australian Birds; Birds of Southeast Asia; BP
Passeriformes   Alaudidae   Mirafra cheniana              2.8           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra albicauda             2.0           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra hova                  2.0           6   HBW9, Guide to the Birds of Madagascar
Passeriformes   Alaudidae   Mirafra hypermetra            2.0           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra somalica              3.5           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra africana              2.8           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra angolensis            3.0           5   HBW9, BA
Passeriformes   Alaudidae   Mirafra rufocinnamomea        2.4           5   HBW9, BA


Table S4                                                                                                                       Page 72 of 85
Order           Family          Species                      Clutch       Range Traits
Passeriformes   Alaudidae       Mirafra apiata                 2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Mirafra collaris               2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Mirafra africanoides           2.8                 5   HBW9, BA
Passeriformes   Alaudidae       Mirafra erythroptera           2.8                 7   HBW9, BIP
Passeriformes   Alaudidae       Mirafra assamica               3.5                 7   HBW9, Birds of Southeast Asia, BIP
Passeriformes   Alaudidae       Mirafra gilletti               3.0                 5   HBW9, BA
Passeriformes   Alaudidae       Mirafra degodiensis            3.0                14   HBW9, Guide to the Birds of Madagascar
Passeriformes   Alaudidae       Mirafra poecilosterna          2.0                 5   HBW9, BA
Passeriformes   Alaudidae       Mirafra sabota                 2.8                 5   HBW9, BA
Passeriformes   Alaudidae       Pinarocorys erythropygia       2.0                 5   HBW9, BA
Passeriformes   Alaudidae       Pinarocorys nigricans          2.0                 5   HBW9, BA
Passeriformes   Alaudidae       Heteromirafra archeri          3.0                 5   HBW9, BA
Passeriformes   Alaudidae       Heteromirafra ruddi            2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Certhilauda curvirostris       2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Certhilauda erythrochlamys     1.4                 5   HBW9, BA
Passeriformes   Alaudidae       Certhilauda albescens          2.8                 5   HBW9, BA
Passeriformes   Alaudidae       Certhilauda burra              2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Chersomanes albofasciata       2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix leucotis           1.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix australis          2.8                 5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix verticalis         2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix leucopareia        2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix signata            4.0               4,5   HBW9, BA
Passeriformes   Alaudidae       Eremopterix nigriceps          2.8           3,4,5,7   HBW9, EMN
Passeriformes   Alaudidae       Eremopterix grisea             2.4                 7   HBW9, BIP
Passeriformes   Alaudidae       Ammomanes cincturus            2.8           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Ammomanes phoenicurus          2.8                 7   HBW9, BIP
Passeriformes   Alaudidae       Ammomanes deserti              2.2           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Ammomanes grayi                2.0                 5   HBW9, BA
Passeriformes   Alaudidae       Alaemon alaudipes              2.8           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Alaemon hamertoni              2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Ramphocoris clotbey            3.9               3,4   HBW9, BA, EMN
Passeriformes   Alaudidae       Melanocorypha calandra         4.2             3,4,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Melanocorypha bimaculata       4.2           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Melanocorypha maxima           2.8                 7   HBW9, BIP
Passeriformes   Alaudidae       Melanocorypha mongolica        3.9                 7   HBW9, BCh
Passeriformes   Alaudidae       Melanocorypha leucoptera       4.9             3,4,7   HBW9, EMN
Passeriformes   Alaudidae       Melanocorypha yeltoniensis     4.0             3,4,7   HBW9, EMN
Passeriformes   Alaudidae       Calandrella brachydactyla      3.5           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Calandrella cinerea            2.8               4,5   HBW9, BA
Passeriformes   Alaudidae       Calandrella acutirostris       2.8               4,7   HBW9, BIP
Passeriformes   Alaudidae       Calandrella rufescens          3.5             3,4,5   HBW9, BA, EMN
Passeriformes   Alaudidae       Calandrella raytal             2.4               4,7   HBW9, Birds of Southeast Asia, BIP
Passeriformes   Alaudidae       Calandrella somalica           3.2                 5   HBW9, BA
Passeriformes   Alaudidae       Spizocorys conirostris         2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Spizocorys sclateri            1.0                 5   HBW9, BA
Passeriformes   Alaudidae       Spizocorys obbiensis           2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Spizocorys fringillaris        2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremalauda starki              2.4                 5   HBW9, BA
Passeriformes   Alaudidae       Eremalauda dunni               2.4             3,4,5   HBW9, BA, EMN
Passeriformes   Alaudidae       Galerida cristata              3.9           3,4,5,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Galerida theklae               3.5             3,4,5   HBW9, BA, EMN
Passeriformes   Alaudidae       Galerida malabarica            2.4                 7   HBW9, BA
Passeriformes   Alaudidae       Galerida deva                  2.8                 7   HBW9, BIP
Passeriformes   Alaudidae       Galerida modesta               1.0                 5   HBW9, BA
Passeriformes   Alaudidae       Galerida magnirostris          2.8                 5   HBW9, BA
Passeriformes   Alaudidae       Lullula arborea                3.5             3,4,5   HBW9, BA, EMN
Passeriformes   Alaudidae       Alauda arvensis                2.6
                                                                2,3,4,7,10,11,12,13    HBW9, BA, EMN
Passeriformes   Alaudidae       Alauda japonica                3.9                 7   HBW9, BJAP
Passeriformes   Alaudidae       Alauda gulgula                 3.2               4,7   HBW9, EMN; Birds of Southeast Asia, HBW9
Passeriformes   Alaudidae       Eremophila alpestris           3.2           2,3,4,7   HBW9, BA, EMN
Passeriformes   Alaudidae       Eremophila bilopha             2.8               3,4   HBW9, BA, EMN
Passeriformes   Nectariniidae   Promerops gurneyi              1.4                 5   Sunbirds


Table S4                                                                                                                          Page 73 of 85
Order           Family          Species                    Clutch   Range Traits
Passeriformes   Nectariniidae   Promerops cafer              2.4           5   Sunbirds
Passeriformes   Nectariniidae   Prionochilus maculatus       2.0           7   Sunbirds
Passeriformes   Nectariniidae   Prionochilus percussus       1.0           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum agile                2.8           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum chrysorrheum         2.4           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum melanoxanthum        3.0           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum vincens              2.0           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum haematostictum       1.0          14   Sunbirds
Passeriformes   Nectariniidae   Dicaeum trigonostigma        2.4           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum erythrorhynchos      1.7           7   Sunbirds
Passeriformes   Nectariniidae   Dicaeum concolor             2.4           7   Sunbirds
