Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Passeriformes   Furnariidae   Asthenes wyatti                2.4       2   HBW8, BSA
Passeriformes   Furnariidae   Asthenes sclateri              2.4       2   HBW8, BSA
Passeriformes   Furnariidae   Asthenes hudsoni               3.2       2   HBW8, BSA
Passeriformes   Furnariidae   Thripophaga macroura           3.0       2   HBW8, BSA
Passeriformes   Furnariidae   Spartonoica maluroides         3.5       2   HBW8, BSA
Passeriformes   Furnariidae   Phleocryptes melanops          2.8       2   HBW8, BSA, BHA
Passeriformes   Furnariidae   Limnornis curvirostris         2.0       2   HBW8, BSA
Passeriformes   Furnariidae   Limnornis rectirostris         2.4       2   HBW8, BSA
Passeriformes   Furnariidae   Anumbius annumbi               3.9       2   HBW8, BSA


Table S4                                                                                                    Page 44 of 85
Order           Family          Species                         Clutch   Range Traits
Passeriformes   Furnariidae     Coryphistera alaudina             3.9        2   HBW8, BSA
Passeriformes   Furnariidae     Eremobius phoenicurus             2.8        2   HBW8, BSA
Passeriformes   Furnariidae     Premnoplex brunnescens            2.0        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Lochmias nematura                 2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Pseudoseisura lophotes            2.8        2   HBW8, BSA
Passeriformes   Furnariidae     Pseudoseisura gutturalis          3.9        2   HBW8, BSA
Passeriformes   Furnariidae     Pseudocolaptes lawrencii          1.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Syndactyla rufosuperciliata       2.8        2   HBW8, BSA
Passeriformes   Furnariidae     Anabacerthia variegaticeps        2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Anabacerthia striaticollis        2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Philydor erythrocercus            2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Philydor rufus                    2.4        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Thripadectes rufobrunneus         2.0        2   HBW8, Birds of Costa Rica
Passeriformes   Furnariidae     Thripadectes virgaticeps          2.0        2   HBW8, BSA, BHA
Passeriformes   Furnariidae     Thripadectes melanorhynchus       3.0        2   HBW8, BSA
Passeriformes   Furnariidae     Automolus ochrolaemus             2.4        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Automolus leucophthalmus          3.5        2   HBW8, BSA
Passeriformes   Furnariidae     Automolus rubiginosus             2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Sclerurus mexicanus               2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Sclerurus albigularis             2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Sclerurus caudacutus              2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Sclerurus scansor                 2.4        2   HBW8, BSA
Passeriformes   Furnariidae     Sclerurus guatemalensis           2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Xenops minutus                    2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Xenops rutilans                   2.4        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Pygarrhichas albogularis          2.4        2   HBW8, BSA
Passeriformes   Furnariidae     Drymornis bridgesii               2.4        2   HBW8, BSA
Passeriformes   Furnariidae     Dendrocincla fuliginosa           1.7        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Dendrocincla turdina              2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Dendrocincla anabatina            2.0        2   HBW8, Birds of Costa Rica
Passeriformes   Furnariidae     Dendrocincla homochroa            2.4        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Deconychura longicauda            2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Sittasomus griseicapillus         3.0        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Glyphorynchus spirurus            1.7        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Dendrexetastes rufigula           2.4        2   HBW8, BSA
Passeriformes   Furnariidae     Xiphocolaptes albicollis          2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Xiphocolaptes major               2.4        2   HBW8, BSA
Passeriformes   Furnariidae     Dendrocolaptes certhia            1.0        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Dendrocolaptes picumnus           2.0        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Xiphorhynchus picus               1.7        2   HBW8, BSA
Passeriformes   Furnariidae     Xiphorhynchus obsoletus           2.0        2   HBW8, BSA, Birds of Venezuela
Passeriformes   Furnariidae     Xiphorhynchus spixii              2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Xiphorhynchus pardalotus          1.0        2   HBW8, BSA, Birds of Venezuela
Passeriformes   Furnariidae     Xiphorhynchus guttatus            1.7        2   HBW8, BSA, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Xiphorhynchus susurrans           2.0        2   HBW8, BSA
Passeriformes   Furnariidae     Xiphorhynchus flavigaster         2.4        2   HBW8, Birds of Costa Rica
Passeriformes   Furnariidae     Xiphorhynchus lachrymosus         2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Xiphorhynchus erythropygius       2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Lepidocolaptes souleyetii         2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Furnariidae     Lepidocolaptes angustirostris     3.5        2   HBW8, BSA
Passeriformes   Furnariidae     Lepidocolaptes affinis            2.4        2   HBW8, Birds of Venezuela, Birds of Costa Rica
Passeriformes   Furnariidae     Lepidocolaptes fuscus             2.4        2   HBW8, BSA
Passeriformes   Formicariidae   Formicarius colma                 2.0        2   HBW8, BSA
Passeriformes   Formicariidae   Formicarius moniliger             2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae   Formicarius analis                2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae   Formicarius nigricapillus         2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae   Chamaeza campanisona              2.0        2   HBW8, BSA
Passeriformes   Formicariidae   Pittasoma michleri                2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae   Grallaria varia                   2.0        2   HBW8, BSA
Passeriformes   Formicariidae   Grallaria guatimalensis           2.0        2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae   Grallaria haplonota               2.0        2   HBW8, BSA
Passeriformes   Formicariidae   Grallaria ruficapilla             2.0        2   HBW8, BSA, BHA
Passeriformes   Formicariidae   Grallaria rufula                  1.0        2   HBW8, BSA


Table S4                                                                                                                              Page 45 of 85
Order           Family             Species                         Clutch   Range Traits
Passeriformes   Formicariidae      Grallaria erythrotis              2.0         2   HBW8, BSA
Passeriformes   Formicariidae      Hylopezus perspicillatus          2.0         2   HBW8, BSA, Birds of Costa Rica
Passeriformes   Formicariidae      Myrmothera simplex                2.0         2   HBW8, BSA
Passeriformes   Formicariidae      Grallaricula flavirostris         1.4         2   HBW8, BSA, Birds of Costa Rica, BHA
Passeriformes   Formicariidae      Grallaricula ferrugineipectus     2.0         2   HBW8, BSA, BHA
Passeriformes   Conopophagidae     Conopophaga lineata               2.0         2   HBW8, BSA
Passeriformes   Conopophagidae     Conopophaga aurita                2.0         2   HBW8, BSA
Passeriformes   Conopophagidae     Conopophaga melanops              2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Pteroptochos tarnii               2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Pteroptochos castaneus            2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Pteroptochos megapodius           2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scelorchilus albicollis           2.4         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scelorchilus rubecula             2.4         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Rhinocrypta lanceolata            1.7         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Teledromas fuscus                 2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Eugralla paradoxa                 2.4         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus unicolor               2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus parvirostris           2.0         2   HBW8, BHA
Passeriformes   Rhinocryptidae     Scytalopus macropus               2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus femoralis              2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus bolivianus             2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus atratus                2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus sanctaemartae          2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus panamensis             2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus vicinior               2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus argentifrons           2.0         2   HBW8, Birds of Costa Rica
Passeriformes   Rhinocryptidae     Scytalopus latebricola            2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus meridanus              2.0         2   HBW8, BHA
Passeriformes   Rhinocryptidae     Scytalopus caracae                2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus spillmani              2.0        14   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus zimmeri                2.4         2   HBW8, HBW
Passeriformes   Rhinocryptidae     Scytalopus simonsi                2.0         2   HBW8, BHA
Passeriformes   Rhinocryptidae     Scytalopus urubambae              2.4        14   HBW8, HBW
Passeriformes   Rhinocryptidae     Scytalopus altirostris            2.4         2   HBW8, HBW
Passeriformes   Rhinocryptidae     Scytalopus affinis                2.4         2   HBW8, HBW
Passeriformes   Rhinocryptidae     Scytalopus canus                  2.0         2   HBW8, BHA
Passeriformes   Rhinocryptidae     Scytalopus magellanicus           2.4         2   HBW8, HBW
Passeriformes   Rhinocryptidae     Scytalopus griseicollis           2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus superciliaris          2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus fuscus                 2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus acutirostris           2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus speluncae              2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus novacapitalis          2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus psychopompus           2.0        14   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus indigoticus            2.0         2   HBW8, BSA
Passeriformes   Rhinocryptidae     Scytalopus schulenbergi           2.0         2   HBW8, WILSON BULLETIN 106 (4): 585-614 DEC 1994
Passeriformes   Rhinocryptidae     Scytalopus chocoensis             2.0         2   HBW8, Orn. Mon. 48: 47
Passeriformes   Climacteridae      Cormobates leucophaeus            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Climacteridae      Climacteris affinis               1.7        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Climacteridae      Climacteris erythrops             2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Climacteridae      Climacteris picumnus              3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Climacteridae      Climacteris melanura              2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Climacteridae      Climacteris rufa                  2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Menuridae          Menura alberti                    1.0        10   HBW9, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Menuridae          Menura novaehollandiae            1.0        10   HBW9, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Menuridae          Atrichornis rufescens             2.0        10   HBW9, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Menuridae          Atrichornis clamosus              1.0        10   HBW9, Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Ptilonorhynchida   Ailuroedus buccoides              1.0         8   BPNG
Passeriformes   Ptilonorhynchida   Ailuroedus melanotis              1.4      8,10   BPNG
Passeriformes   Ptilonorhynchida   Ailuroedus crassirostris          1.7        10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Scenopooetes dentirostris         2.0        10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Prionodura newtoniana             2.0        10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Sericulus chrysocephalus          2.0        10   Complete Book of Australian Birds


Table S4                                                                                                                               Page 46 of 85
Order           Family             Species                       Clutch   Range Traits
Passeriformes   Ptilonorhynchida   Ptilonorhynchus violaceus       1.7         10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Chlamydera guttata              2.0         10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Chlamydera maculata             2.4         10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Chlamydera nuchalis             1.4         10   Complete Book of Australian Birds
Passeriformes   Ptilonorhynchida   Chlamydera lauterbachi          1.0          8   BPNG
Passeriformes   Ptilonorhynchida   Chlamydera cerviniventris       1.0       8,10   BPNG
Passeriformes   Maluridae          Malurus alboscapulatus          2.8          8   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus melanocephalus          3.5         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus leucopterus             3.5         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus cyaneus                 2.8         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus splendens               3.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus lamberti                3.5         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus amabilis                3.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus elegans                 2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus pulcherrimus            3.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Malurus coronatus               2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Stipiturus ruficeps             2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Stipiturus malachurus           3.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Stipiturus mallee               3.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis barbatus              2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis woodwardi             2.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis dorotheae             2.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis striatus              2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis goyderi               2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis textilis              2.0         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis purnelli              2.4         10   Fairy-wrens and grasswrens
Passeriformes   Maluridae          Amytornis housei                2.0         10   Fairy-wrens and grasswrens
Passeriformes   Meliphagidae       Myzomela obscura                2.0     7,8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Myzomela erythrocephala         2.0       8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Myzomela sanguinolenta          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds, BWAL
Passeriformes   Meliphagidae       Myzomela cardinalis             3.9       9,11   BHTP
Passeriformes   Meliphagidae       Myzomela jugularis              2.0         11   BHTP
Passeriformes   Meliphagidae       Myzomela rosenbergii            2.0          8   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Certhionyx pectoralis           2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Certhionyx niger                2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Certhionyx variegatus           2.4         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Timeliopsis fulvigula           1.0          8   BPNG
Passeriformes   Meliphagidae       Meliphaga albonotata            1.4          8   BPNG
Passeriformes   Meliphagidae       Meliphaga aruensis              1.4          8   BPNG
Passeriformes   Meliphagidae       Meliphaga gracilis              2.0       8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Meliphaga notata                2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Meliphaga lewinii               2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Meliphaga albilineata           2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus obscurus          2.0          8   BPNG
Passeriformes   Meliphagidae       Lichenostomus frenatus          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus hindwoodi         2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus chrysops          2.4         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus versicolor        2.0       8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus fasciogularis     2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus virescens         2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus flavus            1.4         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus unicolor          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus leucotis          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus flavicollis       2.4         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus melanops          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus cratitius         2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus keartlandi        2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus flavescens        1.4       8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus fuscus            1.7         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus plumulus          2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus ornatus           2.0         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Lichenostomus penicillatus      2.4         10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae       Xanthotis flaviventer           2.0       8,10   Handbook of Australian, New Zeeland and Antarctic Birds


Table S4                                                                                                                              Page 47 of 85
Order           Family         Species                     Clutch    Range Traits
Passeriformes   Meliphagidae   Xanthotis macleayana            2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus lunatus            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus affinis            3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus albogularis        2.0      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus gularis            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus validirostris      3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Melithreptus brevirostris       3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Philemon citreogularis          2.4      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Philemon buceroides             3.5    7,8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Philemon argenticeps            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Philemon corniculatus           2.8      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Ptiloprora perstriata           1.0         8   BPNG
Passeriformes   Meliphagidae   Phylidonyris pyrrhoptera        2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Phylidonyris novaehollandiae    2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Phylidonyris nigra              2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Phylidonyris albifrons          2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Phylidonyris melanops           2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Ramsayornis modestus            2.0      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Ramsayornis fasciatus           1.7        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Plectorhyncha lanceolata        3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Conopophila albogularis         2.0      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Conopophila rufogularis         2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Conopophila whitei              2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Grantiella picta                2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Xanthomyza phrygia              2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Acanthorhynchus tenuirostris    2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Acanthorhynchus superciliosus   1.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Entomyzon cyanotis              2.0      8,10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Manorina melanophrys            2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Manorina melanocephala          2.8        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Manorina flavigula              2.8        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Manorina melanotis              2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Acanthagenys rufogularis        2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Anthochaera chrysoptera         2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Anthochaera carunculata         2.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Anthochaera paradoxa            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Epthianura tricolor             3.5        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Epthianura aurifrons            2.4        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Epthianura crocea               3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Epthianura albifrons            3.0        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Meliphagidae   Ashbyia lovensis                2.8        10   Handbook of Australian, New Zeeland and Antarctic Birds
Passeriformes   Pardalotidae   Pardalotus punctatus            4.2        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Pardalotus quadragintus         3.9        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Pardalotus rubricatus           3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Pardalotus striatus             3.9        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Dasyornis longirostris          2.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Dasyornis brachypterus          2.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Dasyornis broadbenti            2.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Pycnoptilus floccosus           1.4        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Origma solitaria                3.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Oreoscopus gutturalis           2.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis citreogularis        3.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis frontalis            2.4        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis humilis              2.4        10   EBA
Passeriformes   Pardalotidae   Sericornis keri                 2.0        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis beccarii             2.8      8,10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis magnirostris         3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Sericornis papuensis            1.0         8   BPNG
Passeriformes   Pardalotidae   Acanthornis magnus              3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Pyrrholaemus brunneus           3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Chthonicola sagittatus          3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Calamanthus campestris          3.5        10   Complete Book of Australian Birds
Passeriformes   Pardalotidae   Calamanthus fuliginosus         3.5        10   Complete Book of Australian Birds


Table S4                                                                                                                           Page 48 of 85
Order           Family           Species                      Clutch   Range Traits
Passeriformes   Pardalotidae     Hylacola pyrrhopygia           2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Hylacola cautus                2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza murina               2.0           8   BPNG
Passeriformes   Pardalotidae     Acanthiza katherina            2.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza pusilla              2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza ewingii              3.5          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza reguloides           3.9          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza inornata             4.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza iredalei             3.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza chrysorrhoa          3.5          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza uropygialis          3.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza nana                 3.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza lineata              3.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Acanthiza robustirostris       2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Smicrornis brevirostris        2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone chloronotus           2.4        8,10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone palpebrosa            2.4        8,10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone olivacea              2.4        8,10   Complete Book of Australian Birds
