"","species_name","Beak_length_Culmen","Beak_length_Nares","Beak_width","Beak_depth","Tarsus_length","Wing_length","Kipps_distance","Hand_wing_index","Tail_length","Mass","Latitude","AnnualTemp","TempRange","AnnualPrecip","PrecipRange"
"516","Peucedramus_taeniatus",14.3,8.2,3.1,2.9,18.6,71,19.3,27.6,52.8,11,"22,22","20,01168325","24,2322649","987,8687351","194,4324825"
"517","Phaethon_rubricauda",70.8,53,9.7,21,28.7,330.5,226,68.8,99.8,671.9,"-10,24","24,61642158","10,24474683","1767,916894","165,250063"
"518","Phaethornis_malaris",44.3,38.1,3,3.1,5.8,59.2,38.1,64.9,67.8,5.9,"-5,13","25,33999698","12,9289273","2357,718257","231,1172579"
"519","Phainopepla_nitens",13.4,8.1,5,4.1,20.9,92.6,16.6,16.9,92.7,22.1,"29,8","17,55328","30,61673108","402,938064","81,21865898"
"520","Phalacrocorax_auritus",68.2,49.8,12,17,64.2,311.8,126.8,40.8,154.2,1806.5,"44,78","7,099377122","37,15352444","715,0158659","73,58483148"
"521","Phalacrocorax_carbo",82.7,57,13.2,18.3,64.2,340.2,124.2,37.1,148.2,2529,"7,94","16,72337778","27,32336425","692,1022955","101,4346999"
"522","Phalcoboenus_australis",47,32,17,24,87.3,420.2,165.5,39.4,253.8,1187,"-53,62","5,187250588","14,61921765","587,0462941","31,49250588"
"523","Phasianus_colchicus",35.4,22,12.9,11.4,63.3,237.7,61.3,25.8,449.8,1120.3,"38,14","8,668859951","39,72980479","654,5042531","121,1362292"
"525","Philesturnus_carunculatus",37,22.4,5.5,8.2,40,96.7,11.2,11.4,89.4,74.7,"-40,53","12,22611111","17,95897778","1597,954444","70,99252222"
"526","Phoebastria_albatrus",135,91.3,25,38.5,92.3,549.2,364.8,66.3,147,4411,"27,94","21,3","17,95","2001,5","150,5"
"527","Phoebastria_immutabilis",108,74.6,20.7,28.2,82.6,474.4,313,66.2,147.2,3145.9,"23,8","22,95341111","12,89419444","890,8227778","92,79067778"
"528","Phoebastria_nigripes",101.2,67.8,23.8,30.8,87.4,476,313.2,64.7,136,3188.4,"13,3","26,04260833","8,229181944","2138,006389","161,3202583"
"530","Phoenicopterus_ruber",126,89.5,26.9,36.7,282,408.8,190.5,47.5,138.8,3031.6,"0,49","21,10700747","22,5786762","694,1266301","134,7796494"
"531","Phoenicurus_auroreus",14,8.2,3.2,3.4,22.2,72.5,14.8,20.5,65.9,16.2,"43,02","1,652833459","44,59843667","623,7333683","130,6863381"
"532","Phoenicurus_frontalis",13.1,7.4,3.1,3.2,22.1,84.5,19.4,23.2,69,15.8,"31,69","7,148631214","32,15157332","758,3607832","153,8211706"
"533","Phylloscopus_borealis",13.5,8.8,3.1,3.1,17.9,66.2,17,25.8,47,10.9,"58,62","-4,42755398","48,99012838","519,9431699","70,11849736"
"534","Phylloscopus_fuscatus",11.9,7,2.5,2.6,21.4,62.3,12.1,19.1,53.4,8.7,"50,3","-2,024973978","50,25801251","464,769805","87,52501983"
"535","Phylloscopus_inornatus",9.9,5.3,2.5,2.3,16.8,58.4,11.3,19,37.8,6.6,"57,24","-5,379066056","53,2105358","431,0942541","65,79650646"
"536","Phylloscopus_proregulus",9.7,4.7,2.5,2.2,16.4,51.2,9.7,18.9,38.2,6,"52,83","-3,73803757","53,86494993","471,9815661","90,08077033"
"537","Phylloscopus_tenellipes",12.2,6.6,2.7,2.9,17.5,59.9,13.8,23,49.5,11.8,"43,93","4,860521097","39,10683434","1118,768253","125,1130914"
"538","Piaya_cayana",31.8,18.4,8.5,10.5,34.6,145.9,16.2,11.1,279.1,102,"-5,4","24,18561374","15,4231776","1803,09503","234,6066302"
"539","Pica_pica",40.8,26.1,12.3,13.7,49,193.2,44.6,22.9,239.6,217.5,"46,75","5,804655444","38,8923092","610,194887","82,97869575"
"540","Picathartes_gymnocephalus",34,18.2,6.2,10.4,63.1,162.2,7.2,4.5,180.5,196,"6,97","25,99117917","14,08193361","2066,119722","379,9002037"
"541","Picumnus_innominatus",12.1,9.2,4.5,4.6,12,53.4,5.7,10.7,29.4,10.2,"16,35","24,84804556","20,1749887","1759,878633","338,947661"
"542","Picus_canus",39.3,26.9,8.6,8,26.4,143.1,33.7,23.4,103.2,137,"52,24","2,255172527","43,89712571","587,3418736","83,09449395"
"543","Pinicola_enucleator",16.6,12.3,8.6,11.2,19.6,109.2,32.1,29.4,85.1,56.4,"57,53","-3,647959787","47,32163311","547,1671396","59,32946161"
"544","Pionites_leucogaster",28,24.7,13.6,24.9,16.9,138.3,44.4,32.1,69.5,155,"-8,43","25,37865656","15,01832998","2079,98048","279,453291"
"545","Piranga_bidentata",20.7,13.5,7.6,8.9,21.8,97.1,22.5,23.1,84.9,36.1,"19,23","21,52041545","20,80351382","1318,211772","251,5701448"
"546","Piranga_erythrocephala",14.2,9.2,6.2,7.6,18.8,71.2,12.7,17.8,65.9,21.8,"21,27","20,85346418","23,00627761","1008,282328","237,6887145"
"547","Piranga_flava",19.2,14.8,8.5,9.5,21,93.6,22.8,24.2,74.5,37.7,"-6,7","21,72977725","19,67620501","1368,040456","194,2815682"
"549","Piranga_leucoptera",15.8,10.6,6.7,7.3,18.3,72.5,14.8,20.3,58.8,16,"4,25","21,23220294","14,77062841","1859,67979","234,4190467"
"550","Piranga_ludoviciana",18.5,11.2,6.3,7.3,20.1,94.8,27.2,28.6,71.1,28.1,"47,05","4,859853444","39,18167454","552,7363643","65,89254382"
"552","Piranga_olivacea",18.8,11.5,7.2,8.2,19.4,92.6,29.5,30.9,63.8,28.2,"41,9","8,827575767","39,30990833","981,3567943","60,46783958"
"553","Piranga_roseogularis",16.9,10.6,7.9,8.6,20.4,78.6,14.2,18.1,66.4,24,"19,05","25,75075455","16,27739091","1323,44","190,1717455"
"554","Piranga_rubra",19.2,13.3,8.4,9,19.5,92,27.9,29.2,71.3,29.1,"33,29","16,1651767","33,87630872","894,6134255","76,08485931"
"555","Piranga_rubriceps",17.6,11.5,7.8,8.3,22.2,100.1,21.6,21.7,77.1,35.9,"-0,43","18,70992306","12,40292408","2189,701449","167,7842673"
"556","Pitta_sordida",24.4,14.9,6.1,8.2,38.2,103.2,18.4,17.9,34.9,64.5,"7,08","24,69335267","13,28715243","2465,987094","285,5727768"
"557","Platalea_leucorodia",190.3,172.2,26.3,15.2,129,361.6,146,40.4,118.4,1868,"31,43","16,0174512","34,14116398","481,3027055","111,3604379"
"558","Platalea_minor",179.5,160,27.8,15.2,125.5,356.8,143.2,40.1,99.8,1228,"38,75","9,89816375","37,5914375","937,46975","249,9020438"
"559","Ploceus_nigricollis",18,11.3,6.1,7.1,20.8,74.6,11.6,15.4,56,27.1,"1,7","24,24907103","14,98852532","1480,729768","243,0940477"
"560","Pluvialis_squatarola",32,19.2,5.1,7,44.5,184.4,110,60.1,71.4,250,"69,65","-11,56148949","46,78278287","276,3180752","35,40495177"
"561","Podoces_hendersoni",43.7,32.4,9.9,9.8,41,139.4,30.1,21.6,101.3,120.5,"44,51","3,191803995","49,18642333","156,9421067","34,5927045"
"562","Poicephalus_senegalus",24.5,22.8,14,23.8,17.4,157,62.8,39.9,67.9,147,"10,97","26,88285719","21,07766608","1006,011743","242,3429399"
"563","Polioptila_caerulea",11.3,7.4,2.8,2.3,15.9,50.8,9.6,19.1,49.1,5.8,"32,88","15,3871176","32,11334114","863,7017972","92,63153656"
"564","Polyplectron_bicalcaratum",23.6,11.6,7,7.4,66.6,201,39.8,19.6,275.5,467.8,"20,77","23,07097944","20,72610794","2008,435028","427,42486"
"565","Polyplectron_germaini",23.6,11.6,6.3,6.8,60.2,190.6,39.1,21,241.2,450,"13,71","24,73271852","14,90045185","1895,586852","380,6006952"
"566","Polyplectron_malacense",26.7,12.6,6.9,7.7,64.2,192.6,38.6,20.2,191.4,608,"5,42","26,4059119","11,16176976","2458,538333","321,867081"
"567","Polyplectron_napoleonis",26,11.5,6.7,7.1,59.8,178.8,33,18.7,165.2,374.7,"9,8","26,80389","9,912395","1999,864","307,754623"
"568","Pomatorhinus_ruficollis",22.5,15.6,3.3,5.4,28,78.8,7.7,10,85.4,31.6,"27,02","16,0228195","26,7648942","1380,280014","258,0592474"
"569","Pomatostomus_ruficeps",27.7,17.9,4.1,6.6,28.2,85.9,10.1,11.7,89.2,57.8,"-30,43","19,39526","30,09851538","314,7777","26,95487154"
"570","Porphyrio_hochstetteri",71.2,42.7,15.2,39.3,95.8,232.5,30.5,13.3,107,2462.2,"-42,06","10,7474775","18,681475","1781,835","72,914125"
"571","Porzana_paykullii",28.5,14.1,3.7,7.3,35.8,126.4,37.5,29.4,53.4,111,"43,41","5,194350872","47,27281911","658,0588622","162,6184346"
"572","Porzana_pusilla",17.4,9.2,2.4,4.8,25,84.4,29.8,35.3,32.2,35.4,"32,43","7,15226866","39,75061639","581,2697841","85,53768324"
"573","Primolius_couloni",36.2,36.6,21.6,40.5,21.3,221.8,93.5,42.2,218.7,250,"-10,75","23,28561935","15,5123129","1928,611048","217,607514"
"574","Primolius_maracana",37.3,33.9,18,38,14.8,209.8,73.3,35.4,208.8,256,"-16,35","23,19748629","17,64222409","1450,253536","215,6064363"
"575","Prodotiscus_insignis",9,6.4,3.5,2.9,11.4,64.7,13.5,20.8,44.2,10.4,"0,76","24,24395257","14,21936186","1630,224395","243,4620504"
"576","Progne_chalybea",15.3,7.8,5.6,4.5,13.5,130.6,69.2,54.8,66.4,50,"-7,08","23,9727545","15,86636207","1756,328834","226,1068186"
"577","Prosthemadera_novaeseelandiae",31.3,14.2,5.2,5.9,36.5,147.8,29.9,20.8,118.8,105.8,"-40,88","11,57265783","18,74078667","1622,118817","75,05301"
"578","Prunella_fulvescens",14.3,7.9,3.9,3.9,20.2,75.1,15.5,20.5,67.2,18.9,"38,61","1,545240852","40,51558382","373,3807185","78,02140592"
"579","Prunella_himalayana",13.4,8,4.3,4.3,21.4,90.6,27.4,30.2,59.8,25.7,"44,73","-0,140476935","44,97471193","381,9253378","72,01736167"
"580","Prunella_montanella",12.9,7.4,3.5,3.4,18.9,72.1,17.5,24.4,66.4,17,"61,25","-8,820080938","55,37677258","392,7218154","62,42058038"
"581","Prunella_rubeculoides",13.8,7.6,3.4,4.2,22.9,76.8,12.6,16.4,65.8,23.9,"33,48","-0,302434318","35,47020388","396,1152346","88,50896994"
"582","Prunella_strophiata",13.1,7,3.9,3.8,19.6,63.1,10.2,16.3,57.4,18.1,"32,55","3,75591168","33,27503678","654,0623885","143,8304772"
"583","Pseudoleistes_guirahuro",30.5,20.4,6.5,9.5,34.4,119.8,27.8,23.2,86.8,86.4,"-24","20,95332266","19,85023489","1418,365644","156,9476835"
"584","Pseudoleistes_virescens",30.5,20.6,6.2,8.4,32.1,114.8,28.6,25.2,90.2,79.9,"-33,48","17,02910597","25,40738806","988,1047687","70,97835321"
"585","Pseudonestor_xanthophrys",21.4,13.8,5.4,13,21.9,72.2,14.1,19.9,45.4,22.1,"20,73","21,56766667","11,9357","1340,303333","130,2763333"
"586","Psittacula_alexandri",27.7,25.2,15.6,24.6,14.2,163.9,86.3,52.3,163.8,147,"18,03","22,77802431","19,63240606","1861,306911","370,4385399"
"587","Psittacula_cyanocephala",21.4,17.6,11.6,17.1,12.5,127.1,64.6,50.8,197.1,66,"20,19","25,97460159","25,09999608","1149,483296","324,0002755"
"588","Psittacula_derbiana",38,31,17.7,36.5,19.3,212.8,106,49.8,248.8,251,"26,55","14,27499993","24,173005","1543,762175","320,3282813"
"589","Psittacula_eupatria",37.6,34.3,20.8,37.9,18.4,209.9,112.8,53.4,289.2,214,"20,87","24,7133234","24,02246231","1386,870186","339,7889563"
"590","Psittacula_roseata",22.7,17.4,11.6,17.6,13.8,137.8,70.2,50.8,156.2,66,"19,39","23,2432934","19,75978195","1884,20604","391,5300502"
"591","Psittirostra_psittacea",17.5,10.8,6.4,8.3,23.1,90,21.1,23.9,55.3,28.6,"20,06","21,03495","12,02383333","1774,955","127,4049833"
"592","Psittrichas_fulgidus",42.1,35.8,15.3,25.3,27.4,283.6,90.5,32.2,165,865,"-4,96","24,02692737","10,17719674","3056,109579","168,6130116"
"593","Psophia_crepitans",39.7,19.3,7.6,12.6,128.9,278.3,20.8,7.5,118.8,1026,"1,28","25,8792034","11,34254813","2491,542861","249,2640966"
"594","Pterocles_burchelli",16.2,6.8,4.2,4.8,26.6,159.2,83.2,52.2,68,180.7,"-22,94","20,1364117","29,04470479","390,7481899","86,75749573"
"595","Pteruthius_melanotis",11.8,5.4,4,3.9,19.9,59.3,10.2,17.2,41.4,13.3,"20,9","20,4032207","20,96092711","1790,404107","362,0768987"
"596","Ptilopachus_petrosus",16.9,10.1,5.8,6.3,28,117.2,24.8,21.2,75.5,193,"10,12","26,39963306","21,5102053","959,9800519","222,3591594"
"597","Ptilorrhoa_caerulescens",24.4,14,4.8,5.7,32.4,89,9.2,10.4,92.5,49,"-5,01","25,14496724","9,965839569","2891,405517","175,9680259"
"598","Ptilorrhoa_leucosticta",22.8,11.9,4.4,4.9,32.1,79.7,4.8,6,89.8,49.2,"-6,94","23,90567647","10,56034529","2727,261176","203,6776"
"599","Pucrasia_macrolopha",29.7,15.2,9.5,11,60.9,222,62.9,28.8,190.4,1050.5,"31,39","11,15218293","31,97731078","1009,54387","181,0761788"
"600","Pycnonotus_jocosus",17.5,9.1,4.5,4.8,20.5,86.8,12.4,14.2,88.1,29.5,"19,79","23,83111354","21,91444645","1614,632276","358,2344365"
"601","Pycnonotus_melanicterus",14.7,7.7,3.7,4.2,15,79.1,10.7,13.4,79.7,29.3,"12,09","24,46068071","16,28057814","2152,932194","335,6479339"
"602","Pycnonotus_sinensis",17.9,8.6,4.4,4.9,21.6,86.7,17.8,20.8,82.1,34.2,"27,2","17,24234329","27,19181266","1374,644171","219,4821937"
"603","Pycnonotus_taivanus",16.7,8.5,4.9,5,19.8,88.1,15.1,17.2,79.6,26.1,"23,23","19,9208","16,12918","2557,578","430,86372"
"604","Pycnonotus_xanthorrhous",17.7,9.1,3.9,4.4,20,90.6,14.2,15.8,94.6,26.9,"27,15","16,08985014","27,62390581","1275,612517","221,5236853"
"605","Pygoscelis_adeliae",59.7,24.2,12.9,17.2,32.5,94.5,7.2,7.4,139,4847.7,"-67,91","5,653125","13,755325","2637,824167","154,079925"
"606","Pygoscelis_antarcticus",61.8,34,14.8,19.2,27,100.5,4.8,4.8,138,4146.1,"-61,37","5,653125","13,755325","2637,824167","154,079925"
"607","Pygoscelis_papua",64.8,37.8,12.4,17,33,126.1,6.2,5,122.8,5932.9,"-55,48","5,250455484","12,46912387","1627,717774","79,6543"
"608","Pyrrhocorax_graculus",36.2,22.2,9.3,9.8,43.8,267.4,98.5,36.7,163.5,211,"37,4","5,709449633","35,97962627","483,8746059","77,38199142"
"609","Pyrrhocorax_pyrrhocorax",54.6,43.7,12.2,12.6,52.5,284.5,111,39,133.3,276.7,"39,43","6,429491487","39,56719978","439,9132105","81,65413349"
"610","Pyrrhula_pyrrhula",13.1,8.6,8.2,9,18,88.6,22.1,24.9,68.3,24.3,"54,68","0,663906559","42,26154191","626,4859913","66,47516692"
"611","Pyrrhura_rupicola",19.6,16.5,11.2,17.9,13.2,124.1,46,37.1,117.7,75,"-11,24","23,72326924","15,42604557","1883,270025","233,089689"
"612","Quiscalus_mexicanus",43.3,29.2,8.2,11.5,47.9,168.6,46,26.8,170.1,160.5,"26,65","18,26388061","28,43503401","988,6229739","146,1092049"
"613","Quiscalus_quiscula",33,21.8,7.3,10.5,35.6,132.9,34.3,25.9,118.2,105.2,"43,82","7,209350829","40,92922071","802,9588931","63,2623846"
"614","Rallus_aquaticus",42,27.3,3.5,6.2,39.1,116.7,35.2,30.3,52.2,110.7,"46,64","5,24611269","40,01643965","514,2380472","66,70082446"
"615","Recurvirostra_avosetta",83.7,69.8,6.4,4.7,86.9,217.9,107.8,49.7,79.4,304,"38,7","7,616168001","39,9038886","395,5734021","55,23644731"
"616","Regulus_calendula",10.6,6.3,2.7,2.2,18.4,58,12.6,22,42.2,6.2,"52,48","0,448002812","42,46464147","654,7164148","61,04204895"
"617","Regulus_regulus",10.6,5.7,2.2,2.1,15,52.9,11.6,22,39.3,5.5,"49,73","4,607851013","35,68800832","697,3124839","78,86793124"
"618","Regulus_satrapa",9,5.4,2.1,2.5,16.2,57.2,13.4,23.6,42.8,6.2,"48,49","3,457477874","39,31369511","794,2417437","72,18219249"
"619","Remiz_consobrinus",10.5,7.4,3,3.8,13.1,55.4,14,25.2,43.6,9.1,"43,47","4,639443563","48,46854182","507,0479545","141,1343252"
"620","Rhabdornis_inornatus",18.8,10.8,4.3,5.4,21.2,87.9,27.1,30.4,57.7,39.1,"8,89","26,0062575","10,508225","2647,1345","271,33687"
"621","Rhagologus_leucostigma",17.2,9.6,4.2,5.5,20,87.8,19.5,22.2,64.5,26.8,"-7,21","22,35905161","11,44330484","2984,531935","193,3327129"
"622","Rhea_americana",86.5,35.6,27.2,17.2,308,604.5,0.3,0.1,62,23000,"-20,63","21,95613119","19,9289242","1197,553785","162,7520696"
"623","Rhea_pennata",69.8,33.5,24.8,16,293.2,625,0.4,0.1,58.4,23900,"-35,79","9,135526977","24,10852616","255,8050928","34,73229094"
"624","Rhegmatorhina_hoffmannsi",19.4,12.2,4.7,5,28.4,78.9,9.8,12.2,50.8,31.4,"-9,48","25,29390606","16,27600101","2090,040202","304,4805462"
"625","Rhinopomastus_cyanomelas",41.8,34.6,4.3,5.5,17.9,108.4,21.2,20.1,146.6,27.1,"-15,06","21,51526","21,58473903","763,8823788","157,2276881"
"626","Rhipidura_dahli",13.4,6.3,4.4,3.3,17.7,65.8,10.5,16,66.8,9.9,"-4,81","25,603625","8,436367","3329,9385","288,76435"
"627","Rhipidura_fuliginosa",11.8,5.4,3.1,2.5,17.8,73.6,15.5,20.9,86.3,7.5,"-26,91","20,44072677","25,02484559","742,230024","99,486476"
"628","Rhodinocichla_rosea",23.1,13.7,4.4,5.8,26.2,81.2,7.2,9.1,78.8,48,"12,71","24,13457966","14,53655492","1612,877271","270,0086964"
"629","Rhynchopsitta_terrisi",43,38.1,18.2,45.2,23.4,282.8,133.1,47.1,191,442,"24,83","19,55916667","27,01890833","489,4249167","83,552855"
"630","Rhynochetos_jubatus",67.2,42.2,9.8,17,100,264.3,37.1,14,183.5,860,"-21,27","22,31132222","13,33592222","1628,914444","178,3270222"
"631","Rupicola_peruvianus",31,15.4,8.8,12.4,36.7,183.5,21.7,11.6,120.3,242.5,"-3,85","19,29088654","13,98806712","2081,360442","201,0037831"
"632","Sakesphorus_luctuosus",24.1,14,6.1,6.9,25,79.3,8.5,10.6,65.4,31.4,"-6,35","26,04596438","14,44476694","2130,929087","308,8491493"
"633","Saltator_similis",20.3,13.2,7.9,11.2,23.9,99.8,15,15.1,94,43.3,"-21,05","21,92528056","18,97396394","1421,99787","183,6181881"
"634","Sapayoa_aenigma",16.8,10.3,7.7,5,14.5,80.2,15.2,19,61.5,20.8,"5,73","24,80401622","9,827222162","3495,342162","331,1775024"
"635","Sasia_ochracea",12.4,10.5,4.3,4.8,13.4,52.9,5.5,10.3,23.2,9.7,"22,72","18,60919924","23,91551754","1564,296858","274,6982038"
"636","Sclerurus_mexicanus",24,18.1,3.6,4.2,21.9,79.1,10.3,13,57.2,25.1,"-2,87","24,90202127","13,16168158","2227,050018","259,5458559"
"637","Scolopax_rusticola",76.7,60.9,6.5,10,34.2,192.4,75.1,39.4,84.8,308.3,"53,85","1,546352801","41,95785816","605,3195445","65,67356859"
"638","Scytalopus_superciliaris",12.9,5.6,2.9,3.6,19.6,51.6,8.1,15.5,36.9,17.8,"-25,65","15,30666118","27,14097647","446,9726471","93,74896312"
"639","Serilophus_lunatus",15.6,11.1,9.6,6.6,17.5,83.4,15.8,19.5,59.4,34,"14,66","24,03758832","17,3581149","2086,728619","353,4925426"
"640","Serinus_canaria",12,7.1,5.1,6.6,16.6,71.4,19.8,27.7,58.3,24.3,"48,52","8,933403675","28,37353675","593,0275128","55,38089219"
"641","Sicalis_olivascens",13.6,9.4,5.6,7,19.9,78.1,18.3,23.3,53.6,21.8,"-20,84","11,51073269","23,10966857","506,8677501","87,78035298"
"642","Sitta_carolinensis",19.1,12.2,4,4.2,18.5,88.6,27.6,31.2,48.8,21,"39,64","10,21115792","36,95183269","764,9345781","73,28323033"
"643","Sitta_europaea",20.8,13.2,4.4,4.4,19.9,85.3,20.1,23.6,47.1,20.4,"50,8","2,430951168","42,13135163","643,1734399","82,12904795"
"644","Sitta_himalayensis",15.6,9.6,4,3.5,17.5,72.2,14.7,20.4,38.4,14.3,"26,92","17,89494238","23,87812125","1812,117763","412,3821878"
"645","Sitta_nagaensis",17.3,10.6,3.7,3.5,17,79.3,18.4,23.4,45.2,14.7,"24,88","15,85124804","24,16158284","1382,79697","280,8132082"
"646","Sitta_villosa",15.3,10.7,3.2,3.2,14.8,65,14.2,22.1,36.5,9.4,"38,62","6,882725373","41,45296825","586,8407857","135,8101546"
"647","Smithornis_sharpei",17.8,11.5,11.4,7.1,17.5,79.8,12.2,15.3,51,37.5,"2,05","22,98064808","12,36667308","1846,247308","254,0773738"
"648","Spheniscus_demersus",61.5,31,10.1,24.3,32.3,98.5,3.6,3.7,28.5,3130.1,"-32,3","16,64482857","19,17974762","378,0319048","33,9203739"
"649","Spheniscus_humboldti",63.7,27.3,9.1,21.1,39,105.2,4.6,4.4,28.1,4366.4,"-22,52","16,82189231","17,99846154","131,9726915","34,92728138"
"650","Spheniscus_magellanicus",60.2,27.7,10.2,23.4,35.5,109.6,4.1,3.8,23.4,4105.1,"-48,01","8,045543333","16,7747","1280,734824","77,43979294"
"651","Spheniscus_mendiculus",63.9,30.4,8,17.5,25.9,82.8,4,4.8,26.1,1921.9,"-0,53","23,01248","11,53588","608,0822","64,68526"
"652","Spilornis_cheela",45.6,30.1,14.4,20.8,82.2,373.7,112.6,30.1,237.4,597.7,"15,55","23,78119264","19,41038102","1856,680077","311,3406101"
"653","Spizaetus_tyrannus",42.3,24.9,12.1,21,80.4,384.4,68.6,17.9,334.4,1007.1,"-3,66","24,6478598","14,10826987","2094,559006","252,0638338"
"654","Spizella_passerina",13.1,7,4,4.9,16.3,68,16.3,24.2,56,12.2,"43,88","6,995344203","38,72133356","786,2846247","79,59657441"
"655","Sporophila_hypoxantha",9.7,6.3,4.3,5.8,13.7,53.6,13.2,24.9,40,10.5,"-22,52","22,01476135","20,26207301","1358,120021","162,6590376"
"656","Steatornis_caripensis",36.3,18.2,9.9,14.3,19.1,308.3,120.8,38.6,200.2,408,"0,47","22,1179955","13,09171243","2133,89964","227,5969498"
"657","Stercorarius_parasiticus",36.1,12,5.7,9,41.5,310.5,188.3,60.2,172,444.3,"66,97","-8,405982149","39,60516214","448,3521397","41,88507187"
"658","Sterna_hirundo",44.5,24.2,3.8,7,19.5,253.3,170.6,67.3,129.8,129.2,"51,15","2,93159311","42,12282184","549,5345011","60,74442604"
"659","Sterna_paradisaea",37.8,22.8,3.8,7,16.1,262.7,181.1,69.1,179.6,110,"65,96","-7,380735754","40,30581209","476,4072859","43,32809585"
"660","Streptopelia_decaocto",21.5,9.6,3.8,4.2,22.1,174.6,62.7,36.1,132.3,149,"42,29","9,496551997","37,07423803","643,1254938","107,4167713"
"661","Streptopelia_orientalis",21.9,8.3,3.1,4,25.5,176.5,57.2,32.8,127.2,232.9,"38,86","7,605145659","39,14614819","802,1504072","155,6032254"
"662","Strigops_habroptila",48.7,36.3,22.4,37.5,54.5,275.1,54.6,19.9,225.1,1732,"-43,59","9,499712","19,2357","1842,502","77,99556"
"663","Strix_uralensis",38.6,20.2,11.2,19,53.1,359.4,102.3,28.4,272.7,780.6,"54,67","-0,842661202","47,57782267","570,4643072","77,14424066"
"664","Struthidea_cinerea",25.1,13.3,7.7,11.4,39,146.6,24.3,16.3,153.5,132,"-25,27","21,22442625","26,89595844","647,884025","107,6639803"
"665","Struthio_camelus",90,51.5,47.1,23.5,475,556.2,0.3,0.1,301.7,111000,"3,8","24,71902771","23,76219717","443,5453523","108,7350245"
"666","Sturnus_vulgaris",30.2,18.5,6.6,6.5,29,128.3,49.2,38.4,65.8,77.1,"46,22","6,359250321","38,29737423","623,1551172","59,15410992"
"667","Sylvia_atricapilla",15.2,7.2,3.2,3.4,20.8,75.9,20.5,27,62.2,16.7,"50,18","7,189148587","33,08017559","636,3019623","55,36899769"
"668","Sylvia_borin",15.1,7.2,3.5,3.6,20.1,78.7,23.6,30,57.9,18.2,"53,97","3,658797813","40,67641378","524,1463878","48,97395247"
"669","Sylviparus_modestus",7.3,4.6,2.7,2.7,15.4,59.4,12.8,21.6,38.8,7.1,"25,92","16,43033518","24,93863039","1387,054022","284,6900626"
"670","Synthliboramphus_antiquus",23.6,12.7,5,7.1,25.9,135.5,70.2,51.9,35.5,217.7,"51,99","0,760741548","31,43052543","982,797526","95,83464734"
"671","Synthliboramphus_wumizusume",23.4,13.4,5,7.4,24,120.2,59.5,49.5,50,198,"34,84","14,10570688","29,44399375","1940,085625","222,1822281"
"672","Syrmaticus_ellioti",32.4,18.4,9.9,10.5,63.5,224,66.9,30,297.7,1007.5,"27,53","17,11721413","29,60303696","1518,640543","206,2782239"
"673","Syrmaticus_humiae",33.9,17.7,10.5,11,59.1,212.4,61.9,29.7,378.6,873.4,"23,78","19,66522162","22,95470095","1559,483676","312,6970373"
"674","Syrmaticus_reevesii",35.3,22.2,11.4,12.3,69.6,248.2,52.8,20.6,739,1204.6,"31,23","13,67024492","31,3537246","1003,778405","167,1816011"
"675","Tachuris_rubrigastra",16,7,2.4,2.3,18.4,50.5,9.1,18.1,41,7.8,"-31,04","13,87134025","24,71918077","612,2909569","73,42786904"
"676","Tachybaptus_novaehollandiae",23,11.6,4.7,6.4,34.7,102,32.2,31.5,26.7,219,"-23,18","21,95239128","24,2180538","856,767464","118,188219"
"677","Tachybaptus_ruficollis",23.9,11.5,4.4,6.7,35.4,100,31.6,32.2,29.1,169.4,"17,75","19,20224583","24,94499948","989,9489606","169,3181765"
"678","Tachycineta_albilinea",12.1,6.4,4.2,3.1,11.3,99.3,50.9,51.1,41.4,16.7,"-5,78","21,43812","16,10269333","227,3210533","61,8308074"
"679","Tachycineta_albiventer",12.7,6.4,5,3,11,100.7,51.4,50.9,45.2,17.7,"-7,25","24,75894661","14,66595107","1860,115695","238,7609945"
"680","Tachycineta_bicolor",10.8,5.9,3.8,2.8,12.2,115.9,61.3,53,54,21.2,"50,51","2,193877348","42,01751144","698,5505661","63,70668541"
"681","Tachycineta_cyaneoviridis",11.8,6.2,4.1,2.7,11.8,112.7,61.9,54.8,68.1,17.5,"25,64","24,64051","15,01296","1229,24","149,94964"
"682","Tachycineta_euchrysea",9.5,4.8,3.1,2.6,10.8,108,60,55.5,56.6,17,"18,6","24,104675","14,02274167","1550,98","188,5732833"
"683","Tachycineta_leucorrhoa",12,6.8,5.1,3.2,11.5,112.3,57.8,50.5,49.9,15.3,"-22,89","21,42906419","21,06163878","1284,099203","168,3006747"
"684","Tachycineta_meyeni",11.5,5.4,4.2,2.6,10.7,109.8,57.5,52.4,53.7,14.9,"-44,11","8,566600061","20,00761212","981,0982582","76,94302244"
"686","Tachycineta_thalassina",9.9,5,3.6,3,11.3,115.5,63.6,54.5,48.1,14.1,"43,16","7,854370943","35,56069987","578,9199114","79,93636695"
"687","Tadorna_ferruginea",47,29.2,18.6,14.4,54.5,355.5,169.5,48.5,124.7,1235,"38,4","8,388989843","39,54368232","373,1688463","69,56572721"
"688","Tadorna_tadorna",54.2,31,18.4,14.9,51.6,313.9,161.7,51.8,109.9,1146.8,"46,85","7,015397117","39,04433866","439,4111695","51,01264783"
