Class,Order/Clade,Family,Species,Tb,Data,References
Mammalia,Chiroptera,Mormoopidae,Mormoops blainvillei,32,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Mormoopidae,Mormoops megalophylla,"36,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Mormoopidae,Pteronotus davyi,"38,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Mormoopidae,Pteronotus parnellii,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Mormoopidae,Pteronotus personatus,"37,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Mormoopidae,Pteronotus quadridens,31,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Natalidae,Natalus tumidirostris,"32,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Noctilionidae,Noctilio albiventris,"34,9",Lab,"R. C. Roverud, M. A. Chappell, Energetic and thermoregulatory aspects of clustering behavior in the neotropical bat Noctilio albiventris. Physiol. Zool. 64, 1527-1541 (1991)."
Mammalia,Chiroptera,Noctilionidae,Noctilio leporinus,"34,5",NA,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Anoura caudifer,"36,5",NA,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Artibeus jamaicensis,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Artibeus lituratus,"37,3",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Carollia perspicillata,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Chrotopterus auritus,"37,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Desmodus rotundus,35,Lab,"R. V. Baudinette, S. K. Churchill, K. A. Christian, J. E. Nelson,  P. J. Hudson, Energy, water balance and the roost microenvironment in three Australian cave-dwelling bats (Microchiroptera). J. Comp. Physiol. B. 170, 439-446 (2000)."
Mammalia,Chiroptera,Phyllostomidae,Diaemus youngi,"31,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Diphylla ecaudata,"32,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Erophylla bombifrons,32,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Erophylla sezekorni,"39,3",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Glossophaga soricina,"35,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Koopmania concolor,"35,3",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Leptonycteris curasoae,"35,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Macrotus californicus,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Monophyllus redmani,34,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus discolor,"34,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Phyllostomus hastatus,"34,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus lineatus,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Rhinophylla pumilio,"34,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Sturnira lilium,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Tonatia bidens,37,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Phyllostomidae,Uroderma bilobatum,"35,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Cynopterus brachyotis,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Dobsonia anderseni,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Dobsonia minor,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Dobsonia moluccensis,"36,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Dobsonia praedatrix,"37,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Eonycteris spelaea,34,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Macroglossus minimus,"36,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Melonycteris melanops,"34,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Nyctimene albiventer,"35,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Nyctimene cyclotis,36,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Nyctimene major,33,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Paranyctimene raptor,"33,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus hypomelanus,"35,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus medius,"36,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus poliocephalus,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus pumilus,"36,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus rodricensis,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus scapulatus,37,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Pteropus vampyrus,"36,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Rousettus aegyptiacus,"34,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Rousettus amplexicaudatus,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Pteropodidae,Syconycteris australis,"35,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus ferrumequinum,"39,7",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Chiroptera,Rhinolophidae,Rhinolophus hipposideros,"30,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Chiroptera,Vespertilionidae,Chalinolobus gouldii,"31,1",Lab,"D. J. Hosken, P. C. Withers, Temperature regulation and metabolism of an Australian bat, Chalinolobus gouldii (Chiroptera: Vespertilionidae) when euthermic and torpid. J. Comp. Physiol. B. 167, 71–80 (1997). "
Mammalia,Chiroptera,Vespertilionidae,Eptesicus fuscus,36,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Histiotus velatus,"30,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Miniopterus australis,"39,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Chiroptera,Vespertilionidae,Miniopterus schreibersii,"37,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Myotis lucifugus,"37,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Myotis myotis,35,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Chiroptera,Vespertilionidae,Myotis sodalis,"30,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Nyctophilus geoffroyi,"31,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Chiroptera,Vespertilionidae,Plecotus auritus,"35,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Cabassous centralis,"33,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Chaetophractus nationi,"35,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Chaetophractus vellerosus,"34,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Chaetophractus villosus,"35,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Dasypus novemcinctus,"34,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Euphractus sexcinctus,"34,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Priodontes maximus,"33,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Tolypeutes matacus,33,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Cingulata,Dasypodidae,Zaedyus pichiy,"35,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Antechinomys laniger,"35,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Antechinus flavipes,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Antechinus stuartii,"35,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Antechinus swainsonii,36,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasycercus cristicauda,"36,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasyuroides byrnei,"35,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasyurus geoffroii,"36,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasyurus hallucatus,"35,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasyurus maculatus,"36,9",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Dasyurus viverrinus,"36,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Ningaui yvonneae,"34,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Phascogale tapoatafa,"37,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Planigale gilesi,"35,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Planigale maculata,"34,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Planigale tenuirostris,"34,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Pseudantechinus macdonnellensis,"34,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Sarcophilus harrisii,"35,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Sminthopsis crassicaudata,"35,2",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Sminthopsis macroura,"36,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Dasyuridae,Sminthopsis murina,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Dasyuromorpha,Myrmecobiidae,Myrmecobius fasciatus,"32,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Caluromys derbianus,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Chironectes minimus,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Didelphis marsupialis,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Didelphis virginiana,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Gracilinanus microtarsus,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Lutreolina crassicaudata,"35,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Marmosa robinsoni,34,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Metachirus nudicaudatus,35,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Monodelphis brevicaudata,"33,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Monodelphis domestica,"32,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Didelphimorphia,Didelphidae,Philander opossum,"35,8",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Burramyidae,Burramys parvus,"36,1",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Burramyidae,Cercartetus concinnus,"34,4",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Burramyidae,Cercartetus lepidus,"33,7",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Burramyidae,Cercartetus nanus,"35,6",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Macropodidae,Dendrolagus matschiei,"36,3",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Macropodidae,Lagorchestes conspicillatus,36,Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Macropodidae,Macropus fuliginosus,"37,2",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Diprotodontia,Macropodidae,Macropus giganteus,36,Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Diprotodontia,Macropodidae,Notamacropus agilis,"37,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Diprotodontia,Macropodidae,Notamacropus dorsalis,"37,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Diprotodontia,Macropodidae,Notamacropus eugenii,"36,5",Lab,"A. Clarke, P. Rothery, N. J. B. Isaac, Scaling of basal metabolic rate with body mass and temperature in mammals. J. Anim. Ecol. 79, 610-619 (2010)."
Mammalia,Diprotodontia,Macropodidae,Notamacropus parryi,"36,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Mammalia,Diprotodontia,Macropodidae,Notamacropus rufogriseus,"37,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
