Species;Bad1Good2;Wild-1_Aviary-2_Domestic-3;Day-Night;n;Mass;Trait;TraitValue;Method;Mountains;Summer-Winter;Breeding-NonBreeding;Climate;World;Passerine;Order;Elevation;ElevationLatCor;MeanSurfaceTemperature;AbsoluteMinSurfaceTemperature;AbsoluteMaxSurfaceTemperature;AbsoluteSurfaceTemperatureRange;AverageDailyMinimumSurfaceTemperature;AverageDailyMaximumSurfaceTemperature;AverageDailySurfaceTemperatureDifference;SD_DailyMeanSurfaceTemperature;SE_DailyMeanSurfaceTemperature;MeanGaussianTemperature;AbsoluteMinGaussianTemperature;AbsoluteMaxGaussianTemperature;AbsoluteGaussianTemperatureRange;AverageDailyMinimumGaussianTemperature;AverageDailyMaximumGaussianTemperature;AverageDailyGaussianTemperatureDifference;SD_DailyMeanGaussianTemperature;SE_DailyMeanGaussianTemperature
Acanthis flammea;NA;;;;14,3;SMR;60,8;;;Winter;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acanthiza chrysorrhoa;2;1;N;8;8,3;BMR;40,2;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Acanthiza lineata;2;1;N;1;7,3;BMR;28,8;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Acanthiza pusilla;2;1;N;6;6,4;BMR;40,2;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Acanthiza uropygialis;2;1;N;2;6,6;BMR;31,8;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Acanthorhynchus tenuirostris;2;1;N;7;11,3;BMR;49,8;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Acanthorhynchus tenuirostris;2;1;N;;9,7;BMR;44,4;flow;;Summer;NA;Sub;Old;;;456;-28,79451713;21,92722899;10,10463242;36,91653692;26,8119045;17,41135438;27,40893384;9,997579458;4,564186108;0,78275146;22,25335411;7,003345176;41,56637113;34,56302596;16,26421171;29,0197334;12,75552169;4,361035107;0,747911351
Accipiter badius;2;1;N;1;274,8;BMR;198,8;flow;N;Summer;NA;Tropical;Old;N;Accipitriformes;140;13,25273224;25,6287619;23,69511109;28,41777777;4,722666684;24,22304113;27,36826187;3,145220746;0,370949146;0,140205599;25,49028739;23,66583684;28,24941017;4,583573329;24,24145396;27,39454175;3,153087784;0,33146759;0,125282973
Accipiter cooperii;2;2;N;1;452;BMR;381,52;flow;N;NA;N;NA;New;N;Accipitriformes;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA
Accipiter nisus;2;NA;N;NA;135;BMR;170,32;NA;;;;Temperate;Old;N;Accipitriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Accipiter nisus;NA;NA;N;6;135;BMR;171;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Accipiter striatus;2;1;N;1;173,4;BMR;93,13;flow;N;NA;N;Tropical;New;N;Accipitriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Accipiter striatus;2;2;N;1;83;BMR;125,41;flow;N;NA;N;NA;New;N;Accipitriformes;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA
Chaetocercus mulsant;1;2;N;1;3,3;RMR;41,25;flow;;;;;New;N;;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus palustris;2;2;N;1;10,7;BMR;45,03;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Acrocephalus palustris;NA;NA;N;4;10,8;BMR;36,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acridotheres tristis;2;1;N;4;102,3;BMR;159;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Acrocephalus arundinaceus;2;1;N;4;21,9;BMR;45,82;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus arundinaceus;2;1;D;4;21,9;BMR;54;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus bistrigiceps;2;1;N;1;7,9;BMR;22,91;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus bistrigiceps;2;1;N;27;7;BMR;28,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,91495412;19,60388885;35,43822126;15,83433241;23,12497702;31,96169179;8,836714765;1,133061148;0,102582536;27,82359723;18,38083916;39,06851504;20,68767588;22,83133542;34,87261319;12,04127777;1,383335111;0,125241276
Acrocephalus orientalis;2;1;N;8;21;BMR;46,3;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,93757095;19,72466663;34,05222224;14,32755561;22,59198769;31,72614035;9,134152656;0,834702658;0,120478951;27,85330164;18,88271074;38,89066975;20,00795901;22,2391849;34,68683075;12,44764586;1,071686649;0,154684644
Acrocephalus palustris;2;NA;N;NA;10,8;BMR;36,35;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus schoenobaenus;2;NA;N;NA;11,5;BMR;38,84;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Acrocephalus schoenobaenus;2;2;N;3;10,5;BMR;42,51;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Acrocephalus schoenobaenus;NA;NA;N;3;11,5;BMR;39;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Adelomyia melanogenys;2;1;N;6;3,5;BMR;14,33;flow;N;NA;N;Tropical;New;N;Apodiformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Aegithalos caudatus;NA;NA;N;17;8,8;BMR;45,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegithalos caudatus;NA;NA;N;17;8,9;BMR;36;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegithalos caudatus;NA;;;;8,8;SMR;35,6;;;Summer;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegithalos caudatus;NA;;;;8,8;SMR;45,1;;;Winter;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegithina lafresnayei;2;1;N;13;18,2;BMR;44,5;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,79316333;21,85799997;36,14966668;14,29166671;24,4275928;31,52656999;7,09897719;1,344990662;0,173637548;28,49355549;21,35835768;40,37237154;19,01401386;24,43341951;33,77882572;9,345406202;1,793774292;0,231575265
Aegithina tiphia;2;1;N;12;12,2;BMR;29,3;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,59423671;21,65266662;35,90807621;14,25540959;24,26673041;32,06547867;7,798748261;1,202474501;0,151497547;28,36381748;21,77976;40,37237154;18,59261154;24,20143479;34,5033728;10,301938;1,574494715;0,198367688
Aegolius acadicus;1;;N;;85,5;BMR;126,5;close;N;NA;N;Temperate;New;N;Strigiformes;NA;NA;18,5;18;19;1;18;19;1;NA;NA;18,5;18;19;1;18;19;1;NA;NA
Aegolius acadicus;2;2;N;2;123,7;BMR;117,9;flow;N;Summer;;Temperate;New;N;Strigiformes;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;23;NA;NA;NA;NA;NA;NA;NA;NA
Aegolius acadicus;NA;2;NA;1;105,9;BMR;140,8;flow;N;NA;NA;NA;New;N;;NA;NA;23;21;25;4;NA;NA;NA;NA;NA;23;21;25;4;NA;NA;NA;NA;NA
Aegolius acadicus;2;NA;N;1;82,93;BMR;147,8;flow;NA;Autumn;;;New;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegolius acadicus;2;NA;D;1;82,93;BMR;92;flow;NA;Autumn;;;New;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aegolius funereus;2;2;N;;130;BMR;202,39;flow;N;;;Temperate;Old;N;Strigiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aerodramus germani;2;1;N;2;10,8;BMR;40;flow;N;Spring;NA;Tropical;Old;N;Apodiformes;140;13,25273224;26,57304208;22,21366665;32,55788889;10,34422225;22,95641217;31,12644018;8,170028013;0,634790767;0,169654969;27,05122715;18,88271074;35,08941551;16,20670477;22,12485667;33,48538313;11,36052645;0,740716333;0,197964767
Aethia pusilla;2;1;NA;5;89,2;RMR;256;close;N;Summer;Y;Temperate;New;N;;110;58,02595628;7,58430161;2,543888893;11,318895;8,775006109;7,152409436;8,008794695;0,856385259;1,753318889;0,12588096;7,701533078;3,016326317;11,02779217;8,011465855;7,499605038;7,889256268;0,38965123;1,725410002;0,123877219
Aethopyga christinae;2;2;N;12;5,2;BMR;23,95418327;flow;;;;Tropical;Old;P;Passeriformes;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA
Aethopyga siparaja;2;2;N;2;6,8;BMR;28,48007968;flow;;;;Tropical;Old;P;Passeriformes;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;NA;NA
Aethopyga siparaja;2;1;N;5;6,2;BMR;25;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,00448526;17,98577775;35,86732364;17,88154589;23,83077228;30,72787623;6,897103951;1,648772164;0,278693362;27,43392897;18,10118423;38,91920812;20,81802388;23,72969843;32,92826354;9,198565104;1,962628957;0,331744843
Aethopyga siparaja;2;1;D;2;6,01;RMR;31,55;flow;NA;Summer;Y;Tropical;Old;P;Passeriformes;0;6;25,44850565;22,454;28,314;5,86;24,78418569;26,09653098;1,312345293;0,84036284;0,040620471;25,50412209;22,45462117;28,50238006;6,047758889;24,96483889;26,41947403;1,454635139;0,810785869;0,039190814
Agapornis fischeri;2;NA;N;;56,7;BMR;94,6;close;;Winter;;NA;Old;N;Psittaciformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis fischeri;NA;NA;N;3;56,7;BMR;95;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;NA;3;N;NA;48,1;BMR;83,17;NA;NA;NA;NA;Tropical;Old;N;Psittaciformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;NA;NA;N;6;48,1;BMR;84;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;NA;NA;D;6;48,1;BMR;91,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;NA;NA;N;6;48,4;BMR;84;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;NA;NA;D;6;48,4;BMR;111;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agapornis roseicollis;2;NA;N;6;48,3;BMR;64,48;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Agelaius phoeniceus;2;2;D;15;46,5;BMR;141,8;flow;N;Winter;;Temperate;New;P;Passeriformes;337;47,95371698;-1,498519105;-13,77182712;9,822310142;23,59413726;-3,660476191;1,089403606;4,749879798;4,680532057;0,76947473;-1,930769709;-14,97038634;11,39247229;26,36285863;-5,029539752;1,097456914;6,126996666;4,78503317;0,786654607
Agelaius phoeniceus;2;2;N;15;46,5;BMR;114,9;flow;N;Winter;;Temperate;New;P;Passeriformes;337;47,95371698;-1,498519105;-13,77182712;9,822310142;23,59413726;-3,660476191;1,089403606;4,749879798;4,680532057;0,76947473;-1,930769709;-14,97038634;11,39247229;26,36285863;-5,029539752;1,097456914;6,126996666;4,78503317;0,786654607
Agelaius phoeniceus;2;2;D;36;70,27;BMR;213,6;flow;N;Winter;;Temperate;New;P;Passeriformes;337;47,95371698;-1,498519105;-13,77182712;9,822310142;23,59413726;-3,660476191;1,089403606;4,749879798;4,680532057;0,76947473;-1,930769709;-14,97038634;11,39247229;26,36285863;-5,029539752;1,097456914;6,126996666;4,78503317;0,786654607
Agelaius phoeniceus;2;2;N;36;70,27;BMR;139,1;flow;N;Winter;;Temperate;New;P;Passeriformes;337;47,95371698;-1,498519105;-13,77182712;9,822310142;23,59413726;-3,660476191;1,089403606;4,749879798;4,680532057;0,76947473;-1,930769709;-14,97038634;11,39247229;26,36285863;-5,029539752;1,097456914;6,126996666;4,78503317;0,786654607
Agelaius phoeniceus;2;2;N;13;46,3;BMR;86,65;flow;;Summer;;Temperate;New;P;Passeriformes;NA;NA;25;23;27;NA;NA;NA;NA;NA;NA;25;23;27;NA;NA;NA;NA;NA;NA
Agelaius phoeniceus;2;1;N;6;47,1;BMR;100,58;flow;;Spring;;Temperate;New;;;229;42,95327869;16,29813914;-0,24559968;30,33136032;30,57696;12,91965756;19,81458952;6,894931955;6,078959762;0,527112661;16,09038541;-1,012051379;32,73610562;33,748157;12,01804384;20,27683416;8,258790323;5,969063226;0,517583423
Aglaeactis castelnaudii;2;1;N;1;6,9;BMR;17,91;flow;N;NA;N;Tropical;New;N;Apodiformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Aglaeactis cupripennis;2;1;N;9;7,2;BMR;21,49;flow;N;NA;N;Tropical;New;N;Apodiformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Aglaeactis cupripennis;1;2;N;1;7,2;RMR;55,93625498;flow;;;;;New;N;;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;20;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;2;NA;N;NA;448;BMR;402,8;NA;;;;Temperate;Old;N;Anseriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;NA;N;8;448;BMR;405;close;NA;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;NA;D;8;448;BMR;461,5;close;NA;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;NA;N;8;468;BMR;428,5;close;NA;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;NA;D;8;468;BMR;569,5;close;NA;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;;N;;485;BMR;544,5;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aix sponsa;NA;;D;;485;BMR;586,5;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alaemon alaudipes;2;2;N;21;36,9;BMR;68,06108898;flow;;Summer;N;Tropical;Old;P;Passeriformes;1486;40,74063836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alauda arvensis;2;2;N;29;32;BMR;129,4820717;flow;;Summer;N;Temperate;Old;P;Passeriformes;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alauda arvensis;NA;NA;NA;NA;46,1;BMR;100,7569721;NA;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alaudala rufescens;2;NA;N;27;23,6;BMR;65,57104914;NA;;Summer;NA;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alca torda;2;1;N;2;589;BMR;647,9;flow;N;NA;N;Temperate;Old;N;Charadriiformes;89;57,16721311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alcedo atthis;2;NA;N;NA;34,3;BMR;67,73;NA;;;;Temperate;Old;N;Coraciiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alcedo atthis;2;1;N;6;24,1;BMR;46,8;flow;N;Spring;NA;Tropical;Old;N;Coraciiformes;140;13,25273224;26,78840729;19,60388885;34,30709754;14,70320869;22,79048718;31,35764352;8,567156339;1,377207744;0,229534624;27,49463853;18,38083916;38,14593686;19,7650977;22,14740597;34,02128743;11,87388146;1,748703907;0,291450651
Alcedo atthis;NA;NA;N;4;34,3;BMR;68;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ceyx azureus;2;1;N;23;31,5;BMR;42,8;flow;N;;;Tropical;Old;;;18;-4,989537426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alcedo meninting;2;1;N;33;18,3;BMR;39,8;flow;N;Spring;NA;Tropical;Old;N;Coraciiformes;140;13,25273224;26,8042877;20,35407683;35,3117778;14,95770096;23,64092199;31,02683339;7,385911396;1,273610651;0,103303465;27,48992801;20,31234467;40,27249213;19,96014746;23,5803146;33,39820905;9,817894451;1,630858;0,132280051
Alcippe grotei;2;1;N;1;15,4;BMR;67,6;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,62760773;23,0003333;33,83311111;10,83277781;24,40593079;31,82559143;7,419660646;0,409286342;0,154695697;28,09336095;23,57199957;36,5679036;12,99590403;24,21605453;34,27271356;10,05665902;0,678997333;0,256636869
Alectoris chukar;1;2;NA;NA;475;BMR;351,5;flow;;Summer;;Sub;Old;N;Galliformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alectoris chukar;2;NA;N;5;525,7;BMR;218,51;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alectoris graeca;2;NA;N;NA;633;BMR;454,18;NA;;;;Temperate;Old;N;Galliformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alectoris graeca;NA;NA;N;4;620;BMR;514;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alectoris graeca;NA;NA;N;4;633;BMR;456,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alectoris graeca;1;3;D;2;647;BMR;502,7091633;flow;NA;;;Sub;Old;N;;NA;NA;23;22;24;2;NA;NA;NA;NA;NA;23;22;24;2;NA;NA;NA;NA;NA
Alectoris graeca;1;3;D;3;489;RMR;660,1;flow;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Alle alle;2;1;both;23;152,5;RMR;369,1;flow;N;Summer;Y;Polar;Old;N;Charadriiformes;0;76,997424;3,438888947;-0,518893468;6,74839455;7,267288018;2,699937239;4,200584554;1,500647315;1,433120063;0,198737995;3,341273577;-0,027808141;6,314021428;6,341829569;2,6226364;3,981219697;1,358583298;1,29875891;0,180105456
Alophoixus ochraceus;2;1;N;38;34,5;BMR;67,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,8570496;16,91211109;35,86732364;18,95521255;23,28140144;31,27121711;7,989815665;1,497197683;0,119110652;27,67349966;17,42051785;39,51635398;22,09583613;23,00759452;33,80710954;10,79951502;1,701334778;0,135350928
Alophoixus ochraceus;2;1;D;9;49,12;RMR;136,25;flow;NA;Summer;Y;Tropical;Old;P;Passeriformes;0;6;25,44850565;22,454;28,314;5,86;24,78418569;26,09653098;1,312345293;0,84036284;0,040620471;25,50412209;22,45462117;28,50238006;6,047758889;24,96483889;26,41947403;1,454635139;0,810785869;0,039190814
Amadina erythrocephala;2;2;N;9;21,7;BMR;38;flow;N;Autumn;N;Sub;Old;P;Passeriformes;665;-20,90458121;17,30205995;9,090185119;25,89113242;16,8009473;15,54659456;19,82549679;4,278902223;2,918605265;0,296339466;17,12325769;7,299857874;26,73848189;19,43862402;14,96024762;20,43200917;5,471761551;3,020508933;0,306686216
Amadina fasciata;2;3;N;NA;17,2;BMR;38,37;flow;N;;;Tropical;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Amadina fasciata;2;NA;N;4;18,2;BMR;41,19;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Megacrex inepta;2;2;N;2;856,6;BMR;240,7;flow;N;;;Tropical;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Amaurornis phoenicurus;2;1;N;6;188,2;BMR;143,8;flow;N;Spring;NA;Tropical;Old;N;Gruiformes;140;13,25273224;26,65546039;20,74811108;34,11774909;13,36963801;22,96448191;31,41808187;8,453599957;1,085539715;0,180923286;27,59101777;19,9832349;38,89066975;18,90743484;22,84283221;33,97024898;11,12741678;1,412595317;0,235432553
Amazona viridigenalis;NA;NA;D;NA;337,8;BMR;380,76;NA;NA;NA;NA;Temperate;New;N;Psittaciformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Amazona viridigenalis;1;2;D;7;341,9;BMR;360;flow;N;NA;N;Temperate;New;N;Psittaciformes;124;35,69536751;12,88252762;4,098175855;30,67163504;26,57345918;9,996208109;15,95680671;5,960598598;3,331825125;0,179379435;12,30235734;2,324957946;27,84830275;25,5233448;9,491028837;15,53965806;6,048629226;3,384076393;0,182192549
Amblycercus holosericeus;2;1;N;4;50,4;BMR;102,09;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Ammodramus aurifrons;2;1;N;2;16,4;BMR;46,57;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Ammodramus savannarum;2;1;N;3;13,8;BMR;31,9;flow;N;Winter;NA;Sub;New;P;Passeriformes;22;29,93825159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ammomanes deserti;2;2;N;6;21,5;BMR;41,70816733;flow;;Summer;N;Tropical;Old;P;Passeriformes;1486;40,74063836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Amphispiza bilineata;2;2;N;8;11,6;BMR;35,36;flow;;Summer;;Temperate;New;P;Passeriformes;NA;NA;25;23;27;NA;NA;NA;NA;NA;NA;25;23;27;NA;NA;NA;NA;NA;NA
