Species;Bad1Good2;Wild-1_Aviary-2_Domestic-3;Day-Night;n;Mass;Trait;TraitValue;Method;Mountains;Summer-Winter;Breeding-NonBreeding;Climate;World;Passerine;Order;Elevation;ElevationLatCor;MeanSurfaceTemperature;AbsoluteMinSurfaceTemperature;AbsoluteMaxSurfaceTemperature;AbsoluteSurfaceTemperatureRange;AverageDailyMinimumSurfaceTemperature;AverageDailyMaximumSurfaceTemperature;AverageDailySurfaceTemperatureDifference;SD_DailyMeanSurfaceTemperature;SE_DailyMeanSurfaceTemperature;MeanGaussianTemperature;AbsoluteMinGaussianTemperature;AbsoluteMaxGaussianTemperature;AbsoluteGaussianTemperatureRange;AverageDailyMinimumGaussianTemperature;AverageDailyMaximumGaussianTemperature;AverageDailyGaussianTemperatureDifference;SD_DailyMeanGaussianTemperature;SE_DailyMeanGaussianTemperature
Leptotila verreauxi;2;1;N;2;131;BMR;158,88;flow;;Autumn;;Tropical;New;N;Colymbiformes;177;11,47894648;25,75254821;24,48797373;27,91868574;3,430712009;25,29212362;26,31880437;1,026680747;0,403438981;0,049287916;25,3150198;23,95579609;27,41404052;3,458244428;24,7681127;26,02318497;1,25507227;0,317843538;0,038830768
Leucosarcia melanoleuca;2;2;N;4;468;BMR;300;flow;;;;Tropical;Old;N;Colymbiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Leucosarcia melanoleuca;2;3;N;NA;445;BMR;84,41;flow;N;Spring;N;Sub;Old;N;Colymbiformes;17;-31,75490318;15,69038428;7,584149162;30,04025195;22,45610279;12,92561893;19,36557046;6,439951527;3,308015176;0,299493622;16,258914;5,885076671;31,63717316;25,75209649;13,05824189;20,66748602;7,609244131;3,712588839;0,336122
Ptilotula penicillata;2;2;N;12;17,8;BMR;57,3;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,686324;20,57114429;2,283525719;41,29752869;39,01400297;15,56562351;25,80141604;10,23579253;6,114884136;0,620872416;20,14429115;-0,790611099;43,72375826;44,51436936;13,30752996;27,81137786;14,50384791;6,239330891;0,633508069
Gavicalis virescens;2;1;N;4;20,7;BMR;63,6;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Lichmera indistincta;2;2;N;15;9;BMR;36,99;flow;N;Summer;N;Sub;Old;P;Passeriformes;316;-27,3464717;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lichmera indistincta;2;2;N;6;10,1;BMR;38,1;flow;N;Summer;;Temperate;Old;P;Passeriformes;NA;NA;25;25;25;NA;NA;NA;NA;NA;NA;25;25;25;NA;NA;NA;NA;NA;NA
Limosa lapponica;2;1;N;4;240;BMR;273,6;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lipaugus vociferans;2;1;N;1;86,6;BMR;136,12;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Lochmias nematura;2;1;N;3;30,5;BMR;60,9;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Locustella lanceolata;2;1;N;8;9,4;BMR;32,7;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,47007155;19,60388885;33,83877777;14,23488892;23,06758038;31,6236219;8,556041517;1,26917981;0,191336055;27,32917916;18,38083916;39,06851504;20,68767588;22,97256828;34,52084564;11,54827736;1,590452753;0,239769774
Spermestes fringilloides;2;NA;N;4;19,8;BMR;41,19;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura fuscans;2;1;N;8;9,5;BMR;17,77;flow;N;Summer;;Tropical;Old;P;Passeriformes;7;4,8725255;24,66429803;23,08951355;27,17920963;4,089696084;23,75168574;25,69971087;1,948025137;0,311409177;0,038044686;24,86053288;23,44643141;27,36386111;3,9174297;24,09058818;26,00061405;1,910025864;0,314776693;0,038456094
Lonchura maja;2;1;N;3;12,8;BMR;27,39;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura maja;2;1;D;3;12,8;BMR;48,5;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Euodice malabarica;1;2;D;39;10,9;BMR;36,46;open;N;NA;N;NA;Old;P;Passeriformes;NA;NA;NA;17,8;28,3;10,5;NA;NA;NA;NA;NA;NA;17,8;28,3;10,5;NA;NA;NA;NA;NA
Lonchura malacca;2;1;N;3;11,8;BMR;25,4;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura malacca;2;1;D;3;11,8;BMR;40;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura oryzivora;2;3;N;NA;25,4;BMR;55,4;flow;N;;;Tropical;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura punctulata;2;1;N;4;12,2;BMR;37,6;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;24,90886621;20,64322218;29,62030949;8,977087312;22,32431645;28,2324045;5,90808805;0,768849076;0,205483559;25,30640187;20,03399539;32,87434015;12,84034476;21,95748169;29,90051799;7,9430363;1,033483705;0,276210138
Lonchura punctulata;2;NA;N;5;14,5;BMR;34,03;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura striata;2;NA;N;NA;10,3;BMR;38,35;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura striata;2;1;N;17;9,7;BMR;33,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,06681061;22,03841971;34,11774909;12,07932938;23,78132244;30,29627152;6,514949077;1,058592708;0,142740612;26,5387078;20,31234467;38,89066975;18,57832508;23,70617786;32,17388679;8,467708933;1,48688194;0,20049112
Lonchura striata;2;1;N;1;12,1;BMR;36;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura striata;NA;NA;N;6;10,1;BMR;36;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lonchura striata;NA;NA;N;6;10,3;BMR;38,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lophodytes cucullatus;2;2;N;;413,3;BMR;351,3;flow;;;;Temperate;Old;N;Anseriformes;299;-36,79958172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lophorina superba;2;2;N;8;74,6;BMR;129,8;flow;Y;;;Tropical;Old;P;Passeriformes;71;-5,729727459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Callipepla californica;2;2;N;5;149,6;BMR;143,62;flow;Y;NA;N;Sub;New;N;Galliformes;915;46,121155;22;18;26;8;NA;NA;NA;NA;NA;22;18;26;8;NA;NA;NA;NA;NA
Callipepla californica;2;2;N;14;124,7;BMR;130,94;flow;Y;NA;N;Sub;New;N;Galliformes;915;46,121155;22;18;26;8;NA;NA;NA;NA;NA;22;18;26;8;NA;NA;NA;NA;NA
Lophotriccus pileatus;2;1;N;2;8,2;BMR;34,03;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Loriculus galgulus;2;NA;N;;27;BMR;92,63;flow;;;;;Old;N;Psittaciformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loriculus vernalis;2;1;N;1;26,7;BMR;58,4;flow;N;Spring;NA;Tropical;Old;N;Psittaciformes;140;13,25273224;27,18313059;23,61933368;33,32778613;9,708452456;24,10762074;31,26162146;7,154000713;0,782353905;0,295701981;28,10930714;23,19968038;38,89066975;15,69098937;24,29274114;34,36051425;10,06777311;1,544561594;0,583789409
Loxia curvirostra;2;2;N;28;29,4;BMR;91,14;flow;N;Winter;;Temperate;New;P;Passeriformes;263;45,73163433;-2,373710138;-20,23948988;17,41929048;37,65878035;-5,016546509;0,987334301;6,003880811;7,060615252;0,68257544;-2,51011012;-20,24003276;17,21991216;37,45994492;-5,963111478;0,911321948;6,874433425;7,066633016;0,683157199
Loxia curvirostra;NA;NA;N;NA;39,4;BMR;107,57;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia curvirostra;NA;NA;N;9;39,4;BMR;108;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia curvirostra;NA;NA;N;9;42,7;BMR;121,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia curvirostra;NA;;;;42,7;SMR;107,7;;;Summer;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia curvirostra;NA;;;;42,7;SMR;120,68;;;Winter;;;;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia leucoptera;2;2;N;12;29,8;BMR;83,44;flow;N;Winter;N;Temperate;New;P;Passeriformes;263;45,73163433;3,629451629;-11,42421057;17,41929048;28,84350105;0,669386449;7,301627398;6,632240949;4,744234135;0,790705689;3,754832696;-12,47833778;17,21991216;29,69824994;0,206160725;7,343814094;7,137653369;4,731483885;0,788580647
Loxia pytyopsittacus;NA;NA;N;;53,7;BMR;144;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Loxia pytyopsittacus;NA;NA;N;NA;53,7;BMR;142,93;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Magumma parva;1;;D;4;8;RMR;25,8;flow;N;NA;;Tropical;New;P;Passeriformes;NA;NA;24;21;27;6;NA;NA;NA;NA;NA;24;21;27;6;NA;NA;NA;NA;NA
Magumma parva;1;2;D;4;7,9;RMR;25,4;flow;N;Summer;;Tropical;New;P;Passeriformes;10;21,40232073;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Chlorodrepanis virens;1;1;D;6;10,7;RMR;37,1;flow;Y;Summer;;Tropical;New;P;Passeriformes;1707;41,60944288;23,79690468;21,57832997;26,13174996;4,553419986;23,22299961;24,34198698;1,118987376;0,670189242;0,081876647;24,27186198;22,57864019;25,90473342;3,326093226;23,94625229;24,64873393;0,702481639;0,631686234;0,077172756
Lullula arborea;2;2;N;20;25,6;BMR;102,5066401;flow;;Summer;N;Temperate;Old;P;Passeriformes;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lullula arborea;NA;NA;N;;33,2;BMR;88;close;;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Luscinia svecica;2;2;N;11;15,5;BMR;50,29;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Luscinia svecica;NA;NA;N;3;20,8;BMR;64,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Luscinia svecica;2;;N;;19,9;BMR;46,57;NA;;;;Temperate;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lyncornis macrotis;2;1;N;12;160,8;BMR;141,6;flow;N;Spring;NA;Tropical;Old;N;Caprimulgiformes;140;13,25273224;27,70698155;21,46377774;35,37200003;13,90822229;24,15628902;32,0855854;7,929296379;1,154908939;0,15572789;28,6445179;20,88084833;39,51635398;18,63550565;24,20544232;34,81760982;10,61216751;1,425733428;0,192245856
Lyrurus tetrix;1;2;D;6;1039;BMR;1153,3;flow;;Summer;;Temperate;Old;N;;0;61,19261138;14,70610903;6,042383644;26,08776013;20,04537649;12,10692168;17,31888933;5,211967646;3,078708148;0,312595451;15,33063817;5,067758937;28,42575746;23,35799852;11,80669829;18,68008645;6,873388161;3,317734062;0,336864856
Lyrurus tetrix;1;2;D;10;931;BMR;1301,5;flow;;Winter;;Temperate;Old;N;;0;65,08587642;-10,16768314;-24,17195707;3,500589558;27,67254663;-12,49573358;-7,864485552;4,631248031;5,845840349;0,719573205;-11,41101831;-26,7810347;1,281423865;28,06245857;-14,6883542;-8,532498181;6,155856015;6,152138372;0,757275885
Machaerirhynchus nigripectus;2;NA;N;;9,7;BMR;41,33;flow;;;;Tropical;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Machaeropterus pyrocephalus;2;1;N;2;10;BMR;42,99;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Macronectes giganteus;2;1;N;6;4780;BMR;2394,23;flow;N;Summer;N;Temperate;Old;N;Procellariiformes;54;-46,15846995;6,188114685;0,27573333;11,57714666;11,30141333;5,167903247;7,189483469;2,021580222;1,84613734;0,09597611;6,094357783;1,401445276;10,23927846;8,837833182;5,458326258;6,694189194;1,235862936;1,446002828;0,075174107
Macronectes giganteus;1;1;N;8;3455;RMR;3020;close;;Summer;;Polar;New;N;;0;-64,78332378;0,174773266;-2,074387856;3,894681221;5,969069077;-0,604276789;0,98959976;1,593876549;0,634362068;0,092531218;-0,179096906;-7,096244812;1,50550284;8,601747652;-1,613626764;0,509407012;2,123033776;0,582468824;0,08496181
Malacocincla abbotti;2;1;N;27;25,9;BMR;53,7;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,1607328;17,98577775;35,86732364;17,88154589;23,50775113;31,51969476;8,011943635;1,458871309;0,124639787;27,96967103;17,46701472;38,91920812;21,4521934;23,31652834;34,06253227;10,74600393;1,659036353;0,141741041
Malacopteron cinereum;2;1;N;1;15,8;BMR;37,85;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Malacopteron cinereum;2;1;D;1;15,8;BMR;56,5;close;;Winter;NA;Tropical;Old;P;Passeriformes;41;3,654371588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Malacopteron cinereum;2;1;N;18;14,7;BMR;36,9;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,92593165;16,91211109;34,6328889;17,72077781;22,77660263;31,58858326;8,811980633;1,514121437;0,17721451;27,75947611;17,42051785;40,91623167;23,49571382;22,26652821;34,43858327;12,17205506;1,756903611;0,205630014
Malacoptila fulvogularis;2;1;N;2;49,6;BMR;94,93;flow;N;NA;N;Tropical;New;N;Piciformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Malacoptila semicincta;2;1;N;1;47,1;BMR;59,1;flow;N;NA;N;Tropical;New;N;Piciformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Malurus cyaneus;2;1;N;10;8,7;BMR;31,8;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Malurus cyaneus;2;1;N;10;9,2;BMR;27,3;flow;N;Winter;NA;Sub;Old;P;Passeriformes;25;-37,47213115;NA;NA;NA;NA;6,4;14,1;NA;NA;NA;NA;NA;NA;NA;6,4;14,1;NA;NA;NA
Malurus cyaneus;2;1;N;4;9,5;BMR;28,6;flow;N;Spring;NA;Sub;Old;P;Passeriformes;25;-37,47213115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Malurus cyaneus;2;1;N;4;8,9;BMR;25,3;flow;N;Summer;NA;Sub;Old;P;Passeriformes;25;-37,47213115;NA;NA;NA;NA;13,5;25,1;NA;NA;NA;NA;NA;NA;NA;13,5;25,1;NA;NA;NA
Malurus lamberti;2;1;N;7;7,8;BMR;33;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Manacus vitellinus;2;2;N;NA;15,5;BMR;41,69;flow;N;Summer;NA;Tropical;New;P;Passeriformes;175;11,45309797;25,75396792;24,12119447;27,75596229;3,63476782;25,33094767;26,24569769;0,91475002;0,505546263;0,062228443;25,36619717;23,72759694;28,78624557;5,058648625;24,76581656;26,14954484;1,383728279;0,443440656;0,054583772
Manacus vitellinus;2;2;D;NA;15,8;BMR;42,85;flow;N;Summer;NA;Tropical;New;P;Passeriformes;175;11,45309797;26,13696658;24,7768435;28,89812153;4,12127803;25,67269458;26,75942265;1,086728063;0,438519866;0,053978064;25,67284564;24,2167248;29,10536229;4,888637489;24,98251723;26,57158347;1,589066239;0,384195175;0,047291157
Manacus vitellinus;2;1;N;11;15,6;BMR;49,66069057;flow;;Autumn;;Tropical;New;;;177;11,47894648;25,75254821;24,48797373;27,91868574;3,430712009;25,29212362;26,31880437;1,026680747;0,403438981;0,049287916;25,3150198;23,95579609;27,41404052;3,458244428;24,7681127;26,02318497;1,25507227;0,317843538;0,038830768
Manacus vitellinus;2;1;N;2;48,7;BMR;96,1;flow;;Summer;;Tropical;New;;;37;9,601912572;25,86921464;23,67713138;28,59682462;4,919693235;25,38733006;26,43547584;1,048145781;0,531055638;0,045705992;25,67656049;23,78640422;28,38896015;4,602555933;24,98260248;26,56470202;1,582099542;0,423261754;0,036428572
Manorina flavigula;2;1;N;5;41,1;BMR;109,8;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Manucodia chalybatus;2;2;N;1;177,2;BMR;246,3;flow;N;;;Tropical;Old;P;Passeriformes;71;-5,729727459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phonygammus keraudrenii;2;2;N;3;170,7;BMR;215,1;flow;Y;;;Tropical;Old;P;Passeriformes;71;-5,729727459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Margarornis squamiger;2;1;N;15;16,7;BMR;48,36;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Mecocerculus leucophrys;2;1;N;3;13,9;BMR;26,87;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Mecocerculus stictopterus;2;1;N;1;10,9;BMR;39,4;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Megadyptes antipodes;NA;1;N;1;4800;BMR;2066,3;NA;;;;;;N;Sphenisciformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Megascops kennicottii;2;NA;N;6;147,3;BMR;227,46;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melanerpes formicivorus;2;;D;;73;RMR;132,13;flow;Y;Summer;;Sub;New;;;498;42,91030054;16,50775025;7,460016384;29,40312311;21,94310673;12,71504464;19,98592717;7,270882533;3,633471169;0,330315561;17,25699692;6,854125126;31,46150441;24,60737928;12,00563628;22,12629122;10,12065494;3,844010528;0,349455503
Melanerpes rubricapillus;2;1;N;6;18,9;BMR;51,81;flow;;Spring;;Temperate;New;N;Piciformes;229;42,95327869;16,29813914;-0,24559968;30,33136032;30,57696;12,91965756;19,81458952;6,894931955;6,078959762;0,527112661;16,09038541;-1,012051379;32,73610562;33,748157;12,01804384;20,27683416;8,258790323;5,969063226;0,517583423
Melanocharis versteri;2;1;N;10;14,3;BMR;47;flow;Y;;;Tropical;Old;P;Passeriformes;3132;35,14102284;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melanocorypha calandra;2;2;N;2;50,6;BMR;102,7141434;flow;;Summer;NA;Sub;Old;P;Passeriformes;1486;40,74063836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Meleagris gallopavo;1;3;NA;;3700;BMR;1597,41;NA;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Meleagris gallopavo;1;3;D;2;4306;RMR;2411,4;flow;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melidectes belfordi;2;1;N;3;66,8;BMR;133,2;flow;Y;;;Tropical;Old;;;2832;31,34935661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melionyx fuscus;2;1;N;1;27,4;BMR;54,3;flow;Y;;;Tropical;Old;;;2832;31,34935661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melidectes rufocrissalis;2;1;N;13;63,9;BMR;145,1;flow;Y;;;Tropical;Old;P;Passeriformes;2094;21,50073008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melidora macrorrhina;2;1;N;1;84,9;BMR;74,9;flow;N;;;Tropical;Old;;;18;-4,989537426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Meliphaga lewinii;2;1;N;7;36,2;BMR;96;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Gavicalis virescens;2;2;N;12;25;BMR;63,25;flow;N;Summer;N;Sub;Old;P;Passeriformes;15;-31,75951269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melipotes fumigatus;2;1;N;11;57,4;BMR;126,3;flow;Y;;;Tropical;Old;P;Passeriformes;2094;21,50073008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melithreptus lunatus;2;2;N;11;14,3;BMR;44,22;flow;N;Summer;;Temperate;Old;P;Passeriformes;NA;NA;25;25;25;NA;NA;NA;NA;NA;NA;25;25;25;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;2;NA;N;;39;BMR;147;flow;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;2;3;N;6;33,7;BMR;66,05;flow;N;Winter;N;NA;Old;N;Psittaciformes;NA;NA;24,1;19;26;NA;NA;NA;NA;NA;NA;24,1;19;26;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;2;3;D;6;33,7;BMR;85,94;flow;N;Winter;N;NA;Old;N;Psittaciformes;NA;NA;24,1;19;26;NA;NA;NA;NA;NA;NA;24,1;19;26;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;NA;;;;30;BMR;58,08;NA;;;;;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;NA;NA;N;18;25,2;BMR;54;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melopsittacus undulatus;NA;NA;D;18;25,2;BMR;58,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
