"","Species3","GhAhSkew","ThChSkew","ability_to_fly","ability_to_dive","Mutation_AG_midori","Mutation_CT_midori","GhAhSkew_seq_beg","GhAhSkew_start_codon","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"7029","Somateria spectabilis",NA,NA,NA,NA,NA,NA,-0.280940363740587,0.197471836871269,"Anatidae","Anseriformes",6,4,2,0,4,33.8,23.6,17.5,14.1,42.8,266.3,130.8,136.7,48.9,76.2,1616.7,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aquatic",60.53,83.63,73.18,-34.85,3200134.05,"Extant"
"7030","Spatula clypeata",NA,NA,NA,NA,NA,NA,-0.0575669278998677,0.33169882462231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7031","Spatula cyanoptera",NA,NA,NA,NA,NA,NA,-0.0721796718163568,0.0216941060426635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7032","Spatula discors",NA,NA,NA,NA,NA,NA,0.120772946859903,0.439667128987517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7033","Spatula platalea",NA,NA,NA,NA,NA,NA,0.157894736842105,0.786666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7034","Spatula querquedula",NA,NA,NA,NA,NA,NA,0.685393258426966,-0.00515995872033023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7035","Spatula rhynchotis",NA,NA,NA,NA,NA,NA,-0.277436527436527,0.131578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7036","Speculanas specularis",NA,NA,NA,NA,NA,NA,-0.182708904457305,0.704509493670886,"Anatidae","Anseriformes",5,2,3,0,4,52.2,37.3,19.3,15.9,44.3,261.8,109.8,148,42.6,108.6,1496.1,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Herbivore","Herbivore aquatic","Generalist",-55.98,-38.75,-48.53,-71.93,386663.05,"Extant"
"7037","Thambetochen chauliodous",NA,NA,NA,NA,NA,NA,-0.428571428571429,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7038","Anser brachyrhynchus",NA,NA,NA,NA,NA,NA,0.12962962962963,0.75,"Anatidae","Anseriformes",5,2,3,0,4,48.9,26.2,18.7,15.2,74,432.2,210.8,217,49.3,140.6,2642,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",63.65,80.38,71.96,-19.91,190949.74,"Extant"
"7039","Anser caerulescens",NA,NA,NA,NA,NA,NA,0.0743396226415094,-0.135423197492163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7040","Anser canagicus",NA,NA,NA,NA,NA,NA,0.174375884902201,0.0668981481481482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7041","Anser erythropus",NA,NA,NA,NA,NA,NA,-0.207957418418543,0.198547783748836,"Anatidae","Anseriformes",5,2,3,0,4,40.9,21.6,15.5,13.7,61.2,369,195.5,173,53.1,112.4,1755.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",62.36,74.37,68.29,95.41,2594919.27,"Extant"
"7042","Anser fabalis",NA,NA,NA,NA,NA,NA,0.279854470523842,-0.0820777937215956,"Anatidae","Anseriformes",10,3,7,0,8,72.7,40.3,22.1,22.9,77.2,448.6,225.4,223.6,50.2,133.9,2754.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",45.36,77.73,62.77,105.89,13919541.37,"Extant"
"7043","Anser rossii",NA,NA,NA,NA,NA,NA,0.106818528693529,0.06905047462323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7044","Branta bernicla",NA,NA,NA,NA,NA,NA,0.0771938781776297,0.32724584398977,"Anatidae","Anseriformes",9,5,4,0,4,40.7,21.5,14.8,13.5,55.2,319.6,167.7,152.7,52.3,94,1277.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",55.56,83.63,74.79,-22.74,3125724.3,"Extant"
"7045","Branta hutchinsii",NA,NA,NA,NA,NA,NA,0.286678321678322,-0.126097060833903,"Anatidae","Anseriformes",4,2,2,0,4,42.1,20.9,17.1,12.3,71,396.3,176.6,219.7,44.6,120.7,2811.7,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",52.33,71.39,66.72,-124.78,1274687.67,"Extant"
"7046","Branta hylobadistes",NA,NA,NA,NA,NA,NA,0.612903225806452,0.555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7047","Branta leucopsis",NA,NA,NA,NA,NA,NA,0.0571428571428571,-0.376481744902798,"Anatidae","Anseriformes",6,2,3,1,4,39,20.3,16.1,11.7,64.3,381.8,199.8,195.2,50.6,121,1684,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",55.56,79.81,72.42,-0.02,178673.97,"Extant"
"7048","Branta nigricans",NA,NA,NA,NA,NA,NA,0.147540983606557,-0.216783216783217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7049","Branta ruficollis",NA,NA,NA,NA,NA,NA,0.239388794567063,0.522222222222222,"Anatidae","Anseriformes",5,0,5,0,4,28.5,14.9,14.1,10.8,54.9,345.6,183.8,161.5,53.2,101,1226.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Herbivore","Herbivore terrestrial","Terrestrial",66.82,76.96,71.96,90.31,754114,"Extant"
