Kingdom;Phylum;Class;Order;Family;Genus;Species;GenerationLength_d;FrT;Hib;Daily;Mars;Mono;residuals
Animalia;Chordata;Mammalia;Pholidota;Manidae;Manis;Manis_pentadactyla;1825;0.0955860983246328;0;0;0;0;-0.10428996616861
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Priodontes;Priodontes_maximus;1979.1637;0.0983589946644283;0;0;0;0;-0.100700330109845
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Tolypeutes;Tolypeutes_tricinctus;1095;0.111121082900079;0;0;0;0;-0.0926224289549501
NA;NA;NA;NA;NA;Dasypus;Dasypus_kappleri;1642.5;0.108958043205645;0;0;0;0;-0.0918848831280451
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Desmodus;Desmodus_rotundus;2779.7975;0.1040245140238;0;0;0;0;-0.0907931544798346
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Cabassous;Cabassous_centralis;1859.11975;0.114642542495814;0;0;0;0;-0.0850527598917826
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Cabassous;Cabassous_unicinctus;1859.11975;0.116930906113858;0;0;0;0;-0.0827643962737385
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Alcelaphus;Alcelaphus_buselaphus;2863.875333343;0.1130164257362;0;0;0;0;-0.0813558090759997
NA;NA;NA;NA;NA;Cabassous;Cabassous_tatouay;1859.11975;0.118864956577697;0;0;0;0;-0.0808303458098996
Animalia;Chordata;Mammalia;Rodentia;Bathyergidae;Heterocephalus;Heterocephalus_glaber;2023.309775;0.118768054260954;0;0;0;0;-0.0800573902101797
Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Pteropus;Pteropus_dasymallus;1825;0.119887836209505;0;0;0;0;-0.0799882282837381
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Damaliscus;Damaliscus_lunatus;2190;0.12170638579635;0;0;0;0;-0.0762359550160005
NA;NA;NA;NA;NA;Phalanger;Phalanger_vestitus;2000.3639125;0.124413539506658;0;0;1;0;-0.0745334692321328
NA;NA;NA;NA;NA;Dendrohyrax;Dendrohyrax_dorsalis;1675.3724;0.126525479501446;0;0;0;0;-0.0741432930286059
NA;NA;NA;NA;NA;Cabassous;Cabassous_chacoensis;1859.11975;0.125721324404679;0;0;0;0;-0.0739739779829171
NA;NA;NA;NA;NA;Vampyrum;Vampyrum_spectrum;2064.27635;0.12592816880101;0;0;0;0;-0.0726802399544998
Animalia;Chordata;Mammalia;Pilosa;Megalonychidae;Choloepus;Choloepus_didactylus;4669.36675;0.112519796286057;0;0;0;0;-0.0722871741205582
Animalia;Chordata;Mammalia;Artiodactyla;Giraffidae;Okapia;Okapia_johnstoni;4764.23571657;0.112213295131393;0;0;0;0;-0.0720910715293635
NA;NA;NA;NA;NA;Bradypus;Bradypus_pygmaeus;3873.20485;0.117149048045537;0;0;0;0;-0.0718758870730088
Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Pteropus;Pteropus_vampyrus;2945.91840714286;0.122267790734607;0;0;0;0;-0.0716697902840041
Animalia;Chordata;Mammalia;Artiodactyla;Tayassuidae;Pecari;Pecari_tajacu;3102.921666657;0.123764512991653;0;0;0;0;-0.0693412846820268
NA;NA;NA;NA;NA;Sus;Sus_celebensis;2086.55;0.131031834202142;0;0;0;0;-0.0674585715822316
NA;NA;NA;NA;NA;Sus;Sus_cebifrons;2555;0.128723484069833;0;0;0;0;-0.0672851330616245
Animalia;Chordata;Mammalia;Artiodactyla;Hippopotamidae;Hippopotamus;Hippopotamus_amphibius;3650;0.123379015235776;0;0;0;0;-0.0668284308530032
Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Pteropus;Pteropus_alecto;2945.91840714286;0.12863448863091;0;0;0;0;-0.0653030923877003
NA;NA;NA;NA;NA;Dasypus;Dasypus_yepesi;1642.5;0.135611604107263;0;0;0;0;-0.0652313222264267
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Connochaetes;Connochaetes_gnou;2860.14;0.129310595103046;0;0;0;0;-0.065081429031185
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Tolypeutes;Tolypeutes_matacus;4287.958;0.122228124513728;0;0;0;0;-0.0645995010489824
NA;NA;NA;NA;NA;Dasypus;Dasypus_sabanicola;1642.5;0.136885614547873;0;0;0;0;-0.0639573117858167
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Beatragus;Beatragus_hunteri;2253.9745;0.133733857980343;0;0;0;0;-0.0638695540494773
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Dasypus;Dasypus_novemcinctus;1825;0.136145333529868;0;0;0;0;-0.0637307309633751
NA;NA;NA;NA;NA;Micronycteris;Micronycteris_megalotis;2064.27635;0.135451894345112;0;0;0;0;-0.0631565144103982
Animalia;Chordata;Mammalia;Hyracoidea;Procaviidae;Procavia;Procavia_capensis;3079.14;0.130081336156185;0;0;0;0;-0.0631504537695101
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Connochaetes;Connochaetes_taurinus;2942.265;0.130895896260564;0;0;0;0;-0.0630610400454657
Animalia;Chordata;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;Antilocapra_americana;1652.841666657;0.138104723063761;0;0;0;0;-0.0626834144323547
Animalia;Chordata;Mammalia;Rodentia;Muridae;Acomys;Acomys_cahirinus;650.0125;0.143496473112993;0;0;0;0;-0.0626045260473817
NA;NA;NA;NA;NA;Dasypus;Dasypus_pilosus;1642.5;0.138441264614288;0;0;0;0;-0.0624016617194016
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Damaliscus;Damaliscus_pygargus;3053.358833343;0.131132819683812;0;0;0;0;-0.0622355555911591
Animalia;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_agilis;5475;0.12040212714227;0;0;0;0;-0.0601367005420444
Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_scrofa;2656.07;0.135840407925495;0;0;0;0;-0.0596327531719141
Animalia;Chordata;Mammalia;Pilosa;Megalonychidae;Choloepus;Choloepus_hoffmanni;5095.5978;0.12301644098407;0;0;0;0;-0.0595324114090745
Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_verrucosus;2190;0.140419163685379;0;0;0;0;-0.0575231771269709
Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Pteropus;Pteropus_scapulatus;2945.91840714286;0.136701991806977;0;0;0;0;-0.0572355892116341
NA;NA;NA;NA;NA;Rhinolophus;Rhinolophus_rex;2726.53565;0.138169211213867;0;0;0;0;-0.0569306318120501
Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus_barbatus;2555;0.14002573249297;0;0;0;0;-0.0559828846384875
Animalia;Chordata;Mammalia;Carnivora;Eupleridae;Mungotictis;Mungotictis_decemlineata;2146.94685;0.142429865070736;0;0;0;0;-0.0557405658667982
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Chlamyphorus;Chlamyphorus_truncatus;1831.21217;0.14414062064948;0;0;0;0;-0.0557025325554377
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ammotragus;Ammotragus_lervia;1825;0.144416398757037;0;0;0;0;-0.0554596657362058
NA;NA;NA;NA;NA;Pteronotus;Pteronotus_parnellii;1888.06537051282;0.144388614972111;0;0;0;0;-0.055153337191256
NA;NA;NA;NA;NA;Eothenomys;Eothenomys_miletus;589.388299099621;0.151896034071955;0;0;0;0;-0.0545261444114783
NA;NA;NA;NA;NA;Cephalophus;Cephalophus_adersi;703.088;0.151897134585383;0;0;0;0;-0.0539226773113616
Animalia;Chordata;Mammalia;Artiodactyla;Suidae;Phacochoerus;Phacochoerus_africanus;2206.301666657;0.144250058433815;0;0;0;0;-0.0536059182172951
Animalia;Chordata;Mammalia;Pilosa;Myrmecophagidae;Tamandua;Tamandua_mexicana;1854.65;0.146259088648005;0;0;0;0;-0.053459893907872
Animalia;Chordata;Mammalia;Chiroptera;Pteropodidae;Cynopterus;Cynopterus_brachyotis;1287.664;0.149408192535859;0;0;0;0;-0.0533146098965521
NA;NA;NA;NA;NA;Cephalophus;Cephalophus_leucogaster;836.8205;0.151921727148857;0;0;0;0;-0.0531895869337644
Animalia;Chordata;Mammalia;Lagomorpha;Ochotonidae;Ochotona;Ochotona_collaris;894.25;0.151624851284886;0;0;0;0;-0.0531822085946343
NA;NA;NA;NA;NA;Nomascus;Nomascus_siki;5475;0.128291915522754;0;0;0;0;-0.0522469121615605
NA;NA;NA;NA;NA;Dasypus;Dasypus_hybridus;1460;0.150169603118858;0;0;0;0;-0.0516401850552779
NA;NA;NA;NA;NA;Rhinolophus;Rhinolophus_macrotis;2937.38135;0.142519967599124;0;0;0;0;-0.0514628416648627
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Dasypus;Dasypus_septemcinctus;1642.5;0.149401327619592;0;0;0;0;-0.0514415987140979
Animalia;Chordata;Mammalia;Cetacea;Kogiidae;Kogia;Kogia_breviceps;4380;0.134940858653679;0;0;0;0;-0.0513991400733141
NA;NA;NA;NA;NA;Laonastes;Laonastes_aenigmamus;1032.92357373767;0.153184959244506;0;0;0;0;-0.0508874256392586
Animalia;Chordata;Mammalia;Pilosa;Myrmecophagidae;Tamandua;Tamandua_tetradactyla;1854.65;0.148869293115331;0;0;0;0;-0.0508496894405468
NA;NA;NA;NA;NA;Galeopterus;Galeopterus_variegatus;2840.44163887554;0.143712733069256;0;0;0;0;-0.0507836504824572
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Chaetophractus;Chaetophractus_vellerosus;1460;0.151372686970676;0;0;0;0;-0.0504371012034599
NA;NA;NA;NA;NA;Pseudois;Pseudois_schaeferi;2555;0.146263365548891;0;0;0;0;-0.0497452515825664
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lutra;Lutra_lutra;2772.962083343;0.145645019503402;0;0;0;0;-0.0492088621702551
Animalia;Chordata;Mammalia;Cingulata;Dasypodidae;Chaetophractus;Chaetophractus_villosus;1460;0.152691980261725;0;0;0;0;-0.049117807912411
Animalia;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_lar;5475;0.131435946589834;0;0;0;0;-0.0491028810944808
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Rupicapra;Rupicapra_pyrenaica;2437.9015;0.147575444859669;0;0;0;0;-0.0490535452647939
NA;NA;NA;NA;NA;Nomascus;Nomascus_leucogenys;5475;0.131516422112178;0;0;0;0;-0.0490224055721365
NA;NA;NA;NA;NA;Cephalophus;Cephalophus_callipygus;1936.42625;0.150309439263308;0;0;0;0;-0.048976303097612
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Tragelaphus;Tragelaphus_scriptus;1914.548166657;0.15061086099176;0;0;0;0;-0.0487907886783455
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Cephalophus;Cephalophus_natalensis;1890.876666657;0.150930660214395;0;0;0;0;-0.048596398058758
Animalia;Chordata;Mammalia;Soricomorpha;Talpidae;Talpa;Talpa_europaea;1000.1;0.156274187828807;0;0;0;0;-0.0479720921832539
Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus_hemionus;1825;0.152520646196811;0;0;0;0;-0.0473554182964318
NA;NA;NA;NA;NA;Microtus;Microtus_kikuchii;373.623802083937;0.160272181049965;0;0;0;0;-0.0472930903577836
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ourebia;Ourebia_ourebi;2156.849633343;0.151614157393023;0;0;0;0;-0.0465038098550393
Animalia;Chordata;Mammalia;Carnivora;Hyaenidae;Crocuta;Crocuta_crocuta;5054.41125;0.136359217242917;0;0;0;0;-0.0464078362654855
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Pseudois;Pseudois_nayaur;2949.321666657;0.147642236285962;0;0;0;0;-0.0462773146956216
Animalia;Chordata;Mammalia;Rodentia;Muridae;Onychomys;Onychomys_leucogaster;671.9993;0.159968594663694;0;0;0;0;-0.0460159212204423
NA;NA;NA;NA;NA;Cephalophus;Cephalophus_spadix;962.787;0.158621971589262;0;0;0;0;-0.0458219879617176
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Hemitragus;Hemitragus_jemlahicus;2555;0.150237280156801;0;0;0;0;-0.0457713369746569
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Bubalus;Bubalus_depressicornis;2920;0.148307979275315;0;0;0;0;-0.0457669141752491
Animalia;Chordata;Mammalia;Lagomorpha;Ochotonidae;Ochotona;Ochotona_princeps;1045.7507;0.158351442454556;0;0;0;0;-0.0456529859420545
Animalia;Chordata;Mammalia;Primates;Hominidae;Pongo;Pongo_pygmaeus;7300;0.125525829914065;0;0;0;0;-0.0453443793657854
Animalia;Chordata;Mammalia;Rodentia;Muridae;Rattus;Rattus_lutreolus;440.292083343;0.162118986120817;0;0;0;0;-0.0450930851931373
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Sylvicapra;Sylvicapra_grimmia;1986.497966657;0.154133970454871;0;0;0;0;-0.0448864983053843
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Martes;Martes_pennanti;1738.86811124;0.155555487309472;0;0;0;0;-0.0447768930001413
Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Nasua;Nasua_nasua;2778.4359;0.150243415934993;0;0;0;0;-0.0445814661526516
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Hippotragus;Hippotragus_equinus;3070.224366657;0.148729841516961;0;0;0;0;-0.0445491823027765
Animalia;Chordata;Mammalia;Carnivora;Otariidae;Eumetopias;Eumetopias_jubatus;3650;0.145688072544344;0;0;0;0;-0.0445193735444351
Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;Halichoerus_grypus;5110;0.138036817413487;0;0;0;0;-0.044435733951721
NA;NA;NA;NA;NA;Oryx;Oryx_beisa;2555;0.151927738118494;0;0;0;0;-0.044080879012963
Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora_cristata;3650;0.146245958839914;0;0;0;0;-0.0439614872488652
NA;NA;NA;NA;NA;Rattus;Rattus_leucopus;534.7590666715;0.162874642684198;0;0;0;0;-0.0438369545400993
NA;NA;NA;NA;NA;Arctocephalus;Arctocephalus_townsendi;3650;0.146399244166828;0;0;0;0;-0.0438082019219512
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Martes;Martes_martes;2100.94;0.154638315841075;0;0;0;0;-0.0437758535494135
NA;NA;NA;NA;NA;Capricornis;Capricornis_swinhoei;2421.9825;0.153022865879303;0;0;0;0;-0.0436904610870127
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Taxidea;Taxidea_taxus;3030.662666657;0.149805163011346;0;1;0;0;-0.0436834536745464
Animalia;Chordata;Mammalia;Primates;Hylobatidae;Hylobates;Hylobates_pileatus;5475;0.136959636623513;0;0;0;0;-0.0435791910608011
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Madoqua;Madoqua_kirkii;2131.079366657;0.154859411843166;0;0;0;0;-0.0433950830075095
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Oryx;Oryx_dammah;3247.0961;0.149164184974326;0;0;0;0;-0.0431777948474776
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Addax;Addax_nasomaculatus;2555;0.153339707282052;0;0;0;0;-0.0426689098494057
NA;NA;NA;NA;NA;Rousettus;Rousettus_aegyptiacus;1825;0.157227827383204;0;0;0;0;-0.0426482371100392
NA;NA;NA;NA;NA;Eothenomys;Eothenomys_chinensis;589.388299099621;0.163957666410965;0;0;0;0;-0.0424645120724686
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Capricornis;Capricornis_crispus;3135.631966657;0.150807226337569;0;0;0;0;-0.0421252763177018
NA;NA;NA;NA;NA;Sturnira;Sturnira_tildae;2064.27635;0.156960021167621;0;0;0;0;-0.0416483875878895
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Oryx;Oryx_leucoryx;2663.526666657;0.153878914042519;0;0;0;0;-0.0415547425812042
Animalia;Chordata;Mammalia;Carnivora;Nandiniidae;Nandinia;Nandinia_binotata;2850.514083343;0.153442320558876;0;0;0;0;-0.0410007004602585
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis_canadensis;2634.501666657;0.155297712455914;0;0;0;0;-0.0402897149344883
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Martes;Martes_melampus;1772.805;0.160381794522784;0;0;0;0;-0.0397707924568268
Animalia;Chordata;Mammalia;Perissodactyla;Rhinocerotidae;Dicerorhinus;Dicerorhinus_sumatrensis;7300;0.131144027091298;0;0;0;0;-0.0397261821885519
Animalia;Chordata;Mammalia;Rodentia;Chinchillidae;Chinchilla;Chinchilla_lanigera;1825;0.160361625669064;0;0;0;0;-0.0395144388241787
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Tragelaphus;Tragelaphus_spekii;2746.500966657;0.156005802933153;0;0;0;0;-0.0389882663787468
NA;NA;NA;NA;NA;Proedromys;Proedromys_liangshanensis;589.388299099621;0.167495938326572;0;0;0;0;-0.0389262401568616
Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa_caspica;5840;0.139680661732644;0;0;0;0;-0.0389244422707776
Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;Equus_grevyi;2190;0.159043350186875;0;0;0;0;-0.0388989906254751
Animalia;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_forsteri;3285;0.153650683044526;0;0;0;0;-0.0384904867251454
Animalia;Chordata;Mammalia;Carnivora;Otariidae;Callorhinus;Callorhinus_ursinus;4745;0.145924639296995;0;0;0;0;-0.038481635749105
NA;NA;NA;NA;NA;Rattus;Rattus_sordidus;534.7590666715;0.168338673926798;0;0;0;0;-0.0383729232974989
NA;NA;NA;NA;NA;Eothenomys;Eothenomys_melanogaster;589.388299099621;0.168316606650772;0;0;0;0;-0.0381055718326616
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela_erminea;1078.777858343;0.165790427714029;0;0;0;0;-0.0380390269888814
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Melogale;Melogale_moschata;1627.173333343;0.162910473502151;0;0;0;0;-0.0380136515665083
Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa_hispida;6803.8094;0.135634607803367;0;0;0;0;-0.0378643563078707
NA;NA;NA;NA;NA;Rattus;Rattus_niobe;534.7590666715;0.168877280090257;0;0;0;0;-0.0378343171340404
Animalia;Chordata;Mammalia;Carnivora;Hyaenidae;Hyaena;Hyaena_hyaena;3351.042633343;0.154033494367917;0;0;0;0;-0.0377577899112235
