"Species" "Domain" "Kingdom" "Phylum" "Clade" "Subphylum" "Clade2" "Class" "Clade3" "Superorder" "Clade4" "Order" "Suborder" "Superfamily" "Family" "Subfamily" "Genus" "Subgenus"
"Papio_hamadryas" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Cebus_albifrons" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Cebidae" "Cebinae" "Cebus" NA
"Macaca_sylvanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Macaca" NA
"Muntiacus_reevesi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Muntiacus_muntjak" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Muntiacus_crinifrons" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Capra_hircus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Macaca_mulatta" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Macaca" NA
"Bos_indicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Bubalus_bubalis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bubalus" NA
"Bos_grunniens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Bos_taurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Trachypithecus_obscurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Colobus_guereza" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Colobus" NA
"Cervus_nippon_yesoensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Cervus_nippon_centralis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Chlorocebus_aethiops" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Chlorocebus" NA
"Cervus_nippon_yakushimae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Pantholops_hodgsonii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Antilopinae" "Pantholops" NA
"Rangifer_tarandus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Odocoileinae" "Rangifer" NA
"Cervus_elaphus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Chlorocebus_sabaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Chlorocebus" NA
"Semnopithecus_entellus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Semnopithecus" NA
"Nasalis_larvatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Nasalis" NA
"Presbytis_melalophos" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Presbytis" NA
"Rhinopithecus_roxellana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Piliocolobus_badius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Piliocolobus" NA
"Pygathrix_nemaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Pygathrix" NA
"Rusa_unicolor_swinhoei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Rusa" NA
"Cervus_nippon_taiouanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Muntiacus_reevesi_micrurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Elaphodus_cephalophus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Elaphodus" NA
"Ammotragus_lervia" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Ammotragus" NA
"Chlorocebus_pygerythrus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Chlorocebus" NA
"Chlorocebus_tantalus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Chlorocebus" NA
"Capricornis_swinhoei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capricornis" NA
"Macaca_thibetana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Macaca" NA
"Hydropotes_inermis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Hydropotinae" "Hydropotes" NA
"Capricornis_crispus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capricornis" NA
"Antilope_cervicapra" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Antilopinae" "Antilope" NA
"Bison_bison" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bison" NA
"Macaca_fascicularis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Macaca" NA
"Bos_javanicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Saimiri_sciureus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Cebidae" "Saimiriinae" "Saimiri" NA
"Budorcas_taxicolor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Budorcas" NA
"Naemorhedus_caudatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Naemorhedus" NA
"Cervus_nippon_hortulorum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Cervus_elaphus_xanthopygus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Cervus_hanglu_yarkandensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Bos_primigenius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bos" NA
"Bison_bonasus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bison" NA
"Rucervus_eldii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Rucervus" NA
"Cervus_canadensis_songaricus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Procapra_przewalskii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Artiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Antilopinae" "Procapra" NA
"Odocoileus_virginianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Odocoileinae" "Odocoileus" NA
"Rhinopithecus_avunculus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Rhinopithecus_bieti" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Ovis_canadensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Ovis" NA
"Cervus_nippon_kopschi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Oryx_dammah" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Hippotraginae" "Oryx" NA
"Oryx_gazella" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Hippotraginae" "Oryx" NA
"Pseudois_schaeferi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Pseudois" NA
"Przewalskium_albirostris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Przewalskium" NA
"Muntiacus_vuquangensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Muntiacinae" "Muntiacus" NA
"Hydropotes_inermis_argyropus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Hydropotinae" "Hydropotes" NA
"Rhinopithecus_brelichi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Rhinopithecus_bieti_1_RL-2012" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Rhinopithecus_strykeri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Rhinopithecus_bieti_2_RL-2012" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Rhinopithecus" NA
"Pygathrix_nigripes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Pygathrix" NA
"Pygathrix_cinerea_1_RL-2012" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Pygathrix" NA
"Pygathrix_cinerea_2_RL-2012" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Pygathrix" NA
"Saimiri_boliviensis_boliviensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Cebidae" "Saimiriinae" "Saimiri" NA
"Elaphurus_davidianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Elaphurus" NA
"Cervus_nippon_sichuanicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Cervidae" "Cervinae" "Cervus" NA
"Kobus_leche" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Reduncinae" "Kobus" NA
"Trachypithecus_hatinhensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Trachypithecus_germaini" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Trachypithecus_shortridgei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Trachypithecus_vetulus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Trachypithecus_johnii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Colobinae" "Trachypithecus" NA
"Ateles_belzebuth" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Atelidae" "Atelinae" "Ateles" NA
"Plecturocebus_donacophilus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Platyrrhini" NA "Pitheciidae" "Callicebinae" "Plecturocebus" NA
"Theropithecus_gelada" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Theropithecus" NA
"Papio_anubis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Papio_cynocephalus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Papio_kindae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Papio_papio" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Papio_ursinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Cercopithecidae" "Cercopithecinae" "Papio" NA
"Boselaphus_tragocamelus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Boselaphus" NA
"Bubalus_depressicornis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Bubalus" NA
"Pseudoryx_nghetinhensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Pseudoryx" NA
"Syncerus_caffer" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Syncerus" NA
"Taurotragus_derbianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Taurotragus" NA
"Tragelaphus_imberbis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Tragelaphus" NA
"Tragelaphus_spekii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Bovinae" "Tragelaphus" NA
"Arabitragus_jayakari" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Arabitragus" NA
"Capra_falconeri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Capra_ibex" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Capra_nubiana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Capra_pyrenaica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Capra_sibirica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Capra" NA
"Damaliscus_pygargus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Alcelaphinae" "Damaliscus" NA
