"Species" "Domain" "Kingdom" "Phylum" "Clade" "Subphylum" "Clade2" "Class" "Clade3" "Superorder" "Clade4" "Order" "Suborder" "Superfamily" "Family" "Subfamily" "Genus" "Subgenus"
"Microcebus_tanosi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_ravelobensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_myoxinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_griseorufus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_bongolavensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_tavaratra" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_sambiranensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_rufus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_mittermeieri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_jollyae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_danfossi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_mamiratra" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_lehilahytsara" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_margotmarshae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Cheirogaleus_crossleyi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Cheirogaleus" NA
"Cheirogaleus_sibreei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Cheirogaleus" NA
"Mirza_zaza" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Mirza" NA
"Phaner_electromontis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Phaner" NA
"Phaner_pallescens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Phaner" NA
"Phaner_parienti" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Phaner" NA
"Microcebus_berthae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Microcebus_simmonsi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Microcebus" NA
"Allocebus_trichotis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Allocebus" NA
"Cheirogaleus_major" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Cheirogaleus" NA
"Mirza_coquereli" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lemuriformes" NA "Cheirogaleidae" NA "Mirza" NA
"Lutra_sumatrana" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Lutrinae" NA "Lutra" NA
"Lutrogale_perspicillata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Lutrinae" NA "Lutrogale" NA
"Aonyx_cinereus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Lutrinae" NA "Aonyx" NA
"Trichys_fasciculata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Hystricidae" NA "Trichys" NA
"Tragulus_napu" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Tragulina" NA "Tragulidae" NA "Tragulus" NA
"Myocastor_coypus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Myocastoridae" NA "Myocastor" NA
"Delphinus_delphis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Delphinus" NA
"Rhinolophus_yunnanensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Rhinolophidae" NA "Rhinolophinae" NA "Rhinolophus" NA
"Saccopteryx_leptura" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Emballonuridae" NA "Emballonurinae" NA "Saccopteryx" NA
"Mesoplodon_stejnegeri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Chrotopterus_auritus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Chrotopterus" NA
"Diaemus_youngi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Desmodontinae" NA "Diaemus" NA
"Hsunycteris_thomasi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Lonchophyllinae" NA "Hsunycteris" NA
"Lonchorhina_aurita" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Lonchorhina" NA
"Macrotus_californicus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Macrotus" NA
"Diphylla_ecaudata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Desmodontinae" NA "Diphylla" NA
"Glyphonycteris_daviesi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Phyllostominae" NA "Glyphonycteris" NA
"Eubalaena_glacialis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Mysticeti" NA "Balaenidae" NA "Eubalaena" NA
"Echimys_saturnus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Echimys" NA
"Makalata_macrura" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Makalata" NA
"Pattonomys_punctatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Pattonomys" NA
"Pattonomys_semivillosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Pattonomys" NA
"Toromys_albiventris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Toromys" NA
"Toromys_rhipidurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Toromys" NA
"Lagenodelphis_hosei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Lagenodelphis" NA
"Gorilla_beringei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Haplorrhini" "Catarrhini" NA "Hominidae" NA "Gorilla" NA
"Moschiola_indica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Tragulina" NA "Tragulidae" NA "Moschiola" NA
"Idiurus_macrotis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Idiurus" NA
"Zenkerella_insignis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Zenkerella" NA
"Anomalurus_beecrofti" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Anomalurus" NA
"Anomalurus_pelii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Anomalurus" NA
"Anomalurus_derbianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Anomalurus" NA
"Anomalurus_pusillus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Anomaluromorpha" NA "Anomaluridae" NA "Anomalurus" NA
"Proechimys_guyannensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_cuvieri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_brevicauda" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_gularis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_semispinosus_calidior" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_semispinosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Meles_leucurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Melinae" NA "Meles" NA
"Proechimys_guairae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_quadruplicatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_echinothrix" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_hoplomyoides" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_roberti" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_simonsi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_gardneri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_goeldii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_kulinae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_mincae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_pattoni" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_poliopus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_steerei" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Proechimys_trinitatis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Echimyidae" NA "Proechimys" NA
"Paradoxurus_hermaphroditus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Viverridae" NA "Paradoxurinae" NA "Paradoxurus" NA
"Nycticebus_coucang_insularis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Primates" "Strepsirrhini" "Lorisiformes" NA "Lorisidae" NA "Nycticebus" NA
"Kogia_sima" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Physeteridae" NA "Kogia" NA
"Ectophylla_alba" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Phyllostomidae" NA "Stenodermatinae" NA "Ectophylla" NA
"Mesoplodon_mirus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Mesoplodon_bidens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Ziphiidae" NA "Mesoplodon" NA
"Moschus_leucogaster" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Moschidae" NA "Moschus" NA
"Steno_bredanensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Cetacea" "Odontoceti" NA "Delphinidae" NA "Steno" NA
"Arctictis_binturong_albifrons" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Feliformia" "Viverridae" NA "Paradoxurinae" NA "Arctictis" NA
"Miniopterus_fuliginosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Vespertilionidae" NA "Miniopterinae" NA "Miniopterus" NA
"Rousettus_amplexicaudatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Rousettus" NA
"Rhinolophus_pusillus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Microchiroptera" "Rhinolophidae" NA "Rhinolophinae" NA "Rhinolophus" NA
"Aonyx_capensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Lutrinae" NA "Aonyx" NA
"Hydrictis_maculicollis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Carnivora" "Caniformia" "Mustelidae" NA "Lutrinae" NA "Hydrictis" NA
"Cynopterus_sphinx" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Cynopterus" NA
"Eidolon_helvum" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Eidolon" NA
"Eonycteris_spelaea" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Macroglossinae" NA "Eonycteris" NA
"Macroglossus_sobrinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Macroglossinae" NA "Macroglossus" NA
"Megaerops_niphanae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Megaerops" NA
"Nyctimene_cephalotes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Nyctimene" NA
"Pteropus_ornatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Pteropus" NA
"Rousettus_leschenaultii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Rousettus" NA
"Rousettus_madagascariensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Rousettus" NA
"Rousettus_obliviosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Rousettus" NA
"Rousettus_lanosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Chiroptera" "Megachiroptera" "Pteropodidae" NA "Pteropodinae" NA "Rousettus" NA
"Cavia_aperea" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Caviidae" NA "Cavia" NA
"Geocapromys_ingrahami" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Hystricomorpha" NA "Capromyidae" NA "Geocapromys" NA
"Glis_glis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Euarchontoglires" "Glires" "Rodentia" "Sciuromorpha" NA "Gliridae" "Glirinae" "Glis" NA
"Ovis_aries" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" "Laurasiatheria" "Cetartiodactyla" "Ruminantia" "Pecora" NA "Bovidae" "Caprinae" "Ovis" NA
