Species Class
Cardellina_rubrifrons Aves
Dendroica_adelaidae Aves
Dendroica_caerulescens Aves
Dendroica_castanea Aves
Dendroica_cerulea Aves
Dendroica_chrysoparia Aves
Dendroica_coronata Aves
Dendroica_discolor Aves
Dendroica_dominica Aves
Dendroica_fusca Aves
Dendroica_kirtlandii Aves
Dendroica_magnolia Aves
Dendroica_occidentalis Aves
Dendroica_palmarum Aves
Dendroica_pensylvanica Aves
Dendroica_petechia Aves
Dendroica_pinus Aves
Dendroica_striata Aves
Dendroica_tigrina Aves
Dendroica_townsendi Aves
Dendroica_virens Aves
Geothlypis_trichas Aves
Helmitheros_vermivorum Aves
Icteria_virens Aves
Limnothlypis_swainsonii Aves
Mniotilta_varia Aves
Myioborus_pictus Aves
Oporornis_formosus Aves
Oporornis_philadelphia Aves
Oporornis_tolmiei Aves
Parula_americana Aves
Protonotaria_citrea Aves
Seiurus_aurocapilla Aves
Seiurus_motacilla Aves
Seiurus_noveboracensis Aves
Setophaga_ruticilla Aves
Vermivora_celata Aves
Vermivora_chrysoptera Aves
Vermivora_luciae Aves
Vermivora_peregrina Aves
Vermivora_pinus Aves
Vermivora_ruficapilla Aves
Vermivora_virginiae Aves
Wilsonia_canadensis Aves
Wilsonia_citrina Aves
Wilsonia_pusilla Aves
Passer_domesticus Aves
Passer_hispaniolensis Aves
Passer_moabiticus Aves
Passer_montanus Aves
Petronia_petronia Aves
Phylloscopus_borealis Aves
Phylloscopus_collybita Aves
Phylloscopus_sibillatrix Aves
Phylloscopus_trochilus Aves
Bubalornis_albirostris Aves
Ploceus_cucullatus Aves
Quelea_quelea Aves
Polioptila_caerulea Aves
Polioptila_californica Aves
Prunella_modularis Aves
Pycnonotus_jocosus Aves
Pycnonotus_xanthopygos Aves
Regulus_calendula Aves
Regulus_regulus Aves
Regulus_satrapa Aves
Auriparus_flaviceps Aves
Remiz_pendulinus Aves
Sitta_canadensis Aves
Sitta_carolinensis Aves
Sitta_europaea Aves
Sitta_pusilla Aves
Sitta_pygmaea Aves
Acridotheres_cristatellus Aves
Lamprotornis_caudatus Aves
Lamprotornis_hildebrandti Aves
Leucopsar_rothschildi Aves
Sturnus_vulgaris Aves
Chamaea_fasciata Aves
Sylvia_atricapilla Aves
Sylvia_borin Aves
Sylvia_communis Aves
Sylvia_curruca Aves
Sylvia_melanocephala Aves
Sylvia_nisoria Aves
Cyanerpes_caeruleus Aves
Nesospingus_speculiferus Aves
Piranga_ludoviciana Aves
Piranga_olivacea Aves
Piranga_rubra Aves
Thraupis_episcopus Aves
Campylorhynchus_brunneicapillus Aves
Thryomanes_bewickii Aves
Thryothorus_ludovicianus Aves
Troglodytes_aedon Aves
Troglodytes_troglodytes Aves
Catharus_bicknelli Aves
Catharus_fuscescens Aves
Catharus_guttatus Aves
Catharus_minimus Aves
Catharus_ustulatus Aves
Hylocichla_mustelina Aves
Ixoreus_naevius Aves
Sialia_currucoides Aves
Sialia_mexicana Aves
Sialia_sialis Aves
Turdus_grayi Aves
Turdus_iliacus Aves
Turdus_merula Aves
Turdus_migratorius Aves
Turdus_philomelos Aves
Turdus_pilaris Aves
Turdus_plumbeus Aves
Turdus_torquatus Aves
Turdus_viscivorus Aves
Camptostoma_imberbe Aves
Contopus_cooperi Aves
Contopus_sordidulus Aves
Contopus_virens Aves
Elaenia_martinica Aves
Empidonax_alnorum Aves
Empidonax_difficilis Aves
Empidonax_flaviventris Aves
Empidonax_hammondii Aves
Empidonax_minimus Aves
Empidonax_oberholseri Aves
Empidonax_traillii Aves
Empidonax_virescens Aves
Myiarchus_antillarum Aves
Myiarchus_cinerascens Aves
Myiarchus_crinitus Aves
Myiarchus_tyrannulus Aves
Pyrocephalus_rubinus Aves
Sayornis_nigricans Aves
Sayornis_phoebe Aves
Sayornis_saya Aves
Tyrannus_tyrannus Aves
Tyrannus_verticalis Aves
Vireo_atricapilla Aves
Vireo_bellii Aves
Vireo_flavifrons Aves
Vireo_gilvus Aves
Vireo_griseus Aves
Vireo_huttoni Aves
Vireo_latimeri Aves
Vireo_olivaceus Aves
Vireo_philadelphicus Aves
Vireo_solitarius Aves
Vireo_vicinior Aves
Zosterops_japonicus Aves
Zosterops_lateralis Aves
Ardea_alba Aves
Ardea_cinerea Aves
Ardea_cocoi Aves
Ardea_goliath Aves
Ardea_herodias Aves
Ardea_purpurea Aves
Botaurus_lentiginosus Aves
Botaurus_stellaris Aves
Bubulcus_ibis Aves
Butorides_virescens Aves
Egretta_caerulea Aves
Egretta_garzetta Aves
Egretta_rufescens Aves
Egretta_thula Aves
Egretta_tricolor Aves
Ixobrychus_minutus Aves
Nycticorax_nycticorax Aves
Balaeniceps_rex Aves
Pelecanus_crispus Aves
Pelecanus_erythrorhynchos Aves
Pelecanus_occidentalis Aves
Pelecanus_onocrotalus Aves
Bostrychia_carunculata Aves
Bostrychia_hagedash Aves
Bostrychia_rara Aves
Eudocimus_albus Aves
Eudocimus_ruber Aves
Geronticus_calvus Aves
Geronticus_eremita Aves
Nipponia_nippon Aves
Phimosus_infuscatus Aves
Platalea_ajaja Aves
Platalea_alba Aves
Platalea_flavipes Aves
Platalea_leucorodia Aves
Platalea_minor Aves
Plegadis_chihi Aves
Plegadis_falcinellus Aves
Plegadis_ridgwayi Aves
Pseudibis_papillosa Aves
Theristicus_caerulescens Aves
Theristicus_caudatus Aves
Theristicus_melanopis Aves
Threskiornis_aethiopicus Aves
Threskiornis_melanocephalus Aves
Threskiornis_molucca Aves
Threskiornis_spinicollis Aves
Phaethon_aethereus Aves
Phaethon_rubricauda Aves
Phoeniconaias_minor Aves
Phoenicopterus_chilensis Aves
Phoenicopterus_roseus Aves
Phoenicopterus_ruber Aves
Colaptes_auratus Aves
Dendrocopos_leucotos Aves
Dendrocopos_major Aves
Dendrocopos_medius Aves
Dendrocopos_minor Aves
Dendrocopos_syriacus Aves
Dryocopus_martius Aves
Dryocopus_pileatus Aves
Jynx_torquilla Aves
Melanerpes_aurifrons Aves
Melanerpes_carolinus Aves
Melanerpes_erythrocephalus Aves
Melanerpes_formicivorus Aves
Melanerpes_uropygialis Aves
Picoides_borealis Aves
Picoides_nuttallii Aves
Picoides_pubescens Aves
Picoides_scalaris Aves
Picoides_tridactylus Aves
Picoides_villosus Aves
Picus_canus Aves
Picus_viridis Aves
Sphyrapicus_nuchalis Aves
Sphyrapicus_ruber Aves
Sphyrapicus_varius Aves
Ramphastos_toco Aves
Aechmophorus_occidentalis Aves
Podiceps_auritus Aves
Podiceps_cristatus Aves
Podiceps_grisegena Aves
Podiceps_nigricollis Aves
Podilymbus_podiceps Aves
Tachybaptus_ruficollis Aves
Diomedea_epomophora Aves
Diomedea_exulans Aves
Phoebastria_albatrus Aves
Phoebastria_immutabilis Aves
Phoebastria_irrorata Aves
Phoebastria_nigripes Aves
Thalassarche_chlororhynchos Aves
Thalassarche_chrysostoma Aves
Thalassarche_melanophris Aves
Hydrobates_pelagicus Aves
Oceanodroma_castro Aves
Oceanodroma_furcata Aves
Oceanodroma_homochroa Aves
Oceanodroma_leucorhoa Aves
Oceanodroma_tristrami Aves
Bulweria_bulwerii Aves
Calonectris_diomedea Aves
Daption_capense Aves
Fulmarus_glacialis Aves
Fulmarus_glacialoides Aves
Macronectes_giganteus Aves
Pagodroma_nivea Aves
Procellaria_parkinsoni Aves
Pterodroma_alba Aves
Pterodroma_hypoleuca Aves
Pterodroma_leucoptera Aves
Pterodroma_phaeopygia Aves
Pterodroma_sandwichensis Aves
Puffinus_carneipes Aves
Puffinus_griseus Aves
Puffinus_lherminieri Aves
Puffinus_mauretanicus Aves
Puffinus_nativitatis Aves
Puffinus_pacificus Aves
Puffinus_puffinus Aves
Puffinus_tenuirostris Aves
Agapornis_fischeri Aves
Agapornis_lilianae Aves
Agapornis_pullarius Aves
Agapornis_roseicollis Aves
Agapornis_taranta Aves
Alisterus_scapularis Aves
Amazona_aestiva Aves
Amazona_albifrons Aves
Amazona_amazonica Aves
Amazona_auropalliata Aves
Amazona_autumnalis Aves
Amazona_barbadensis Aves
Amazona_farinosa Aves
Amazona_festiva Aves
Amazona_finschi Aves
Amazona_guildingii Aves
Amazona_leucocephala Aves
Amazona_ochrocephala Aves
Amazona_oratrix Aves
Amazona_rhodocorytha Aves
Amazona_versicolor Aves
Amazona_viridigenalis Aves
Amazona_vittata Aves
Anodorhynchus_glaucus Aves
Anodorhynchus_hyacinthinus Aves
Anodorhynchus_leari Aves
Aprosmictus_erythropterus Aves
Ara_ambiguus Aves
Ara_ararauna Aves
Ara_chloropterus Aves
Ara_glaucogularis Aves
Ara_macao Aves
Ara_militaris Aves
Ara_rubrogenys Aves
Ara_severus Aves
Aratinga_acuticaudata Aves
Aratinga_auricapillus Aves
Aratinga_canicularis Aves
Aratinga_chloroptera Aves
Aratinga_erythrogenys Aves
Aratinga_holochlora Aves
Barnardius_zonarius Aves
Bolborhynchus_orbygnesius Aves
Brotogeris_chiriri Aves
Brotogeris_pyrrhoptera Aves
Brotogeris_sanctithomae Aves
Brotogeris_tirica Aves
Brotogeris_versicolurus Aves
Cacatua_alba Aves
Cacatua_ducorpsii Aves
Cacatua_galerita Aves
Cacatua_goffiniana Aves
Cacatua_haematuropygia Aves
Cacatua_leadbeateri Aves
Cacatua_moluccensis Aves
Cacatua_ophthalmica Aves
Cacatua_pastinator Aves
Cacatua_sanguinea Aves
Cacatua_sulphurea Aves
Cacatua_tenuirostris Aves
Callocephalon_fimbriatum Aves
Calyptorhynchus_banksii Aves
Calyptorhynchus_baudinii Aves
Calyptorhynchus_funereus Aves
Calyptorhynchus_lathami Aves
Chalcopsitta_atra Aves
Chalcopsitta_sintillata Aves
Charmosyna_papou Aves
Conuropsis_carolinensis Aves
Coracopsis_nigra Aves
Coracopsis_vasa Aves
Cyanoliseus_patagonus Aves
Cyanopsitta_spixii Aves
Cyanoramphus_auriceps Aves
Cyanoramphus_novaezelandiae Aves
Deroptyus_accipitrinus Aves
Diopsittaca_nobilis Aves
Eclectus_roratus Aves
Enicognathus_leptorhynchus Aves
Eolophus_roseicapilla Aves
Eos_bornea Aves
Eos_cyanogenia Aves
Eos_histrio Aves
Eos_reticulata Aves
Eos_squamata Aves
Eunymphicus_cornutus Aves
Forpus_coelestis Aves
Forpus_cyanopygius Aves
Forpus_passerinus Aves
Forpus_xanthops Aves
Glossopsitta_concinna Aves
Glossopsitta_porphyrocephala Aves
Graydidascalus_brachyurus Aves
Guaruba_guarouba Aves
Loriculus_galgulus Aves
Loriculus_philippensis Aves
Loriculus_vernalis Aves
Lorius_domicella Aves
Lorius_garrulus Aves
Lorius_lory Aves
Melopsittacus_undulatus Aves
Myiopsitta_monachus Aves
Nandayus_nenday Aves
Neophema_chrysostoma Aves
Neophema_pulchella Aves
Neophema_splendida Aves
Neopsephotus_bourkii Aves
Nestor_meridionalis Aves
Nestor_notabilis Aves
Northiella_haematogaster Aves
Nymphicus_hollandicus Aves
Phigys_solitarius Aves
Pionites_leucogaster Aves
Pionites_melanocephalus Aves
Pionopsitta_pileata Aves
Pionus_maximiliani Aves
Pionus_menstruus Aves
Platycercus_elegans Aves
Platycercus_eximius Aves
Platycercus_icterotis Aves
Platycercus_venustus Aves
Poicephalus_cryptoxanthus Aves
Poicephalus_gulielmi Aves
Poicephalus_meyeri Aves
Poicephalus_robustus Aves
Poicephalus_rueppellii Aves
Poicephalus_rufiventris Aves
Poicephalus_senegalus Aves
Polytelis_alexandrae Aves
Polytelis_anthopeplus Aves
Polytelis_swainsonii Aves
Primolius_maracana Aves
Probosciger_aterrimus Aves
Prosopeia_personata Aves
Prosopeia_splendens Aves
Prosopeia_tabuensis Aves
Psephotus_dissimilis Aves
Psephotus_haematonotus Aves
Psephotus_varius Aves
Pseudeos_fuscata Aves
Psilopsiagon_aymara Aves
Psittacula_alexandri Aves
Psittacula_calthropae Aves
Psittacula_columboides Aves
Psittacula_cyanocephala Aves
Psittacula_eupatria Aves
Psittacula_krameri Aves
Psittaculirostris_desmarestii Aves
Psittaculirostris_edwardsii Aves
Psittaculirostris_salvadorii Aves
Psittacus_erithacus Aves
Psitteuteles_goldiei Aves
Psitteuteles_iris Aves
Psittinus_cyanurus Aves
Psittrichas_fulgidus Aves
Purpureicephalus_spurius Aves
Pyrrhura_leucotis Aves
Pyrrhura_perlata Aves
Rhynchopsitta_pachyrhyncha Aves
Strigops_habroptila Aves
Tanygnathus_megalorynchos Aves
Tanygnathus_sumatranus Aves
Trichoglossus_euteles Aves
Trichoglossus_haematodus Aves
Trichoglossus_johnstoniae Aves
Trichoglossus_ornatus Aves
Triclaria_malachitacea Aves
Vini_australis Aves
Vini_peruviana Aves
Rhea_americana Aves
Aptenodytes_forsteri Aves
Aptenodytes_patagonicus Aves
Eudyptula_minor Aves
Pygoscelis_papua Aves
Spheniscus_demersus Aves
Spheniscus_humboldti Aves
Spheniscus_magellanicus Aves
Aegolius_acadicus Aves
Aegolius_funereus Aves
Asio_flammeus Aves
Asio_otus Aves
Athene_cunicularia Aves
Athene_noctua Aves
Bubo_bubo Aves
Bubo_scandiacus Aves
Bubo_virginianus Aves
Glaucidium_passerinum Aves
Megascops_asio Aves
Megascops_kennicottii Aves
Micrathene_whitneyi Aves
Otus_flammeolus Aves
Otus_scops Aves
Pulsatrix_perspicillata Aves
Strix_aluco Aves
Strix_nebulosa Aves
Strix_occidentalis Aves
Strix_uralensis Aves
Strix_varia Aves
Surnia_ulula Aves
Tyto_alba Aves
Struthio_camelus Aves
Anhinga_anhinga Aves
Anhinga_melanogaster Aves
Fregata_andrewsi Aves
Fregata_ariel Aves
Fregata_magnificens Aves
Fregata_minor Aves
Phalacrocorax_aristotelis Aves
Phalacrocorax_auritus Aves
Phalacrocorax_brasilianus Aves
Phalacrocorax_carbo Aves
Phalacrocorax_pelagicus Aves
Phalacrocorax_penicillatus Aves
Morus_bassanus Aves
Morus_serrator Aves
Sula_dactylatra Aves
Sula_granti Aves
Sula_leucogaster Aves
Sula_nebouxii Aves
Sula_sula Aves
Tinamus_solitarius Aves
Caspiomyzon_wagneri Cephalaspidomorphi
Entosphenus_tridentatus Cephalaspidomorphi
Eudontomyzon_danfordi Cephalaspidomorphi
Eudontomyzon_mariae Cephalaspidomorphi
Ichthyomyzon_castaneus Cephalaspidomorphi
Ichthyomyzon_greeleyi Cephalaspidomorphi
Ichthyomyzon_unicuspis Cephalaspidomorphi
Lampetra_aepyptera Cephalaspidomorphi
Lampetra_fluviatilis Cephalaspidomorphi
Lampetra_planeri Cephalaspidomorphi
Lethenteron_appendix Cephalaspidomorphi
Lethenteron_camtschaticum Cephalaspidomorphi
Lethenteron_kessleri Cephalaspidomorphi
Lethenteron_reissneri Cephalaspidomorphi
Lethenteron_zanandreai Cephalaspidomorphi
Petromyzon_marinus Cephalaspidomorphi
Carcharhinus_acronotus Chondrichthyes
Carcharhinus_amblyrhynchos Chondrichthyes
Carcharhinus_brachyurus Chondrichthyes
Carcharhinus_brevipinna Chondrichthyes
Carcharhinus_cautus Chondrichthyes
Carcharhinus_falciformis Chondrichthyes
Carcharhinus_galapagensis Chondrichthyes
Carcharhinus_isodon Chondrichthyes
Carcharhinus_leucas Chondrichthyes
Carcharhinus_limbatus Chondrichthyes
Carcharhinus_longimanus Chondrichthyes
Carcharhinus_obscurus Chondrichthyes
Carcharhinus_plumbeus Chondrichthyes
Carcharhinus_porosus Chondrichthyes
Carcharhinus_signatus Chondrichthyes
Carcharhinus_sorrah Chondrichthyes
Carcharhinus_tilstoni Chondrichthyes
Galeocerdo_cuvier Chondrichthyes
Negaprion_brevirostris Chondrichthyes
Prionace_glauca Chondrichthyes
Rhizoprionodon_acutus Chondrichthyes
Rhizoprionodon_taylori Chondrichthyes
Rhizoprionodon_terraenovae Chondrichthyes
Scoliodon_laticaudus Chondrichthyes
Triaenodon_obesus Chondrichthyes
Scyliorhinus_canicula Chondrichthyes
Scyliorhinus_stellaris Chondrichthyes
Sphyrna_lewini Chondrichthyes
Sphyrna_tiburo Chondrichthyes
Furgaleus_macki Chondrichthyes
Galeorhinus_galeus Chondrichthyes
Hemitriakis_japanica Chondrichthyes
Mustelus_antarcticus Chondrichthyes
Mustelus_californicus Chondrichthyes
Mustelus_canis Chondrichthyes
Mustelus_griseus Chondrichthyes
Mustelus_henlei Chondrichthyes
Mustelus_lenticulatus Chondrichthyes
Mustelus_manazo Chondrichthyes
Mustelus_mustelus Chondrichthyes
Triakis_semifasciata Chondrichthyes
Callorhinchus_capensis Chondrichthyes
Callorhinchus_milii Chondrichthyes
Chimaera_monstrosa Chondrichthyes
Heterodontus_francisci Chondrichthyes
Heterodontus_galeatus Chondrichthyes
Notorynchus_cepedianus Chondrichthyes
Alopias_pelagicus Chondrichthyes
Alopias_superciliosus Chondrichthyes
Cetorhinus_maximus Chondrichthyes
Carcharodon_carcharias Chondrichthyes
Isurus_oxyrinchus Chondrichthyes
Lamna_ditropis Chondrichthyes
Lamna_nasus Chondrichthyes
Carcharias_taurus Chondrichthyes
Dasyatis_americana Chondrichthyes
Dasyatis_chrysonota Chondrichthyes
Dasyatis_dipterura Chondrichthyes
Dasyatis_pastinaca Chondrichthyes
Pteroplatytrygon_violacea Chondrichthyes
Manta_birostris Chondrichthyes
Aetobatus_flagellum Chondrichthyes
Myliobatis_californica Chondrichthyes
Rhinoptera_bonasus Chondrichthyes
Trygonoptera_mucosa Chondrichthyes
Trygonoptera_personata Chondrichthyes
Urolophus_lobatus Chondrichthyes
Urolophus_paucimaculatus Chondrichthyes
Ginglymostoma_cirratum Chondrichthyes
Chiloscyllium_plagiosum Chondrichthyes
Rhincodon_typus Chondrichthyes
Pristis_perotteti Chondrichthyes
Bathyraja_albomaculata Chondrichthyes
Bathyraja_parmifera Chondrichthyes
Bathyraja_trachura Chondrichthyes
Amblyraja_radiata Chondrichthyes
Dipturus_batis Chondrichthyes
Dipturus_chilensis Chondrichthyes
Dipturus_innominatus Chondrichthyes
Dipturus_nasutus Chondrichthyes
Dipturus_pullopunctatus Chondrichthyes
Dipturus_trachyderma Chondrichthyes
Leucoraja_erinacea Chondrichthyes
Leucoraja_naevus Chondrichthyes
Leucoraja_ocellata Chondrichthyes
Malacoraja_senta Chondrichthyes
Raja_asterias Chondrichthyes
Raja_binoculata Chondrichthyes
Raja_brachyura Chondrichthyes
Raja_clavata Chondrichthyes
Raja_microocellata Chondrichthyes
Raja_miraletus Chondrichthyes
Raja_montagui Chondrichthyes
Raja_rhina Chondrichthyes
Raja_texana Chondrichthyes
Raja_undulata Chondrichthyes
Rhinobatos_horkelii Chondrichthyes
Rhinobatos_productus Chondrichthyes
Centrophorus_acus Chondrichthyes
Centrophorus_granulosus Chondrichthyes
Centrophorus_squamosus Chondrichthyes
Deania_calcea Chondrichthyes
Dalatias_licha Chondrichthyes
Etmopterus_baxteri Chondrichthyes
Etmopterus_spinax Chondrichthyes
Centroscymnus_crepidater Chondrichthyes
Squalus_acanthias Chondrichthyes
Squalus_blainville Chondrichthyes
Squalus_megalops Chondrichthyes
Squalus_mitsukurii Chondrichthyes
Squatina_argentina Chondrichthyes
Squatina_californica Chondrichthyes
Squatina_occulta Chondrichthyes
Torpedo_californica Chondrichthyes
Torpedo_marmorata Chondrichthyes
Torpedo_torpedo Chondrichthyes
Echinops_telfairi Mammalia
Geogale_aurita Mammalia
Hemicentetes_semispinosus Mammalia
Microgale_dobsoni Mammalia
Microgale_talazaci Mammalia
Setifer_setosus Mammalia
Tenrec_ecaudatus Mammalia
Antilocapra_americana Mammalia
Addax_nasomaculatus Mammalia
Aepyceros_melampus Mammalia
Alcelaphus_buselaphus Mammalia
Ammodorcas_clarkei Mammalia
Ammotragus_lervia Mammalia
Antidorcas_marsupialis Mammalia
Antilope_cervicapra Mammalia
Beatragus_hunteri Mammalia
Bison_bison Mammalia
Bison_bonasus Mammalia
Bos_frontalis Mammalia
Bos_grunniens Mammalia
Bos_javanicus Mammalia
Bos_sauveli Mammalia
Bos_taurus Mammalia
Boselaphus_tragocamelus Mammalia
Bubalus_bubalis Mammalia
Bubalus_depressicornis Mammalia
Bubalus_mindorensis Mammalia
Bubalus_quarlesi Mammalia
Budorcas_taxicolor Mammalia
Capra_caucasica Mammalia
Capra_cylindricornis Mammalia
Capra_falconeri Mammalia
Capra_hircus Mammalia
Capra_ibex Mammalia
Capra_nubiana Mammalia
Capra_pyrenaica Mammalia
Capra_sibirica Mammalia
Capricornis_crispus Mammalia
Capricornis_sumatraensis Mammalia
Cephalophus_dorsalis Mammalia
Cephalophus_jentinki Mammalia
Cephalophus_natalensis Mammalia
Cephalophus_niger Mammalia
Cephalophus_nigrifrons Mammalia
Cephalophus_rufilatus Mammalia
Cephalophus_silvicultor Mammalia
Cephalophus_weynsi Mammalia
Cephalophus_zebra Mammalia
Connochaetes_gnou Mammalia
Connochaetes_taurinus Mammalia
Damaliscus_lunatus Mammalia
Damaliscus_pygargus Mammalia
Eudorcas_rufifrons Mammalia
Eudorcas_thomsonii Mammalia
Gazella_bennettii Mammalia
Gazella_cuvieri Mammalia
Gazella_dorcas Mammalia
Gazella_gazella Mammalia
Gazella_leptoceros Mammalia
Gazella_spekei Mammalia
Gazella_subgutturosa Mammalia
Hemitragus_hylocrius Mammalia
Hemitragus_jayakari Mammalia
Hemitragus_jemlahicus Mammalia
Hippotragus_equinus Mammalia
Hippotragus_niger Mammalia
Kobus_ellipsiprymnus Mammalia
Kobus_kob Mammalia
Kobus_leche Mammalia
Kobus_megaceros Mammalia
Litocranius_walleri Mammalia
Madoqua_guentheri Mammalia
Madoqua_kirkii Mammalia
Naemorhedus_baileyi Mammalia
Naemorhedus_caudatus Mammalia
Naemorhedus_goral Mammalia
Nanger_dama Mammalia
Nanger_granti Mammalia
Nanger_soemmerringii Mammalia
Neotragus_moschatus Mammalia
Neotragus_pygmaeus Mammalia
Oreamnos_americanus Mammalia
Oreotragus_oreotragus Mammalia
Oryx_dammah Mammalia
Oryx_gazella Mammalia
Oryx_leucoryx Mammalia
Ourebia_ourebi Mammalia
Ovibos_moschatus Mammalia
Ovis_ammon Mammalia
Ovis_aries Mammalia
Ovis_canadensis Mammalia
Ovis_dalli Mammalia
Pelea_capreolus Mammalia
Philantomba_maxwellii Mammalia
Philantomba_monticola Mammalia
Procapra_gutturosa Mammalia
Pseudois_nayaur Mammalia
Raphicerus_campestris Mammalia
Raphicerus_melanotis Mammalia
Redunca_arundinum Mammalia
Redunca_fulvorufula Mammalia
Redunca_redunca Mammalia
Rupicapra_pyrenaica Mammalia
Rupicapra_rupicapra Mammalia
Saiga_tatarica Mammalia
Sylvicapra_grimmia Mammalia
Syncerus_caffer Mammalia
Taurotragus_derbianus Mammalia
Taurotragus_oryx Mammalia
Tetracerus_quadricornis Mammalia
Tragelaphus_angasii Mammalia
Tragelaphus_eurycerus Mammalia
Tragelaphus_imberbis Mammalia
Tragelaphus_scriptus Mammalia
Tragelaphus_spekii Mammalia
Tragelaphus_strepsiceros Mammalia
Camelus_bactrianus Mammalia
Camelus_dromedarius Mammalia
Lama_glama Mammalia
Lama_guanicoe Mammalia
Vicugna_pacos Mammalia
Vicugna_vicugna Mammalia
Alces_alces Mammalia
Axis_axis Mammalia
Axis_calamianensis Mammalia
Axis_kuhlii Mammalia
Axis_porcinus Mammalia
Blastocerus_dichotomus Mammalia
Capreolus_capreolus Mammalia
Capreolus_pygargus Mammalia
Cervus_elaphus Mammalia
Cervus_nippon Mammalia
Dama_dama Mammalia
Elaphodus_cephalophus Mammalia
Elaphurus_davidianus Mammalia
Hippocamelus_antisensis Mammalia
Hippocamelus_bisulcus Mammalia
Hydropotes_inermis Mammalia
Mazama_americana Mammalia
Mazama_gouazoubira Mammalia
Muntiacus_crinifrons Mammalia
Muntiacus_feae Mammalia
Muntiacus_muntjak Mammalia
Muntiacus_reevesi Mammalia
Odocoileus_hemionus Mammalia
Odocoileus_virginianus Mammalia
Ozotoceros_bezoarticus Mammalia
Przewalskium_albirostre Mammalia
Pudu_puda Mammalia
Rangifer_tarandus Mammalia
Rucervus_duvaucelii Mammalia
Rucervus_eldii Mammalia
Rusa_alfredi Mammalia
Rusa_marianna Mammalia
Rusa_timorensis Mammalia
Rusa_unicolor Mammalia
Giraffa_camelopardalis Mammalia
Okapia_johnstoni Mammalia
Hexaprotodon_liberiensis Mammalia
Hippopotamus_amphibius Mammalia
Moschus_berezovskii Mammalia
Moschus_chrysogaster Mammalia
Moschus_moschiferus Mammalia
Babyrousa_babyrussa Mammalia
Hylochoerus_meinertzhageni Mammalia
Phacochoerus_africanus Mammalia
Potamochoerus_larvatus Mammalia
Potamochoerus_porcus Mammalia
Sus_barbatus Mammalia
Sus_salvanius Mammalia
Sus_scrofa Mammalia
Sus_verrucosus Mammalia
Catagonus_wagneri Mammalia
Pecari_tajacu Mammalia
Tayassu_pecari Mammalia
Hyemoschus_aquaticus Mammalia
Moschiola_meminna Mammalia
Tragulus_javanicus Mammalia
Tragulus_napu Mammalia
Ailurus_fulgens Mammalia
Atelocynus_microtis Mammalia
Canis_adustus Mammalia
Canis_aureus Mammalia
Canis_familiaris Mammalia
Canis_latrans Mammalia
Canis_lupus Mammalia
Canis_mesomelas Mammalia
Cerdocyon_thous Mammalia
Chrysocyon_brachyurus Mammalia
Cuon_alpinus Mammalia
Lycalopex_culpaeus Mammalia
Lycalopex_griseus Mammalia
Lycalopex_gymnocercus Mammalia
Lycalopex_sechurae Mammalia
Lycalopex_vetulus Mammalia
Lycaon_pictus Mammalia
Nyctereutes_procyonoides Mammalia
Otocyon_megalotis Mammalia
Speothos_venaticus Mammalia
Urocyon_cinereoargenteus Mammalia
Urocyon_littoralis Mammalia
Vulpes_bengalensis Mammalia
Vulpes_cana Mammalia
Vulpes_chama Mammalia
Vulpes_corsac Mammalia
Vulpes_lagopus Mammalia
Vulpes_macrotis Mammalia
Vulpes_pallida Mammalia
Vulpes_rueppellii Mammalia
Vulpes_velox Mammalia
Vulpes_vulpes Mammalia
Vulpes_zerda Mammalia
Cryptoprocta_ferox Mammalia
Fossa_fossana Mammalia
Galidia_elegans Mammalia
Mungotictis_decemlineata Mammalia
Acinonyx_jubatus Mammalia
Caracal_caracal Mammalia
Catopuma_temminckii Mammalia
Felis_catus Mammalia
Felis_chaus Mammalia
Felis_manul Mammalia
Felis_margarita Mammalia
Felis_nigripes Mammalia
Felis_silvestris Mammalia
Leopardus_colocolo Mammalia
Leopardus_geoffroyi Mammalia
Leopardus_guigna Mammalia
Leopardus_pardalis Mammalia
Leopardus_tigrinus Mammalia
Leopardus_wiedii Mammalia
Leptailurus_serval Mammalia
Lynx_canadensis Mammalia
Lynx_lynx Mammalia
Lynx_pardinus Mammalia
Lynx_rufus Mammalia
Neofelis_nebulosa Mammalia
Panthera_leo Mammalia
Panthera_onca Mammalia
Panthera_pardus Mammalia
Panthera_tigris Mammalia
Pardofelis_marmorata Mammalia
Prionailurus_bengalensis Mammalia
Prionailurus_planiceps Mammalia
Prionailurus_rubiginosus Mammalia
Prionailurus_viverrinus Mammalia
Profelis_aurata Mammalia
Puma_concolor Mammalia
Puma_yagouaroundi Mammalia
Uncia_uncia Mammalia
Atilax_paludinosus Mammalia
Bdeogale_nigripes Mammalia
Crossarchus_obscurus Mammalia
Cynictis_penicillata Mammalia
Galerella_pulverulenta Mammalia
Galerella_sanguinea Mammalia
Helogale_parvula Mammalia
Herpestes_brachyurus Mammalia
Herpestes_edwardsi Mammalia
Herpestes_ichneumon Mammalia
Herpestes_javanicus Mammalia
Herpestes_naso Mammalia
Herpestes_smithii Mammalia
Herpestes_urva Mammalia
Herpestes_vitticollis Mammalia
Ichneumia_albicauda Mammalia
Mungos_mungo Mammalia
Suricata_suricatta Mammalia
Crocuta_crocuta Mammalia
Hyaena_brunnea Mammalia
