Species Class
Ondatra_zibethicus Mammalia
Onychomys_leucogaster Mammalia
Onychomys_torridus Mammalia
Otomys_irroratus Mammalia
Pachyuromys_duprasi Mammalia
Peromyscus_californicus Mammalia
Peromyscus_crinitus Mammalia
Peromyscus_eremicus Mammalia
Peromyscus_guatemalensis Mammalia
Peromyscus_leucopus Mammalia
Peromyscus_maniculatus Mammalia
Peromyscus_polionotus Mammalia
Peromyscus_truei Mammalia
Phenacomys_intermedius Mammalia
Phenacomys_ungava Mammalia
Phloeomys_cumingi Mammalia
Phloeomys_pallidus Mammalia
Phodopus_roborovskii Mammalia
Phodopus_sungorus Mammalia
Phyllotis_darwini Mammalia
Platacanthomys_lasiurus Mammalia
Podomys_floridanus Mammalia
Pogonomys_macrourus Mammalia
Praomys_tullbergi Mammalia
Psammomys_obesus Mammalia
Pseudomys_australis Mammalia
Pseudomys_chapmani Mammalia
Pseudomys_fumeus Mammalia
Pseudomys_higginsi Mammalia
Pseudomys_laborifex Mammalia
Pseudomys_shortridgei Mammalia
Rattus_fuscipes Mammalia
Rattus_lutreolus Mammalia
Rattus_norvegicus Mammalia
Rattus_rattus Mammalia
Reithrodon_auritus Mammalia
Reithrodontomys_humulis Mammalia
Reithrodontomys_megalotis Mammalia
Rhabdomys_pumilio Mammalia
Rhipidomys_nitela Mammalia
Rhizomys_sumatrensis Mammalia
Rhombomys_opimus Mammalia
Saccostomus_campestris Mammalia
Scotinomys_teguina Mammalia
Sekeetamys_calurus Mammalia
Sigmodon_hispidus Mammalia
Steatomys_pratensis Mammalia
Sundamys_muelleri Mammalia
Synaptomys_cooperi Mammalia
Tachyoryctes_splendens Mammalia
Tatera_afra Mammalia
Tatera_indica Mammalia
Tatera_valida Mammalia
Taterillus_gracilis Mammalia
Thallomys_paedulcus Mammalia
Thamnomys_venustus Mammalia
Tscherskia_triton Mammalia
Tylomys_nudicaudus Mammalia
Wiedomys_pyrrhorhinos Mammalia
Zelotomys_woosnami Mammalia
Zyzomys_argurus Mammalia
Zyzomys_palatilis Mammalia
Zyzomys_pedunculatus Mammalia
Myocastor_coypus Mammalia
Dryomys_nitedula Mammalia
Eliomys_melanurus Mammalia
Eliomys_quercinus Mammalia
Glirulus_japonicus Mammalia
Graphiurus_murinus Mammalia
Graphiurus_platyops Mammalia
Muscardinus_avellanarius Mammalia
Myoxus_glis Mammalia
Octodon_degus Mammalia
Octodontomys_gliroides Mammalia
Spalacopus_cyanus Mammalia
Pedetes_capensis Mammalia
Petromus_typicus Mammalia
Ammospermophilus_harrisii Mammalia
Ammospermophilus_leucurus Mammalia
Ammospermophilus_nelsoni Mammalia
Atlantoxerus_getulus Mammalia
Callosciurus_adamsi Mammalia
Callosciurus_caniceps Mammalia
Callosciurus_erythraeus Mammalia
Callosciurus_finlaysonii Mammalia
Callosciurus_notatus Mammalia
Callosciurus_prevostii Mammalia
Callospermophilus_lateralis Mammalia
Callospermophilus_saturatus Mammalia
Cynomys_gunnisoni Mammalia
Cynomys_ludovicianus Mammalia
Dremomys_lokriah Mammalia
Funambulus_palmarum Mammalia
Funambulus_pennantii Mammalia
Funisciurus_anerythrus Mammalia
Funisciurus_congicus Mammalia
Funisciurus_pyrropus Mammalia
Funisciurus_substriatus Mammalia
Glaucomys_sabrinus Mammalia
Glaucomys_volans Mammalia
Heliosciurus_rufobrachium Mammalia
Ictidomys_tridecemlineatus Mammalia
Lariscus_insignis Mammalia
Marmota_bobak Mammalia
Marmota_caligata Mammalia
Marmota_flaviventris Mammalia
Marmota_marmota Mammalia
Marmota_monax Mammalia
Marmota_vancouverensis Mammalia
Otospermophilus_variegatus Mammalia
Paraxerus_cepapi Mammalia
Paraxerus_poensis Mammalia
Petaurista_alborufus Mammalia
Petaurista_leucogenys Mammalia
Petaurista_magnificus Mammalia
Petaurista_petaurista Mammalia
Petaurista_philippensis Mammalia
Poliocitellus_franklinii Mammalia
Pteromys_momonga Mammalia
Pteromys_volans Mammalia
Ratufa_affinis Mammalia
Ratufa_bicolor Mammalia
Ratufa_indica Mammalia
Sciurotamias_davidianus Mammalia
Sciurus_aberti Mammalia
Sciurus_aestuans Mammalia
Sciurus_aureogaster Mammalia
Sciurus_carolinensis Mammalia
Sciurus_deppei Mammalia
Sciurus_granatensis Mammalia
Sciurus_griseus Mammalia
Sciurus_ignitus Mammalia
Sciurus_lis Mammalia
Sciurus_niger Mammalia
Sciurus_stramineus Mammalia
Sciurus_variegatoides Mammalia
Sciurus_vulgaris Mammalia
Spermophilus_citellus Mammalia
Spermophilus_pygmaeus Mammalia
Sundasciurus_hippurus Mammalia
Sundasciurus_lowii Mammalia
Sundasciurus_tenuis Mammalia
Tamias_amoenus Mammalia
Tamias_dorsalis Mammalia
Tamias_minimus Mammalia
Tamias_quadrimaculatus Mammalia
Tamias_quadrivittatus Mammalia
Tamias_ruficaudus Mammalia
Tamias_sibiricus Mammalia
Tamias_striatus Mammalia
Tamias_townsendii Mammalia
Tamiasciurus_hudsonicus Mammalia
Trogopterus_xanthipes Mammalia
Urocitellus_beldingi Mammalia
Urocitellus_richardsonii Mammalia
Xerospermophilus_mohavensis Mammalia
Xerospermophilus_tereticaudus Mammalia
Xerus_erythropus Mammalia
Xerus_inauris Mammalia
Thryonomys_swinderianus Mammalia
Ptilocercus_lowii Mammalia
Tupaia_belangeri Mammalia
Tupaia_glis Mammalia
Tupaia_minor Mammalia
Tupaia_tana Mammalia
Urogale_everetti Mammalia
Dugong_dugon Mammalia
Trichechus_inunguis Mammalia
Trichechus_manatus Mammalia
Solenodon_cubanus Mammalia
Solenodon_paradoxus Mammalia
Blarina_brevicauda Mammalia
Blarina_hylophaga Mammalia
Crocidura_flavescens Mammalia
Crocidura_leucodon Mammalia
Crocidura_russula Mammalia
Crocidura_suaveolens Mammalia
Cryptotis_parva Mammalia
Myosorex_varius Mammalia
Neomys_anomalus Mammalia
Neomys_fodiens Mammalia
Sorex_alpinus Mammalia
Sorex_araneus Mammalia
Sorex_arcticus Mammalia
Sorex_caecutiens Mammalia
Sorex_cinereus Mammalia
Sorex_coronatus Mammalia
Sorex_fumeus Mammalia
Sorex_minutus Mammalia
Sorex_monticolus Mammalia
Sorex_ornatus Mammalia
Sorex_palustris Mammalia
Sorex_trowbridgii Mammalia
Sorex_vagrans Mammalia
Suncus_etruscus Mammalia
Suncus_murinus Mammalia
Condylura_cristata Mammalia
Galemys_pyrenaicus Mammalia
Mogera_wogura Mammalia
Parascalops_breweri Mammalia
Scalopus_aquaticus Mammalia
Talpa_europaea Mammalia
Orycteropus_afer Mammalia
Alligator_mississippiensis Reptilia
Alligator_sinensis Reptilia
Caiman_crocodilus Reptilia
Caiman_latirostris Reptilia
Melanosuchus_niger Reptilia
Paleosuchus_palpebrosus Reptilia
Paleosuchus_trigonatus Reptilia
Crocodylus_acutus Reptilia
Crocodylus_intermedius Reptilia
Crocodylus_johnstoni Reptilia
Crocodylus_moreletii Reptilia
Crocodylus_niloticus Reptilia
Crocodylus_novaeguineae Reptilia
Crocodylus_palustris Reptilia
Crocodylus_porosus Reptilia
Crocodylus_rhombifer Reptilia
Crocodylus_siamensis Reptilia
Mecistops_cataphractus Reptilia
Osteolaemus_tetraspis Reptilia
Gavialis_gangeticus Reptilia
Tomistoma_schlegelii Reptilia
Sphenodon_punctatus Reptilia
Acrochordus_arafurae Reptilia
Acrochordus_javanicus Reptilia
Acanthocercus_atricollis Reptilia
Agama_impalearis Reptilia
Amphibolurus_nobbi Reptilia
Calotes_versicolor Reptilia
Chlamydosaurus_kingii Reptilia
Hydrosaurus_amboinensis Reptilia
Hydrosaurus_pustulatus Reptilia
Laudakia_stellio Reptilia
Leiolepis_belliana Reptilia
Physignathus_cocincinus Reptilia
Physignathus_lesueurii Reptilia
Pogona_barbata Reptilia
Pogona_vitticeps Reptilia
Uromastyx_acanthinura Reptilia
Uromastyx_aegyptia Reptilia
Uromastyx_dispar Reptilia
Amphisbaena_alba Reptilia
Blanus_cinereus Reptilia
Anguis_fragilis Reptilia
Diploglossus_monotropis Reptilia
Elgaria_kingii Reptilia
Elgaria_multicarinata Reptilia
Gerrhonotus_liocephalus Reptilia
Ophisaurus_ventralis Reptilia
Pseudopus_apodus Reptilia
Atractaspis_bibronii Reptilia
Boa_constrictor Reptilia
Boa_dumerili Reptilia
Boa_madagascariensis Reptilia
Boa_manditra Reptilia
Candoia_aspera Reptilia
Candoia_bibroni Reptilia
Candoia_carinata Reptilia
Charina_bottae Reptilia
Charina_trivirgata Reptilia
Corallus_annulatus Reptilia
Corallus_caninus Reptilia
Corallus_hortulanus Reptilia
Epicrates_angulifer Reptilia
Epicrates_cenchria Reptilia
Epicrates_chrysogaster Reptilia
Epicrates_exsul Reptilia
Epicrates_fordii Reptilia
Epicrates_inornatus Reptilia
Epicrates_striatus Reptilia
Epicrates_subflavus Reptilia
Eryx_jaculus Reptilia
Eryx_johnii Reptilia
Eryx_tataricus Reptilia
Eunectes_deschauenseei Reptilia
Eunectes_murinus Reptilia
Eunectes_notaeus Reptilia
Gongylophis_colubrinus Reptilia
Gongylophis_conicus Reptilia
Casarea_dussumieri Reptilia
Calumma_parsonii Reptilia
Chamaeleo_chamaeleon Reptilia
Chamaeleo_dilepis Reptilia
Chamaeleo_jacksonii Reptilia
Furcifer_labordi Reptilia
Furcifer_pardalis Reptilia
Arizona_elegans Reptilia
Bogertophis_subocularis Reptilia
Boiga_blandingii Reptilia
Boiga_cynodon Reptilia
Boiga_dendrophila Reptilia
Boiga_irregularis Reptilia
Boiga_trigonata Reptilia
Cemophora_coccinea Reptilia
Chilomeniscus_stramineus Reptilia
Clelia_clelia Reptilia
Clonophis_kirtlandii Reptilia
Coluber_constrictor Reptilia
Coluber_ravergieri Reptilia
Dasypeltis_atra Reptilia
Dasypeltis_medici Reptilia
Dasypeltis_scabra Reptilia
Dinodon_rufozonatum Reptilia
Drymarchon_corais Reptilia
Elaphe_bairdi Reptilia
Elaphe_climacophora Reptilia
Elaphe_flavirufa Reptilia
Elaphe_guttata Reptilia
Elaphe_helena Reptilia
Elaphe_moellendorffi Reptilia
Elaphe_obsoleta Reptilia
Elaphe_quadrivirgata Reptilia
Elaphe_schrenckii Reptilia
Elaphe_situla Reptilia
Elaphe_taeniura Reptilia
Elaphe_vulpina Reptilia
Enhydris_chinensis Reptilia
Erpeton_tentaculatum Reptilia
Farancia_abacura Reptilia
Gonyosoma_oxycephalum Reptilia
Heterodon_nasicus Reptilia
Heterodon_platirhinos Reptilia
Hydrodynastes_gigas Reptilia
Hypsiglena_torquata Reptilia
Lampropeltis_alterna Reptilia
Lampropeltis_calligaster Reptilia
Lampropeltis_getula Reptilia
Lampropeltis_mexicana Reptilia
Lampropeltis_pyromelana Reptilia
Lampropeltis_triangulum Reptilia
Lampropeltis_zonata Reptilia
Lamprophis_fuliginosus Reptilia
Leioheterodon_madagascariensis Reptilia
Leptophis_mexicanus Reptilia
Macroprotodon_cucullatus Reptilia
Masticophis_flagellum Reptilia
Mehelya_capensis Reptilia
Natrix_natrix Reptilia
Nerodia_erythrogaster Reptilia
Nerodia_sipedon Reptilia
Nerodia_taxispilota Reptilia
Opheodrys_aestivus Reptilia
Opheodrys_vernalis Reptilia
Oxybelis_aeneus Reptilia
Pituophis_catenifer Reptilia
Pituophis_melanoleucus Reptilia
Psammophis_subtaeniatus Reptilia
Pseudaspis_cana Reptilia
Ptyas_mucosus Reptilia
Regina_septemvittata Reptilia
Rhamphiophis_oxyrhynchus Reptilia
Rhinocheilus_lecontei Reptilia
Salvadora_hexalepis Reptilia
Senticolis_triaspis Reptilia
Spalerosophis_diadema Reptilia
Spilotes_pullatus Reptilia
Storeria_dekayi Reptilia
Storeria_occipitomaculata Reptilia
Telescopus_semiannulatus Reptilia
Thamnophis_butleri Reptilia
Thamnophis_couchii Reptilia
Thamnophis_cyrtopsis Reptilia
Thamnophis_elegans Reptilia
Thamnophis_marcianus Reptilia
Thamnophis_ordinoides Reptilia
Thamnophis_radix Reptilia
Thamnophis_sauritus Reptilia
Thamnophis_sirtalis Reptilia
Trimorphodon_biscutatus Reptilia
Uromacer_oxyrhynchus Reptilia
Virginia_striatula Reptilia
Virginia_valeriae Reptilia
Cordylus_cataphractus Reptilia
Cordylus_cordylus Reptilia
Cordylus_giganteus Reptilia
Cordylus_warreni Reptilia
Gerrhosaurus_major Reptilia
Gerrhosaurus_validus Reptilia
Platysaurus_guttatus Reptilia
Platysaurus_imperator Reptilia
Basiliscus_plumifrons Reptilia
Basiliscus_vittatus Reptilia
Corytophanes_cristatus Reptilia
Laemanctus_longipes Reptilia
Acanthophis_antarcticus Reptilia
Aspidelaps_lubricus Reptilia
Aspidelaps_scutatus Reptilia
Bungarus_caeruleus Reptilia
Bungarus_fasciatus Reptilia
Bungarus_multicinctus Reptilia
Dendroaspis_angusticeps Reptilia
Dendroaspis_jamesoni Reptilia
Dendroaspis_polylepis Reptilia
Dendroaspis_viridis Reptilia
Elapsoidea_sundevallii Reptilia
Hemachatus_haemachatus Reptilia
Micruroides_euryxanthus Reptilia
Micrurus_fulvius Reptilia
Naja_atra Reptilia
Naja_haje Reptilia
Naja_kaouthia Reptilia
Naja_melanoleuca Reptilia
Naja_mossambica Reptilia
Naja_naja Reptilia
Naja_nigricollis Reptilia
Naja_nivea Reptilia
Naja_pallida Reptilia
Naja_samarensis Reptilia
Naja_sputatrix Reptilia
Notechis_scutatus Reptilia
Ophiophagus_hannah Reptilia
Oxyuranus_scutellatus Reptilia
Pseudechis_australis Reptilia
Pseudechis_porphyriacus Reptilia
Coleonyx_elegans Reptilia
Coleonyx_variegatus Reptilia
Chondrodactylus_angulifer Reptilia
Chondrodactylus_bibronii Reptilia
Christinus_marmoratus Reptilia
Eublepharis_macularius Reptilia
Gehyra_oceanica Reptilia
Gekko_gecko Reptilia
Hemidactylus_frenatus Reptilia
Hemidactylus_turcicus Reptilia
Hemitheconyx_caudicinctus Reptilia
Heteronotia_binoei Reptilia
Hoplodactylus_duvaucelii Reptilia
Hoplodactylus_granulatus Reptilia
Hoplodactylus_maculatus Reptilia
Hoplodactylus_pacificus Reptilia
Naultinus_elegans Reptilia
Naultinus_gemmeus Reptilia
Naultinus_grayii Reptilia
Naultinus_rudis Reptilia
Oedura_marmorata Reptilia
Phelsuma_astriata Reptilia
Phelsuma_cepediana Reptilia
Phelsuma_guentheri Reptilia
Phelsuma_guimbeaui Reptilia
Phelsuma_laticauda Reptilia
Phelsuma_lineata Reptilia
Phelsuma_madagascariensis Reptilia
Phelsuma_standingi Reptilia
Phelsuma_sundbergi Reptilia
Ptyodactylus_hasselquistii Reptilia
Rhacodactylus_leachianus Reptilia
Teratoscincus_scincus Reptilia
Underwoodisaurus_milii Reptilia
Heloderma_horridum Reptilia
Heloderma_suspectum Reptilia
Amblyrhynchus_cristatus Reptilia
Brachylophus_fasciatus Reptilia
Conolophus_pallidus Reptilia
Conolophus_subcristatus Reptilia
Ctenosaura_bakeri Reptilia
Ctenosaura_hemilopha Reptilia
Ctenosaura_palearis Reptilia
Ctenosaura_pectinata Reptilia
Ctenosaura_similis Reptilia
Cyclura_cornuta Reptilia
Cyclura_cychlura Reptilia
Cyclura_nubila Reptilia
Cyclura_rileyi Reptilia
Dipsosaurus_dorsalis Reptilia
Iguana_iguana Reptilia
Oplurus_cuvieri Reptilia
Oplurus_cyclurus Reptilia
Sauromalus_ater Reptilia
Sauromalus_hispidus Reptilia
Sauromalus_varius Reptilia
Gallotia_galloti Reptilia
Gallotia_simonyi Reptilia
Lacerta_viridis Reptilia
Lacerta_vivipara Reptilia
Podarcis_muralis Reptilia
Teira_dugesii Reptilia
Timon_lepidus Reptilia
Loxocemus_bicolor Reptilia
Sceloporus_magister Reptilia
Sceloporus_poinsettii Reptilia
Sceloporus_serrifer Reptilia
Sceloporus_undulatus Reptilia
Uma_notata Reptilia
Tarentola_annularis Reptilia
Tarentola_mauritanica Reptilia
Anolis_bimaculatus Reptilia
Anolis_carolinensis Reptilia
Anolis_equestris Reptilia
Anolis_roquet Reptilia
Xiphosurus_cuvieri Reptilia
Antaresia_childreni Reptilia
Aspidites_melanocephalus Reptilia
Bothrochilus_boa Reptilia
Leiopython_albertisii Reptilia
Liasis_fuscus Reptilia
Liasis_mackloti Reptilia
Morelia_amethistina Reptilia
Morelia_boeleni Reptilia
Morelia_spilota Reptilia
Morelia_viridis Reptilia
Python_curtus Reptilia
Python_molurus Reptilia
Python_regius Reptilia
Python_reticulatus Reptilia
Python_sebae Reptilia
Python_timoriensis Reptilia
Chalcides_ocellatus Reptilia
Corucia_zebrata Reptilia
Cyclodina_macgregori Reptilia
Egernia_cunninghami Reptilia
Egernia_hosmeri Reptilia
Egernia_luctuosa Reptilia
Egernia_major Reptilia
Egernia_stokesii Reptilia
Eumeces_algeriensis Reptilia
Eumeces_laticeps Reptilia
Eumeces_obsoletus Reptilia
Hemisphaeriodon_gerrardii Reptilia
Oligosoma_grande Reptilia
Oligosoma_otagense Reptilia
Tiliqua_gigas Reptilia
Tiliqua_nigrolutea Reptilia
Tiliqua_scincoides Reptilia
Trachydosaurus_rugosus Reptilia
Gonatodes_albogularis Reptilia
Ameiva_ameiva Reptilia
Cnemidophorus_sexlineatus Reptilia
Cnemidophorus_tigris Reptilia
Dracaena_guianensis Reptilia
Tupinambis_rufescens Reptilia
Tupinambis_teguixin Reptilia
Tropidophis_canus Reptilia
Tropidophis_caymanensis Reptilia
Tropidophis_haetianus Reptilia
Ungaliophis_continentalis Reptilia
Ungaliophis_panamensis Reptilia
Leiocephalus_carinatus Reptilia
Varanus_bengalensis Reptilia
Varanus_dumerilii Reptilia
Varanus_exanthematicus Reptilia
Varanus_giganteus Reptilia
Varanus_gouldii Reptilia
Varanus_griseus Reptilia
Varanus_indicus Reptilia
Varanus_komodoensis Reptilia
Varanus_mertensi Reptilia
Varanus_niloticus Reptilia
Varanus_olivaceus Reptilia
Varanus_prasinus Reptilia
Varanus_salvator Reptilia
Varanus_timorensis Reptilia
Varanus_varius Reptilia
Agkistrodon_bilineatus Reptilia
Agkistrodon_contortrix Reptilia
Agkistrodon_piscivorus Reptilia
Atropoides_nummifer Reptilia
Atropoides_picadoi Reptilia
Bitis_arietans Reptilia
Bitis_gabonica Reptilia
Bitis_nasicornis Reptilia
Bothriechis_aurifer Reptilia
Bothriechis_lateralis Reptilia
Bothriechis_rowleyi Reptilia
Bothriechis_schlegelii Reptilia
Bothrops_alternatus Reptilia
Bothrops_asper Reptilia
Bothrops_atrox Reptilia
Bothrops_caribbaeus Reptilia
Bothrops_jararaca Reptilia
Bothrops_lanceolatus Reptilia
Bothrops_neuwiedi Reptilia
Causus_rhombeatus Reptilia
Cerastes_cerastes Reptilia
Cerrophidion_godmani Reptilia
Crotalus_adamanteus Reptilia
Crotalus_atrox Reptilia
Crotalus_basiliscus Reptilia
Crotalus_catalinensis Reptilia
Crotalus_cerastes Reptilia
Crotalus_durissus Reptilia
Crotalus_enyo Reptilia
Crotalus_horridus Reptilia
Crotalus_lepidus Reptilia
Crotalus_mitchelli Reptilia
Crotalus_molossus Reptilia
Crotalus_pricei Reptilia
Crotalus_ruber Reptilia
Crotalus_scutulatus Reptilia
Crotalus_tigris Reptilia
Crotalus_tortugensis Reptilia
Crotalus_vegrandis Reptilia
Crotalus_viridis Reptilia
Crotalus_willardi Reptilia
Daboia_russelii Reptilia
Echis_carinatus Reptilia
Echis_coloratus Reptilia
Eristicophis_macmahonii Reptilia
Gloydius_blomhoffii Reptilia
Lachesis_muta Reptilia
Macrovipera_lebetina Reptilia
Ophryacus_melanurus Reptilia
Ophryacus_undulatus Reptilia
Ovophis_okinavensis Reptilia
Pseudocerastes_persicus Reptilia
Sistrurus_catenatus Reptilia
Sistrurus_miliarius Reptilia
Sistrurus_ravus Reptilia
Trimeresurus_albolabris Reptilia
Trimeresurus_flavoviridis Reptilia
Trimeresurus_gramineus Reptilia
Trimeresurus_popeorum Reptilia
Trimeresurus_stejnegeri Reptilia
Vipera_ammodytes Reptilia
Vipera_aspis Reptilia
Vipera_berus Reptilia
Vipera_latastei Reptilia
Vipera_raddei Reptilia
Vipera_xanthina Reptilia
Lepidophyma_flavimaculatum Reptilia
Xantusia_henshawi Reptilia
Xantusia_riversiana Reptilia
Xantusia_vigilis Reptilia
Xenopeltis_unicolor Reptilia
Dispholidus_typus Reptilia
Annamemys_annamensis Reptilia
Batagur_baska Reptilia
Chinemys_nigricans Reptilia
Chinemys_reevesii Reptilia
Cuora_amboinensis Reptilia
Cuora_flavomarginata Reptilia
Cuora_trifasciata Reptilia
Cyclemys_dentata Reptilia
Geoclemys_hamiltonii Reptilia
Hardella_thurjii Reptilia
Heosemys_grandis Reptilia
Heosemys_spinosa Reptilia
Hieremys_annandalii Reptilia
Kachuga_smithii Reptilia
Kachuga_tecta Reptilia
Malayemys_subtrijuga Reptilia
Mauremys_caspica Reptilia
Mauremys_japonica Reptilia
Mauremys_leprosa Reptilia
Mauremys_mutica Reptilia
Melanochelys_trijuga Reptilia
Notochelys_platynota Reptilia
Ocadia_sinensis Reptilia
Rhinoclemmys_areolata Reptilia
Rhinoclemmys_pulcherrima Reptilia
Rhinoclemmys_rubida Reptilia
Sacalia_bealei Reptilia
Siebenrockiella_crassicollis Reptilia
Carettochelys_insculpta Reptilia
Chelodina_longicollis Reptilia
Chelodina_oblonga Reptilia
Chelus_fimbriatus Reptilia
Elseya_dentata Reptilia
Elseya_latisternum Reptilia
Emydura_krefftii Reptilia
Emydura_macquarii Reptilia
Phrynops_dahli Reptilia
Phrynops_geoffroanus Reptilia
Phrynops_hilarii Reptilia
Platemys_platycephala Reptilia
Caretta_caretta Reptilia
Chelonia_mydas Reptilia
Eretmochelys_imbricata Reptilia
Lepidochelys_kempii Reptilia
Chelydra_serpentina Reptilia
Macrochelys_temminckii Reptilia
Dermatemys_mawii Reptilia
Dermochelys_coriacea Reptilia
Actinemys_marmorata Reptilia
Chrysemys_picta Reptilia
Clemmys_guttata Reptilia
Deirochelys_reticularia Reptilia
Emydoidea_blandingii Reptilia
Emys_orbicularis Reptilia
Glyptemys_insculpta Reptilia
Glyptemys_muhlenbergii Reptilia
Graptemys_barbouri Reptilia
Graptemys_caglei Reptilia
Graptemys_geographica Reptilia
Graptemys_nigrinoda Reptilia
Graptemys_oculifera Reptilia
Graptemys_pseudogeographica Reptilia
Graptemys_pulchra Reptilia
Malaclemys_terrapin Reptilia
Pseudemys_concinna Reptilia
Pseudemys_nelsoni Reptilia
Pseudemys_rubriventris Reptilia
Terrapene_carolina Reptilia
Terrapene_coahuila Reptilia
Terrapene_nelsoni Reptilia
Terrapene_ornata Reptilia
Trachemys_decorata Reptilia
Trachemys_scripta Reptilia
Claudius_angustatus Reptilia
Kinosternon_baurii Reptilia
Kinosternon_herrerai Reptilia
Kinosternon_integrum Reptilia
Kinosternon_leucostomum Reptilia
Kinosternon_scorpioides Reptilia
Kinosternon_sonoriense Reptilia
Kinosternon_subrubrum Reptilia
Staurotypus_salvinii Reptilia
Staurotypus_triporcatus Reptilia
Sternotherus_carinatus Reptilia
Sternotherus_minor Reptilia
Sternotherus_odoratus Reptilia
Pelomedusa_subrufa Reptilia
Pelusios_castaneus Reptilia
Pelusios_subniger Reptilia
Podocnemis_erythrocephala Reptilia
Podocnemis_expansa Reptilia
Podocnemis_unifilis Reptilia
Platysternon_megacephalum Reptilia
Geochelone_carbonaria Reptilia
Geochelone_denticulata Reptilia
Geochelone_elegans Reptilia
Geochelone_gigantea Reptilia
Geochelone_nigra Reptilia
Geochelone_pardalis Reptilia
Geochelone_radiata Reptilia
Geochelone_sulcata Reptilia
Gopherus_agassizii Reptilia
Gopherus_berlandieri Reptilia
Gopherus_polyphemus Reptilia
Homopus_areolatus Reptilia
Indotestudo_elongata Reptilia
Indotestudo_forstenii Reptilia
Kinixys_belliana Reptilia
Kinixys_erosa Reptilia
Malacochersus_tornieri Reptilia
Manouria_emys Reptilia
Testudo_graeca Reptilia
Testudo_hermanni Reptilia
Testudo_kleinmanni Reptilia
Testudo_marginata Reptilia
Apalone_ferox Reptilia
Apalone_mutica Reptilia
Apalone_spinifera Reptilia
Lissemys_punctata Reptilia
Palea_steindachneri Reptilia
Trionyx_triunguis Reptilia
Neoceratodus_forsteri Sarcopterygii
Latimeria_chalumnae Sarcopterygii
Lepidosiren_paradoxa Sarcopterygii
Protopterus_annectens Sarcopterygii
