allparameters.Kingdom allparameters.Phylum allparameters.Class allparameters.Order allparameters.Family allparameters.Genus allparameters.Species allparameters.GenerationLength_d allparameters.FrT allparameters.Hib allparameters.Mono allparameters.Mars
Animalia Chordata Mammalia Artiodactyla Bovidae Pseudois Pseudois_nayaur 2949.321666657 0.147642236285962 0 0 0
NA NA NA NA NA Pseudois Pseudois_schaeferi 2555 0.146263365548891 0 0 0
Animalia Chordata Mammalia Rodentia Muridae Pseudomys Pseudomys_chapmani 884.68295 0.18719607688503 0 0 0
Animalia Chordata Mammalia Cetacea Delphinidae Pseudorca Pseudorca_crassidens 7242.6075 0.204110359812637 0 0 0
NA NA NA NA NA Pseudoryx Pseudoryx_nghetinhensis 2287.54078725479 0.168872243934126 0 0 0
Animalia Chordata Mammalia Rodentia Sciuridae Pteromys Pteromys_volans 1384.1212625 0.262256766133203 0 0 0
NA NA NA NA NA Pteronotus Pteronotus_parnellii 1888.06537051282 0.144388614972111 0 0 0
Animalia Chordata Mammalia Chiroptera Pteropodidae Pteropus Pteropus_alecto 2945.91840714286 0.12863448863091 0 0 0
Animalia Chordata Mammalia Chiroptera Pteropodidae Pteropus Pteropus_dasymallus 1825 0.119887836209505 0 0 0
Animalia Chordata Mammalia Chiroptera Pteropodidae Pteropus Pteropus_scapulatus 2945.91840714286 0.136701991806977 0 0 0
Animalia Chordata Mammalia Chiroptera Pteropodidae Pteropus Pteropus_vampyrus 2945.91840714286 0.122267790734607 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Pudu Pudu_puda 1460 0.229137526691433 0 0 0
Animalia Chordata Mammalia Carnivora Felidae Puma Puma_concolor 2693.790066657 0.170004535937605 0 0 0
Animalia Chordata Mammalia Carnivora Felidae Puma Puma_yagouaroundi 2250.566666657 0.175647002907693 0 0 0
Animalia Chordata Mammalia Carnivora Phocidae Pusa Pusa_caspica 5840 0.139680661732644 0 0 0
Animalia Chordata Mammalia Carnivora Phocidae Pusa Pusa_hispida 6803.8094 0.135634607803367 0 0 0
Animalia Chordata Mammalia Carnivora Phocidae Pusa Pusa_sibirica 7898.81575 0.137970487823221 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Pygathrix Pygathrix_nemaeus 4015 0.221405723096185 0 0 0
NA NA NA NA NA Pygathrix Pygathrix_nigripes 4015 0.225057140146888 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Rangifer Rangifer_tarandus 1825 0.240063713786696 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Raphicerus Raphicerus_campestris 1744.588433343 0.191711286159728 0 0 0
NA NA NA NA NA Rattus Rattus_exulans 534.7590666715 0.195022579794835 0 0 0
Animalia Chordata Mammalia Rodentia Muridae Rattus Rattus_fuscipes 558.507283343 0.173712536367978 0 0 0
NA NA NA NA NA Rattus Rattus_leucopus 534.7590666715 0.162874642684198 0 0 0
Animalia Chordata Mammalia Rodentia Muridae Rattus Rattus_lutreolus 440.292083343 0.162118986120817 0 0 0
NA NA NA NA NA Rattus Rattus_niobe 534.7590666715 0.168877280090257 0 0 0
NA NA NA NA NA Rattus Rattus_praetor 534.7590666715 0.172177946400641 0 0 0
Animalia Chordata Mammalia Rodentia Muridae Rattus Rattus_rattus 546.1994 0.191544309068694 0 0 0
NA NA NA NA NA Rattus Rattus_sordidus 534.7590666715 0.168338673926798 0 0 0
NA NA NA NA NA Rattus Rattus_tanezumi 534.7590666715 0.201617019567465 0 0 0
NA NA NA NA NA Rattus Rattus_tiomanicus 534.7590666715 0.204642829322387 0 0 0
NA NA NA NA NA Rattus Rattus_tunneyi 534.7590666715 0.179567923289544 0 0 0
NA NA NA NA NA Rattus Rattus_villosissimus 534.7590666715 0.174233105844836 0 0 0
Animalia Chordata Mammalia Rodentia Sciuridae Ratufa Ratufa_bicolor 2327.157916657 0.224949595234972 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Redunca Redunca_arundinum 2293.051666657 0.171717209687175 0 0 0
Animalia Chordata Mammalia Perissodactyla Rhinocerotidae Rhinoceros Rhinoceros_sondaicus 5400.53 0.148086190436611 0 0 0
Animalia Chordata Mammalia Perissodactyla Rhinocerotidae Rhinoceros Rhinoceros_unicornis 6851.98936657 0.146481507027548 0 0 0
NA NA NA NA NA Rhinolophus Rhinolophus_formosae 2726.53565 0.172526047649281 0 0 0
NA NA NA NA NA Rhinolophus Rhinolophus_luctus 2726.53565 0.161257244507781 0 0 0
NA NA NA NA NA Rhinolophus Rhinolophus_macrotis 2937.38135 0.142519967599124 0 0 0
NA NA NA NA NA Rhinolophus Rhinolophus_rex 2726.53565 0.138169211213867 0 0 0
NA NA NA NA NA Rhinophylla Rhinophylla_pumilio 2064.27635 0.290165912232741 0 0 0
NA NA NA NA NA Rhinopithecus Rhinopithecus_avunculus 3650 0.240242303759401 0 0 0
NA NA NA NA NA Rhinopithecus Rhinopithecus_bieti 4015 0.241673852252175 0 0 0
NA NA NA NA NA Rhinopithecus Rhinopithecus_brelichi 3650 0.239934268259481 0 0 0
NA NA NA NA NA Rhinopithecus Rhinopithecus_roxellana 4745 0.228843326845012 0 0 0
NA NA NA NA NA Rhinopithecus Rhinopithecus_strykeri 2190 0.240428975966535 0 0 0
NA NA NA NA NA Rhizomys Rhizomys_pruinosus 2113.94968218324 0.275966558675841 0 0 0
NA NA NA NA NA Rhizomys Rhizomys_sinensis 717.776243621518 0.28103102502059 0 0 0
NA NA NA NA NA Rhyncholestes Rhyncholestes_raphanurus 998.676563583815 0.234230701490643 0 0 0
NA NA NA NA NA Rousettus Rousettus_aegyptiacus 1825 0.157227827383204 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Rucervus Rucervus_duvaucelii 2920 0.202235120695142 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Rucervus Rucervus_eldii 1825 0.195167582247548 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Rupicapra Rupicapra_pyrenaica 2437.9015 0.147575444859669 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Rusa Rusa_alfredi 2555.9125 0.194124390810495 0 0 0
Animalia Chordata Mammalia Artiodactyla Cervidae Rusa Rusa_timorensis 1825 0.188980966967787 0 0 0
Animalia Chordata Mammalia Primates Callitrichidae Saguinus Saguinus_oedipus 2190 0.190091729823338 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Saiga Saiga_tatarica 1700.19755 0.212118128573905 0 0 0
Animalia Chordata Mammalia Primates Cebidae Saimiri Saimiri_boliviensis 3354.65875 0.184528687726286 0 0 0
Animalia Chordata Mammalia Primates Cebidae Saimiri Saimiri_sciureus 3789.3175 0.183841699010414 0 0 0
Animalia Chordata Mammalia Dasyuromorphia Dasyuridae Sarcophilus Sarcophilus_harrisii 1704.2151 0.270433122350553 0 0 1
NA NA NA NA NA Scapanulus Scapanulus_oweni 759.185721428571 0.21387869566199 0 0 0
Animalia Chordata Mammalia Rodentia Sciuridae Sciurus Sciurus_vulgaris 1612.7525 0.312335462965108 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Semnopithecus Semnopithecus_entellus 3806.439 0.247104439913324 0 0 0
NA NA NA NA NA Sicista Sicista_concolor 731.7872 0.23761997998673 0 0 0
NA NA NA NA NA Simias Simias_concolor 4024.40965793651 0.222416612925763 0 0 0
Animalia Chordata Mammalia Dasyuromorphia Dasyuridae Sminthopsis Sminthopsis_crassicaudata 594.4425 0.268807067003761 1 0 1
Animalia Chordata Mammalia Dasyuromorphia Dasyuridae Sminthopsis Sminthopsis_douglasi 546.026466666667 0.260329417145133 1 0 1
Animalia Chordata Mammalia Soricomorpha Soricidae Sorex Sorex_araneus 524.7815 0.214360644961822 0 0 0
NA NA NA NA NA Sorex Sorex_cylindricauda 422.884597917875 0.249232845455069 0 0 0
NA NA NA NA NA Sorex Sorex_tundrensis 422.884597917875 0.217396830075527 0 0 0
NA NA NA NA NA Sorex Sorex_unguiculatus 392.4667 0.213676491630479 0 0 0
Animalia Chordata Mammalia Cetacea Delphinidae Sousa Sousa_chinensis 7300 0.217080684010684 0 0 0
Animalia Chordata Mammalia Rodentia Octodontidae Spalacopus Spalacopus_cyanus 1310.04695 0.238558152490525 0 0 0
NA NA NA NA NA Spermophilus Spermophilus_dauricus 1053.68290714286 0.309823614239742 1 0 0
Animalia Chordata Mammalia Carnivora Mephitidae Spilogale Spilogale_putorius 1257.256816657 0.23145156289742 0 0 0
Animalia Chordata Mammalia Cetacea Delphinidae Stenella Stenella_attenuata 8395 0.218480348076377 0 0 0
Animalia Chordata Mammalia Cetacea Delphinidae Stenella Stenella_coeruleoalba 7926.62525 0.220382529861771 0 0 0
NA NA NA NA NA Sturnira Sturnira_tildae 2064.27635 0.156960021167621 0 0 0
NA NA NA NA NA Stylodipus Stylodipus_telum 726.1971375 0.229226399862493 0 0 0
Animalia Chordata Mammalia Soricomorpha Soricidae Suncus Suncus_murinus 363.52745 0.312506443812258 0 0 0
Animalia Chordata Mammalia Artiodactyla Suidae Sus Sus_barbatus 2555 0.14002573249297 0 0 0
NA NA NA NA NA Sus Sus_cebifrons 2555 0.128723484069833 0 0 0
NA NA NA NA NA Sus Sus_celebensis 2086.55 0.131031834202142 0 0 0
Animalia Chordata Mammalia Artiodactyla Suidae Sus Sus_scrofa 2656.07 0.135840407925495 0 0 0
Animalia Chordata Mammalia Artiodactyla Suidae Sus Sus_verrucosus 2190 0.140419163685379 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Sylvicapra Sylvicapra_grimmia 1986.497966657 0.154133970454871 0 0 0
NA NA NA NA NA Symphalangus Symphalangus_syndactylus 4745 0.161734676903466 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Syncerus Syncerus_caffer 4169.76 0.154892159469937 0 0 0
Animalia Chordata Mammalia Monotremata Tachyglossidae Tachyglossus Tachyglossus_aculeatus 5687.0204 0.225846923299995 1 1 0
Animalia Chordata Mammalia Soricomorpha Talpidae Talpa Talpa_europaea 1000.1 0.156274187828807 0 0 0
Animalia Chordata Mammalia Pilosa Myrmecophagidae Tamandua Tamandua_mexicana 1854.65 0.146259088648005 0 0 0
Animalia Chordata Mammalia Pilosa Myrmecophagidae Tamandua Tamandua_tetradactyla 1854.65 0.148869293115331 0 0 0
Animalia Chordata Mammalia Rodentia Sciuridae Tamias Tamias_sibiricus 1311.5224 0.248319494514768 0 0 0
NA NA NA NA NA Tamiops Tamiops_maritimus 1239.29886944283 0.219678664469031 0 0 0
NA NA NA NA NA Tamiops Tamiops_swinhoei 1239.29886944283 0.223551920310032 0 0 0
NA NA NA NA NA Tapirus Tapirus_indicus 4015 0.176652469611935 0 0 0
Animalia Chordata Mammalia Diprotodontia Tarsipedidae Tarsipes Tarsipes_rostratus 341.275 0.266975053333421 1 0 1
Animalia Chordata Mammalia Primates Tarsiidae Tarsius Tarsius_bancanus 2190 0.208968571397634 0 0 0
NA NA NA NA NA Tarsius Tarsius_dentatus 2190 0.224730642577867 0 0 0
NA NA NA NA NA Tarsius Tarsius_lariang 2190 0.230471962964036 0 0 0
NA NA NA NA NA Tarsius Tarsius_wallacei 2190 0.218628153045293 0 0 0
Animalia Chordata Mammalia Carnivora Mustelidae Taxidea Taxidea_taxus 3030.662666657 0.149805163011346 1 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Theropithecus Theropithecus_gelada 4456.1902 0.148253092690774 0 0 0
Animalia Chordata Mammalia Rodentia Thryonomyidae Thryonomys Thryonomys_swinderianus 837.31 0.226723305924452 0 0 0
NA NA NA NA NA Thylamys Thylamys_elegans 642.840025 0.293405040301592 1 0 0
NA NA NA NA NA Tlacuatzin Tlacuatzin_canescens 642.840025 0.230904666591974 0 0 0
Animalia Chordata Mammalia Cingulata Dasypodidae Tolypeutes Tolypeutes_matacus 4287.958 0.122228124513728 0 0 0
Animalia Chordata Mammalia Cingulata Dasypodidae Tolypeutes Tolypeutes_tricinctus 1095 0.111121082900079 0 0 0
NA NA NA NA NA Tonatia Tonatia_saurophila 2064.27635 0.1882997334034 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_cristatus 3650 0.224300524958931 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_francoisi 4015 0.227289475528609 0 0 0
NA NA NA NA NA Trachypithecus Trachypithecus_germaini 4015 0.243828768465432 0 0 0
NA NA NA NA NA Trachypithecus Trachypithecus_hatinhensis 4015 0.23310972827762 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_johnii 4015 0.244206213211889 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_obscurus 3650 0.241950225750154 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_pileatus 4015 0.226643987886411 0 0 0
NA NA NA NA NA Trachypithecus Trachypithecus_shortridgei 4015 0.226870086665393 0 0 0
Animalia Chordata Mammalia Primates Cercopithecidae Trachypithecus Trachypithecus_vetulus 4015 0.221608346624912 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Tragelaphus Tragelaphus_imberbis 2555 0.167797465712335 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Tragelaphus Tragelaphus_scriptus 1914.548166657 0.15061086099176 0 0 0
Animalia Chordata Mammalia Artiodactyla Bovidae Tragelaphus Tragelaphus_spekii 2746.500966657 0.156005802933153 0 0 0
NA NA NA NA NA Tragulus Tragulus_kanchil 1825 0.168243555462871 0 0 0
Animalia Chordata Mammalia Sirenia Trichechidae Trichechus Trichechus_manatus 7300 0.196212655459589 0 0 0
Animalia Chordata Mammalia Diprotodontia Phalangeridae Trichosurus Trichosurus_vulpecula 2008.23 0.164094267766118 0 0 1
NA NA NA NA NA Trinomys Trinomys_dimidiatus 739.009588885667 0.201686281863787 0 0 0
Animalia Chordata Mammalia Rodentia Muridae Tscherskia Tscherskia_triton 589.388299099621 0.205571861121712 0 0 0
Animalia Chordata Mammalia Scandentia Tupaiidae Tupaia Tupaia_belangeri 1458.084583343 0.17105435061613 0 0 0
NA NA NA NA NA Tursiops Tursiops_aduncus 6427.88 0.237546757230285 0 0 0
Animalia Chordata Mammalia Cetacea Delphinidae Tursiops Tursiops_truncatus 6427.88 0.228983988890065 0 0 0
Animalia Chordata Mammalia Carnivora Canidae Urocyon Urocyon_cinereoargenteus 1955.5492 0.185863895982419 0 0 0
NA NA NA NA NA Uropsilus Uropsilus_soricipes 759.185721428571 0.258977973410034 0 0 0
NA NA NA NA NA Urotrichus Urotrichus_talpoides 680.5528 0.18140753463881 0 0 0
Animalia Chordata Mammalia Carnivora Ursidae Ursus Ursus_americanus 4734.07686657 0.210848128679926 1 0 0
Animalia Chordata Mammalia Carnivora Ursidae Ursus Ursus_arctos 5976.26666657 0.201077037302218 1 0 0
Animalia Chordata Mammalia Carnivora Ursidae Ursus Ursus_maritimus 5475 0.204431740109155 0 0 0
Animalia Chordata Mammalia Carnivora Ursidae Ursus Ursus_thibetanus 3650 0.204899529117688 0 0 0
NA NA NA NA NA Vampyrum Vampyrum_spectrum 2064.27635 0.12592816880101 0 0 0
NA NA NA NA NA Vespertilio Vespertilio_sinensis 1599.6536 0.215920111705546 0 0 0
Animalia Chordata Mammalia Artiodactyla Camelidae Vicugna Vicugna_vicugna 3674.846866657 0.216430871627802 0 0 0
Animalia Chordata Mammalia Carnivora Viverridae Viverricula Viverricula_indica 1658.835 0.236314615705205 0 0 0
Animalia Chordata Mammalia Diprotodontia Vombatidae Vombatus Vombatus_ursinus 3542.014 0.166932937484172 0 0 1
Animalia Chordata Mammalia Carnivora Canidae Vulpes Vulpes_corsac 2173.37545 0.215911185813859 0 0 0
NA NA NA NA NA Vulpes Vulpes_ferrilata 1427.3028 0.206665151657655 0 0 0
Animalia Chordata Mammalia Carnivora Canidae Vulpes Vulpes_vulpes 2105.3972 0.222092121278601 0 0 0
Animalia Chordata Mammalia Carnivora Canidae Vulpes Vulpes_zerda 1878.788155446 0.208784660473249 0 0 0
NA NA NA NA NA Wiedomys Wiedomys_cerradensis 589.388299099621 0.242741624317959 0 0 0
Animalia Chordata Mammalia Carnivora Otariidae Zalophus Zalophus_californianus 5306.69155 0.156988454304812 0 0 0
Animalia Chordata Mammalia Cetacea Hyperoodontidae Ziphius Ziphius_cavirostris 6460.5 0.211723737877618 0 0 0
