"Species" "A_T" "A_G" "A_C" "T_A" "T_G" "T_C" "G_A" "G_T" "G_C" "C_A" "C_T" "C_G" "Temperature" "Tm" "AGdivTC"
"Typhlichthys_subterraneus" 0.0104584999917558 0.059264833286616 0.0113300416577354 0.0335401233186625 0.00774002845815288 0.273481005521402 0.478452925071276 0.0262165986340425 0.0262165986340425 0.0169674410709063 0.0556532067125727 0.000678697642836252 13 NA 4.61455791495769
"Terapon_jarbua" 0.00805598854959521 0.0483359312975712 0.00805598854959521 0.0299960300923205 0 0.224970225692404 0.422640693660336 0 0.140880231220112 0.0206585136949527 0.0688617123165091 0.0275446849266036 22 NA 4.6543062200957
"Pampus_argenteus" 0.00656794041345579 0.0149175984992145 0.00468452369749237 0.0111550855854421 0.00106773336812212 0.0752778074721365 0.621193021186356 0.14673101215341 0.0609531178373063 0.0187124055935729 0.0330208370749115 0.00571891711857948 24.5 NA 5.04624169071854
"Cottus_pollux" 0 0.0568284882300892 0 0.0321696298818419 0.010723209960614 0.289526668936577 0.341969867650205 0 0.157832246607787 0.0723586230866645 0.0192956328231105 0.0192956328231105 NA 2 5.09474522292994
"Elopichthys_bambusa" 0.0213386586423045 0.0213386586423045 0.00948384828546866 0.0291232054998528 0.00728080137496319 0.109212020624448 0.531749562488691 0.0295416423604828 0.0590832847209656 0.0545544952081558 0.115170600994996 0.012123221157368 NA 6.8 5.11803588290841
"Procypris_rabaudi" 0.0237165531357683 0.0355748297036525 0 0.0607890544474754 0 0.182367163342426 0.401555125378752 0 0.200777562689376 0 0.063479807535033 0.0317399037675165 NA 4 5.12629757785467
"Mugil_cephalus" 0.0142026930251793 0.0431527995122941 0.00629319148847142 0.0124083244571265 0.00332714369692028 0.223167080039025 0.5384149061376 0.0139336776194606 0.024325358789964 0.0134966099749362 0.105076114892731 0.00220210036629131 19 4 5.17155509170258
"Squaliobarbus_curriculus" 0.00697987497251198 0.0419961600743473 0.011025344011162 0.0137652434585704 0.0021774071430714 0.217834994624408 0.613988902803444 0.00623001099725814 0.0162010975449303 0.0133761168144131 0.0538926420368482 0.00253220551903459 22.4 2 5.18702172386159
"Dicentrarchus_punctatus" 0 0.0357271086562545 0.0178635543281272 0 0 0.190409249542992 0.305580801698176 0.152790400849088 0.101860267232725 0.0533914411889007 0.0889857353148345 0.0533914411889007 20.5 NA 5.32954545454543
"Proterorhinus_marmoratus" 0.0246130740036047 0.0196904592028838 0.0196904592028838 0.0440967674798023 0 0.105832241951526 0.612581233254072 0.072068380382832 0 0.035797900419669 0.059663167366115 0.0059663167366115 NA 1 5.37479806138935
"Huso_dauricus" 0 0.0173985733460195 0 0.0664477428853299 0 0.0996716143279949 0.73483386249659 0 0 0 0.0714421810760573 0.0102060258680082 16 NA 5.72872340425533
"Dicentrarchus_labrax" 0.0659829120049007 0.0219943040016336 0.109971520008168 0.0582903229205855 0.0194301076401952 0.126295699661269 0.279918905551973 0.10178869292799 0.0763415196959926 0.0576413005359443 0.0576413005359443 0.0247034145154047 19 3 5.74220032840723
"Tinca_tinca" 0 0.020165461268861 0.014010861692365 0 0.019363325709673 0.116179954258038 0.504021574199973 0.0761601760631606 0.140680488829461 0.0182363596630782 0.0729454386523129 0.0182363596630782 NA 2 5.76133383258831
"Acipenser_schrenckii" 0.00332706197622754 0.0296765077461494 0.0085556725908869 0.0272319562250728 0 0.171882918135201 0.650036848952107 0.00943233164238884 0.0114818806790216 0.0236106187829092 0.058438967436315 0.00632523583372086 NA 11 5.79188493489445
"Sarda_sarda" 0 0.0216210513898375 0.0324315770847563 0 0 0.129333198313755 0.710345999060293 0 0 0.0132835217689198 0.0664176088445989 0.0265670435378396 14.3 1 5.98181818181817
"Scomberomorus_commerson" 0.0135266427018975 0.0495976899069573 0.0541065708075898 0.0514919534805958 0.0102983906961192 0.308951720883575 0.370303835668966 0.0370303835668966 0.0370303835668966 0.0263131667246414 0.0413492619958651 0 27 2.4 6.22915545992469
"Oreochromis_niloticus" 0.00977265257720019 0.0319349655920685 0.0193100201418567 0.0277140481283499 0.00592033782291353 0.199886371564185 0.522308600311264 0.021222530246783 0.0470064162777885 0.0237228173082986 0.0891665550869998 0.00203468494229182 27.6 1 6.25916978015563
"Carassius_carassius" 0.00597214999471069 0.0227296472161189 0.00873550183476353 0.039134299556853 0 0.143948174002868 0.638130879633388 0.0219875668354233 0 0.0179699244495746 0.0949810657023443 0.00641079077395591 NA 2 6.33305799400116
"Lateolabrax_japonicus" 0 0.0342617685416326 0 0.0430248747263194 0.0172099498905277 0.223729348576861 0.441156461982542 0.0315111758558959 0.157555879279479 0.0206202164586968 0.0206202164586968 0.0103101082293484 18 NA 6.53
"Prionace_glauca" 0.00447759293603709 0.0268494262983881 0.00895518587207418 0 0 0.175688486072022 0.625894882842806 0 0 0.0237028773826812 0.127049637181771 0.00738191141422071 12 6 6.54347262841029
"Plectropomus_leopardus" 0.0584326839333694 0.0216770667907379 0.0279594003191425 0.0385348440658315 0.00471366015839433 0.143381600654891 0.326098959964405 0.0462459635552835 0.172487175772496 0.0711045561452479 0.0829888823888487 0.00637520625135149 25.8 NA 6.61443737010372
"Rhinogobius_giurinus" 0.00581002995030376 0.0235367961412134 0.0251621282431186 0.0607492246492572 0.0063502354374487 0.160596006160374 0.439382102436087 0.0284898768027185 0.18518419921767 0.0226381055504757 0.0360362559728979 0.00606503943843463 NA 0.39 6.82318889949372
"Scomberomorus_munroi" 0.0415628881909112 0.0286837315897764 0.0579968468577521 0.0656606445959016 0.00904420813803473 0.196415462657941 0.316012061955654 0.085385813910814 0.0408095597285794 0.0423376608557935 0.108969376493626 0.00712174502521561 26.5 NA 6.84762587612375
"Lutjanus_vitta" 0.0101792397616433 0.0101792397616433 0.0101792397616433 0.0730249808987457 0.0146049961797491 0.0730249808987457 0.472380345188761 0 0.188952138075504 0.0368687098683911 0.0983165596490429 0.0122895699561304 26.35 1 7.17391304347829
"Pethia_ticto" 0 0.0242140519346787 0 0.144091679199349 0.0160101865777055 0.17611205235476 0.459721071731258 0 0 0 0.179850958202248 0 26 NA 7.2731343283582
"Acanthopagrus_berda" 0 0.0122153938158805 0.00305384845397012 0.0476989172736935 0.00867253041339881 0.0910615693406875 0.633015155678908 0.0243467367568811 0.0973869470275243 0.0122294668502306 0.0672620676762682 0.00305736671255765 26 NA 7.45465686274509
"Neogobius_fluviatilis" 0.0108811560522747 0.0217623121045494 0.0544057802613736 0.0940043886009114 0 0.169207899481641 0.369598910799813 0.0923997276999532 0.0461998638499766 0.0435507572767717 0.0979892038727363 0 NA 2 7.77527216174187
"Cyprinus_carpio" 0.00516194914001954 0.0222995912323511 0.0126395621514655 0.0472746574482534 0.00235792786855759 0.184591842737485 0.580493481423233 0.0141691949438261 0.0272800394009025 0.0376889681877694 0.0588769665782599 0.00716581888787705 16.5 2 8.2778128448242
"Scomber_australasicus" 0 0.0232292013201789 0.0117901834004917 0 0 0.195591324142714 0.640099692505766 0 0 0.0525344169128666 0.0767551817179831 0 27.5 NA 8.42006237953633
"Mugil_curema" 0 0.034351686345792 0.017175843172896 0.00867851147660041 0.00867851147660041 0.295069390204414 0.504499884139733 0 0.0388076833953641 0.00662417784204283 0.0828022230255353 0.00331208892102141 23.75 2.75 8.58966244725739
"Lepomis_macrochirus" 0.0475275602927203 0.0154125128703601 0.0118818900731801 0.074206599713541 0 0.148413199427082 0.621026787824878 0 0.0443590562732056 0.00929309838125816 0.0278792951437745 0 11.25 NA 9.62939662567915
"Takifugu_rubripes" 0.00417639044433255 0.0145758072925426 0.00622448189730282 0.0203154319949273 0.0047185633114715 0.147053630587536 0.691115765542637 0.038100828914835 0.0240198988557499 0.00884604570179533 0.0386175974322669 0.00223555802460313 15 NA 10.0888841102319
"Pollachius_virens" 0 0.0162553433696837 0 0.0484337232599264 0.0161445744199755 0.193734893039705 0.505432809841365 0 0 0.0169229735437957 0.186152708981753 0.0169229735437957 6.5 4.75 11.9182282793867
"Labeo_rohita" 0.0124630900903295 0.0190796486085274 0.0124270636012287 0.105655943560145 0.00598169793129326 0.248010088596653 0.414514865353676 0.0110033613862812 0.0372922958922965 0.0361499367680863 0.089535477737455 0.00788653047402815 NA 2.82 12.9986717095937
"Ctenopharyngodon_idella" 0.0052224168700037 0.0140317838980064 0.00428726868053816 0.045985342822344 0.00503930104749114 0.184675792614592 0.552090827647019 0.00443393893228548 0.0355509095206123 0.0384650136050918 0.101514220253443 0.00870318410857262 NA 5.8 13.1612483456811
"Lethrinus_olivaceus" 0.013362539766181 0.013362539766181 0 0.0104088299157446 0.0208176598314892 0.176950108567658 0.397236590714486 0 0.273100156116209 0 0.094761575322051 0 25.3 6 13.242251223491
"Pellonula_leonensis" 0.00650194425875554 0.0130038885175111 0.00650194425875554 0 0.0273543335383147 0.191480334768203 0.611852078114363 0 0.0679835642349292 0.009415239038646 0.065906673270522 0 29 NA 14.7248520710059
"Polyodon_spathula" 0 0.0141319860441776 0 0 0 0.210945742903334 0.687970775150645 0 0 0.0347805983607373 0.052170897541106 0 20 7.5 14.9268292682927
"Hypomesus_olidus" 0.0298410057163036 0.0149205028581518 0 0.0463724776698585 0.0173896791261969 0.231862388349293 0.436508311800074 0.0281618265677467 0.183051872690353 0 0.00792795681468181 0.0039639784073409 16 NA 15.5398508048685
"Scomberomorus_semifasciatus" 0.00129900875159708 0.014777572028057 0.0160765807796541 0.0837849502268947 0 0.230652550685159 0.345287392573891 0.107070788050094 0.0175109068051522 0.0700522254074016 0.10418153868554 0.00930648600655956 26.5 NA 15.6082846523933
"Trisopterus_minutus" 0.0393452222136007 0.00655753703560012 0.0196726111068004 0.0152456357150625 0.00762281785753127 0.1219650857205 0.375710940430103 0.107345982980029 0.134182478725037 0.0287252813692894 0.143626406846447 0 14 2 18.5992217898832
"Heteropneustes_fossilis" 0.00516642818719509 0.00826628509951214 0.0144659989241462 0.0505751429568124 0.00842919049280207 0.185442190841646 0.522857727921164 0.0275188277853244 0.0825564833559733 0.0484133258225505 0.0420985441935222 0.00420985441935222 23 NA 22.4335585585586
"Trachurus_declivis" 0.040723944968471 0.0040723944968471 0.171040568867578 0.0744295079317373 0 0.16915797257213 0.212011325623737 0.106005662811868 0.212011325623737 0 0.0105472971038944 0 12 NA 41.5377176015473
"Saurogobio_dabryi" 0.0132038172476663 0.00344045226814899 0.00165047715595829 0.0392159184957525 0 0.177865154377036 0.401482432509503 0.0425992138319014 0.122348258671704 0.127952006371208 0.0628932017261827 0.00734906734493851 NA 3 51.6981898059379
"Abramis_brama" 0.0146981849227791 0.0734909246138956 0 0.0447642562396391 0 0 0.622379833390309 0 0 0.133121055669863 0.111545745163515 0 7.3 5.25 NA
"Clarias_gariepinus" 0.0121717324155 0 0.0121717324155 0 0 0.0447456067846001 0.293643044523938 0.293643044523938 0.293643044523938 0.0166605982708617 0.0333211965417235 0 22 2 NA
"Galaxiella_nigrostriata" 0 0.0590950400611105 0.0118190080122221 0 0.0362816059910074 0 0.691983856199455 0.125815246581719 0 0.0750052431544864 0 0 16.5 NA NA
"Nannoperca_vittata" 0.0232669936471096 0 0 0 0 0.0270869478279783 0.567132970148296 0.0567132970148296 0.113426594029659 0.0193066543029207 0.193066543029207 0 11.5 1 NA
"Tor_khudree" 0 0 0 0 0 0.241216634124453 0.694167869313703 0 0 0.0323077482809222 0.0323077482809222 0 24 NA NA
