"","species_name","ability_to_dive","GhAhSkew","fAn","fGn"
"Acanthisitta_chloris","Acanthisitta_chloris","Non-diving","0.52877782840357","0.128264755500151","0.41572208171675"
"Acanthorhynchus_tenuirostris","Acanthorhynchus_tenuirostris","Non-diving","0.434836602294101","0.154052126600878","0.388431595983286"
"Accipiter_gentilis","Accipiter_gentilis","Non-diving","0.524645387858872","0.122143837259183","0.388405577499037"
"Accipiter_nisus","Accipiter_nisus","Non-diving","0.431311464490703","0.14559531702954","0.360971472863488"
"Accipiter_trivirgatus","Accipiter_trivirgatus","Non-diving","0.489543878424423","0.138766043571655","0.401455910186278"
"Accipiter_virgatus","Accipiter_virgatus","Non-diving","0.597351499888493","0.102518616073401","0.410364847186137"
"Aceros_waldeni","Aceros_waldeni","Non-diving","0.594925443987107","0.104747082425633","0.409772333403031"
"Acridotheres_cristatellus","Acridotheres_cristatellus","Non-diving","0.657272218064666","0.0826130984682742","0.400567183055348"
"Acridotheres_tristis","Acridotheres_tristis","Non-diving","0.640157112190407","0.0884028381918262","0.402591457561995"
"Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Non-diving","0.661235333948303","0.0787806199447127","0.384088827732441"
"Acryllium_vulturinum","Acryllium_vulturinum","Non-diving","0.520076724465526","0.12643340609113","0.397092795505202"
"Aegithalos_fuliginosus","Aegithalos_fuliginosus","Non-diving","0.415851954102812","0.15320560532552","0.375508508397806"
"Aegotheles_bennettii","Aegotheles_bennettii","Non-diving","0.39370825254329","0.151724026872759","0.350087469377988"
"Aegotheles_cristatus","Aegotheles_cristatus","Non-diving","0.408340401923011","0.151184552754425","0.359332244919903"
"Aethia_cristatella","Aethia_cristatella","Charadriiformes","0.391137330176681","0.150303843942795","0.338365351065145"
"Aethopyga_gouldiae","Aethopyga_gouldiae","Non-diving","0.547267581714157","0.10280875937876","0.346827628670166"
"Agapornis_lilianae","Agapornis_lilianae","Non-diving","0.67555382174425","0.088678691549692","0.460438295642164"
"Agapornis_nigrigenis","Agapornis_nigrigenis","Non-diving","0.673376837467012","0.0893492479382881","0.460295868564827"
"Agapornis_roseicollis","Agapornis_roseicollis","Non-diving","0.668822865661875","0.0930754430039083","0.468166441060716"
"Agelaioides_badius","Agelaioides_badius","Non-diving","0.467913555579975","0.141116084636511","0.374923547082091"
"Agelaius_phoeniceus","Agelaius_phoeniceus","Non-diving","0.448669014778645","0.14426808822484","0.373903057003115"
"Agelasticus_cyanopus","Agelasticus_cyanopus","Non-diving","0.520853096189947","0.123064140287021","0.384253000261475"
"Agelasticus_thilius","Agelasticus_thilius","Non-diving","0.47662415036211","0.133253975454149","0.372324205997417"
"Agelasticus_xanthophthalmus","Agelasticus_xanthophthalmus","Non-diving","0.517765924208748","0.123703929001365","0.38338862980362"
"Aix_galericulata","Aix_galericulata","Anseriformes","0.657858811321434","0.0847087740826603","0.408832501347721"
"Alauda_arvensis","Alauda_arvensis","Non-diving","0.632391781176401","0.103195061450035","0.458505611563785"
"Alcedo_atthis","Alcedo_atthis","Coraciiformes","0.386509177117416","0.16451551551073","0.373583636575914"
"Aleadryas_rufinucha","Aleadryas_rufinucha","Non-diving","0.374818057202351","0.131086349403861","0.291145245121399"
"Alectoris_chukar","Alectoris_chukar","Non-diving","0.473880567507361","0.141241237111778","0.392364741876929"
"Amazilia_brevirostris","Amazilia_brevirostris","Non-diving","0.542600028262494","0.112779299967202","0.37691573752515"
"Amazilia_versicolor","Amazilia_versicolor","Non-diving","0.524170232305113","0.117315413170525","0.372830703104868"
"Amazona_aestiva","Amazona_aestiva","Non-diving","0.613822306753315","0.0934418952102668","0.386609384969301"
"Amazona_guildingii","Amazona_guildingii","Non-diving","0.556559769229904","0.108201164414978","0.377888707559583"
"Amazona_ochrocephala","Amazona_ochrocephala","Non-diving","0.611745401200038","0.0936335583189837","0.386856277849307"
"Amazona_ventralis","Amazona_ventralis","Non-diving","0.618843103470277","0.0934667730083383","0.394722599330202"
"Amblyramphus_holosericeus","Amblyramphus_holosericeus","Non-diving","0.47290510699775","0.138309719556101","0.380433373004987"
"Anas_acuta","Anas_acuta","Anseriformes","0.670237986060761","0.0799321818911991","0.405187807353063"
"Anas_crecca","Anas_crecca","Anseriformes","0.651796557509087","0.085371253709188","0.403951849344363"
"Anas_platyrhynchos","Anas_platyrhynchos","Anseriformes","0.658874800105275","0.0824580993014639","0.401067600316682"
"Anas_poecilorhyncha","Anas_poecilorhyncha","Anseriformes","0.65706939172975","0.0829655484866308","0.401377705808954"
"Anhinga_melanogaster","Anhinga_melanogaster","Suliformes","0.543706536890661","0.11050061114265","0.377795284296849"
"Anser_albifrons","Anser_albifrons","Anseriformes","0.650032921360047","0.0846154820735883","0.395620227948583"
"Anser_anser","Anser_anser","Anseriformes","0.629613161275672","0.0886721182622355","0.387540160673593"
"Anser_cygnoides","Anser_cygnoides","Anseriformes","0.634733987317807","0.0875229206801421","0.388540191440166"
"Anser_indicus","Anser_indicus","Anseriformes","0.633681148044137","0.0878360640990463","0.388865166000696"
"Anseranas_semipalmata","Anseranas_semipalmata","Anseriformes","0.465689087222316","0.131565498954185","0.359171009003528"
"Anthoscopus_minutus","Anthoscopus_minutus","Non-diving","0.701860184166492","0.087024998933278","0.491733910788409"
"Anthracoceros_coronatus","Anthracoceros_coronatus","Non-diving","0.617323059280667","0.105590076450318","0.437612974672439"
"Anthus_novaeseelandiae","Anthus_novaeseelandiae","Non-diving","0.556832084646484","0.120485757711231","0.418349361320484"
"Aphelocoma_coerulescens","Aphelocoma_coerulescens","Non-diving","0.33654977576513","0.163372374978386","0.323378515556647"
"Aptenodytes_forsteri","Aptenodytes_forsteri","Sphenisciformes","0.634291309276693","0.0946153211268689","0.427919002643836"
"Aptenodytes_patagonicus","Aptenodytes_patagonicus","Sphenisciformes","0.619201040668782","0.0977425851656966","0.416879787582231"
"Apteryx_haastii","Apteryx_haastii","Non-diving","0.317573534458785","0.174956491754976","0.335266347262665"
"Apus_apus","Apus_apus","Non-diving","0.432603150107403","0.14751966658874","0.37252041854016"
"Aquila_chrysaetos","Aquila_chrysaetos","Non-diving","0.559226934641583","0.11678139567361","0.413826612365116"
"Aquila_heliaca","Aquila_heliaca","Non-diving","0.547361546114317","0.12017453031721","0.413387721163641"
"Aquila_nipalensis","Aquila_nipalensis","Non-diving","0.52999148355983","0.125015158417045","0.403045575265262"
"Ara_ararauna","Ara_ararauna","Non-diving","0.500707634947808","0.126856957635922","0.386911272910319"
"Ara_chloropterus","Ara_chloropterus","Non-diving","0.491430914562371","0.129321178586763","0.380642690427021"
"Ara_glaucogularis","Ara_glaucogularis","Non-diving","0.46764171301375","0.137395659988779","0.379982190286068"
"Ara_macao","Ara_macao","Non-diving","0.481734726436978","0.130793253456431","0.375436852506168"
"Ara_militaris","Ara_militaris","Non-diving","0.518726295563737","0.122331508336537","0.385725892412354"
"Aratinga_solstitialis","Aratinga_solstitialis","Non-diving","0.461586357036783","0.138510675245474","0.376843769198268"
"Archilochus_colubris","Archilochus_colubris","Non-diving","0.43482746294635","0.13753009609784","0.352143294195456"
"Ardeotis_kori","Ardeotis_kori","Non-diving","0.430277103935393","0.151150465065602","0.380940543402428"
"Arenaria_interpres","Arenaria_interpres","Non-diving","0.371495274842313","0.168663313493711","0.354440688977197"
"Arremon_aurantiirostris","Arremon_aurantiirostris","Non-diving","0.521017482633014","0.127826425991831","0.403341951340849"
"Artamus_cinereus","Artamus_cinereus","Non-diving","0.40334113693972","0.140285273317547","0.330382103514568"
"Asio_flammeus","Asio_flammeus","Non-diving","0.424099244562268","0.15368291378589","0.379289418572095"
"Asio_otus","Asio_otus","Non-diving","0.580742343407681","0.109706130918578","0.412433588606126"
"Atlantisia_rogersi","Atlantisia_rogersi","Non-diving","0.350512382130772","0.139204899015714","0.288747749279529"
"Atrichornis_clamosus","Atrichornis_clamosus","Non-diving","0.300667310168694","0.171280442101144","0.312579869250852"
"Aythya_americana","Aythya_americana","Anseriformes","0.633400332609192","0.0883992660287301","0.395169032104253"
"Aythya_baeri","Aythya_baeri","Anseriformes","0.633335203318345","0.0886371863521638","0.394850475569502"
"Aythya_ferina","Aythya_ferina","Anseriformes","0.63990744582136","0.0877618015359057","0.399893409209521"
"Aythya_fuligula","Aythya_fuligula","Anseriformes","0.645312047725","0.0872895764855171","0.404297611197273"
"Balearica_pavonina","Balearica_pavonina","Non-diving","0.521487075919677","0.119663009608602","0.376436426819422"
"Balearica_regulorum","Balearica_regulorum","Non-diving","0.488642663316037","0.126118682390284","0.364898932288376"
"Bombycilla_garrulus","Bombycilla_garrulus","Non-diving","0.257303583115566","0.177290943303986","0.296637778191251"
"Brachypteracias_leptosomus","Brachypteracias_leptosomus","Non-diving","0.578472460127715","0.117196971569546","0.434877711196988"
"Branta_canadensis","Branta_canadensis","Anseriformes","0.544517887459751","0.10605253693963","0.360352377319068"
"Brotogeris_cyanoptera","Brotogeris_cyanoptera","Non-diving","0.57886376563913","0.107655024161224","0.404564757319217"
"Bubo_bubo","Bubo_bubo","Non-diving","0.650086901107713","0.0933363223231256","0.441392972023812"
"Bubulcus_ibis","Bubulcus_ibis","Non-diving","0.470972941528926","0.138075329025824","0.39026454183529"
"Bucco_capensis","Bucco_capensis","Non-diving","0.674934970806888","0.0959391300725874","0.494164111632432"
"Buceros_bicornis","Buceros_bicornis","Non-diving","0.503631969403894","0.135720520904101","0.40873700962443"
"Buphagus_erythrorhynchus","Buphagus_erythrorhynchus","Non-diving","0.548825025919216","0.123444188374891","0.426420273272547"
"Burhinus_bistriatus","Burhinus_bistriatus","Non-diving","0.481586657436539","0.129937049166432","0.371940165231613"
"Buteo_buteo","Buteo_buteo","Non-diving","0.489718013081145","0.136300199693031","0.396987178700588"
"Bycanistes_brevis","Bycanistes_brevis","Non-diving","0.642126381771272","0.0949236042122388","0.432547565174"
"Cacatua_moluccensis","Cacatua_moluccensis","Non-diving","0.438824490326587","0.146448605749347","0.371225562768329"
"Cacatua_pastinator","Cacatua_pastinator","Non-diving","0.434270483951471","0.147280833533195","0.373915781757405"
"Cairina_moschata","Cairina_moschata","Anseriformes","0.680739353660447","0.0774068191357725","0.408321044255451"
"Calandrella_cinerea","Calandrella_cinerea","Non-diving","0.700232878745622","0.0798293889142316","0.452014124569239"
"Calcarius_ornatus","Calcarius_ornatus","Non-diving","0.516303603698215","0.11864711515812","0.363522844850505"
"Callaeas_cinereus","Callaeas_cinereus","Non-diving","0.535295192460067","0.107661816614059","0.358913230263882"
"Calliphlox_amethystina","Calliphlox_amethystina","Non-diving","0.460220713946752","0.132529276307149","0.354825621699166"
"Caloenas_nicobarica","Caloenas_nicobarica","Non-diving","0.421416069674283","0.152092714555146","0.367485129972373"
"Calyptorhynchus_lathami","Calyptorhynchus_lathami","Non-diving","0.357738917587589","0.158700300667549","0.334913984631168"
"Campephilus_guatemalensis","Campephilus_guatemalensis","Non-diving","0.573596913477913","0.132027309481943","0.481268044304003"
"Campephilus_imperialis","Campephilus_imperialis","Non-diving","0.607614910798266","0.118610771761539","0.495360216368198"
"Campylorhamphus_procurvoides","Campylorhamphus_procurvoides","Non-diving","0.266237848570644","0.192547156835767","0.319912655982376"
"Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Non-diving","0.745571134762693","0.0688436531798369","0.47092745077693"
"Campylorhynchus_zonatus","Campylorhynchus_zonatus","Non-diving","0.673406471591137","0.0903619835812409","0.45434441377173"
"Caracara_cheriway","Caracara_cheriway","Non-diving","0.62033676059495","0.104721555626998","0.436685155624426"
"Caracara_plancus","Caracara_plancus","Non-diving","0.636632051006183","0.0994001194349965","0.443956507857347"
"Cardinalis_cardinalis","Cardinalis_cardinalis","Non-diving","0.249159537573733","0.20351652806593","0.332480826761185"
"Carpodacus_erythrinus","Carpodacus_erythrinus","Non-diving","0.452397686847955","0.137548955125021","0.363886075184376"
"Carpodacus_pulcherrimus","Carpodacus_pulcherrimus","Non-diving","0.437058623462413","0.135998816754688","0.345548957502074"
"Carpodacus_roseus","Carpodacus_roseus","Non-diving","0.449202219633001","0.139667180735957","0.36123978301206"
"Carpodacus_rubicilloides","Carpodacus_rubicilloides","Non-diving","0.411235472326976","0.144236372174395","0.342308289100489"
"Casuarius_casuarius","Casuarius_casuarius","Non-diving","0.313684432255997","0.173273596332858","0.329768157640059"
"Cathartes_aura","Cathartes_aura","Non-diving","0.517110580372309","0.126794103095222","0.396130040351828"
"Catharus_fuscescens","Catharus_fuscescens","Non-diving","0.57206211799954","0.11442227945769","0.421312120156633"
"Centropus_bengalensis","Centropus_bengalensis","Non-diving","0.214195351845851","0.18004248594107","0.279449436388255"
"Centropus_unirufus","Centropus_unirufus","Non-diving","0.294398587400369","0.166511450483101","0.299118684849138"
"Cephalopterus_ornatus","Cephalopterus_ornatus","Non-diving","0.367709705883819","0.18685595239917","0.397900521365083"
"Certhia_brachydactyla","Certhia_brachydactyla","Non-diving","0.387161267797431","0.18223730414467","0.404016913348675"
"Certhia_himalayana","Certhia_himalayana","Non-diving","0.397736599821596","0.173395166561121","0.396580192119895"
"Ceryle_rudis","Ceryle_rudis","Coraciiformes","0.512274288693389","0.118673748980653","0.36963579278587"
"Ceuthmochares_aereus","Ceuthmochares_aereus","Non-diving","0.333486497162968","0.149614048461168","0.300338341681184"
"Chaetops_frenatus","Chaetops_frenatus","Non-diving","0.651263948195565","0.0976897185880333","0.458674569835574"
"Chaetorhynchus_papuensis","Chaetorhynchus_papuensis","Non-diving","0.312229267648376","0.148369111948708","0.281075168830456"
"Chaetura_pelagica","Chaetura_pelagica","Non-diving","0.61682573401603","0.0957392860509686","0.416768613773926"
"Chauna_torquata","Chauna_torquata","Anseriformes","0.449958491332464","0.135149758156768","0.35252919803266"
"Chloroceryle_aenea","Chloroceryle_aenea","Coraciiformes","0.536267160845467","0.111656751321781","0.376417000938964"
"Chlorophanes_spiza","Chlorophanes_spiza","Non-diving","0.579692168975482","0.112475807418266","0.424028843413876"
"Chloropsis_cyanopogon","Chloropsis_cyanopogon","Non-diving","0.385169702159779","0.146327345723361","0.322056380700851"
"Chloropsis_hardwickii","Chloropsis_hardwickii","Non-diving","0.456033881299281","0.123027897033956","0.323228034159209"
"Chrysolampis_mosquitus","Chrysolampis_mosquitus","Non-diving","0.512754740382854","0.117012422910674","0.365133063528073"
"Chrysolophus_amherstiae","Chrysolophus_amherstiae","Non-diving","0.360395655712469","0.171036237948444","0.360610515366158"
"Chrysolophus_pictus","Chrysolophus_pictus","Non-diving","0.356886162586151","0.170259694139269","0.35765356083649"
"Chrysomus_icterocephalus","Chrysomus_icterocephalus","Non-diving","0.539279071226797","0.11702291571805","0.386639234065159"
"Chrysomus_ruficapillus","Chrysomus_ruficapillus","Non-diving","0.511044233254892","0.124618780205603","0.378909815457652"
"Cinclosoma_castanotum","Cinclosoma_castanotum","Non-diving","0.356377157174748","0.132522849281903","0.275505002015467"
"Cinclosoma_punctatum","Cinclosoma_punctatum","Non-diving","0.354589366453719","0.137880125855033","0.283734986832571"
"Cinclus_mexicanus","Cinclus_mexicanus","Passeriformes","0.528096263620733","0.109252099517868","0.347425268668232"
"Circaetus_pectoralis","Circaetus_pectoralis","Non-diving","0.562779539856478","0.115221747147903","0.418588994653925"
"Circus_melanoleucos","Circus_melanoleucos","Non-diving","0.571763010557198","0.110254626872664","0.397094901016581"
"Climacteris_rufus","Climacteris_rufus","Non-diving","0.547370178600594","0.128853402167382","0.44524818093534"
"Cnemophilus_loriae","Cnemophilus_loriae","Non-diving","0.449166813996374","0.127944996265351","0.338011403000237"
"Cnemotriccus_fuscatus","Cnemotriccus_fuscatus","Non-diving","0.0956832732833168","0.257740258766547","0.307509403132864"
"Coccothraustes_coccothraustes","Coccothraustes_coccothraustes","Non-diving","0.420291178498004","0.140122104191104","0.340896674603193"
"Colinus_virginianus","Colinus_virginianus","Non-diving","0.459794715740642","0.144049511300868","0.38849065714042"
"Colius_striatus","Colius_striatus","Non-diving","0.380608311285716","0.151893324841964","0.337487388376799"
"Columba_hodgsonii","Columba_hodgsonii","Non-diving","0.428987177753219","0.149626815161566","0.373123919592032"
"Columba_livia","Columba_livia","Non-diving","0.482108914288379","0.138886534638422","0.400138054108412"
"Columba_rupestris","Columba_rupestris","Non-diving","0.517153298751795","0.129670624986456","0.408867590927791"
"Copsychus_saularis","Copsychus_saularis","Non-diving","0.524160528033886","0.129611882184859","0.408574306217084"
"Coracopsis_vasa","Coracopsis_vasa","Non-diving","0.507725543924619","0.120396668742242","0.367262303485917"
"Corvus_brachyrhynchos","Corvus_brachyrhynchos","Non-diving","0.29885892006886","0.163472331852239","0.307380038378833"
"Corvus_corax","Corvus_corax","Non-diving","0.26196528078765","0.167532671831535","0.290559869945187"
"Corvus_coronoides","Corvus_coronoides","Non-diving","0.291772563556077","0.163071049125734","0.29735096600098"
"Corvus_cryptoleucus","Corvus_cryptoleucus","Non-diving","0.246241117046872","0.171627985386778","0.288236255393395"
"Corvus_dauuricus","Corvus_dauuricus","Non-diving","0.310055859444792","0.164014002842059","0.314505731129149"
"Corvus_frugilegus","Corvus_frugilegus","Non-diving","0.282627780698847","0.166832391861495","0.297793627960005"
"Corvus_hawaiiensis","Corvus_hawaiiensis","Non-diving","0.317828962251309","0.152668194111913","0.302834801433431"
"Corvus_macrorhynchos","Corvus_macrorhynchos","Non-diving","0.259312935804777","0.176102192439388","0.300883293699954"
"Corvus_moneduloides","Corvus_moneduloides","Non-diving","0.34223559200456","0.153607974207586","0.32161944225888"
"Corvus_splendens","Corvus_splendens","Non-diving","0.322091742711464","0.158170679266545","0.314636242747581"
"Corythaixoides_concolor","Corythaixoides_concolor","Non-diving","0.555872391438924","0.108232891368794","0.3819682752461"
"Cossypha_semirufa","Cossypha_semirufa","Non-diving","0.354814782375647","0.162229088022391","0.336939998538696"
"Coturnicops_exquisitus","Coturnicops_exquisitus","Non-diving","0.469381585173841","0.109408719987967","0.296838623033887"
"Coturnix_chinensis","Coturnix_chinensis","Non-diving","0.410773204839654","0.149542325291231","0.35612664183497"
"Coturnix_japonica","Coturnix_japonica","Non-diving","0.479511480983763","0.129392802204506","0.367165766444082"
"Crax_daubentoni","Crax_daubentoni","Non-diving","0.52072345595144","0.125896319697426","0.387262096640346"
"Crax_rubra","Crax_rubra","Non-diving","0.499289385852168","0.130720854605197","0.386493593300897"
"Crossoptilon_auritum","Crossoptilon_auritum","Non-diving","0.460962815606992","0.147182919873047","0.394229907566547"
"Crossoptilon_crossoptilon","Crossoptilon_crossoptilon","Non-diving","0.43669597912202","0.153811332609154","0.386418554167507"
"Crossoptilon_harmani","Crossoptilon_harmani","Non-diving","0.435855267398572","0.154136476691861","0.386363869928873"
"Crossoptilon_mantchuricum","Crossoptilon_mantchuricum","Non-diving","0.455475699674915","0.148245539993627","0.391844536123215"
"Crotophaga_sulcirostris","Crotophaga_sulcirostris","Non-diving","0.46383051455057","0.128282042397252","0.346541493524011"
"Crypturellus_cinnamomeus","Crypturellus_cinnamomeus","Non-diving","0.2822815688879","0.207662763073481","0.369849134848333"
"Crypturellus_soui","Crypturellus_soui","Non-diving","0.296738899183888","0.202255556761506","0.37590470312868"
"Crypturellus_undulatus","Crypturellus_undulatus","Non-diving","0.242711787092215","0.22617718290766","0.370196601761121"
"Cuculus_poliocephalus","Cuculus_poliocephalus","Non-diving","0.42923010493004","0.120713238659964","0.302458262980969"
"Culicicapa_ceylonensis","Culicicapa_ceylonensis","Non-diving","0.517006855018013","0.123451035823353","0.381014938333563"
"Curaeus_curaeus","Curaeus_curaeus","Non-diving","0.469563151683048","0.136550605704677","0.38073591486089"
"Cyanopica_cyanus","Cyanopica_cyanus","Non-diving","0.347531748033687","0.14876826591929","0.299977068987498"
"Cyanoptila_cyanomelana","Cyanoptila_cyanomelana","Non-diving","0.571025012673774","0.10918334359099","0.391633830356937"
"Cygnus_atratus","Cygnus_atratus","Anseriformes","0.630291057403039","0.0863186229815","0.381102174009769"
"Cygnus_columbianus","Cygnus_columbianus","Anseriformes","0.548993894950432","0.106759813611584","0.363656053980727"
"Cygnus_cygnus","Cygnus_cygnus","Anseriformes","0.542049979251062","0.109340646579615","0.365567004416292"
"Cygnus_olor","Cygnus_olor","Anseriformes","0.591285247862464","0.0968557187607854","0.376179862361951"
