"","species_name","med_c","med_a","realm"
"745","Urocissa caerulea",0.717483108108108,0.94469290399523,"Indo_Malay"
"746","Urocolius indicus",0.723036624050755,0.940893470790378,"Afrotropic"
"747","Urocynchramus pylzowi",0.773580557301488,0.919424019607843,"Palearctic"
"748","Vanellus cinereus",0.788124156545209,0.930686274509804,"Palearctic"
"749","Vanellus vanellus",0.752179846842065,0.931126482213439,"Palearctic"
"750","Vestiaria coccinea",0.752592912705272,0.937012987012987,"Oceania"
"751","Vidua chalybeata",0.789376289285281,0.930654761904762,"Afrotropic"
"752","Vidua macroura",0.817692307692308,0.939338235294118,"Afrotropic"
"753","Vireo altiloquus",0.780101923042776,0.96019801980198,"Neotropic"
"754","Vireo olivaceus",0.814584524490185,0.945247524752475,"Nearctic"
"755","Xanthopsar flavus",0.784518572825024,0.932074504442925,"Neotropic"
"756","Xenus cinereus",0.697541452258433,0.881393861892583,"Palearctic"
"757","Xiphorhynchus elegans",0.673055555555556,0.957504986167407,"Neotropic"
"758","Yuhina diademata",0.779232804232804,0.944259669869426,"Palearctic"
"759","Yuhina nigrimenta",0.774810039143449,0.928120516499283,"Indo_Malay"
"760","Zenaida auriculata",0.782418524871355,0.908117908527313,"Neotropic"
"761","Zenaida macroura",0.75998517282921,0.885224931889162,"Nearctic"
"762","Zonotrichia albicollis",0.833820346320346,0.952934662236988,"Nearctic"
"763","Zosterops abyssinicus",0.722938530734633,0.923011015911873,"Afrotropic"
"764","Zosterops erythropleurus",0.722255703831253,0.933652530779754,"Palearctic"
"765","Zosterops lateralis",0.733356094230113,0.949210706932052,"Australian"
"766","Zosterops poliogastrus",0.730631437527989,0.908561296859169,"Afrotropic"
