Species,Class,Taxonomy,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,Phenotype
Lanius_isabellinus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Laniidae_Lanius,858,344,97,555,0.462783171521036,0.18554476806904,0.052319309600863,0.299352750809061,,"FM"
Larus_brunnicephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,793,287,107,716,0.416710457172885,0.150814503415659,0.0562270099842354,0.37624802942722,,"AI"
Larus_crassirostris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,792,298,94,712,0.417721518987342,0.157172995780591,0.04957805907173,0.375527426160338,,"AI"
Larus_dominicanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,794,284,98,726,0.41745531019979,0.14931650893796,0.0515247108307045,0.381703470031546,,"AI"
Leiothrix_argentauris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Leiothrichidae_Leiothrix,813,283,106,722,0.422557172557173,0.147089397089397,0.0550935550935551,0.375259875259875,,"TROPIC"
Lewinia_muelleri,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Lewinia,852,291,55,660,0.458557588805167,0.156620021528525,0.0296017222820237,0.355220667384284,,"NF"
Lophophorus_lhuysii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Lophophorus,810,312,61,734,0.422535211267606,0.162754303599374,0.0318205529473135,0.382889932185707,,"HI"
Luscinia_cyanura,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Turdidae_Luscinia,786,234,77,812,0.4117338920901,0.122577265584075,0.0403352540597171,0.425353588266108,,"FM"
Lyrurus_tetrix,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Lyrurus,796,336,59,750,0.410097887686759,0.173106646058733,0.0303967027305513,0.386398763523957,,"WI"
Macroagelaius_imthurni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Macroagelaius,822,255,96,733,0.431269674711438,0.133788037775446,0.0503672612801679,0.384575026232949,,"TROPIC"
Malurus_melanocephalus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Maluridae_Malurus,748,297,96,812,0.38300051203277,0.152073732718894,0.0491551459293395,0.415770609318996,,"TROPIC"
Meleagris_gallopavo,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Meleagridinae_Meleagris,816,360,74,685,0.421705426356589,0.186046511627907,0.0382428940568475,0.354005167958656,,"TROPIC"
Menura_novaehollandiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Menuridae_Menura,761,315,108,732,0.397181628392484,0.164405010438413,0.0563674321503132,0.382045929018789,,"TROPIC"
Micrastur_gilvicollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Falconidae_Micrastur,797,276,67,806,0.409558067831449,0.141829393627955,0.0344295991778006,0.414182939362795,,"AI"
Mionectes_oleagineus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Tyrannidae_Mionectes,749,342,57,786,0.387280248190279,0.176835573940021,0.0294725956566701,0.40641158221303,,"TROPIC"
Molothrus_badius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Molothrus,796,265,103,775,0.410520887055183,0.136668385765859,0.0531201650335224,0.399690562145436,,"FM"
Montifringilla_adamsi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,804,249,131,762,0.413155190133607,0.127954779033916,0.0673175745118191,0.391572456320658,,"HI"
Montifringilla_nivalis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,797,253,160,756,0.405391658189217,0.128687690742625,0.081383519837233,0.384537131230926,,"HI"
Montifringilla_ruficollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,845,317,100,659,0.439875065070276,0.165018219677251,0.0520562207183758,0.343050494534097,,"HI"
Montifringilla_taczanowskii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,827,265,122,709,0.430057202288092,0.137805512220489,0.0634425377015081,0.368694747789912,,"HI"
Motacilla_alba,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Motacillidae_Motacilla,810,237,95,773,0.422976501305483,0.123759791122715,0.0496083550913838,0.403655352480418,,"FM"
Motacilla_cinerea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Motacillidae_Motacilla,801,219,110,790,0.4171875,0.1140625,0.0572916666666667,0.411458333333333,,"FM"
Myiopsitta_monachus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Myiopsitta,893,263,63,663,0.474495217853348,0.139744952178533,0.0334750265674814,0.352284803400638,,"TROPIC"
Neophema_chrysogaster,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Neophema,819,177,79,871,0.420863309352518,0.0909558067831449,0.0405960945529291,0.447584789311408,,"FM"
Nesopsar_nigerrimus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Nesopsar,797,241,92,817,0.40934771443246,0.123780174627632,0.0472521828454032,0.419619928094504,,"TROPIC"
Nestor_notabilis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Nestor,815,341,61,698,0.425587467362924,0.178067885117493,0.0318537859007833,0.364490861618799,,"TROPIC"
Netta_rufina,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Netta,774,204,176,817,0.392694063926941,0.103500761035008,0.0892947742262811,0.414510400811771,,"DI"
Netta_rufina,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Anseriformes_Anatidae_Netta,774,204,176,817,0.392694063926941,0.103500761035008,0.0892947742262811,0.414510400811771,,"FM"
Ninox_scutulata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Strigiformes_Strigidae_Ninox,821,195,75,835,0.426272066458982,0.101246105919003,0.0389408099688473,0.433541017653167,,"TROPIC"
Nisaetus_nipalensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Falconiformes_Accipitridae_Accipitrinae_Nisaetus,740,263,108,861,0.37525354969574,0.133367139959432,0.0547667342799189,0.436612576064909,,"TROPIC"
Oreotrochilus_melanogaster,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Oreotrochilus,801,219,83,823,0.41588785046729,0.113707165109034,0.0430944963655244,0.427310488058152,,"AI"
Oreotrochilus_melanogaster,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Oreotrochilus,801,219,83,823,0.41588785046729,0.113707165109034,0.0430944963655244,0.427310488058152,,"HI"
Otus_bakkamoena,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Strigiformes_Strigidae_Otus,829,344,70,687,0.429533678756477,0.178238341968912,0.0362694300518135,0.355958549222798,,"TROPIC"
Padda_oryzivora,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Padda,927,167,61,681,0.504901960784314,0.090958605664488,0.0332244008714597,0.370915032679739,,"TROPIC"
Paradoxornis_webbianus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Paradoxornis,776,327,117,739,0.396120469627361,0.166921898928025,0.0597243491577335,0.377233282286881,,"TROPIC"
Pavo_cristatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Pavo,823,330,70,708,0.426204039357846,0.170895908855515,0.0362506473329881,0.366649404453651,,"TROPIC"
Pavo_muticus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Pavo,826,315,67,726,0.427094105480869,0.16287487073423,0.0346432264736298,0.375387797311272,,"TROPIC"
Perdix_hodgsoniae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Perdix,765,296,83,842,0.385196374622357,0.149043303121853,0.0417925478348439,0.423967774420947,,"HI"
Periparus_ater,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Paridae_Periparus,724,171,95,975,0.368447837150127,0.0870229007633588,0.0483460559796438,0.49618320610687,,"WI"
Petroica_australis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Petroica,773,277,104,779,0.399896533885153,0.143300569063632,0.0538023797206415,0.403000517330574,,"TROPIC"
Petroica_macrocephala,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Petroicidae_Petroica,801,242,110,784,0.413526071244192,0.124935467217346,0.0567888487351575,0.404749612803304,,"TROPIC"
Phaethon_lepturus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Phaethontidae_Phaethon,746,180,143,926,0.373934837092732,0.0902255639097744,0.0716791979949875,0.464160401002506,,"AI"
Phaethon_rubricauda,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Phaethontidae_Phaethon,748,208,134,888,0.378159757330637,0.1051567239636,0.0677451971688574,0.448938321536906,,"AI"
Phaethornis_malaris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Trochiliformes_Trochilidae_Phaethornis,859,293,62,704,0.447862356621481,0.152763295099062,0.032325338894682,0.367049009384776,,"AI"
Philesturnus_carunculatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Callaeatidae_Creadion,802,262,161,739,0.408350305498982,0.133401221995927,0.0819755600814664,0.376272912423625,,"TROPIC"
Phodilus_badius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Strigiformes_Tytonidae_Phodilus,826,172,107,845,0.423589743589744,0.0882051282051282,0.0548717948717949,0.433333333333333,,"TROPIC"
Phoenicurus_auroreus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Phoenicurus,765,228,87,851,0.396167788710513,0.118073537027447,0.0450543759709995,0.440704298291041,,"FM"
Pica_pica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Pica,841,351,69,606,0.450455275843599,0.188002142474558,0.0369576861274772,0.324584895554365,,"WI"
Picoides_pubescens,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Piciformes_Picidae_Picoides,668,343,71,935,0.331184928111056,0.170054536440258,0.0352007932573128,0.463559742191373,,"WI"
Pitta_nympha,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pittidae_Pitta,774,256,44,855,0.401244167962675,0.132711249351996,0.0228097459823743,0.443234836702955,,"FM"
Polyplectron_germaini,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Polyplectron,765,272,113,842,0.384036144578313,0.136546184738956,0.0567269076305221,0.422690763052209,,"TROPIC"
Porphyrio_hochstetteri,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Porphyrio,877,195,93,700,0.470241286863271,0.10455764075067,0.0498659517426273,0.375335120643432,,"NF"
Primolius_maracana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Primolius,778,281,117,755,0.402900051786639,0.145520455722424,0.0605903676851372,0.3909891248058,,"TROPIC"
Progne_chalybea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Hirundinidae_Progne,811,207,114,790,0.421956295525494,0.107700312174818,0.0593132154006243,0.411030176899063,,"AI"
Prosthemadera_novaeseelandiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Meliphagidae_Prosthemadera,822,326,88,631,0.440278521692555,0.174611676486342,0.0471344402785217,0.337975361542582,,"TROPIC"
Prunella_montanella,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Prunella,806,294,147,677,0.418918918918919,0.152806652806653,0.0764033264033264,0.351871101871102,,"FM"
Pseudoleistes_guirahuro,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Icteridae_Pseudoleistes,813,252,89,777,0.421025375453133,0.130502330398757,0.046090108751942,0.402382185396168,,"TROPIC"
Pseudopodoces_humilis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Paridae_Pseudopodoces,766,238,87,832,0.398335933437337,0.123764950598024,0.0452418096723869,0.432657306292252,,"HI"
Pterocnemia_pennata,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Rheiformes_Rheidae_Pterocnemia,673,311,124,895,0.335996005991013,0.155267099350974,0.0619071392910634,0.44682975536695,,"NF"
Ptilopachus_petrosus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Ptilopachus,852,342,46,687,0.442138038401661,0.177477944992216,0.0238713025428127,0.356512714063311,,"TROPIC"
Pycnonotus_melanicterus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pycnonotidae_Pycnonotus,837,261,47,694,0.455138662316476,0.141924959216966,0.0255573681348559,0.377379010331702,,"TROPIC"
Pycnonotus_taivanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pycnonotidae_Pycnonotus,841,243,112,701,0.443331576172905,0.128096995255667,0.0590405904059041,0.369530838165525,,"TROPIC"
Pyrgilauda_blanfordi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Pyrgilauda,823,262,120,724,0.426645930533955,0.135821669258683,0.0622083981337481,0.375324002073613,,"HI"
Regulus_calendula,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Regulus,852,285,77,626,0.46304347826087,0.154891304347826,0.0418478260869565,0.340217391304348,,"FM"
Regulus_regulus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Regulus,883,297,103,573,0.475754310344828,0.160021551724138,0.0554956896551724,0.308728448275862,,"WI"
Remiz_consobrinus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Paridae_Remiz,678,113,114,1147,0.330409356725146,0.0550682261208577,0.0555555555555556,0.558966861598441,,"FM"
Rhea_americana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Rheiformes_Rheidae_Rhea,695,323,126,878,0.343719090009891,0.159742828882295,0.0623145400593472,0.434223541048467,,"NF"
Rhynochetos_jubatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rhynochetidae_Rhynochetos,760,340,72,734,0.398740818467996,0.178384050367261,0.0377754459601259,0.385099685204617,,"TROPIC"
Saundersilarus_saundersi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Saundersilarus,788,281,110,731,0.412565445026178,0.147120418848168,0.0575916230366492,0.382722513089005,,"AI"
Scolopax_rusticola,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Scolopax,830,288,65,673,0.447198275862069,0.155172413793103,0.0350215517241379,0.36260775862069,,"FM"
Spizixos_semitorques,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pycnonotidae_Spizixos,837,289,61,665,0.451943844492441,0.156047516198704,0.0329373650107991,0.359071274298056,,"TROPIC"
Stercorarius_maccormicki,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Stercorariidae_Stercorarius,820,311,74,688,0.433174854727945,0.164289487585843,0.0390913893291072,0.363444268357105,,"AI"
Sternula_albifrons,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Sternula,820,405,56,594,0.437333333333333,0.216,0.0298666666666667,0.3168,,"AI"
Streptopelia_chinensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Columbiformes_Columbidae_Streptopelia,744,278,86,824,0.385093167701863,0.143892339544513,0.0445134575569358,0.426501035196687,,"TROPIC"
Struthio_camelus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Struthioniformes_Struthionidae_Struthio,792,297,123,722,0.409513960703206,0.153567735263702,0.0635987590486039,0.373319544984488,,"NF"
Sturnus_nigricollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sturnidae_Sturnus,831,183,90,783,0.440381558028617,0.0969793322734499,0.0476947535771065,0.414944356120827,,"TROPIC"
Sturnus_vulgaris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sturnidae_Sturnus,772,204,137,821,0.399172699069286,0.105480868665977,0.0708376421923475,0.424508790072389,,"FM"
Sylvia_atricapilla,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Sylviinae_Sylvia,840,329,75,629,0.448478376935398,0.175654030966364,0.0400427122263748,0.335824879871863,,"FM"
Sylvia_crassirostris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Sylviinae_Sylvia,833,250,88,773,0.428497942386831,0.128600823045267,0.0452674897119342,0.397633744855967,,"FM"
