Species Class
1436 Schizothorax_kozlovi Actinopterygii
1437 Schizothorax_labiatus Actinopterygii
1438 Schizothorax_lantsangensis Actinopterygii
1439 Schizothorax_macropogon Actinopterygii
1440 Schizothorax_oconnori Actinopterygii
1441 Schizothorax_plagiostomus Actinopterygii
1442 Schizothorax_prenanti Actinopterygii
1443 Schizothorax_pseudoaksaiensis Actinopterygii
1444 Schizothorax_richardsonii Actinopterygii
1445 Schizothorax_waltoni Actinopterygii
1446 Schizothorax_wangchiachii Actinopterygii
1447 Scincella_lateralis Reptilia
1448 Sciurus_lis Mammalia
1449 Sciurus_vulgaris Mammalia
1450 Scleropages_formosus Actinopterygii
1451 Scomber_australasicus Actinopterygii
1452 Scomber_colias Actinopterygii
1453 Scomber_japonicus Actinopterygii
1454 Scomber_scombrus Actinopterygii
1455 Scomberomorus_commerson Actinopterygii
1456 Scomberomorus_niphonius Actinopterygii
1457 Scombrops_boops Actinopterygii
1458 Scombrops_gilberti Actinopterygii
1459 Scophthalmus_rhombus Actinopterygii
1460 Scotophilus_viridis Mammalia
1461 Sebastiscus_marmoratus Actinopterygii
1462 Semnopithecus_entellus Mammalia
1463 Seriola_dumerili Actinopterygii
1464 Seriola_rivoliana Actinopterygii
1465 Serranus_cabrilla Actinopterygii
1466 Serranus_hepatus Actinopterygii
1467 Setophaga_coronata Aves
1468 Shinisaurus_crocodilurus Reptilia
1469 Sibynophis_chinensis Reptilia
1470 Sibynophis_collaris Reptilia
1471 Siganus_argenteus Actinopterygii
1472 Siganus_canaliculatus Actinopterygii
1473 Siganus_fuscescens Actinopterygii
1474 Siganus_guttatus Actinopterygii
1475 Siganus_puellus Actinopterygii
1476 Siganus_unimaculatus Actinopterygii
1477 Siganus_virgatus Actinopterygii
1478 Siganus_vulpinus Actinopterygii
1479 Silurus_asotus Actinopterygii
1480 Sinibotia_robusta Actinopterygii
1481 Siniperca_chuatsi Actinopterygii
1482 Siniperca_knerii Actinopterygii
1483 Siniperca_scherzeri Actinopterygii
1484 Siniperca_undulata Actinopterygii
1485 Sinogastromyzon_puliensis Actinopterygii
1486 Siphateles_bicolor Actinopterygii
1487 Snyderichthys_copei Actinopterygii
1488 Solea_senegalensis Actinopterygii
1489 Solea_solea Actinopterygii
1490 Sorex_araneus Mammalia
1491 Sorex_asper Mammalia
1492 Sorex_bedfordiae Mammalia
1493 Sorex_caecutiens Mammalia
1494 Sorex_cinereus Mammalia
1495 Sorex_cylindricauda Mammalia
1496 Sorex_minutissimus Mammalia
1497 Sorex_monticolus Mammalia
1498 Sorex_palustris Mammalia
1499 Sorex_tundrensis Mammalia
1500 Sorex_ugyunak Mammalia
1501 Sorex_unguiculatus Mammalia
1502 Sotalia_guianensis Mammalia
1503 Sparus_aurata Actinopterygii
1504 Spheniscus_demersus Aves
1505 Spheniscus_humboldti Aves
1506 Sphenodon_punctatus Reptilia
1507 Sphoeroides_pachygaster Actinopterygii
1508 Spicara_maena Actinopterygii
1509 Spicara_smaris Actinopterygii
1510 Spinibarbus_caldwelli Actinopterygii
1511 Spinibarbus_denticulatus Actinopterygii
1512 Sprattus_sprattus Actinopterygii
1513 Squalidus_argentatus Actinopterygii
1514 Squalidus_chankaensis Actinopterygii
1515 Squalidus_japonicus Actinopterygii
1516 Squaliobarbus_curriculus Actinopterygii
1517 Squalius_carolitertii Actinopterygii
1518 Squalius_cephalus Actinopterygii
1519 Squalius_lucumonis Actinopterygii
1520 Squalius_pyrenaicus Actinopterygii
1521 Stachyris_ruficeps Aves
1522 Stenella_attenuata Mammalia
1523 Stenella_coeruleoalba Mammalia
1524 Stenella_longirostris Mammalia
1525 Stenodus_leucichthys Actinopterygii
1526 Stigmochelys_pardalis Reptilia
1527 Stiphrornis_sanghensis Aves
1528 Sturnella_magna Aves
1529 Sturnella_neglecta Aves
1530 Sturnira_erythromos Mammalia
1531 Sturnira_lilium Mammalia
1532 Sturnira_luisi Mammalia
1533 Sturnira_magna Mammalia
1534 Sturnira_parvidens Mammalia
1535 Sturnira_tildae Mammalia
1536 Suncus_murinus Mammalia
1537 Sus_barbatus Mammalia
1538 Sus_celebensis Mammalia
1539 Sus_scrofa Mammalia
1540 Sus_verrucosus Mammalia
1541 Sylviparus_modestus Aves
1542 Symphalangus_syndactylus Mammalia
1543 Symphysodon_aequifasciata Actinopterygii
1544 Syngnathus_schlegeli Actinopterygii
1545 Syngnathus_typhle Actinopterygii
1546 Synodontis_sp. Actinopterygii
1547 Syrmaticus_ellioti Aves
1548 Syrmaticus_humiae Aves
1549 Tachyoryctes_splendens Mammalia
1550 Taeniopygia_guttata Aves
1551 Takifugu_fasciatus Actinopterygii
1552 Takifugu_flavidus Actinopterygii
1553 Takifugu_oblongus Actinopterygii
1554 Takifugu_ocellatus Actinopterygii
1555 Takifugu_rubripes Actinopterygii
1556 Takifugu_stictonotus Actinopterygii
1557 Takifugu_xanthopterus Actinopterygii
1558 Takydromus_amurensis Reptilia
1559 Takydromus_septentrionalis Reptilia
1560 Takydromus_tachydromoides Reptilia
1561 Talpa_europaea Mammalia
1562 Talpa_romana Mammalia
1563 Tamandua_tetradactyla Mammalia
1564 Tamias_amoenus Mammalia
1565 Tamias_dorsalis Mammalia
1566 Tamias_minimus Mammalia
1567 Tamias_senex Mammalia
1568 Tamias_sibiricus Mammalia
1569 Tamias_striatus Mammalia
1570 Tamiops_maritimus Mammalia
1571 Tamiops_swinhoei Mammalia
1572 Tanakia_himantegus Actinopterygii
1573 Tanakia_koreensis Actinopterygii
1574 Tanakia_lanceolata Actinopterygii
1575 Tanakia_latimarginata Actinopterygii
1576 Tanakia_limbata Actinopterygii
1577 Tangara_cyanicollis Aves
1578 Tanichthys_albonubes Actinopterygii
1579 Tapirus_indicus Mammalia
1580 Tarentola_mauritanica Reptilia
1581 Tarsius_dentatus Mammalia
1582 Tarsius_lariang Mammalia
1583 Tarsius_wallacei Mammalia
1584 Telescopus_fallax Reptilia
1585 Telestes_muticellus Actinopterygii
1586 Telestes_pleurobipunctatus Actinopterygii
1587 Telestes_souffia Actinopterygii
1588 Telmatobius_chusmisensis Amphibia
1589 Tenualosa_ilisha Actinopterygii
1590 Terapon_jarbua Actinopterygii
1591 Terrapene_carolina Reptilia
1592 Terrapene_mexicana Reptilia
1593 Testudo_graeca Reptilia
1594 Testudo_horsfieldii Reptilia
1595 Testudo_kleinmanni Reptilia
1596 Testudo_marginata Reptilia
1597 Tetraogallus_himalayensis Aves
1598 Thamnophis_validus Reptilia
1599 Thermophis_baileyi Reptilia
1600 Thorichthys_meeki Actinopterygii
1601 Thrichomys_laurenteus Mammalia
1602 Thunnus_alalunga Actinopterygii
1603 Thunnus_albacares Actinopterygii
1604 Thunnus_maccoyii Actinopterygii
1605 Thunnus_obesus Actinopterygii
1606 Thunnus_orientalis Actinopterygii
1607 Thunnus_thynnus Actinopterygii
1608 Thunnus_tonggol Actinopterygii
1609 Thylacinus_cynocephalus Mammalia
1610 Thylamys_elegans Mammalia
1611 Thylamys_pallidior Mammalia
1612 Thylamys_pusillus Mammalia
1613 Thylamys_sponsorius Mammalia
1614 Thylamys_venustus Mammalia
1615 Thymallus_arcticus Actinopterygii
1616 Thymallus_grubii Actinopterygii
1617 Tinca_tinca Actinopterygii
1618 Tonatia_saurophila Mammalia
1619 Tor_khudree Actinopterygii
1620 Tor_putitora Actinopterygii
1621 Tor_sinensis Actinopterygii
1622 Tor_tor Actinopterygii
1623 Toxicocalamus_loriae Reptilia
1624 Trachemys_callirostris Reptilia
1625 Trachemys_scripta Reptilia
1626 Trachidermus_fasciatus Actinopterygii
1627 Trachinotus_ovatus Actinopterygii
1628 Trachurus_declivis Actinopterygii
1629 Trachurus_mediterraneus Actinopterygii
1630 Trachurus_novaezelandiae Actinopterygii
1631 Trachurus_trachurus Actinopterygii
1632 Trachypithecus_phayrei Mammalia
1633 Tragelaphus_imberbis Mammalia
1634 Tragelaphus_oryx Mammalia
1635 Tragelaphus_scriptus Mammalia
1636 Tragopan_temminckii Aves
1637 Tragulus_javanicus Mammalia
1638 Tribolodon_brandtii Actinopterygii
1639 Tribolodon_hakonensis Actinopterygii
1640 Trichiurus_japonicus Actinopterygii
1641 Trichomycterus_areolatus Actinopterygii
1642 Trimeresurus_albolabris Reptilia
1643 Trimeresurus_gumprechti Reptilia
1644 Trimeresurus_popeiorum Reptilia
1645 Trinomys_dimidiatus Mammalia
1646 Triplophysa_bleekeri Actinopterygii
1647 Triplophysa_stenura Actinopterygii
1648 Trisopterus_luscus Actinopterygii
1649 Trisopterus_minutus Actinopterygii
1650 Tupaia_belangeri Mammalia
1651 Tupaia_glis Mammalia
1652 Turdus_migratorius Aves
1653 Turdus_rufopalliatus Aves
1654 Tursiops_aduncus Mammalia
1655 Tursiops_truncatus Mammalia
1656 Uragus_sibiricus Aves
1657 Urocitellus_parryii Mammalia
1658 Urocyon_cinereoargenteus Mammalia
1659 Uropsilus_soricipes Mammalia
1660 Urotrichus_talpoides Mammalia
1661 Ursus_americanus Mammalia
1662 Ursus_arctos Mammalia
1663 Ursus_maritimus Mammalia
1664 Ursus_spelaeus Mammalia
1665 Ursus_thibetanus Mammalia
1666 Uta_stansburiana Reptilia
1667 Vanmanenia_pingchowensis Actinopterygii
1668 Varecia_variegata Mammalia
1669 Vespertilio_murinus Mammalia
1670 Vespertilio_sinensis Mammalia
1671 Vicugna_vicugna Mammalia
1672 Vipera_berus Reptilia
1673 Vipera_lotievi Reptilia
1674 Vipera_renardi Reptilia
1675 Vipera_ursinii Reptilia
1676 Vireo_cassinii Aves
1677 Vireo_solitarius Aves
1678 Viverricula_indica Mammalia
1679 Vulpes_lagopus Mammalia
1680 Vulpes_vulpes Mammalia
1681 Wiedomys_cerradensis Mammalia
1682 Xantusia_arizonae Reptilia
1683 Xantusia_riversiana Reptilia
1684 Xantusia_vigilis Reptilia
1685 Xantusia_wigginsi Reptilia
1686 Xenocypris_argentea Actinopterygii
1687 Xenopeltis_unicolor Reptilia
1688 Xenophallus_umbratilis Actinopterygii
1689 Xenophysogobio_nudicorpa Actinopterygii
1690 Xenotoca_eiseni Actinopterygii
1691 Xiphias_gladius Actinopterygii
1692 Xiphophorus_hellerii Actinopterygii
1693 Xyrauchen_texanus Actinopterygii
1694 Zacco_platypus Actinopterygii
1695 Zamenis_longissimus Reptilia
1696 Zapus_hudsonius Mammalia
1697 Zapus_princeps Mammalia
1698 Zapus_trinotatus Mammalia
1699 Zeus_faber Actinopterygii
1700 Ziphius_cavirostris Mammalia
1701 Zonosaurus_madagascariensis Reptilia
1702 Zoothera_dauma Aves
1703 Zootoca_vivipara Reptilia
1704 Zosterops_abyssinicus Aves
1705 Zosterops_erythropleurus Aves
1706 Zosterops_japonicus Aves
1707 Zosterops_palpebrosus Aves
1708 Zosterops_senegalensis Aves
1709 Ichthyomyzon_unicuspis Petromyzontiformes
1710 Lampetra_aepyptera Petromyzontiformes
1711 Petromyzon_marinus Petromyzontiformes
1712 Dasyatis_zugei Chondrichthyes
1713 Himantura_gerrardi Chondrichthyes
1714 Himantura_uarnak Chondrichthyes
1715 Taeniura_lymma Chondrichthyes
1716 Mobula_japanica Chondrichthyes
1717 Rhinobatos_hynnicephalus Chondrichthyes
1718 Rhinobatos_schlegelii Chondrichthyes
1719 Zapteryx_exasperata Chondrichthyes
1720 Dipturus_kwangtungensis Chondrichthyes
1721 Carcharhinus_amblyrhynchoides Chondrichthyes
1722 Carcharhinus_obscurus Chondrichthyes
1723 Carcharhinus_sorrah Chondrichthyes
1724 Glyphis_fowlerae Chondrichthyes
1725 Glyphis_gangeticus Chondrichthyes
1726 Glyphis_glyphis Chondrichthyes
1727 Scoliodon_macrorhynchos Chondrichthyes
1728 Proscyllium_habereri Chondrichthyes
1729 Cephaloscyllium_umbratile Chondrichthyes
1730 Scyliorhinus_canicula Chondrichthyes
1731 Hemitriakis_japanica Chondrichthyes
1732 Mustelus_manazo Chondrichthyes
1733 Alopias_pelagicus Chondrichthyes
1734 Isurus_oxyrinchus Chondrichthyes
1735 Carcharias_taurus Chondrichthyes
1736 Pseudocarcharias_kamoharai Chondrichthyes
1737 Stegostoma_fasciatum Chondrichthyes
1738 Squalus_montalbani Chondrichthyes
1739 Squatina_nebulosa Chondrichthyes
1740 Scaphirhynchus_albus Actinopterygii
1741 Polyodon_spathula Actinopterygii
1742 Anguilla_australis Actinopterygii
1744 Anguilla_bicolor Actinopterygii
1746 Conger_myriaster Actinopterygii
1747 Myripristis_berndti Actinopterygii
1748 Channa_marulius Actinopterygii
1749 Channa_striata Actinopterygii
1750 Coryphaena_hippurus Actinopterygii
1751 Rachycentron_canadum Actinopterygii
1752 Istiompax_indica Actinopterygii
1753 Tetrapturus_georgii Actinopterygii
1754 Tetrapturus_pfluegeri Actinopterygii
1755 Paralichthys_olivaceus Actinopterygii
1756 Glyptocephalus_stelleri Actinopterygii
1757 Hippoglossoides_elassodon Actinopterygii
1758 Lepidopsetta_polyxystra Actinopterygii
1759 Zebrias_crossolepis Actinopterygii
1760 Zebrias_quagga Actinopterygii
1761 Zebrias_zebrinus Actinopterygii
1762 Acanthurus_nigricans Actinopterygii
1763 Acanthurus_triostegus Actinopterygii
1764 Zanclus_cornutus Actinopterygii
1765 Cirrhitichthys_oxycephalus Actinopterygii
1766 Macquaria_australasica Actinopterygii
1767 Nannoperca_vittata Actinopterygii
1768 Kuhlia_rupestris Actinopterygii
1769 Forcipiger_flavissimus Actinopterygii
1770 Scarus_ghobban Actinopterygii
1771 Scarus_rubroviolaceus Actinopterygii
1772 Lutjanus_fulviflamma Actinopterygii
1773 Lutjanus_vitta Actinopterygii
1774 Cottus_asperrimus Actinopterygii
1775 Cottus_bairdii Actinopterygii
1776 Cottus_carolinae Actinopterygii
1777 Culaea_inconstans Actinopterygii
1778 Dolloidraco_longedorsalis Actinopterygii
1779 Chaenodraco_wilsoni Actinopterygii
1780 Chionodraco_hamatus Actinopterygii
1781 Chionodraco_myersi Actinopterygii
1782 Chionodraco_rastrospinosus Actinopterygii
1783 Cryodraco_antarcticus Actinopterygii
1784 Neopagetopsis_ionah Actinopterygii
1785 Pagetopsis_macropterus Actinopterygii
1786 Dissostichus_eleginoides Actinopterygii
1787 Gobionotothen_gibberifrons Actinopterygii
1788 Lepidonotothen_larseni Actinopterygii
1789 Lepidonotothen_squamifrons Actinopterygii
1790 Pagothenia_borchgrevinki Actinopterygii
1791 Pleuragramma_antarctica Actinopterygii
1792 Trematomus_bernacchii Actinopterygii
1793 Trematomus_newnesi Actinopterygii
1794 Trematomus_nicolai Actinopterygii
1795 Hypoplectrus_indigo Actinopterygii
1796 Hypoplectrus_nigricans Actinopterygii
1797 Hypoplectrus_puella Actinopterygii
1798 Hypoplectrus_unicolor Actinopterygii
1799 Ostracion_meleagris Actinopterygii
1800 Diodon_holocanthus Actinopterygii
1801 Colomesus_asellus Actinopterygii
1802 Plagioscion_squamosissimus Actinopterygii
1803 Sillago_ciliata Actinopterygii
1804 Oxyeleotris_selheimi Actinopterygii
1805 Mogurnda_adspersa Actinopterygii
1806 Amblyeleotris_wheeleri Actinopterygii
1807 Cryptocentrus_cinctus Actinopterygii
1808 Ctenogobiops_feroculus Actinopterygii
1809 Chaenogobius_annularis Actinopterygii
1810 Sicydium_buscki Actinopterygii
1811 Sicydium_punctatum Actinopterygii
1812 Odontobutis_potamophila Actinopterygii
1813 Lucifuga_dentata Actinopterygii
1814 Chirostoma_humboldtianum Actinopterygii
1815 Tylosurus_acus Actinopterygii
1816 Kryptolebias_marmoratus Actinopterygii
1817 Cyprinodon_nevadensis Actinopterygii
1818 Cyprinodon_rubrofluviatilis Actinopterygii
1819 Aphanius_anatoliae Actinopterygii
1820 Aphanius_iberus Actinopterygii
1821 Orestias_ascotanensis Actinopterygii
1822 Gambusia_affinis Actinopterygii
1823 Gambusia_holbrooki Actinopterygii
1824 Profundulus_labialis Actinopterygii
1825 Alticus_arnoldorum Actinopterygii
1826 Cyprichromis_leptosoma Actinopterygii
1827 Astatotilapia_calliptera Actinopterygii
1828 Ctenochromis_horei Actinopterygii
1829 Haplochromis_burtoni Actinopterygii
1830 Maylandia_zebra Actinopterygii
1831 Serranochromis_macrocephalus Actinopterygii
1832 Lamprologus_callipterus Actinopterygii
1833 Neolamprologus_brichardi Actinopterygii
1834 Telmatochromis_temporalis Actinopterygii
1835 Perissodus_microlepis Actinopterygii
1836 Petrochromis_trewavasae Actinopterygii
1837 Tropheus_duboisi Actinopterygii
1838 Tropheus_moorii Actinopterygii
1839 Andinoacara_coeruleopunctatus Actinopterygii
1840 Andinoacara_rivulatus Actinopterygii
1841 Cichla_monoculus Actinopterygii
1842 Cichla_ocellaris Actinopterygii
1843 Cichla_orinocensis Actinopterygii
1844 Cichla_pinima Actinopterygii
1845 Satanoperca_jurupari Actinopterygii
1846 Abudefduf_saxatilis Actinopterygii
1847 Abudefduf_vaigiensis Actinopterygii
1848 Amphiprion_percula Actinopterygii
1849 Amphiprion_perideraion Actinopterygii
1850 Amphiprion_sebae Actinopterygii
1851 Psenopsis_anomala Actinopterygii
1852 Scomberomorus_munroi Actinopterygii
1854 Scomberomorus_semifasciatus Actinopterygii
1855 Trichiurus_lepturus Actinopterygii
1856 Mulloidichthys_dentatus Actinopterygii
1857 Mulloidichthys_flavolineatus Actinopterygii
1858 Mulloidichthys_martinicus Actinopterygii
1859 Mulloidichthys_vanicolensis Actinopterygii
1860 Doryrhamphus_excisus Actinopterygii
1861 Typhlichthys_subterraneus Actinopterygii
1862 Coregonus_albula Actinopterygii
1863 Coregonus_chadary Actinopterygii
1864 Coregonus_peled Actinopterygii
1865 Coregonus_ussuriensis Actinopterygii
1866 Oncorhynchus_masou Actinopterygii
1868 Salvelinus_fontinalis Actinopterygii
1869 Alosa_alosa Actinopterygii
1870 Alosa_pseudoharengus Actinopterygii
1871 Alosa_sapidissima Actinopterygii
1872 Nematalosa_erebi Actinopterygii
1873 Coilia_dussumieri Actinopterygii
1874 Astyanax_fasciatus Actinopterygii
1875 Prochilodus_argenteus Actinopterygii
1876 Prochilodus_lineatus Actinopterygii
1877 Prochilodus_nigricans Actinopterygii
1878 Hypostomus_ancistroides Actinopterygii
1879 Arius_maculatus Actinopterygii
1880 Bagre_bagre Actinopterygii
1881 Centromochlus_existimatus Actinopterygii
1882 Pimelodella_chagresi Actinopterygii
1883 Heteropneustes_fossilis Actinopterygii
1884 Pangasianodon_gigas Actinopterygii
1885 Pimelodus_maculatus Actinopterygii
1886 Rhamdia_quelen Actinopterygii
1887 Catostomus_catostomus Actinopterygii
1888 Catostomus_clarkii Actinopterygii
1889 Catostomus_discobolus Actinopterygii
1890 Catostomus_platyrhynchus Actinopterygii
1891 Catostomus_plebeius Actinopterygii
1892 Catostomus_santaanae Actinopterygii
1893 Catostomus_virescens Actinopterygii
1894 Cobitis_bilineata Actinopterygii
1895 Cobitis_biwae Actinopterygii
1896 Cobitis_melanoleuca Actinopterygii
1897 Cobitis_striata Actinopterygii
1898 Sabanejewia_balcanica Actinopterygii
1899 Triplophysa_yarkandensis Actinopterygii
1900 Barbus_petenyi Actinopterygii
1901 Blicca_bjoerkna Actinopterygii
1903 Carassius_carassius Actinopterygii
1904 Cirrhinus_molitorella Actinopterygii
1905 Cyprinella_caerulea Actinopterygii
1908 Labeo_calbasu Actinopterygii
1909 Lythrurus_roseipinnis Actinopterygii
1910 Megalobrama_skolkovii Actinopterygii
1911 Nipponocypris_temminckii Actinopterygii
1912 Onychostoma_gerlachi Actinopterygii
1913 Pteronotropis_hypselopterus Actinopterygii
1914 Pteronotropis_signipinnis Actinopterygii
1915 Rhinichthys_osculus Actinopterygii
1917 Rhynchocypris_lagowskii Actinopterygii
1918 Sarcocheilichthys_variegatus Actinopterygii
1919 Saurogobio_dabryi Actinopterygii
1920 Schizopyge_niger Actinopterygii
1921 Schizothorax_progastus Actinopterygii
1922 Notopterus_notopterus Actinopterygii
1923 Arapaima_gigas Actinopterygii
1924 Osteoglossum_bicirrhosum Actinopterygii
1925 Scleropages_jardinii Actinopterygii
1926 Polypterus_palmas Cladistia
1927 Neoceratodus_forsteri Ceratodontiformes
1928 Amblysomus_hottentotus Mammalia
1929 Echinops_telfairi Mammalia
1930 Lepus_comus Mammalia
1931 Chaetodipus_intermedius Mammalia
1932 Microtus_oeconomus Mammalia
1933 Habromys_lophurus Mammalia
1934 Peromyscus_aztecus Mammalia
1935 Peromyscus_furvus Mammalia
1936 Peromyscus_melanophrys Mammalia
1937 Peromyscus_perfulvus Mammalia
1942 Nannospalax_golani Mammalia
1943 Nannospalax_judaei Mammalia
1944 Spalax_carmeli Mammalia
1945 Tamias_cinereicollis Mammalia
1946 Tamias_quadrivittatus Mammalia
1947 Tamias_umbrinus Mammalia
1948 Macaca_nigra Mammalia
1949 Rungwecebus_kipunji Mammalia
1950 Colobus_guereza Mammalia
1951 Nasalis_larvatus Mammalia
1952 Pygathrix_nemaeus Mammalia
1953 Trachypithecus_francoisi Mammalia
1954 Trachypithecus_hatinhensis Mammalia
1955 Gorilla_gorilla Mammalia
1957 Pongo_abelii Mammalia
1958 Pongo_pygmaeus Mammalia
1960 Cebus_capucinus Mammalia
1961 Cheirogaleus_crossleyi Mammalia
1962 Cheirogaleus_major Mammalia
1963 Cheirogaleus_medius Mammalia
1964 Eulemur_fulvus Mammalia
1965 Eulemur_mongoz Mammalia
1966 Hapalemur_griseus Mammalia
1967 Prolemur_simus Mammalia
1969 Lepilemur_mustelinus Mammalia
1970 Ailurus_fulgens Mammalia
1972 Vulpes_zerda Mammalia
1973 Melogale_moschata Mammalia
1974 Lontra_longicaudis Mammalia
1975 Mustela_itatsi Mammalia
1976 Odobenus_rosmarus Mammalia
1977 Halichoerus_grypus Mammalia
1979 Catopuma_badia Mammalia
1980 Leopardus_geoffroyi Mammalia
1981 Leopardus_tigrinus Mammalia
1982 Lynx_canadensis Mammalia
1983 Neofelis_nebulosa Mammalia
1984 Pardofelis_marmorata Mammalia
1985 Globicephala_melas Mammalia
1986 Orcaella_heinsohni Mammalia
1987 Tursiops_australis Mammalia
1990 Muntiacus_reevesi Mammalia
1992 Moschus_chrysogaster Mammalia
1994 Mystacina_tuberculata Mammalia
1995 Mesophylla_macconnelli Mammalia
1996 Eptesicus_serotinus Mammalia
1997 Lasiurus_blossevillii Mammalia
1998 Murina_cyclotis Mammalia
1999 Myotis_brandtii Mammalia
2000 Myotis_daubentonii Mammalia
2001 Nyctalus_noctula Mammalia
2002 Otonycteris_hemprichii Mammalia
2003 Plecotus_auritus Mammalia
2004 Crocidura_russula Mammalia
2005 Episoriculus_caudatus Mammalia
2006 Tapirus_terrestris Mammalia
2007 Sarcophilus_harrisii Mammalia
2008 Trichosurus_vulpecula Mammalia
2009 Potorous_tridactylus Mammalia
2010 Isoodon_macrourus Mammalia
2011 Perameles_gunnii Mammalia
2012 Crocodylus_mindorensis Reptilia
2013 Crocodylus_novaeguineae Reptilia
2014 Crocodylus_porosus Reptilia
2015 Crocodylus_siamensis Reptilia
2016 Apus_affinis Aves
2017 Aegotheles_cristatus Aves
2018 Larus_novaehollandiae Aves
2019 Thalasseus_sandvicensis Aves
2020 Numenius_phaeopus Aves
2021 Cathartes_aura Aves
2022 Columbina_passerina Aves
2023 Geotrygon_montana Aves
2024 Leptotila_verreauxi Aves
2025 Ceyx_lepidus Aves
2026 Todiramphus_chloris Aves
2027 Eurystomus_orientalis Aves
2028 Cercococcyx_montanus Aves
2029 Accipiter_nisus Aves
2030 Circus_pygargus Aves
2031 Hieraaetus_fasciatus Aves
2032 Leucopternis_albicollis Aves
2033 Leucopternis_melanops Aves
2034 Micrastur_gilvicollis Aves
2035 Cairina_moschata Aves
2036 Anas_crecca Aves
2037 Anas_poecilorhyncha Aves
2038 Clangula_hyemalis Aves
2039 Cygnus_columbianus Aves
2040 Anser_anser Aves
2041 Crax_rubra Aves
2042 Alectura_lathami Aves
2043 Tetraogallus_tibetanus Aves
2044 Tetraophasis_obscurus Aves
2045 Tetraophasis_szechenyii Aves
2046 Crossoptilon_auritum Aves
2047 Pucrasia_macrolopha Aves
2048 Gallinula_chloropus Aves
2049 Xanthomixis_zosterops Aves
2050 Certhia_americana Aves
2051 Certhia_familiaris Aves
2052 Henicorhina_leucophrys Aves
2053 Pheugopedius_coraya Aves
2054 Thryothorus_nigricapillus Aves
2055 Troglodytes_aedon Aves
2056 Orthotomus_sericeus Aves
2057 Aegithalos_bonvaloti Aves
2058 Aegithalos_fuliginosus Aves
2059 Artamus_personatus Aves
2060 Artamus_superciliosus Aves
2061 Cyanocitta_stelleri Aves
2062 Oriolus_chinensis Aves
2063 Perisoreus_canadensis Aves
2064 Pyrrhocorax_pyrrhocorax Aves
2065 Dicrurus_forficatus Aves
2066 Dicrurus_hottentottus Aves
2067 Lanius_collaris Aves
2068 Arses_telescopthalmus Aves
2069 Hypothymis_azurea Aves
2070 Monarcha_castaneiventris Aves
2071 Myiagra_rubecula Aves
2072 Myiagra_ruficollis Aves
2073 Terpsiphone_paradisi Aves
2074 Terpsiphone_rufiventer Aves
2075 Terpsiphone_viridis Aves
2076 Pachycephala_caledonica Aves
2077 Pachycephala_graeffii Aves
2078 Pachycephala_macrorhyncha Aves
2079 Pachycephala_philippinensis Aves
2080 Cyclarhis_gujanensis Aves
2081 Hylophilus_ochraceiceps Aves
2082 Vireo_altiloquus Aves
2083 Vireo_atricapilla Aves
2084 Vireo_bellii Aves
2085 Vireo_flavoviridis Aves
2086 Vireo_gilvus Aves
2087 Vireo_olivaceus Aves
2088 Sittasomus_griseicapillus Aves
2089 Automolus_ochrolaemus Aves
2090 Automolus_rubiginosus Aves
2091 Cinclodes_fuscus Aves
2092 Synallaxis_albescens Aves
2093 Xenops_minutus Aves
2094 Riparia_riparia Aves
2095 Tachycineta_bicolor Aves
2096 Garrulax_affinis Aves
2097 Leiothrix_argentauris Aves
2098 Leiothrix_lutea Aves
2099 Gerygone_igata Aves
2100 Malurus_leucopterus Aves
2101 Malurus_melanocephalus Aves
2102 Prosthemadera_novaeseelandiae Aves
2103 Margarops_fuscus Aves
2104 Mimus_gilvus Aves
2105 Enicurus_leschenaulti Aves
2106 Eumyias_panayensis Aves
2107 Ficedula_hypoleuca Aves
2108 Ficedula_parva Aves
2109 Ficedula_zanthopygia Aves
2110 Muscicapa_striata Aves
2111 Phoenicurus_auroreus Aves
2112 Phoenicurus_ochruros Aves
2113 Phoenicurus_phoenicurus Aves
2114 Saxicola_rubetra Aves
2115 Saxicola_rubicola Aves
2116 Saxicola_torquata Aves
2117 Parus_monticolus Aves
2118 Periparus_ater Aves
2119 Periparus_elegans Aves
2120 Poecile_montanus Aves
2121 Poecile_palustris Aves
2122 Poecile_varius Aves
2123 Arremon_aurantiirostris Aves
2124 Alauda_arvensis Aves
2125 Eremophila_alpestris Aves
2126 Carduelis_carduelis Aves
2127 Carpodacus_pulcherrimus Aves
2128 Carpodacus_vinaceus Aves
2129 Coccothraustes_coccothraustes Aves
2130 Leucosticte_arctoa Aves
2131 Leucosticte_brandti Aves
2132 Leucosticte_tephrocotis Aves
2133 Pyrrhula_pyrrhula Aves
2134 Spinus_spinus Aves
2135 Fringilla_coelebs Aves
2136 Fringilla_teydea Aves
2137 Motacilla_alba Aves
2138 Motacilla_cinerea Aves
2139 Motacilla_flava Aves
2140 Aethopyga_gouldiae Aves
2141 Aethopyga_pulcherrima Aves
2142 Basileuterus_tristriatus Aves
2143 Geothlypis_trichas Aves
2144 Mniotilta_varia Aves
2145 Oreothlypis_virginiae Aves
2146 Seiurus_aurocapilla Aves
2147 Setophaga_petechia Aves
2148 Padda_oryzivora Aves
2149 Passer_domesticus Aves
2150 Passer_hispaniolensis Aves
2151 Passer_italiae Aves
2152 Prunella_modularis Aves
